t,Obs_Wetland outflow (m3/day)_expression_noisy
40333.49,32.4884938740902
40333.5,30.9389088738719
40333.51,29.6077817736022
40333.52,28.7643841324814
40333.53,27.4943910278986
40333.54,28.4497851368922
40333.55,28.7223386066755
40333.56,27.8315367101967
40333.57,27.6057061007007
40333.58,26.4165052076062
40333.59,25.6153508547506
40333.6,24.9493046169599
40333.61,23.3637135049004
40333.62,22.6582795879212
40333.63,21.5283961404432
40333.64,21.118505477782
40333.65,19.7723155101708
40333.66,18.7448141260769
40333.67,18.3554902856132
40333.68,18.7460544225276
40333.69,18.821339507664
40333.7,18.7688162133678
40333.71,17.7683346650942
40333.72,17.2716848479912
40333.73,17.1547857736497
40333.74,16.9234080904499
40333.75,16.7645983437712
40333.76,17.1146322215916
40333.77,17.5594706576148
40333.78,17.0295028103723
40333.79,16.3793050743791
40333.8,15.4048430146902
40333.81,15.2484224036344
40333.82,15.3222968234279
40333.83,15.6736461286517
40333.84,15.1086972585262
40333.85,14.6800618621209
40333.86,14.1116158683903
40333.87,14.8338195649933
40333.88,15.3029526433431
40333.89,14.8177559247171
40333.9,14.642979500289
40333.91,14.0418113419728
40333.92,13.6749920503189
40333.93,14.3686874350776
40333.94,14.0173494077688
40333.95,13.7027428856112
40333.96,13.4755633654496
40333.97,12.736865993191
40333.98,11.966719686589
40333.99,11.1134335353778
40334,11.3086473925327
40334.01,10.9029030626127
40334.02,10.5680390234044
40334.03,10.7091416196093
40334.04,10.2170878810861
40334.05,9.9406304771848
40334.06,9.57643605469755
40334.07,9.55366630919244
40334.08,9.34302375511581
40334.09,8.75276559322666
40334.1,8.89035014919234
40334.11,9.09043667562963
40334.12,9.01683923339621
40334.13,8.77713235945437
40334.14,8.5849940298291
40334.15,8.13733414748194
40334.16,7.90511824819413
40334.17,7.99684381966585
40334.18,7.89521782665827
40334.19,7.42105431142447
40334.2,6.9786691810171
40334.21,6.77870056970943
40334.22,6.88372510770186
40334.23,6.8192405294622
40334.24,6.68760858228529
40334.25,6.72522835806584
40334.26,6.44464615637717
40334.27,6.37890945703314
40334.28,6.18225687150242
40334.29,5.8494941678649
40334.3,5.81668079034436
40334.31,5.47536647991806
40334.32,5.34722253071995
40334.33,5.38312865558598
40334.34,5.05951850498304
40334.35,5.12283415946549
40334.36,5.19236826964186
40334.37,5.16081155730935
40334.38,4.96729585095599
40334.39,4.77677162240808
40334.4,4.59115529951548
40334.41,4.44344313066941
40334.42,4.17884629089653
40334.43,4.07171709656491
40334.44,4.0952278206571
40334.45,3.77982035581073
40334.46,3.8079433493042
40334.47,3.53115888541801
40334.48,3.29318217438434
40334.49,3.1047731391435
40334.5,2.95386826551856
40334.51,2.82266481987203
40334.52,2.804964164671
40334.53,2.68674810419553
40334.54,2.61301843582063
40334.55,2.40577067178815
40334.56,2.26771251253012
40334.57,1.99040965195661
40334.58,1.76940135485443
40334.59,1.73193994753725
40334.6,1.55826854832761
40334.61,1.41611837459269
40334.62,1.27595357551802
40334.63,1.12202522402404
40334.64,0.905419971662738
40334.65,0.755624255976684
40334.66,0.789939237744168
40334.67,0.79468117678133
40334.68,0.76533062343348
40334.69,0.746714240515162
40334.7,0.717436870934381
40334.71,0.703094689691872
40334.72,0.687095334712165
40334.73,0.669087564691045
40334.74,0.637424517633144
40334.75,0.589840644143874
40334.76,0.583228824593201
40334.77,0.571830809704485
40334.78,0.56543881020662
40334.79,0.568374227845652
40334.8,0.548298954061227
40334.81,0.551096603708623
40334.82,0.531658628397945
40334.83,0.53006657880661
40334.84,0.522730468532252
40334.85,0.493570159998451
40334.86,0.490756397191707
40334.87,0.480098246780706
40334.88,0.463979611346218
40334.89,0.445135113778548
40334.9,0.428525481415346
40334.91,0.402629346526608
40334.92,0.372774713480535
40334.93,0.357204703760797
40334.94,0.350425973275114
40334.95,0.333349184200922
40334.96,0.32479580567598
40334.97,0.295549962285106
40334.98,0.294616560901683
40334.99,0.280742759961606
40335,0.262710623262867
40335.01,0.24739861094815
40335.02,0.234153334439441
40335.03,0.218841260102587
40335.04,0.205308245921701
40335.05,0.182574867368561
40335.06,0.170494449961683
40335.07,0.154451139535798
40335.08,0.145560401498257
40335.09,0.145524322091665
40335.1,0.141888208636599
40335.11,0.14461641527931
40335.12,0.138162672485264
40335.13,0.139639582466187
40335.14,0.137728362473216
40335.15,0.130550642006927
40335.16,0.129893056039559
40335.17,0.127705049104599
40335.18,0.12690138888234
40335.19,0.120434384562843
40335.2,0.10830286793151
40335.21,0.103319064016029
40335.22,0.100094664582626
40335.23,0.0990954683667826
40335.24,0.0986432375943676
40335.25,0.0981720566376919
40335.26,0.0955732823777213
40335.27,0.0917117111637373
40335.28,0.0863468259138101
40335.29,0.083415031453244
40335.3,0.0782155796266654
40335.31,0.0747152253760761
40335.32,0.0699381795783925
40335.33,0.0673658218048513
40335.34,0.062641922359984
40335.35,0.0576295715238936
40335.36,0.0529958955221176
40335.37,0.0501150522491553
40335.38,0.0456592242618562
40335.39,0.0435154364540692
40335.4,0.038539170544001
40335.41,0.0351535984962077
40335.42,0.0311593115340148
40335.43,0.0266022341219987
40335.44,0.0230821420901351
40335.45,0.019870953792105
40335.46,0.0166618574296112
40335.47,0.0129833199576274
40335.48,0.00916876685942737
40335.49,0.0056478284917121
40335.5,0.00469056746823031
40335.51,0.00456168606762685
40335.52,0.00402428666359503
40335.53,0.00363873803140554
40335.54,0.00348091974756388
40335.55,0.00297991765604099
40335.56,0.00271775864866999
40335.57,0.00240566017785136
40335.58,0.00136336858047427
40335.59,0.00220260103280934
40335.6,0.00865191145205693
40335.61,0.031448671286948
40335.62,0.0767373919824474
40335.63,0.144776954176048
40335.64,0.216276507152794
40335.65,0.145497040088033
40335.66,0.128977172830616
40335.67,0.119939291871546
40335.68,0.120430830301164
40335.69,0.11417187355545
40335.7,0.107640413749825
40335.71,0.103124151076141
40335.72,0.0956213570502597
40335.73,0.089836872774019
40335.74,0.0811825373312247
40335.75,0.073098807528857
40335.76,0.0708543549151553
40335.77,0.0678682293062552
40335.78,0.0657897564868625
40335.79,0.0623974590754809
40335.8,0.0605450804685892
40335.81,0.057577839665065
40335.82,0.0544128566300315
40335.83,0.0522921632685718
40335.84,0.0485721649738957
40335.85,0.0432625716316141
40335.86,0.0386773030655002
40335.87,0.0349373102894438
40335.88,0.0324503405391879
40335.89,0.0295661007164276
40335.9,0.0275853931260563
40335.91,0.0268172577818452
40335.92,0.0260932855140803
40335.93,0.0232310703825287
40335.94,0.0207454691569834
40335.95,0.0189570935729742
40335.96,0.0173267876028205
40335.97,0.01538836838433
40335.98,0.0131720614818569
40335.99,0.0123574752205996
40336,0.0107814989625988
40336.01,0.00946575743931055
40336.02,0.00786407351522638
40336.03,0.00615154759334143
40336.04,0.00410498704839127
40336.05,0.00239648285628928
40336.06,0.000655435295484665
40336.07,0.000444945278471573
40336.08,0.00041561280515572
40336.09,0.000382468732442086
40336.1,0.000364821112164582
40336.11,0.000353045245739012
40336.12,0.000344028075837943
40336.13,0.000325999466141053
40336.14,0.000291233103933892
40336.15,0.000270020536700728
40336.16,0.00024827636755746
40336.17,0.000225829947971782
40336.18,0.000201408404888166
40336.19,0.000188067256183996
40336.2,0.000167575094982819
40336.21,0.000151227248520113
40336.22,0.000136483824471767
40336.23,0.000116489511106326
40336.24,9.87331826271786E-05
40336.25,8.04199546927681E-05
40336.26,6.60284844058287E-05
40336.27,4.77668627559053E-05
40336.28,2.95388293113205E-05
40336.29,1.36789654228475E-05
40336.3,0
40336.31,0
40336.32,0
40336.33,0
40336.34,0
40336.35,0
40336.36,0
40336.37,0
40336.38,0
40336.39,0
40336.4,0
40336.41,0
40336.42,0
40336.43,0
40336.44,0
40336.45,0
40336.46,0
40336.47,0
40336.48,0
40336.49,0
40336.5,0
40336.51,0
40336.52,0
40336.53,0
40336.54,0
40336.55,0
40336.56,0
40336.57,0
40336.58,0
40336.59,0
40336.6,0
40336.61,0
40336.62,0
40336.63,0
40336.64,0
40336.65,0
40336.66,0
40336.67,0
40336.68,0
40336.69,0
40336.7,0
40336.71,0
40336.72,0
40336.73,0
40336.74,0
40336.75,0
40336.76,0
40336.77,0
40336.78,0
40336.79,0
40336.8,0
40336.81,0
40336.82,0
40336.83,0
40336.84,0
40336.85,0
40336.86,0
40336.87,0
40336.88,0
40336.89,0
40336.9,0
40336.91,0
40336.92,0
40336.93,0
40336.94,0
40336.95,0
40336.96,0
40336.97,0
40336.98,0
40336.99,0
40337,0
40337.01,0
40337.02,0
40337.03,0
40337.04,0
40337.05,0
40337.06,0
40337.07,0
40337.08,0
40337.09,0
40337.1,0
40337.11,0
40337.12,0
40337.13,0
40337.14,0
40337.15,0
40337.16,0
40337.17,0
40337.18,0
40337.19,0
40337.2,0
40337.21,0
40337.22,0
40337.23,0
40337.24,0
40337.25,0
40337.26,0
40337.27,0
40337.28,0
40337.29,0
40337.3,0
40337.31,0
40337.32,0
40337.33,0
40337.34,0
40337.35,0
40337.36,0
40337.37,0
40337.38,0
40337.39,0
40337.4,0
40337.41,0
40337.42,0
40337.43,0
40337.44,0
40337.45,0
40337.46,0
40337.47,0
40337.48,0
40337.49,0
40337.5,0
40337.51,0
40337.52,0
40337.53,0
40337.54,0
40337.55,0
40337.56,0
40337.57,0
40337.58,0
40337.59,0
40337.6,0
40337.61,0
40337.62,0
40337.63,0
40337.64,0
40337.65,0
40337.66,0
40337.67,0
40337.68,0
40337.69,0
40337.7,0
40337.71,0
40337.72,0
40337.73,0
40337.74,0
40337.75,0
40337.76,0
40337.77,0
40337.78,0
40337.79,0
40337.8,0
40337.81,0
40337.82,0
40337.83,0
40337.84,0
40337.85,0
40337.86,0
40337.87,0
40337.88,0
40337.89,0
40337.9,0
40337.91,0
40337.92,0
40337.93,0
40337.94,0
40337.95,0
40337.96,0
40337.97,0
40337.98,0
40337.99,0
40338,0
40338.01,0
40338.02,0
40338.03,0
40338.04,0
40338.05,0
40338.06,0
40338.07,0
40338.08,0
40338.09,0
40338.1,0
40338.11,0
40338.12,0
40338.13,0
40338.14,0
40338.15,0
40338.16,0
40338.17,0
40338.18,0
40338.19,0
40338.2,0
40338.21,0
40338.22,0
40338.23,0
40338.24,0
40338.25,0
40338.26,0
40338.27,0
40338.28,0
40338.29,0
40338.3,0
40338.31,0
40338.32,0
40338.33,0
40338.34,0
40338.35,0
40338.36,0
40338.37,0
40338.38,0
40338.39,0
40338.4,0
40338.41,0
40338.42,0
40338.43,0
40338.44,0
40338.45,0
40338.46,0
40338.47,0
40338.48,0
40338.49,0
40338.5,0
40338.51,0
40338.52,0
40338.53,0
40338.54,0
40338.55,0
40338.56,0
40338.57,0
40338.58,0
40338.59,0
40338.6,0
40338.61,0
40338.62,0
40338.63,0
40338.64,0
40338.65,0
40338.66,0
40338.67,0
40338.68,0
40338.69,0
40338.7,0
40338.71,0
40338.72,0
40338.73,0
40338.74,0
40338.75,0
40338.76,0
40338.77,0
40338.78,0
40338.79,0
40338.8,0
40338.81,0
40338.82,0
40338.83,0
40338.84,0
40338.85,0
40338.86,0
40338.87,0
40338.88,0
40338.89,0
40338.9,0
40338.91,0
40338.92,0
40338.93,0
40338.94,0
40338.95,0
40338.96,0
40338.97,0
40338.98,0
40338.99,0
40339,0
40339.01,0
40339.02,0
40339.03,0
40339.04,0
40339.05,0
40339.06,0
40339.07,0
40339.08,0
40339.09,0
40339.1,0
40339.11,0
40339.12,0
40339.13,0
40339.14,0
40339.15,0
40339.16,0
40339.17,0
40339.18,0
40339.19,0
40339.2,0
40339.21,0
40339.22,0
40339.23,0
40339.24,0
40339.25,0
40339.26,0
40339.27,0
40339.28,0
40339.29,0
40339.3,0
40339.31,0
40339.32,0
40339.33,0
40339.34,0
40339.35,0
40339.36,0
40339.37,0
40339.38,0
40339.39,0
40339.4,0
40339.41,0
40339.42,0
40339.43,0
40339.44,0
40339.45,0
40339.46,0
40339.47,0
40339.48,0
40339.49,0
40339.5,0
40339.51,0
40339.52,0
40339.53,0
40339.54,0
40339.55,0
40339.56,0
40339.57,0
40339.58,0
40339.59,0
40339.6,0
40339.61,0
40339.62,0
40339.63,0
40339.64,0
40339.65,0
40339.66,0
40339.67,0
40339.68,0
40339.69,0
40339.7,0
40339.71,0
40339.72,0
40339.73,0
40339.74,0
40339.75,0
40339.76,0
40339.77,0
40339.78,0
40339.79,0
40339.8,0
40339.81,0
40339.82,0
40339.83,0
40339.84,0
40339.85,0
40339.86,0
40339.87,0
40339.88,0
40339.89,0
40339.9,0
40339.91,0
40339.92,0
40339.93,0
40339.94,0
40339.95,0
40339.96,0
40339.97,0
40339.98,0
40339.99,0
40340,0
40340.01,0
40340.02,0
40340.03,0
40340.04,0
40340.05,0
40340.06,0
40340.07,0
40340.08,0
40340.09,0
40340.1,0
40340.11,0
40340.12,0
40340.13,0
40340.14,0
40340.15,0
40340.16,0
40340.17,0
40340.18,0
40340.19,0
40340.2,0
40340.21,0
40340.22,0
40340.23,0
40340.24,0
40340.25,0
40340.26,0
40340.27,0
40340.28,0
40340.29,0
40340.3,0
40340.31,0
40340.32,0
40340.33,0
40340.34,0
40340.35,0
40340.36,0
40340.37,0
40340.38,0
40340.39,0
40340.4,0
40340.41,0
40340.42,0
40340.43,0
40340.44,0
40340.45,0
40340.46,0
40340.47,0
40340.48,0
40340.49,0
40340.5,0
40340.51,0
40340.52,0
40340.53,0
40340.54,0
40340.55,0
40340.56,0
40340.57,0
40340.58,0
40340.59,0
40340.6,0
40340.61,0
40340.62,0
40340.63,0
40340.64,0
40340.65,0
40340.66,0
40340.67,0
40340.68,0
40340.69,0
40340.7,0
40340.71,0
40340.72,0
40340.73,0
40340.74,0
40340.75,0
40340.76,0
40340.77,0
40340.78,0
40340.79,0
40340.8,0
40340.81,0
40340.82,0
40340.83,0
40340.84,0
40340.85,0
40340.86,0
40340.87,0
40340.88,0
40340.89,0
40340.9,0
40340.91,0
40340.92,0
40340.93,0
40340.94,0
40340.95,0
40340.96,0
40340.97,0
40340.98,0
40340.99,0
40341,0
40341.01,0
40341.02,0
40341.03,0
40341.04,0
40341.05,0
40341.06,0
40341.07,0
40341.08,0
40341.09,0
40341.1,0
40341.11,0
40341.12,0
40341.13,0
40341.14,0
40341.15,0
40341.16,0
40341.17,0
40341.18,0
40341.19,0
40341.2,0
40341.21,0
40341.22,0
40341.23,0
40341.24,0
40341.25,0
40341.26,0
40341.27,0
40341.28,0
40341.29,0
40341.3,0
40341.31,0
40341.32,0
40341.33,0
40341.34,0
40341.35,0
40341.36,0
40341.37,0
40341.38,0
40341.39,0
40341.4,0
40341.41,0
40341.42,0
40341.43,0
40341.44,0
40341.45,0
40341.46,0
40341.47,0
40341.48,0
40341.49,0
40341.5,0
40341.51,0
40341.52,0
40341.53,0
40341.54,0
40341.55,0
40341.56,0
40341.57,0
40341.58,0
40341.59,0
40341.6,0
40341.61,0
40341.62,0
40341.63,0
40341.64,0
40341.65,0
40341.66,0
40341.67,0
40341.68,0
40341.69,0
40341.7,0
40341.71,0
40341.72,0
40341.73,0
40341.74,0
40341.75,0
40341.76,0
40341.77,0
40341.78,0
40341.79,0
40341.8,0
40341.81,0
40341.82,0
40341.83,0
40341.84,0
40341.85,0
40341.86,0
40341.87,0
40341.88,0
40341.89,0
40341.9,0
40341.91,0
40341.92,0
40341.93,0
40341.94,0
40341.95,0
40341.96,0
40341.97,0
40341.98,0
40341.99,0
40342,0
40342.01,0
40342.02,0
40342.03,0
40342.04,0
40342.05,0
40342.06,0
40342.07,0
40342.08,0
40342.09,0
40342.1,0
40342.11,0
40342.12,0
40342.13,0
40342.14,0
40342.15,0
40342.16,0
40342.17,0
40342.18,0
40342.19,0
40342.2,0
40342.21,0
40342.22,0
40342.23,0
40342.24,0
40342.25,0
40342.26,0
40342.27,0
40342.28,0
40342.29,0
40342.3,0
40342.31,0
40342.32,0
40342.33,0
40342.34,0
40342.35,0
40342.36,0
40342.37,0
40342.38,0
40342.39,0
40342.4,0
40342.41,0
40342.42,0
40342.43,0
40342.44,0
40342.45,0
40342.46,0
40342.47,0
40342.48,0
40342.49,0
40342.5,0
40342.51,0
40342.52,0
40342.53,0
40342.54,0
40342.55,0
40342.56,0
40342.57,0
40342.58,0
40342.59,0
40342.6,0
40342.61,0
40342.62,0
40342.63,0
40342.64,0
40342.65,0
40342.66,0
40342.67,0
40342.68,0
40342.69,0
40342.7,0
40342.71,0
40342.72,0
40342.73,0
40342.74,0
40342.75,0
40342.76,0
40342.77,0
40342.78,0
40342.79,0
40342.8,0
40342.81,0
40342.82,0
40342.83,0
40342.84,0
40342.85,0
40342.86,0
40342.87,0
40342.88,0
40342.89,0
40342.9,0
40342.91,0
40342.92,0
40342.93,0
40342.94,0
40342.95,0
40342.96,0
40342.97,0
40342.98,0
40342.99,0
40343,0
40343.01,0
40343.02,0
40343.03,0
40343.04,0
40343.05,0
40343.06,0
40343.07,0
40343.08,0
40343.09,0
40343.1,0
40343.11,0
40343.12,0
40343.13,0
40343.14,0
40343.15,0
40343.16,0
40343.17,0
40343.18,0
40343.19,0
40343.2,0
40343.21,0
40343.22,0
40343.23,0
40343.24,0
40343.25,0
40343.26,0
40343.27,0
40343.28,0
40343.29,0
40343.3,0
40343.31,0
40343.32,0
40343.33,0
40343.34,0
40343.35,0
40343.36,0
40343.37,0
40343.38,0
40343.39,0
40343.4,0
40343.41,0
40343.42,0
40343.43,0
40343.44,0
40343.45,0
40343.46,0
40343.47,0
40343.48,0
40343.49,0
40343.5,0
40343.51,0
40343.52,0
40343.53,0
40343.54,0
40343.55,0
40343.56,0
40343.57,0
40343.58,0
40343.59,0
40343.6,0
40343.61,0
40343.62,0
40343.63,0
40343.64,0
40343.65,0
40343.66,0
40343.67,0
40343.68,0
40343.69,0
40343.7,0
40343.71,0
40343.72,0
40343.73,0
40343.74,0
40343.75,0
40343.76,0
40343.77,0
40343.78,0
40343.79,0
40343.8,0
40343.81,0
40343.82,0
40343.83,0
40343.84,0
40343.85,0
40343.86,0
40343.87,0
40343.88,0
40343.89,0
40343.9,0
40343.91,0
40343.92,0
40343.93,0
40343.94,0
40343.95,0
40343.96,0
40343.97,0
40343.98,0
40343.99,0
40344,0
40344.01,0
40344.02,0
40344.03,0
40344.04,0
40344.05,0
40344.06,0
40344.07,0
40344.08,0
40344.09,0
40344.1,0
40344.11,0
40344.12,0
40344.13,0
40344.14,0
40344.15,0
40344.16,0
40344.17,0
40344.18,0
40344.19,0
40344.2,0
40344.21,0
40344.22,0
40344.23,0
40344.24,0
40344.25,0
40344.26,0
40344.27,0
40344.28,0
40344.29,0
40344.3,0
40344.31,0
40344.32,0
40344.33,0
40344.34,0
40344.35,0
40344.36,0
40344.37,0
40344.38,0
40344.39,0
40344.4,0
40344.41,0
40344.42,0
40344.43,0
40344.44,0
40344.45,0
40344.46,0
40344.47,0
40344.48,0
40344.49,0
40344.5,0
40344.51,0
40344.52,0
40344.53,0
40344.54,0
40344.55,0
40344.56,0
40344.57,0
40344.58,0
40344.59,0
40344.6,0
40344.61,0
40344.62,0
40344.63,0
40344.64,0
40344.65,0
40344.66,0
40344.67,0
40344.68,0
40344.69,0
40344.7,0
40344.71,0
40344.72,0
40344.73,0
40344.74,0
40344.75,0
40344.76,0
40344.77,0
40344.78,0
40344.79,0
40344.8,0
40344.81,0
40344.82,0
40344.83,0
40344.84,0
40344.85,0
40344.86,0
40344.87,0
40344.88,0
40344.89,0
40344.9,0
40344.91,0
40344.92,0
40344.93,0
40344.94,0
40344.95,0
40344.96,0
40344.97,0
40344.98,0
40344.99,0
40345,0
40345.01,0
40345.02,0
40345.03,0
40345.04,0
40345.05,0
40345.06,0
40345.07,0
40345.08,0
40345.09,0
40345.1,0
40345.11,0
40345.12,0
40345.13,0
40345.14,0
40345.15,0
40345.16,0
40345.17,0
40345.18,0
40345.19,0
40345.2,0
40345.21,0
40345.22,0
40345.23,0
40345.24,0
40345.25,0
40345.26,0
40345.27,0
40345.28,0
40345.29,0
40345.3,0
40345.31,0
40345.32,0
40345.33,0
40345.34,0
40345.35,0
40345.36,0
40345.37,0
40345.38,0
40345.39,0
40345.4,0
40345.41,0
40345.42,0
40345.43,0
40345.44,0
40345.45,0
40345.46,0
40345.47,0
40345.48,0
40345.49,0
40345.5,0
40345.51,0
40345.52,0
40345.53,0
40345.54,0
40345.55,0
40345.56,0
40345.57,0
40345.58,0
40345.59,0
40345.6,0
40345.61,0
40345.62,0
40345.63,0
40345.64,0
40345.65,0
40345.66,0
40345.67,0
40345.68,0
40345.69,0
40345.7,0
40345.71,0
40345.72,0
40345.73,0
40345.74,0
40345.75,0
40345.76,0
40345.77,0
40345.78,0
40345.79,0
40345.8,0
40345.81,0
40345.82,0
40345.83,0
40345.84,0
40345.85,0
40345.86,0
40345.87,0
40345.88,0
40345.89,0
40345.9,0
40345.91,0
40345.92,0
40345.93,0
40345.94,0
40345.95,0
40345.96,0
40345.97,0
40345.98,0
40345.99,0
40346,0
40346.01,0
40346.02,0
40346.03,0
40346.04,0
40346.05,0
40346.06,0
40346.07,0
40346.08,0
40346.09,0
40346.1,0
40346.11,0
40346.12,0
40346.13,0
40346.14,0
40346.15,0
40346.16,0
40346.17,0
40346.18,0
40346.19,0
40346.2,0
40346.21,0
40346.22,0
40346.23,0
40346.24,0
40346.25,0
40346.26,0
40346.27,0
40346.28,0
40346.29,0
40346.3,0
40346.31,0
40346.32,0
40346.33,0
40346.34,0
40346.35,0
40346.36,0
40346.37,0
40346.38,0
40346.39,0
40346.4,0
40346.41,0
40346.42,0
40346.43,0
40346.44,0
40346.45,0
40346.46,0
40346.47,0
40346.48,0
40346.49,0
40346.5,0
40346.51,0
40346.52,0
40346.53,0
40346.54,0
40346.55,0
40346.56,0
40346.57,0
40346.58,0
40346.59,0
40346.6,0
40346.61,0
40346.62,0
40346.63,0
40346.64,0
40346.65,0
40346.66,0
40346.67,0
40346.68,0
40346.69,0
40346.7,0
40346.71,0
40346.72,0
40346.73,0
40346.74,0
40346.75,0
40346.76,0
40346.77,0
40346.78,0
40346.79,0
40346.8,0
40346.81,0
40346.82,0
40346.83,0
40346.84,0
40346.85,0
40346.86,0
40346.87,0
40346.88,0
40346.89,0
40346.9,0
40346.91,0
40346.92,0
40346.93,0
40346.94,0
40346.95,0
40346.96,0
40346.97,0
40346.98,0
40346.99,0
40347,0
40347.01,0
40347.02,0
40347.03,0
40347.04,0
40347.05,0
40347.06,0
40347.07,0
40347.08,0
40347.09,0
40347.1,0
40347.11,0
40347.12,0
40347.13,0
40347.14,0
40347.15,0
40347.16,0
40347.17,0
40347.18,0
40347.19,0
40347.2,0
40347.21,0
40347.22,0
40347.23,0
40347.24,0
40347.25,0
40347.26,0
40347.27,0
40347.28,0
40347.29,0
40347.3,0
40347.31,0
40347.32,0
40347.33,0
40347.34,0
40347.35,0
40347.36,0
40347.37,0
40347.38,0
40347.39,0
40347.4,0
40347.41,0
40347.42,0
40347.43,0
40347.44,0
40347.45,0
40347.46,0
40347.47,0
40347.48,0
40347.49,0
40347.5,0
40347.51,0
40347.52,0
40347.53,0
40347.54,0
40347.55,0
40347.56,0
40347.57,0
40347.58,0
40347.59,0
40347.6,0
40347.61,0
40347.62,0
40347.63,0
40347.64,0
40347.65,0
40347.66,0
40347.67,0
40347.68,0
40347.69,0
40347.7,0
40347.71,0
40347.72,0
40347.73,0
40347.74,0
40347.75,0
40347.76,0
40347.77,0
40347.78,0
40347.79,0
40347.8,0
40347.81,0
40347.82,0
40347.83,0
40347.84,0
40347.85,0
40347.86,0
40347.87,0
40347.88,0
40347.89,0
40347.9,0
40347.91,0
40347.92,0
40347.93,0
40347.94,0
40347.95,0
40347.96,0
40347.97,0
40347.98,0
40347.99,0
40348,0
40348.01,0
40348.02,0
40348.03,0
40348.04,0
40348.05,0
40348.06,0
40348.07,0
40348.08,0
40348.09,0
40348.1,0
40348.11,0
40348.12,0
40348.13,0
40348.14,0
40348.15,0
40348.16,0
40348.17,0
40348.18,0
40348.19,0
40348.2,0
40348.21,0
40348.22,0
40348.23,0
40348.24,0
40348.25,0
40348.26,0
40348.27,0
40348.28,0
40348.29,0
40348.3,0
40348.31,0
40348.32,0
40348.33,0
40348.34,0
40348.35,0
40348.36,0
40348.37,0
40348.38,0
40348.39,0
40348.4,0
40348.41,0
40348.42,0
40348.43,0
40348.44,0
40348.45,0
40348.46,0
40348.47,0
40348.48,0
40348.49,0
40348.5,0
40348.51,0
40348.52,0
40348.53,0
40348.54,0
40348.55,0
40348.56,0
40348.57,0
40348.58,0
40348.59,0
40348.6,0
40348.61,0
40348.62,0
40348.63,0
40348.64,0
40348.65,0
40348.66,0
40348.67,0
40348.68,0
40348.69,0
40348.7,0
40348.71,0
40348.72,0
40348.73,0
40348.74,0
40348.75,0
40348.76,0
40348.77,0
40348.78,0
40348.79,0
40348.8,0
40348.81,0
40348.82,0
40348.83,0
40348.84,0
40348.85,0
40348.86,0
40348.87,0
40348.88,0
40348.89,0
40348.9,0
40348.91,0
40348.92,0
40348.93,0
40348.94,0
40348.95,0
40348.96,0
40348.97,0
40348.98,0
40348.99,0
40349,0
40349.01,0
40349.02,0
40349.03,0
40349.04,0
40349.05,0
40349.06,0
40349.07,0
40349.08,0
40349.09,0
40349.1,0
40349.11,0
40349.12,0
40349.13,0
40349.14,0
40349.15,0
40349.16,0
40349.17,0
40349.18,0
40349.19,0
40349.2,0
40349.21,0
40349.22,0
40349.23,0
40349.24,0
40349.25,0
40349.26,0
40349.27,0
40349.28,0
40349.29,0
40349.3,0
40349.31,0
40349.32,0
40349.33,0
40349.34,0
40349.35,0
40349.36,0
40349.37,0
40349.38,0
40349.39,0
40349.4,0
40349.41,0
40349.42,0
40349.43,0
40349.44,0
40349.45,0
40349.46,0
40349.47,0
40349.48,0
40349.49,0
40349.5,0
40349.51,0
40349.52,0
40349.53,0
40349.54,0
40349.55,0
40349.56,0
40349.57,0
40349.58,0
40349.59,0
40349.6,0
40349.61,0
40349.62,0
40349.63,0
40349.64,0
40349.65,0
40349.66,0
40349.67,0
40349.68,0
40349.69,0
40349.7,0
40349.71,0
40349.72,0
40349.73,0
40349.74,0
40349.75,0
40349.76,0
40349.77,0
40349.78,0
40349.79,0
40349.8,0
40349.81,0
40349.82,0
40349.83,0
40349.84,0
40349.85,0
40349.86,0
40349.87,0
40349.88,0
40349.89,0
40349.9,0
40349.91,0
40349.92,0
40349.93,0
40349.94,0
40349.95,0
40349.96,0
40349.97,0
40349.98,0
40349.99,0
40350,0
40350.01,0
40350.02,0
40350.03,0
40350.04,0
40350.05,0
40350.06,0
40350.07,0
40350.08,0
40350.09,0
40350.1,0
40350.11,0
40350.12,0
40350.13,0
40350.14,0
40350.15,0
40350.16,0
40350.17,0
40350.18,0
40350.19,0
40350.2,0
40350.21,0
40350.22,0
40350.23,0
40350.24,0
40350.25,0
40350.26,0
40350.27,0
40350.28,0
40350.29,0
40350.3,0
40350.31,0
40350.32,0
40350.33,0
40350.34,0
40350.35,0
40350.36,0
40350.37,0
40350.38,0
40350.39,0
40350.4,0
40350.41,0
40350.42,0
40350.43,0
40350.44,0
40350.45,0
40350.46,0
40350.47,0
40350.48,0
40350.49,0
40350.5,0
40350.51,0
40350.52,0
40350.53,0
40350.54,0
40350.55,0
40350.56,0
40350.57,0
40350.58,0
40350.59,0
40350.6,0
40350.61,0
40350.62,0
40350.63,0
40350.64,0
40350.65,0
40350.66,0
40350.67,0
40350.68,0
40350.69,0
40350.7,0
40350.71,0
40350.72,0
40350.73,0
40350.74,0
40350.75,0
40350.76,0
40350.77,0
40350.78,0
40350.79,0
40350.8,0
40350.81,0
40350.82,0
40350.83,0
40350.84,0
40350.85,0
40350.86,0
40350.87,0
40350.88,0
40350.89,0
40350.9,0
40350.91,0
40350.92,0
40350.93,0
40350.94,0
