t,Obs_Wetland outflow (m3/day)_expression_noisy
40250.56,563.269115724052
40250.57,592.091721283509
40250.58,594.371525458195
40250.59,603.730740122759
40250.6,574.644143058274
40250.61,571.619461229652
40250.62,564.318015282711
40250.63,533.55244904862
40250.64,546.777870003435
40250.65,571.51706632279
40250.66,591.478125299121
40250.67,597.008183957506
40250.68,610.45463306644
40250.69,618.91983845617
40250.7,648.794061833868
40250.71,674.79121816235
40250.72,716.18067979991
40250.73,726.474344162557
40250.74,752.162755938934
40250.75,751.327572701004
40250.76,738.121480560538
40250.77,736.512825253675
40250.78,714.961605743298
40250.79,690.878983759166
40250.8,693.498561817309
40250.81,690.897061152874
40250.82,507.402212749187
40250.83,482.654731745779
40250.84,467.842776570264
40250.85,446.580575245535
40250.86,443.116230026093
40250.87,426.943709429352
40250.88,400.469275091324
40250.89,380.401454165565
40250.9,373.677217619939
40250.91,382.754665407326
40250.92,374.998120732914
40250.93,361.329677712274
40250.94,352.924563593774
40250.95,355.036149332113
40250.96,353.88875871688
40250.97,355.773019050079
40250.98,375.734322385098
40250.99,365.109090454415
40251,355.728906155404
40251.01,355.62702557594
40251.02,356.358077435248
40251.03,358.723969154382
40251.04,386.319278277608
40251.05,439.719255595674
40251.06,558.593646858286
40251.07,695.811238849143
40251.08,839.779321501144
40251.09,915.6502899064
40251.1,978.028061015582
40251.11,1024.3491445291
40251.12,1078.06039559669
40251.13,1074.93896978617
40251.14,1046.28578352339
40251.15,1013.21897442813
40251.16,1041.99422510728
40251.17,978.28235606033
40251.18,960.47429690671
40251.19,936.402611103747
40251.2,945.082687990333
40251.21,931.925563478516
40251.22,891.934508538246
40251.23,646.365048176656
40251.24,646.443577885811
40251.25,617.226604958608
40251.26,568.59091724611
40251.27,530.570587895742
40251.28,511.636278653002
40251.29,478.68131516315
40251.3,461.396278405227
40251.31,455.732331792486
40251.32,437.676596173817
40251.33,441.869272783523
40251.34,426.628773457293
40251.35,399.830213576832
40251.36,389.19141080328
40251.37,386.387444924519
40251.38,359.365648484877
40251.39,351.119661855957
40251.4,353.497183340705
40251.41,341.458526807629
40251.42,343.636850945168
40251.43,315.438485548643
40251.44,305.832348082421
40251.45,278.6388544203
40251.46,253.269658536368
40251.47,236.217701903653
40251.48,238.010873565202
40251.49,234.666884060988
40251.5,237.960655861749
40251.51,226.768043295684
40251.52,211.385710218801
40251.53,211.174440591378
40251.54,202.011002110916
40251.55,189.007984342539
40251.56,188.118136978382
40251.57,188.250780958311
40251.58,179.110063125024
40251.59,174.635844015395
40251.6,171.884166824799
40251.61,162.29335025876
40251.62,153.709609656514
40251.63,149.845234435172
40251.64,151.246293472136
40251.65,146.735729913683
40251.66,150.117420981821
40251.67,152.51877927378
40251.68,153.26805009274
40251.69,152.401642287019
40251.7,148.97970701046
40251.71,151.797392788903
40251.72,151.320572288633
40251.73,141.49661611454
40251.74,143.143329124024
40251.75,140.422793351588
40251.76,140.318405930768
40251.77,148.663449317393
40251.78,150.148005000563
40251.79,141.958538557702
40251.8,140.64092795059
40251.81,136.71665170095
40251.82,141.013548137388
40251.83,129.191081053246
40251.84,131.977290632687
40251.85,132.815989616079
40251.86,132.163439895932
40251.87,132.319757597208
40251.88,138.235100544438
40251.89,131.51081843702
40251.9,131.101051731801
40251.91,133.089720247453
40251.92,135.578745812194
40251.93,137.060185470096
40251.94,141.155062586162
40251.95,143.562355954813
40251.96,143.214387683693
40251.97,136.839198424063
40251.98,117.487124139937
40251.99,122.904167595149
40252,127.365589487553
40252.01,129.115774978713
40252.02,133.624835410961
40252.03,128.363643427804
40252.04,131.500379538659
40252.05,132.930458645269
40252.06,132.822549604553
40252.07,137.200092824905
40252.08,136.522153895261
40252.09,135.107220720623
40252.1,131.447142419028
40252.11,125.173639728994
40252.12,122.658290999425
40252.13,128.071077459457
40252.14,134.358594250999
40252.15,131.83918435966
40252.16,132.251112368971
40252.17,137.582643492595
40252.18,132.901977931923
40252.19,125.536193069339
40252.2,120.504858957992
40252.21,125.878205496012
40252.22,123.374128893916
40252.23,121.898134116415
40252.24,120.644220851724
40252.25,116.973269458945
40252.26,125.140625843359
40252.27,128.99234444786
40252.28,137.028652730697
40252.29,130.230649373108
40252.3,135.019973752098
40252.31,137.288059253336
40252.32,136.173627242516
40252.33,139.295718245257
40252.34,147.69947810535
40252.35,153.150657888176
40252.36,145.226836420696
40252.37,159.040223212035
40252.38,162.77986051745
40252.39,157.63152902608
40252.4,152.704772272675
40252.41,147.618134964109
40252.42,145.287437960898
40252.43,141.684212951238
40252.44,138.159839426802
40252.45,140.936431598523
40252.46,137.088869167483
40252.47,136.022748906892
40252.48,107.714312928451
40252.49,104.160845378659
40252.5,104.811580698066
40252.51,101.910094238212
40252.52,101.121814055226
40252.53,97.8344590948923
40252.54,97.781207652291
40252.55,94.4395372078636
40252.56,94.1743431606144
40252.57,87.5536008861107
40252.58,87.0712437672057
40252.59,86.3431075787648
40252.6,82.3276901334885
40252.61,79.1017203370978
40252.62,73.2819103083168
40252.63,71.351205575272
40252.64,70.3306593192275
40252.65,67.9079775722809
40252.66,68.5197478857041
40252.67,63.0999180966206
40252.68,61.4471502252473
40252.69,58.1167409917923
40252.7,56.1394314109052
40252.71,56.3323320508243
40252.72,55.422962361106
40252.73,57.018199908721
40252.74,55.6083428842174
40252.75,53.7910937007212
40252.76,52.6032175909024
40252.77,49.7428729732203
40252.78,47.9022162917221
40252.79,47.1938040976996
40252.8,47.7872142441892
40252.81,45.7683990568786
40252.82,43.9778598412813
40252.83,41.4766977971675
40252.84,39.3588962134424
40252.85,38.7988048621815
40252.86,38.3325434799189
40252.87,38.1419592538768
40252.88,37.2917849430185
40252.89,37.8196443806359
40252.9,35.5987919352142
40252.91,35.2307493741501
40252.92,35.5167581396033
40252.93,34.8111173424615
40252.94,34.8571334666311
40252.95,34.2412201418437
40252.96,33.4929933435186
40252.97,33.2604398802048
40252.98,32.2784132770149
40252.99,31.8813246747995
40253,32.0418278502262
40253.01,30.6799941578238
40253.02,30.9005837798794
40253.03,31.5165941586114
40253.04,32.5216486908066
40253.05,31.7048954921682
40253.06,32.1938916782684
40253.07,30.0382201531919
40253.08,28.4480666110729
40253.09,28.0722484490124
40253.1,26.7912895130706
40253.11,25.7114708186437
40253.12,24.6313550378603
40253.13,24.0513592789923
40253.14,23.1755615722989
40253.15,22.1453749813611
40253.16,21.7052182664951
40253.17,20.9708553181137
40253.18,20.5517937083172
40253.19,20.2942837913878
40253.2,20.1488788348183
40253.21,19.5521090732845
40253.22,18.848289947894
40253.23,18.1611777562012
40253.24,17.1690803427644
40253.25,16.9371909019697
40253.26,16.4430011829224
40253.27,16.4327302188213
40253.28,16.047166388462
40253.29,15.3031553579971
40253.3,15.1297749606214
40253.31,14.4565010931407
40253.32,13.8767097537273
40253.33,13.4922525711994
40253.34,13.0035063492787
40253.35,12.1612389280061
40253.36,11.8197968588059
40253.37,11.3510187862922
40253.38,10.7429896405387
40253.39,10.0847176051509
40253.4,9.5469391128256
40253.41,8.57865614652226
40253.42,8.29699704579511
40253.43,7.18461101115164
40253.44,6.45136944383044
40253.45,6.03964465349224
40253.46,6.06879804599209
40253.47,6.03463969652186
40253.48,6.05032988201876
40253.49,5.80690848641193
40253.5,5.95862661170216
40253.51,6.05490227470432
40253.52,5.66439885858261
40253.53,5.65025610387436
40253.54,5.31491818664197
40253.55,5.20006181504616
40253.56,5.2439113481502
40253.57,5.20706314060378
40253.58,4.98441193100713
40253.59,4.86550038115218
40253.6,4.9762178364611
40253.61,4.9575382823907
40253.62,5.01090537581929
40253.63,4.73694804099139
40253.64,4.76348942673431
40253.65,4.74337707176063
40253.66,4.57626665497199
40253.67,4.70981319401563
40253.68,4.65223507071703
40253.69,4.70991632453151
40253.7,4.58711918697322
40253.71,4.58009999543476
40253.72,4.58600695388809
40253.73,4.50870758616726
40253.74,4.45866951710014
40253.75,4.43134908430674
40253.76,4.3540881726409
40253.77,4.14538660761808
40253.78,4.1241685303798
40253.79,4.0499675777956
40253.8,4.01635490525313
40253.81,3.86730951140712
40253.82,3.96780791670885
40253.83,3.99616798794255
40253.84,4.07142197522386
40253.85,4.19634812731846
40253.86,4.21415731978877
40253.87,4.09159305842476
40253.88,3.88226619066151
40253.89,3.93536875639453
40253.9,3.89241344810677
40253.91,3.90724715098462
40253.92,3.97006678652332
40253.93,3.86935869281623
40253.94,3.69552143155697
40253.95,3.66136500487469
40253.96,3.543879846312
40253.97,3.39493753245757
40253.98,3.36264290640059
40253.99,3.27260451544526
40254,3.25058491949511
40254.01,3.09088756257252
40254.02,3.01944116545775
40254.03,2.93810624046489
40254.04,2.87630434599134
40254.05,2.77170625589206
40254.06,2.76345031761479
40254.07,2.60138211200474
40254.08,2.5786281700753
40254.09,2.59838176553358
40254.1,2.53763847789918
40254.11,2.48335774838337
40254.12,2.37443400186792
40254.13,2.33406795086333
40254.14,2.30350176051023
40254.15,2.25508048520797
40254.16,2.21748575897526
40254.17,2.18840489064468
40254.18,2.13878038323524
40254.19,1.97702893489228
40254.2,1.86432274543032
40254.21,1.80687238114875
40254.22,1.85841057287837
40254.23,1.85125750480821
40254.24,1.78732283943116
40254.25,1.71590563945843
40254.26,1.63537221941507
40254.27,1.60051288630666
40254.28,1.52684035880136
40254.29,1.47663872393288
40254.3,1.40895274735827
40254.31,1.36104711163772
40254.32,1.29547906758284
40254.33,1.2402184272773
40254.34,1.20142020857909
40254.35,1.21165746040106
40254.36,1.19313545843956
40254.37,1.19551163502343
40254.38,1.14866908594158
40254.39,1.12524750125038
40254.4,1.0758110609953
40254.41,1.03968734675016
40254.42,1.00488834368524
40254.43,0.93359319936721
40254.44,0.907121808968394
40254.45,0.85181230797008
40254.46,0.836357074096238
40254.47,0.795649813437994
40254.48,0.738044564738172
40254.49,0.691501214121527
40254.5,0.652660317344288
40254.51,0.654310295261574
40254.52,0.608802226873602
40254.53,0.579185403883712
40254.54,0.557965364222753
40254.55,0.531165476882443
40254.56,0.505833842382997
40254.57,0.48989153830962
40254.58,0.455425055692194
40254.59,0.450145393060949
40254.6,0.437882876501576
40254.61,0.410622474666444
40254.62,0.394717974459406
40254.63,0.364419908370181
40254.64,0.329184307109469
40254.65,0.288923086302063
40254.66,0.254667827493159
40254.67,0.22897826435812
40254.68,0.200908829164027
40254.69,0.17802898844673
40254.7,0.152381519745422
40254.71,0.126889438377527
40254.72,0.123866887650471
40254.73,0.126213477917288
40254.74,0.122305184729338
40254.75,0.111347893634201
40254.76,0.10742212048575
40254.77,0.10560379937655
40254.78,0.103986531872631
40254.79,0.102282004143919
40254.8,0.101007244698214
40254.81,0.0911466805667265
40254.82,0.0936883868146206
40254.83,0.091695173131851
40254.84,0.088493261364835
40254.85,0.0808901686709798
40254.86,0.0795829667100715
40254.87,0.0743924314147395
40254.88,0.0677729532095915
40254.89,0.0661201651678813
40254.9,0.0642712759875328
40254.91,0.0612160347297497
40254.92,0.0570090880012369
40254.93,0.0549194473212881
40254.94,0.052245313918558
40254.95,0.0499256428972326
40254.96,0.0476370918212123
40254.97,0.0430348307472389
40254.98,0.0408290926001108
40254.99,0.036842527461225
40255,0.0346632583776088
40255.01,0.0316863202731467
40255.02,0.0286749726575668
40255.03,0.0272444245430114
40255.04,0.0246396445218066
40255.05,0.0219907692962646
40255.06,0.0196177813675979
40255.07,0.0177768492493124
40255.08,0.0136728854195155
40255.09,0.0110716699361648
40255.1,0.00829489786036115
40255.11,0.00567675379903856
40255.12,0.00280853990301342
40255.13,5.41451436044086E-06
40255.14,5.36180661644308E-06
40255.15,5.21616597853677E-06
40255.16,4.9593278237622E-06
40255.17,4.83241679895758E-06
40255.18,4.94170973350048E-06
40255.19,4.87306625081737E-06
40255.2,4.4423742021915E-06
40255.21,4.29840611350725E-06
40255.22,4.06371339014092E-06
40255.23,4.04368870215578E-06
40255.24,3.79911417191107E-06
40255.25,3.67144182150915E-06
40255.26,3.60123150287078E-06
40255.27,3.55711890925274E-06
40255.28,3.37257483117926E-06
40255.29,3.27251935314045E-06
40255.3,3.34343929155678E-06
40255.31,3.1457531406166E-06
40255.32,3.01367549455756E-06
40255.33,2.81267166442615E-06
40255.34,2.67071199548241E-06
40255.35,2.57781568538409E-06
40255.36,2.45148922110917E-06
40255.37,2.36343730128022E-06
40255.38,2.15460630407878E-06
40255.39,2.03700096733605E-06
40255.4,1.89446088405186E-06
40255.41,1.6380592803771E-06
40255.42,1.57328063022091E-06
40255.43,1.46090897160624E-06
40255.44,1.32165387993916E-06
40255.45,1.24112083059522E-06
40255.46,1.13628271537609E-06
40255.47,9.50000262331502E-07
40255.48,8.46300618755306E-07
40255.49,7.78631251401013E-07
40255.5,6.56859195237959E-07
40255.51,5.40567448319809E-07
40255.52,3.9068991656049E-07
40255.53,2.5464877846248E-07
40255.54,1.29664277516706E-07
40255.55,1.42881517249695E-08
40255.56,0
40255.57,0
40255.58,0
40255.59,0
40255.6,0
40255.61,0
40255.62,0
40255.63,0
40255.64,0
40255.65,0
40255.66,0
40255.67,0
40255.68,0
40255.69,0
40255.7,0
40255.71,0
40255.72,0
40255.73,0
40255.74,0
40255.75,0
40255.76,0
40255.77,0
40255.78,0
40255.79,0
40255.8,0
40255.81,0
40255.82,0
40255.83,0
40255.84,0
40255.85,0
40255.86,0
40255.87,0
40255.88,0
40255.89,0
40255.9,0
40255.91,0
40255.92,0
40255.93,0
40255.94,0
40255.95,0
40255.96,0
40255.97,0
40255.98,0
40255.99,0
40256,0
40256.01,0
40256.02,0
40256.03,0
40256.04,0
40256.05,0
40256.06,0
40256.07,0
40256.08,0
40256.09,0
40256.1,0
40256.11,0
40256.12,0
40256.13,0
40256.14,0
40256.15,0
40256.16,0
40256.17,0
40256.18,0
40256.19,0
40256.2,0
40256.21,0
40256.22,0
40256.23,0
40256.24,0
40256.25,0
40256.26,0
40256.27,0
40256.28,0
40256.29,0
40256.3,0
40256.31,0
40256.32,0
40256.33,0
40256.34,0
40256.35,0
40256.36,0
40256.37,0
40256.38,0
40256.39,0
40256.4,0
40256.41,0
40256.42,0
40256.43,0
40256.44,0
40256.45,0
40256.46,0
40256.47,0
40256.48,0
40256.49,0
40256.5,0
40256.51,0
40256.52,0
40256.53,0
40256.54,0
40256.55,0
40256.56,0
40256.57,0
40256.58,0
40256.59,0
40256.6,0
40256.61,0
40256.62,0
40256.63,0
40256.64,0
40256.65,0
40256.66,0
40256.67,0
40256.68,0
40256.69,0
40256.7,0
40256.71,0
40256.72,0
40256.73,0
40256.74,0
40256.75,0
40256.76,0
40256.77,0
40256.78,0
40256.79,0
40256.8,0
40256.81,0
40256.82,0
40256.83,0
40256.84,0
40256.85,0
40256.86,0
40256.87,0
40256.88,0
40256.89,0
40256.9,0
40256.91,0
40256.92,0
40256.93,0
40256.94,0
40256.95,0
40256.96,0
40256.97,0
40256.98,0
40256.99,0
40257,0
40257.01,0
40257.02,0
40257.03,0
40257.04,0
40257.05,0
40257.06,0
40257.07,0
40257.08,0
40257.09,0
40257.1,0
40257.11,0
40257.12,0
40257.13,0
40257.14,0
40257.15,0
40257.16,0
40257.17,0
40257.18,0
40257.19,0
40257.2,0
40257.21,0
40257.22,0
40257.23,0
40257.24,0
40257.25,0
40257.26,0
40257.27,0
40257.28,0
40257.29,0
40257.3,0
40257.31,0
40257.32,0
40257.33,0
40257.34,0
40257.35,0
40257.36,0
40257.37,0
40257.38,0
40257.39,0
40257.4,0
40257.41,0
40257.42,0
40257.43,0
40257.44,0
40257.45,0
40257.46,0
40257.47,0
40257.48,0
40257.49,0
40257.5,0
40257.51,0
40257.52,0
40257.53,0
40257.54,0
40257.55,0
40257.56,0
40257.57,0
40257.58,0
40257.59,0
40257.6,0
40257.61,0
40257.62,0
40257.63,0
40257.64,0
40257.65,0
40257.66,0
40257.67,0
40257.68,0
40257.69,0
40257.7,0
40257.71,0
40257.72,0
40257.73,0
40257.74,0
40257.75,0
40257.76,0
40257.77,0
40257.78,0
40257.79,0
40257.8,0
40257.81,0
40257.82,0
40257.83,0
40257.84,0
40257.85,0
40257.86,0
40257.87,0
40257.88,0
40257.89,0
40257.9,0
40257.91,0
40257.92,0
40257.93,0
40257.94,0
40257.95,0
40257.96,0
40257.97,0
40257.98,0
40257.99,0
40258,0
40258.01,0
40258.02,0
40258.03,0
40258.04,0
40258.05,0
40258.06,0
40258.07,0
40258.08,0
40258.09,0
40258.1,0
40258.11,0
40258.12,0
40258.13,0
40258.14,0
40258.15,0
40258.16,0
40258.17,0
40258.18,0
40258.19,0
40258.2,0
40258.21,0
40258.22,0
40258.23,0
40258.24,0
40258.25,0
40258.26,0
40258.27,0
40258.28,0
40258.29,0
40258.3,0
40258.31,0
40258.32,0
40258.33,0
40258.34,0
40258.35,0
40258.36,0
40258.37,0
40258.38,0
40258.39,0
40258.4,0
40258.41,0
40258.42,0
40258.43,0
40258.44,0
40258.45,0
40258.46,0
40258.47,0
40258.48,0
40258.49,0
40258.5,0
40258.51,0
40258.52,0
40258.53,0
40258.54,0
40258.55,0
40258.56,0
40258.57,0
40258.58,0
40258.59,0
40258.6,0
40258.61,0
40258.62,0
40258.63,0
40258.64,0
40258.65,0
40258.66,0
40258.67,0
40258.68,0
40258.69,0
40258.7,0
40258.71,0
40258.72,0
40258.73,0
40258.74,0
40258.75,0
40258.76,0
40258.77,0
40258.78,0
40258.79,0
40258.8,0
40258.81,0
40258.82,0
40258.83,0
40258.84,0
40258.85,0
40258.86,0
40258.87,0
40258.88,0
40258.89,0
40258.9,0
40258.91,0
40258.92,0
40258.93,0
40258.94,0
40258.95,0
40258.96,0
40258.97,0
40258.98,0
40258.99,0
40259,0
40259.01,0
40259.02,0
40259.03,0
40259.04,0
40259.05,0
40259.06,0
40259.07,0
40259.08,0
40259.09,0
40259.1,0
40259.11,0
40259.12,0
40259.13,0
40259.14,0
40259.15,0
40259.16,0
40259.17,0
40259.18,0
40259.19,0
40259.2,0
40259.21,0
40259.22,0
40259.23,0
40259.24,0
40259.25,0
40259.26,0
40259.27,0
40259.28,0
40259.29,0
40259.3,0
40259.31,0
40259.32,0
40259.33,0
40259.34,0
40259.35,0
40259.36,0
40259.37,0
40259.38,0
40259.39,0
40259.4,0
40259.41,0
40259.42,0
40259.43,0
40259.44,0
40259.45,0
40259.46,0
40259.47,8.0640631875233E-11
40259.48,0.0156971909120481
40259.49,0.397481834999993
40259.5,1.06966088377914
40259.51,1.86475123857903
40259.52,2.5712952455786
40259.53,3.6997060290185
40259.54,3.78289262354008
40259.55,3.79094665698024
40259.56,3.98722369410328
40259.57,3.97980411403919
40259.58,4.58870489726314
40259.59,5.92878961882491
40259.6,8.18059029680782
40259.61,12.5871874245951
40259.62,22.1806658535184
40259.63,42.5623843407389
40259.64,88.8971641171754
40259.65,166.002373140334
40259.66,254.318712853659
40259.67,336.760469782458
40259.68,424.185463757022
40259.69,475.470275508683
40259.7,501.048092553908
40259.71,512.121929189444
40259.72,512.564188684794
40259.73,415.947595589642
40259.74,401.856661393457
40259.75,391.860655256748
40259.76,376.315812800775
40259.77,372.962817505144
40259.78,364.050035584223
40259.79,342.053177969759
40259.8,358.181064633465
40259.81,348.317224575004
40259.82,331.580787878223
40259.83,309.077299972113
40259.84,302.401297925833
40259.85,290.250311814757
40259.86,296.436374183078
40259.87,292.659334605224
40259.88,280.059650127657
40259.89,259.708752767518
40259.9,258.369749171153
40259.91,240.074337564895
40259.92,236.639355177877
40259.93,230.715515559099
40259.94,207.905921569356
40259.95,200.729062819138
40259.96,203.798357830452
40259.97,194.535798945905
40259.98,179.954847680776
40259.99,169.217465434025
40260,166.431496091861
40260.01,165.242626568562
40260.02,166.318361616293
40260.03,164.605436030314
40260.04,157.489852616714
40260.05,152.815458138443
40260.06,149.064036304588
40260.07,145.608950523126
40260.08,137.997031633046
40260.09,137.726177112369
40260.1,138.9242080233
40260.11,135.290952704272
40260.12,132.676835119422
40260.13,125.089973404639
40260.14,122.780538959718
40260.15,118.120623564864
40260.16,113.516351796942
40260.17,114.236123441367
40260.18,112.73694421564
40260.19,109.351012452296
40260.2,102.72101821655
40260.21,101.056226181793
40260.22,103.822144474101
40260.23,102.658623846535
40260.24,101.165920308668
40260.25,102.300511418475
40260.26,105.789746005419
40260.27,104.636532466979
40260.28,104.64378942504
40260.29,102.165746664448
40260.3,100.44530157135
40260.31,98.5119327407224
40260.32,98.2471803317232
40260.33,93.6706680287673
40260.34,91.2131182703324
40260.35,88.6768931735316
40260.36,85.1596032738284
40260.37,80.5594660639962
40260.38,79.6913224071778
40260.39,78.5628960374576
40260.4,75.057129339029
40260.41,76.4162845333172
40260.42,73.3065528325502
40260.43,74.8137954577975
40260.44,69.731981209062
40260.45,69.8187466734374
40260.46,73.4078793985285
40260.47,72.9227636646348
40260.48,75.2258752855316
40260.49,74.2664593976234
40260.5,72.6203140391114
40260.51,72.0058416512251
40260.52,73.865439441003
40260.53,76.3883948764681
40260.54,79.1861323312473
40260.55,80.7771639069356
40260.56,80.2909852775129
40260.57,75.6082659560539
40260.58,73.8386113434846
40260.59,76.7754765789416
40260.6,73.176691989449
40260.61,73.9835315002797
40260.62,74.6492576152899
40260.63,71.0466024990699
40260.64,71.5936710391579
40260.65,70.6674488291167
40260.66,70.918179999119
40260.67,70.5592102706473
40260.68,69.9982299755269
40260.69,68.1113086246808
40260.7,64.3104849223927
40260.71,67.4111210409048
40260.72,65.5918067362758
40260.73,64.9402324890313
40260.74,63.4665052543566
40260.75,62.3855034505024
40260.76,60.8062959650065
40260.77,61.801401049784
40260.78,61.9400123792248
40260.79,61.2819695213998
40260.8,60.4059240606891
40260.81,61.2602678789225
40260.82,54.2757274583582
40260.83,54.4962791647218
40260.84,55.8831622156555
40260.85,56.804796929693
40260.86,56.8646418270485
40260.87,53.5008487116497
40260.88,53.8588322295811
40260.89,53.4875097761417
40260.9,54.7311702918578
40260.91,53.0250120124433
40260.92,51.5329054262696
40260.93,52.9362899572236
40260.94,51.0119493283395
40260.95,51.9111486741865
40260.96,51.5853627653447
40260.97,47.4153585339904
40260.98,46.1758810694834
40260.99,44.9536207329985
40261,42.7245891370337
40261.01,40.0254805971038
40261.02,39.6472692362122
40261.03,38.075817200145
40261.04,36.9434348409415
40261.05,35.5763392367391
40261.06,35.0460992968874
40261.07,35.2789453255096
40261.08,35.777491319345
40261.09,35.9472365724682
40261.1,35.2187402063296
40261.11,34.6902610528899
40261.12,34.8711542274639
40261.13,35.6690264524336
40261.14,35.1034909706731
40261.15,33.4139766805308
40261.16,33.2605843630418
40261.17,33.3951467078068
40261.18,32.494434158407
40261.19,33.1018271464627
40261.2,32.1482860885144
40261.21,31.6426753126475
40261.22,31.4536989034545
40261.23,32.3256327457721
40261.24,30.4466392819793
40261.25,30.0612127097045
40261.26,29.8396020839791
40261.27,28.8404727525188
40261.28,28.7511184453968
40261.29,27.3021643634884
40261.3,25.5511814394418
40261.31,23.8661246696102
40261.32,22.6401297538139
40261.33,21.2312668471447
40261.34,20.7975284551515
40261.35,20.0528859998892
40261.36,18.5377006603319
40261.37,18.6318262406926
40261.38,17.9776052033518
40261.39,16.415620717467
40261.4,14.8966505814829
40261.41,14.2488842700854
40261.42,14.084776989608
40261.43,13.22726626905
40261.44,12.8284914515042
40261.45,12.6086651732113
40261.46,12.0081726192997
40261.47,11.1712710539274
40261.48,10.628820093078
40261.49,10.3096394192632
40261.5,10.57476704706
40261.51,10.4421716992191
40261.52,10.0197609830102
40261.53,9.78060574475373
40261.54,9.60466691865324
40261.55,9.78723594055493
40261.56,9.49488070896336
40261.57,9.86791771687254
40261.58,9.77285171817591
40261.59,9.70967793178439
40261.6,9.25136798688128
40261.61,9.20802211215259
40261.62,9.1214867754761
40261.63,9.14753690732105
40261.64,8.80440183589398
40261.65,8.70050485437602
40261.66,8.18196767294311
40261.67,7.8196017093821
40261.68,8.20977623768221
40261.69,7.94752826959257
40261.7,7.6277553998567
40261.71,7.67353379284717
40261.72,7.48156635508264
40261.73,7.88828671044867
40261.74,7.71740724773777
40261.75,7.68309083063869
40261.76,7.43532922197517
40261.77,7.48498018033497
40261.78,7.29351340378239
40261.79,7.70783597588819
40261.8,7.4042196829781
40261.81,7.35649785415833
40261.82,7.36219000043806
40261.83,6.98650241989727
40261.84,6.75275513731915
40261.85,6.48439395417988
40261.86,6.07541767397252
40261.87,6.0307426721209
40261.88,5.47041623503976
40261.89,5.20159755074874
40261.9,4.97356513386627
40261.91,4.95388927503205
40261.92,4.8717178736728
40261.93,4.953131063436
40261.94,5.05126373087131
40261.95,4.99488056023031
40261.96,4.7818695301954
40261.97,4.80384839380504
40261.98,4.62844892036322
40261.99,4.51333240122496
40262,4.44577055489913
40262.01,4.56095368244268
40262.02,4.82726480530745
40262.03,4.89325035712665
40262.04,4.72115517296753
40262.05,4.74122297687066
40262.06,4.80195138762645
40262.07,4.57282433521275
40262.08,4.4837138440646
40262.09,4.29441856753742
40262.1,4.12165833689967
40262.11,4.03717316261931
40262.12,3.95846473703002
40262.13,3.78089678646167
40262.14,3.6940797149114
40262.15,3.48214957016369
40262.16,3.38518233061412
40262.17,3.31864952042814
40262.18,3.19511372091993
40262.19,2.9852824881956
40262.2,2.85233230507895
40262.21,2.83892189539969
40262.22,2.89977046031872
40262.23,2.95724438507867
40262.24,3.01784082175667
40262.25,3.13883156255667
40262.26,3.06591646734623
40262.27,3.13157759475825
40262.28,3.0248799761822
40262.29,3.14042304633178
40262.3,3.1852011773518
40262.31,3.05342884687772
40262.32,3.07333912125267
40262.33,3.1179234397152
40262.34,3.00427180029255
40262.35,2.99192758264625
40262.36,3.0238950004555
40262.37,3.13825866405836
40262.38,3.03938766033874
40262.39,3.12400084152535
40262.4,2.98531355547013
40262.41,2.87081695197273
40262.42,2.93656112448177
40262.43,2.95031940496425
40262.44,2.83982856368827
40262.45,2.91736023218865
40262.46,2.90767417685862
40262.47,2.87175534990845
40262.48,2.79895120918051
40262.49,2.55942384850314
40262.5,2.52346366483291
40262.51,2.55410025868083
40262.52,2.5116466505746
40262.53,2.52404428631395
40262.54,2.47682439018463
40262.55,2.53368614576409
40262.56,2.29624488904397
40262.57,2.29490490642921
40262.58,2.20356338373966
40262.59,2.18602475694964
40262.6,2.19553061304289
40262.61,2.23426111061948
40262.62,2.24884054972375
40262.63,2.28641451580852
40262.64,2.18276935676525
40262.65,2.15394438089795
40262.66,1.99164795141674
40262.67,1.98047554206356
40262.68,1.86190842541557
40262.69,1.89177756438892
40262.7,1.87350594165737
40262.71,1.84005895291855
40262.72,1.8019470043818
40262.73,1.80734280300743
40262.74,1.77305436788122
40262.75,1.70092201977728
40262.76,1.71946214016317
40262.77,1.6774295141394
40262.78,1.70009664862346
40262.79,1.65449911167194
40262.8,1.60013530495601
40262.81,1.70599646784778
40262.82,1.73338443414269
40262.83,1.79025343763735
40262.84,1.77214031598256
40262.85,1.76570467230202
40262.86,1.76081074701717
40262.87,1.83579740455945
40262.88,1.86436797469488
40262.89,1.89801441367171
40262.9,1.95868307205881
40262.91,2.03846422183233
40262.92,2.17750820930787
40262.93,2.2415780486218
40262.94,2.29279220363392
40262.95,2.44599996006503
40262.96,2.60715136521111
40262.97,2.8069165623026
40262.98,3.18651222350392
40262.99,3.53154675765355
40263,3.96957766059368
40263.01,4.61003087274078
40263.02,5.84392768111711
40263.03,7.74067235637066
40263.04,10.738197313471
40263.05,14.1352611360821
40263.06,18.8102545845676
40263.07,25.4111335081106
40263.08,33.3006658861999
40263.09,41.0477398311818
40263.1,50.9404479603255
40263.11,63.4745325683355
40263.12,75.9792010662338
40263.13,96.8220468114472
40263.14,116.735618741342
40263.15,132.762616694995
40263.16,149.731256225333
40263.17,158.887995441712
40263.18,181.754642795151
40263.19,190.11336276489
40263.2,199.237416249474
40263.21,217.324419182744
40263.22,233.633634548161
