t, Obs_Wetland Cell 1 Water depth (m)_expression
40179.84000,0.78495
40179.85000,0.784849
40179.86000,0.784749
40179.87000,0.784648
40179.88000,0.784547
40179.89000,0.784447
40179.90000,0.784346
40179.91000,0.784246
40179.92000,0.784145
40179.93000,0.784045
40179.94000,0.783944
40179.95000,0.783843
40179.96000,0.783743
40179.97000,0.783642
40179.98000,0.783542
40179.99000,0.783441
40180.00000,0.78334
40180.01000,0.78324
40180.02000,0.783139
40180.03000,0.783038
40180.04000,0.782937
40180.05000,0.782837
40180.06000,0.782736
40180.07000,0.782636
40180.08000,0.782535
40180.09000,0.782434
40180.10000,0.782334
40180.11000,0.782233
40180.12000,0.782132
40180.13000,0.782032
40180.14000,0.781931
40180.15000,0.78183
40180.16000,0.78173
40180.17000,0.781629
40180.18000,0.781528
40180.19000,0.781428
40180.20000,0.781327
40180.21000,0.781227
40180.22000,0.781126
40180.23000,0.781025
40180.24000,0.780925
40180.25000,0.780824
40180.26000,0.780723
40180.27000,0.780622
40180.28000,0.780522
40180.29000,0.780417
40180.30000,0.780302
40180.31000,0.780186
40180.32000,0.780071
40180.33000,0.779952
40180.34000,0.779783
40180.35000,0.779614
40180.36000,0.779445
40180.37000,0.779276
40180.38000,0.779063
40180.39000,0.778844
40180.40000,0.778624
40180.41000,0.778405
40180.42000,0.778162
40180.43000,0.777906
40180.44000,0.77765
40180.45000,0.777395
40180.46000,0.777132
40180.47000,0.77686
40180.48000,0.776588
40180.49000,0.776315
40180.50000,0.776044
40180.51000,0.775778
40180.52000,0.775511
40180.53000,0.775244
40180.54000,0.774977
40180.55000,0.774736
40180.56000,0.774495
40180.57000,0.774254
40180.58000,0.774013
40180.59000,0.773806
40180.60000,0.773608
40180.61000,0.77341
40180.62000,0.773212
40180.63000,0.773044
40180.64000,0.772899
40180.65000,0.772753
40180.66000,0.772608
40180.67000,0.772479
40180.68000,0.772377
40180.69000,0.772275
40180.70000,0.772173
40180.71000,0.772071
40180.72000,0.77197
40180.73000,0.771869
40180.74000,0.771767
40180.75000,0.771666
40180.76000,0.771533
40180.77000,0.771399
40180.78000,0.771264
40180.79000,0.771129
40180.80000,0.770994
40180.81000,0.77086
40180.82000,0.770725
40180.83000,0.770591
40180.84000,0.770456
40180.85000,0.770321
40180.86000,0.770187
40180.87000,0.770052
40180.88000,0.769918
40180.89000,0.769783
40180.90000,0.769649
40180.91000,0.769514
40180.92000,0.76938
40180.93000,0.769245
40180.94000,0.76911
40180.95000,0.768976
40180.96000,0.768841
40180.97000,0.768706
40180.98000,0.768572
40180.99000,0.768437
40181.00000,0.768302
40181.01000,0.768167
40181.02000,0.768033
40181.03000,0.767898
40181.04000,0.767763
40181.05000,0.767628
40181.06000,0.767494
40181.07000,0.767359
40181.08000,0.767224
40181.09000,0.767089
40181.10000,0.766954
40181.11000,0.76682
40181.12000,0.766685
40181.13000,0.76655
40181.14000,0.766415
40181.15000,0.766281
40181.16000,0.76615
40181.17000,0.766028
40181.18000,0.765907
40181.19000,0.765785
40181.20000,0.765664
40181.21000,0.765542
40181.22000,0.765421
40181.23000,0.765299
40181.24000,0.765178
40181.25000,0.765056
40181.26000,0.764935
40181.27000,0.764813
40181.28000,0.764692
40181.29000,0.76457
40181.30000,0.764449
40181.31000,0.764327
40181.32000,0.764206
40181.33000,0.764084
40181.34000,0.76388
40181.35000,0.76361
40181.36000,0.763339
40181.37000,0.763069
40181.38000,0.762798
40181.39000,0.762527
40181.40000,0.762257
40181.41000,0.761986
40181.42000,0.761716
40181.43000,0.761445
40181.44000,0.761174
40181.45000,0.760904
40181.46000,0.760633
40181.47000,0.760363
40181.48000,0.760092
40181.49000,0.759822
40181.50000,0.759551
40181.51000,0.75928
40181.52000,0.759129
40181.53000,0.759008
40181.54000,0.758888
40181.55000,0.758767
40181.56000,0.758646
40181.57000,0.758525
40181.58000,0.758405
40181.59000,0.758284
40181.60000,0.758163
40181.61000,0.758042
40181.62000,0.757922
40181.63000,0.757801
40181.64000,0.75768
40181.65000,0.757559
40181.66000,0.757439
40181.67000,0.757318
40181.68000,0.757197
40181.69000,0.757077
40181.70000,0.756976
40181.71000,0.756875
40181.72000,0.756774
40181.73000,0.756673
40181.74000,0.756572
40181.75000,0.756471
40181.76000,0.75637
40181.77000,0.756269
40181.78000,0.756168
40181.79000,0.756067
40181.80000,0.755966
40181.81000,0.755864
40181.82000,0.755763
40181.83000,0.755662
40181.84000,0.755561
40181.85000,0.75546
40181.86000,0.755359
40181.87000,0.755258
40181.88000,0.755157
40181.89000,0.755056
40181.90000,0.754955
40181.91000,0.754854
40181.92000,0.754753
40181.93000,0.754651
40181.94000,0.75455
40181.95000,0.754449
40181.96000,0.754348
40181.97000,0.754247
40181.98000,0.754146
40181.99000,0.754045
40182.00000,0.753944
40182.01000,0.753843
40182.02000,0.753741
40182.03000,0.75364
40182.04000,0.753539
40182.05000,0.753438
40182.06000,0.753337
40182.07000,0.753236
40182.08000,0.753135
40182.09000,0.753034
40182.10000,0.752933
40182.11000,0.752832
40182.12000,0.752731
40182.13000,0.75263
40182.14000,0.752529
40182.15000,0.752427
40182.16000,0.752326
40182.17000,0.752225
40182.18000,0.752124
40182.19000,0.752023
40182.20000,0.751922
40182.21000,0.751821
40182.22000,0.75172
40182.23000,0.751542
40182.24000,0.75134
40182.25000,0.751139
40182.26000,0.750937
40182.27000,0.750736
40182.28000,0.750534
40182.29000,0.750333
40182.30000,0.750131
40182.31000,0.74993
40182.32000,0.749728
40182.33000,0.749526
40182.34000,0.749325
40182.35000,0.749123
40182.36000,0.748922
40182.37000,0.74872
40182.38000,0.748519
40182.39000,0.748317
40182.40000,0.748115
40182.41000,0.747873
40182.42000,0.747631
40182.43000,0.747388
40182.44000,0.747146
40182.45000,0.746904
40182.46000,0.746661
40182.47000,0.746419
40182.48000,0.746177
40182.49000,0.745935
40182.50000,0.745692
40182.51000,0.74545
40182.52000,0.745208
40182.53000,0.744965
40182.54000,0.744723
40182.55000,0.744481
40182.56000,0.744238
40182.57000,0.743996
40182.58000,0.743789
40182.59000,0.743688
40182.60000,0.743586
40182.61000,0.743485
40182.62000,0.743383
40182.63000,0.743282
40182.64000,0.743181
40182.65000,0.743079
40182.66000,0.742978
40182.67000,0.742876
40182.68000,0.742775
40182.69000,0.742674
40182.70000,0.742572
40182.71000,0.742471
40182.72000,0.742369
40182.73000,0.742268
40182.74000,0.742167
40182.75000,0.742065
40182.76000,0.741964
40182.77000,0.741863
40182.78000,0.741761
40182.79000,0.74166
40182.80000,0.741559
40182.81000,0.741458
40182.82000,0.741356
40182.83000,0.741255
40182.84000,0.741154
40182.85000,0.741053
40182.86000,0.740952
40182.87000,0.74085
40182.88000,0.740749
40182.89000,0.740648
40182.90000,0.740547
40182.91000,0.740445
40182.92000,0.740344
40182.93000,0.740243
40182.94000,0.740142
40182.95000,0.74004
40182.96000,0.739939
40182.97000,0.739838
40182.98000,0.739736
40182.99000,0.739635
40183.00000,0.739534
40183.01000,0.739433
40183.02000,0.739331
40183.03000,0.73923
40183.04000,0.739129
40183.05000,0.739028
40183.06000,0.738926
40183.07000,0.738825
40183.08000,0.738724
40183.09000,0.738623
40183.10000,0.738521
40183.11000,0.73842
40183.12000,0.738319
40183.13000,0.738217
40183.14000,0.738116
40183.15000,0.738015
40183.16000,0.737913
40183.17000,0.737812
40183.18000,0.737711
40183.19000,0.737609
40183.20000,0.737508
40183.21000,0.737406
40183.22000,0.737305
40183.23000,0.737204
40183.24000,0.737102
40183.25000,0.737001
40183.26000,0.7369
40183.27000,0.736798
40183.28000,0.736697
40183.29000,0.736561
40183.30000,0.736299
40183.31000,0.736038
40183.32000,0.735777
40183.33000,0.735516
40183.34000,0.735254
40183.35000,0.734993
40183.36000,0.734732
40183.37000,0.73447
40183.38000,0.734209
40183.39000,0.733948
40183.40000,0.733687
40183.41000,0.733425
40183.42000,0.733164
40183.43000,0.732903
40183.44000,0.732641
40183.45000,0.73238
40183.46000,0.732119
40183.47000,0.731897
40183.48000,0.73172
40183.49000,0.731543
40183.50000,0.731366
40183.51000,0.731189
40183.52000,0.731012
40183.53000,0.730835
40183.54000,0.730658
40183.55000,0.730481
40183.56000,0.730304
40183.57000,0.730127
40183.58000,0.72995
40183.59000,0.729773
40183.60000,0.729597
40183.61000,0.72942
40183.62000,0.729243
40183.63000,0.729066
40183.64000,0.728889
40183.65000,0.728765
40183.66000,0.728663
40183.67000,0.728562
40183.68000,0.72846
40183.69000,0.728358
40183.70000,0.728257
40183.71000,0.728155
40183.72000,0.728053
40183.73000,0.727952
40183.74000,0.72785
40183.75000,0.727748
40183.76000,0.727647
40183.77000,0.727545
40183.78000,0.727443
40183.79000,0.727342
40183.80000,0.72724
40183.81000,0.727138
40183.82000,0.727037
40183.83000,0.726935
40183.84000,0.726833
40183.85000,0.726731
40183.86000,0.726629
40183.87000,0.726528
40183.88000,0.726426
40183.89000,0.726324
40183.90000,0.726222
40183.91000,0.72612
40183.92000,0.726019
40183.93000,0.725917
40183.94000,0.725815
40183.95000,0.725713
40183.96000,0.725612
40183.97000,0.72551
40183.98000,0.725408
40183.99000,0.725306
40184.00000,0.725204
40184.01000,0.725103
40184.02000,0.725001
40184.03000,0.724899
40184.04000,0.724797
40184.05000,0.724695
40184.06000,0.724594
40184.07000,0.724492
40184.08000,0.72439
40184.09000,0.724288
40184.10000,0.724186
40184.11000,0.724085
40184.12000,0.723983
40184.13000,0.723881
40184.14000,0.723779
40184.15000,0.723678
40184.16000,0.723576
40184.17000,0.723474
40184.18000,0.723354
40184.19000,0.723209
40184.20000,0.723064
40184.21000,0.722919
40184.22000,0.722775
40184.23000,0.72263
40184.24000,0.722485
40184.25000,0.72234
40184.26000,0.722195
40184.27000,0.722051
40184.28000,0.721906
40184.29000,0.721761
40184.30000,0.721616
40184.31000,0.721472
40184.32000,0.721327
40184.33000,0.721182
40184.34000,0.721037
40184.35000,0.720892
40184.36000,0.720661
40184.37000,0.720388
40184.38000,0.720115
40184.39000,0.719842
40184.40000,0.719569
40184.41000,0.719296
40184.42000,0.719023
40184.43000,0.71875
40184.44000,0.718477
40184.45000,0.718204
40184.46000,0.717931
40184.47000,0.717658
40184.48000,0.717385
40184.49000,0.717112
40184.50000,0.716839
40184.51000,0.716566
40184.52000,0.716293
40184.53000,0.71602
40184.54000,0.715902
40184.55000,0.7158
40184.56000,0.715697
40184.57000,0.715594
40184.58000,0.715491
40184.59000,0.715388
40184.60000,0.715285
40184.61000,0.715182
40184.62000,0.71508
40184.63000,0.714977
40184.64000,0.714874
40184.65000,0.714771
40184.66000,0.714668
40184.67000,0.714565
40184.68000,0.714462
40184.69000,0.714359
40184.70000,0.714257
40184.71000,0.714154
40184.72000,0.714052
40184.73000,0.71395
40184.74000,0.713848
40184.75000,0.713746
40184.76000,0.713644
40184.77000,0.713542
40184.78000,0.71344
40184.79000,0.713338
40184.80000,0.713236
40184.81000,0.713134
40184.82000,0.713032
40184.83000,0.71293
40184.84000,0.712828
40184.85000,0.712726
40184.86000,0.712624
40184.87000,0.712522
40184.88000,0.71242
40184.89000,0.712318
40184.90000,0.712216
40184.91000,0.712114
40184.92000,0.712012
40184.93000,0.71191
40184.94000,0.711808
40184.95000,0.711706
40184.96000,0.711604
40184.97000,0.711502
40184.98000,0.7114
40184.99000,0.711298
40185.00000,0.711196
40185.01000,0.711094
40185.02000,0.710992
40185.03000,0.71089
40185.04000,0.710787
40185.05000,0.710685
40185.06000,0.710583
40185.07000,0.710481
40185.08000,0.710379
40185.09000,0.710277
40185.10000,0.710175
40185.11000,0.710073
40185.12000,0.709971
40185.13000,0.709869
40185.14000,0.709767
40185.15000,0.709665
40185.16000,0.709563
40185.17000,0.709461
40185.18000,0.709359
40185.19000,0.709257
40185.20000,0.709154
40185.21000,0.709052
40185.22000,0.70895
40185.23000,0.708848
40185.24000,0.708746
40185.25000,0.708535
40185.26000,0.708308
40185.27000,0.708082
40185.28000,0.707856
40185.29000,0.70763
40185.30000,0.707404
40185.31000,0.707178
40185.32000,0.706951
40185.33000,0.706725
40185.34000,0.706499
40185.35000,0.706273
40185.36000,0.706047
40185.37000,0.705821
40185.38000,0.705595
40185.39000,0.705368
40185.40000,0.705142
40185.41000,0.704916
40185.42000,0.704689
40185.43000,0.704459
40185.44000,0.704228
40185.45000,0.703997
40185.46000,0.703767
40185.47000,0.703536
40185.48000,0.703305
40185.49000,0.703074
40185.50000,0.702844
40185.51000,0.702613
40185.52000,0.702382
40185.53000,0.702152
40185.54000,0.701921
40185.55000,0.70169
40185.56000,0.70146
40185.57000,0.701229
40185.58000,0.700998
40185.59000,0.700767
40185.60000,0.700584
40185.61000,0.700482
40185.62000,0.70038
40185.63000,0.700277
40185.64000,0.700175
40185.65000,0.700073
40185.66000,0.699971
40185.67000,0.699868
40185.68000,0.699766
40185.69000,0.699664
40185.70000,0.699562
40185.71000,0.699459
40185.72000,0.699357
40185.73000,0.699255
40185.74000,0.699153
40185.75000,0.69905
40185.76000,0.698948
40185.77000,0.698846
40185.78000,0.698779
40185.79000,0.698733
40185.80000,0.698688
40185.81000,0.698643
40185.82000,0.698598
40185.83000,0.698552
40185.84000,0.698507
40185.85000,0.698462
40185.86000,0.698417
40185.87000,0.698371
40185.88000,0.698326
40185.89000,0.698281
40185.90000,0.698236
40185.91000,0.698191
40185.92000,0.698145
40185.93000,0.6981
40185.94000,0.698055
40185.95000,0.69801
40185.96000,0.697993
40185.97000,0.697982
40185.98000,0.697971
40185.99000,0.697959
40186.00000,0.697948
40186.01000,0.697937
40186.02000,0.697926
40186.03000,0.697914
40186.04000,0.69784
40186.05000,0.69778
40186.06000,0.697736
40186.07000,0.697694
40186.08000,0.697653
40186.09000,0.697612
40186.10000,0.69757
40186.11000,0.697521
40186.12000,0.697456
40186.13000,0.697377
40186.14000,0.697283
40186.15000,0.697187
40186.16000,0.697106
40186.17000,0.697039
40186.18000,0.696987
40186.19000,0.696942
40186.20000,0.696882
40186.21000,0.696808
40186.22000,0.696719
40186.23000,0.695697
40186.24000,0.69554
40186.25000,0.695383
40186.26000,0.695226
40186.27000,0.695069
40186.28000,0.694913
40186.29000,0.694756
40186.30000,0.694599
40186.31000,0.694442
40186.32000,0.694285
40186.33000,0.694128
40186.34000,0.693776
40186.35000,0.693424
40186.36000,0.693071
40186.37000,0.692719
40186.38000,0.692367
40186.39000,0.692015
40186.40000,0.691662
40186.41000,0.69131
40186.42000,0.690958
40186.43000,0.690606
40186.44000,0.690253
40186.45000,0.689901
40186.46000,0.689549
40186.47000,0.689268
40186.48000,0.689023
40186.49000,0.688777
40186.50000,0.688532
40186.51000,0.688287
40186.52000,0.688042
40186.53000,0.687796
40186.54000,0.687551
40186.55000,0.687306
40186.56000,0.687061
40186.57000,0.686815
40186.58000,0.68657
40186.59000,0.686325
40186.60000,0.68608
40186.61000,0.685834
40186.62000,0.685589
40186.63000,0.685344
40186.64000,0.685099
40186.65000,0.68495
40186.66000,0.684813
40186.67000,0.684676
40186.68000,0.684539
40186.69000,0.684403
40186.70000,0.684266
40186.71000,0.684129
40186.72000,0.683992
40186.73000,0.683856
40186.74000,0.683719
40186.75000,0.683582
40186.76000,0.683445
40186.77000,0.683309
40186.78000,0.683172
40186.79000,0.683035
40186.80000,0.682898
40186.81000,0.682762
40186.82000,0.682625
40186.83000,0.682488
40186.84000,0.682351
40186.85000,0.682215
40186.86000,0.682078
40186.87000,0.681941
40186.88000,0.681804
40186.89000,0.681667
40186.90000,0.681531
40186.91000,0.681394
40186.92000,0.681257
40186.93000,0.68112
40186.94000,0.680983
40186.95000,0.680846
40186.96000,0.680709
40186.97000,0.680572
40186.98000,0.680436
40186.99000,0.680299
40187.00000,0.680162
40187.01000,0.680025
40187.02000,0.679888
40187.03000,0.679751
40187.04000,0.679614
40187.05000,0.679478
40187.06000,0.679341
40187.07000,0.679204
40187.08000,0.679067
40187.09000,0.67893
40187.10000,0.678793
40187.11000,0.678656
40187.12000,0.678519
40187.13000,0.678383
40187.14000,0.678246
40187.15000,0.678109
40187.16000,0.677972
40187.17000,0.677835
40187.18000,0.677698
40187.19000,0.677561
40187.20000,0.677378
40187.21000,0.677162
40187.22000,0.676945
40187.23000,0.676729
40187.24000,0.676512
40187.25000,0.676295
40187.26000,0.676079
40187.27000,0.675862
40187.28000,0.675646
40187.29000,0.675429
40187.30000,0.675213
40187.31000,0.674996
40187.32000,0.674779
40187.33000,0.674563
40187.34000,0.674346
40187.35000,0.67413
40187.36000,0.673913
40187.37000,0.673696
40187.38000,0.67348
40187.39000,0.673263
40187.40000,0.673047
40187.41000,0.67283
40187.42000,0.672614
40187.43000,0.672397
40187.44000,0.67218
40187.45000,0.671964
40187.46000,0.671747
40187.47000,0.671531
40187.48000,0.671314
40187.49000,0.671098
40187.50000,0.670881
40187.51000,0.670664
40187.52000,0.670448
40187.53000,0.670231
40187.54000,0.670015
40187.55000,0.669798
40187.56000,0.669582
40187.57000,0.669365
40187.58000,0.669148
40187.59000,0.668932
40187.60000,0.668715
40187.61000,0.668499
40187.62000,0.668332
40187.63000,0.668229
40187.64000,0.668126
40187.65000,0.668023
40187.66000,0.667919
40187.67000,0.667816
40187.68000,0.667713
40187.69000,0.66761
40187.70000,0.667507
40187.71000,0.667404
40187.72000,0.6673
40187.73000,0.667197
40187.74000,0.667094
40187.75000,0.666991
40187.76000,0.666888
40187.77000,0.666785
40187.78000,0.666681
40187.79000,0.666578
40187.80000,0.666475
40187.81000,0.666372
40187.82000,0.666269
40187.83000,0.666166
40187.84000,0.666062
40187.85000,0.665959
40187.86000,0.665856
40187.87000,0.665753
40187.88000,0.66565
40187.89000,0.665547
40187.90000,0.665443
40187.91000,0.66534
40187.92000,0.665237
40187.93000,0.665134
40187.94000,0.665031
40187.95000,0.664928
40187.96000,0.664824
40187.97000,0.664721
40187.98000,0.664618
40187.99000,0.664515
40188.00000,0.664412
40188.01000,0.664309
40188.02000,0.664205
40188.03000,0.664102
40188.04000,0.663951
40188.05000,0.663687
40188.06000,0.663424
40188.07000,0.66316
40188.08000,0.662896
40188.09000,0.662633
40188.10000,0.662369
40188.11000,0.662105
40188.12000,0.661842
40188.13000,0.661578
40188.14000,0.661314
40188.15000,0.66105
40188.16000,0.660787
40188.17000,0.660523
40188.18000,0.660259
40188.19000,0.659996
40188.20000,0.659732
40188.21000,0.659468
40188.22000,0.659205
40188.23000,0.658941
40188.24000,0.658677
40188.25000,0.658414
40188.26000,0.65815
40188.27000,0.657886
40188.28000,0.657623
40188.29000,0.657359
40188.30000,0.657095
40188.31000,0.656832
40188.32000,0.656568
40188.33000,0.656304
40188.34000,0.656041
40188.35000,0.655777
40188.36000,0.655513
40188.37000,0.65525
40188.38000,0.654986
40188.39000,0.654722
40188.40000,0.654459
40188.41000,0.654195
40188.42000,0.653931
40188.43000,0.653668
40188.44000,0.653404
40188.45000,0.65314
40188.46000,0.652902
40188.47000,0.652799
40188.48000,0.652695
40188.49000,0.652592
40188.50000,0.652488
40188.51000,0.652385
40188.52000,0.652282
40188.53000,0.652178
40188.54000,0.652075
40188.55000,0.651971
40188.56000,0.651868
40188.57000,0.651764
40188.58000,0.651661
40188.59000,0.651558
40188.60000,0.651454
40188.61000,0.651351
40188.62000,0.651247
40188.63000,0.651144
40188.64000,0.65104
40188.65000,0.650937
40188.66000,0.650834
40188.67000,0.65073
40188.68000,0.650627
40188.69000,0.650523
40188.70000,0.65042
40188.71000,0.650316
40188.72000,0.650213
40188.73000,0.650109
40188.74000,0.650006
40188.75000,0.649903
40188.76000,0.649799
40188.77000,0.649696
40188.78000,0.649592
40188.79000,0.649489
40188.80000,0.649385
40188.81000,0.649282
40188.82000,0.649179
40188.83000,0.649075
40188.84000,0.648972
40188.85000,0.648868
40188.86000,0.648765
40188.87000,0.648661
40188.88000,0.648558
40188.89000,0.648455
40188.90000,0.648351
40188.91000,0.648248
40188.92000,0.648144
40188.93000,0.648041
40188.94000,0.647938
40188.95000,0.647834
40188.96000,0.647731
40188.97000,0.647627
40188.98000,0.647524
40188.99000,0.647421
40189.00000,0.647317
40189.01000,0.647214
40189.02000,0.64711
40189.03000,0.647007
40189.04000,0.646904
40189.05000,0.6468
40189.06000,0.646697
40189.07000,0.646593
40189.08000,0.64649
40189.09000,0.646387
40189.10000,0.646283
40189.11000,0.64618
40189.12000,0.646076
40189.13000,0.645973
40189.14000,0.64587
40189.15000,0.645766
40189.16000,0.645663
40189.17000,0.645559
40189.18000,0.645456
40189.19000,0.645353
40189.20000,0.645249
40189.21000,0.645146
40189.22000,0.645042
40189.23000,0.644939
40189.24000,0.644835
40189.25000,0.644732
40189.26000,0.644629
40189.27000,0.644525
40189.28000,0.644422
40189.29000,0.644318
40189.30000,0.644215
40189.31000,0.644112
40189.32000,0.644008
40189.33000,0.643904
40189.34000,0.643801
40189.35000,0.643697
40189.36000,0.643594
40189.37000,0.64349
40189.38000,0.643386
40189.39000,0.643283
40189.40000,0.643179
40189.41000,0.643076
40189.42000,0.642972
40189.43000,0.642868
40189.44000,0.642765
40189.45000,0.642661
40189.46000,0.642558
40189.47000,0.642454
40189.48000,0.64235
40189.49000,0.642247
40189.50000,0.642143
40189.51000,0.64204
40189.52000,0.641936
40189.53000,0.641832
40189.54000,0.641729
40189.55000,0.641625
40189.56000,0.641522
40189.57000,0.641418
40189.58000,0.641314
40189.59000,0.641211
40189.60000,0.641107
40189.61000,0.641004
40189.62000,0.6409
40189.63000,0.640796
40189.64000,0.640693
40189.65000,0.640589
40189.66000,0.640486
40189.67000,0.640382
40189.68000,0.640278
40189.69000,0.640175
40189.70000,0.640071
40189.71000,0.639968
40189.72000,0.639864
40189.73000,0.63976
40189.74000,0.639656
40189.75000,0.639552
40189.76000,0.639448
40189.77000,0.639345
40189.78000,0.639241
40189.79000,0.639137
40189.80000,0.639033
40189.81000,0.638929
40189.82000,0.638825
40189.83000,0.638721
40189.84000,0.638617
40189.85000,0.638513
40189.86000,0.638409
40189.87000,0.638305
40189.88000,0.638202
40189.89000,0.638098
40189.90000,0.637994
40189.91000,0.63789
40189.92000,0.637786
40189.93000,0.637682
40189.94000,0.637578
40189.95000,0.637474
40189.96000,0.63737
40189.97000,0.637266
40189.98000,0.637162
40189.99000,0.637058
40190.00000,0.636955
40190.01000,0.636851
40190.02000,0.636747
40190.03000,0.636643
40190.04000,0.636539
40190.05000,0.636435
40190.06000,0.636331
40190.07000,0.636227
40190.08000,0.636123
40190.09000,0.636019
40190.10000,0.635915
40190.11000,0.635812
40190.12000,0.635708
40190.13000,0.635604
40190.14000,0.6355
40190.15000,0.635301
40190.16000,0.63504
40190.17000,0.634779
40190.18000,0.634517
40190.19000,0.634256
40190.20000,0.633995
40190.21000,0.633733
40190.22000,0.633472
40190.23000,0.63321
40190.24000,0.632949
40190.25000,0.632688
40190.26000,0.632426
40190.27000,0.632165
40190.28000,0.631904
40190.29000,0.631642
40190.30000,0.631381
40190.31000,0.63112
40190.32000,0.630858
40190.33000,0.630597
40190.34000,0.630336
40190.35000,0.630074
40190.36000,0.629813
40190.37000,0.629552
40190.38000,0.62929
40190.39000,0.629029
40190.40000,0.628767
40190.41000,0.628506
40190.42000,0.628245
40190.43000,0.627983
40190.44000,0.627722
40190.45000,0.627461
40190.46000,0.627199
40190.47000,0.626938
40190.48000,0.626677
40190.49000,0.626415
40190.50000,0.626154
40190.51000,0.625893
40190.52000,0.625631
40190.53000,0.62537
40190.54000,0.625109
40190.55000,0.624847
40190.56000,0.624586
40190.57000,0.624397
40190.58000,0.624293
40190.59000,0.624189
40190.60000,0.624084
40190.61000,0.62398
40190.62000,0.623876
40190.63000,0.623772
40190.64000,0.623668
40190.65000,0.623563
40190.66000,0.623459
40190.67000,0.623355
40190.68000,0.623251
40190.69000,0.623147
40190.70000,0.623042
40190.71000,0.622938
40190.72000,0.622834
40190.73000,0.62273
40190.74000,0.622626
40190.75000,0.622521
40190.76000,0.622417
40190.77000,0.622313
40190.78000,0.622209
40190.79000,0.622105
40190.80000,0.622
40190.81000,0.621896
40190.82000,0.621792
40190.83000,0.621688
40190.84000,0.621584
40190.85000,0.621479
40190.86000,0.621375
40190.87000,0.621271
40190.88000,0.621167
40190.89000,0.621063
40190.90000,0.620958
40190.91000,0.620854
40190.92000,0.62075
40190.93000,0.620646
40190.94000,0.620542
40190.95000,0.620437
40190.96000,0.620333
40190.97000,0.620229
40190.98000,0.620125
40190.99000,0.619984
40191.00000,0.619766
40191.01000,0.619548
40191.02000,0.619331
40191.03000,0.619113
40191.04000,0.618895
40191.05000,0.618677
40191.06000,0.618459
40191.07000,0.618241
40191.08000,0.618024
40191.09000,0.617806
40191.10000,0.617588
40191.11000,0.61737
40191.12000,0.617152
40191.13000,0.616935
40191.14000,0.616717
40191.15000,0.616499
40191.16000,0.616281
40191.17000,0.616063
40191.18000,0.615845
40191.19000,0.615628
40191.20000,0.61541
40191.21000,0.615192
40191.22000,0.614974
40191.23000,0.614756
40191.24000,0.614538
40191.25000,0.614321
40191.26000,0.614103
40191.27000,0.613885
40191.28000,0.613667
40191.29000,0.613449
40191.30000,0.613231
40191.31000,0.613014
40191.32000,0.612796
40191.33000,0.612578
40191.34000,0.61236
40191.35000,0.612142
40191.36000,0.611924
40191.37000,0.611707
40191.38000,0.611489
40191.39000,0.611271
40191.40000,0.611053
40191.41000,0.610856
40191.42000,0.610751
40191.43000,0.610647
40191.44000,0.610542
40191.45000,0.610438
40191.46000,0.610333
