t, Obs_Wetland Cell 1 Water depth (m)_expression
40240.07000,0.702365
40240.08000,0.702297
40240.09000,0.702229
40240.10000,0.702161
40240.11000,0.702092
40240.12000,0.702024
40240.13000,0.701956
40240.14000,0.701888
40240.15000,0.70182
40240.16000,0.701752
40240.17000,0.701684
40240.18000,0.701499
40240.19000,0.701256
40240.20000,0.701012
40240.21000,0.700769
40240.22000,0.700525
40240.23000,0.700282
40240.24000,0.700038
40240.25000,0.699795
40240.26000,0.699551
40240.27000,0.699308
40240.28000,0.699064
40240.29000,0.698821
40240.30000,0.698577
40240.31000,0.698334
40240.32000,0.69809
40240.33000,0.697847
40240.34000,0.697603
40240.35000,0.69736
40240.36000,0.697057
40240.37000,0.696746
40240.38000,0.696436
40240.39000,0.696126
40240.40000,0.695815
40240.41000,0.695505
40240.42000,0.695194
40240.43000,0.694884
40240.44000,0.694574
40240.45000,0.694263
40240.46000,0.693953
40240.47000,0.693643
40240.48000,0.693332
40240.49000,0.693022
40240.50000,0.692712
40240.51000,0.692401
40240.52000,0.692091
40240.53000,0.69178
40240.54000,0.69147
40240.55000,0.69116
40240.56000,0.690849
40240.57000,0.690539
40240.58000,0.690229
40240.59000,0.689958
40240.60000,0.689861
40240.61000,0.689765
40240.62000,0.689669
40240.63000,0.689572
40240.64000,0.689476
40240.65000,0.689379
40240.66000,0.689283
40240.67000,0.689186
40240.68000,0.68909
40240.69000,0.688993
40240.70000,0.688897
40240.71000,0.6888
40240.72000,0.688704
40240.73000,0.688607
40240.74000,0.688511
40240.75000,0.688414
40240.76000,0.688318
40240.77000,0.688221
40240.78000,0.688125
40240.79000,0.688028
40240.80000,0.687932
40240.81000,0.687836
40240.82000,0.687739
40240.83000,0.687641
40240.84000,0.687542
40240.85000,0.687443
40240.86000,0.687345
40240.87000,0.687246
40240.88000,0.687147
40240.89000,0.687048
40240.90000,0.686949
40240.91000,0.68685
40240.92000,0.686751
40240.93000,0.686652
40240.94000,0.686553
40240.95000,0.686454
40240.96000,0.686355
40240.97000,0.686256
40240.98000,0.686157
40240.99000,0.686058
40241.00000,0.685959
40241.01000,0.68586
40241.02000,0.685762
40241.03000,0.685663
40241.04000,0.685564
40241.05000,0.685465
40241.06000,0.685366
40241.07000,0.685247
40241.08000,0.685123
40241.09000,0.684999
40241.10000,0.684875
40241.11000,0.684751
40241.12000,0.684627
40241.13000,0.684503
40241.14000,0.684379
40241.15000,0.684255
40241.16000,0.684131
40241.17000,0.684007
40241.18000,0.683883
40241.19000,0.683759
40241.20000,0.683635
40241.21000,0.683511
40241.22000,0.683387
40241.23000,0.683263
40241.24000,0.683139
40241.25000,0.683015
40241.26000,0.682891
40241.27000,0.682768
40241.28000,0.682644
40241.29000,0.68252
40241.30000,0.682369
40241.31000,0.681888
40241.32000,0.681408
40241.33000,0.680927
40241.34000,0.680446
40241.35000,0.679966
40241.36000,0.679485
40241.37000,0.679004
40241.38000,0.678524
40241.39000,0.678043
40241.40000,0.677562
40241.41000,0.677082
40241.42000,0.676601
40241.43000,0.67612
40241.44000,0.67564
40241.45000,0.675159
40241.46000,0.674678
40241.47000,0.674198
40241.48000,0.673717
40241.49000,0.673236
40241.50000,0.672756
40241.51000,0.672275
40241.52000,0.671794
40241.53000,0.671314
40241.54000,0.670961
40241.55000,0.670825
40241.56000,0.670688
40241.57000,0.670552
40241.58000,0.670416
40241.59000,0.67028
40241.60000,0.670144
40241.61000,0.670008
40241.62000,0.669872
40241.63000,0.669736
40241.64000,0.669599
40241.65000,0.669463
40241.66000,0.669327
40241.67000,0.669191
40241.68000,0.669055
40241.69000,0.668919
40241.70000,0.668783
40241.71000,0.668647
40241.72000,0.668511
40241.73000,0.668374
40241.74000,0.668238
40241.75000,0.668102
40241.76000,0.667966
40241.77000,0.66783
40241.78000,0.667694
40241.79000,0.667558
40241.80000,0.667422
40241.81000,0.667286
40241.82000,0.667149
40241.83000,0.667013
40241.84000,0.666877
40241.85000,0.666741
40241.86000,0.666629
40241.87000,0.666524
40241.88000,0.666419
40241.89000,0.666314
40241.90000,0.666209
40241.91000,0.666104
40241.92000,0.665999
40241.93000,0.665894
40241.94000,0.665789
40241.95000,0.665684
40241.96000,0.665579
40241.97000,0.665474
40241.98000,0.665369
40241.99000,0.665264
40242.00000,0.665159
40242.01000,0.665054
40242.02000,0.664949
40242.03000,0.664844
40242.04000,0.664739
40242.05000,0.664634
40242.06000,0.664529
40242.07000,0.664424
40242.08000,0.664319
40242.09000,0.664214
40242.10000,0.664109
40242.11000,0.664004
40242.12000,0.663899
40242.13000,0.663794
40242.14000,0.663689
40242.15000,0.663584
40242.16000,0.663479
40242.17000,0.663374
40242.18000,0.663269
40242.19000,0.663164
40242.20000,0.663059
40242.21000,0.662954
40242.22000,0.662849
40242.23000,0.662744
40242.24000,0.662639
40242.25000,0.662534
40242.26000,0.662429
40242.27000,0.662324
40242.28000,0.662172
40242.29000,0.66199
40242.30000,0.661809
40242.31000,0.661628
40242.32000,0.661447
40242.33000,0.661266
40242.34000,0.661084
40242.35000,0.660903
40242.36000,0.660722
40242.37000,0.660541
40242.38000,0.66036
40242.39000,0.660179
40242.40000,0.659997
40242.41000,0.659816
40242.42000,0.659635
40242.43000,0.659454
40242.44000,0.659273
40242.45000,0.659091
40242.46000,0.65891
40242.47000,0.658729
40242.48000,0.658548
40242.49000,0.658367
40242.50000,0.658185
40242.51000,0.658004
40242.52000,0.657823
40242.53000,0.657642
40242.54000,0.657461
40242.55000,0.65728
40242.56000,0.657098
40242.57000,0.656917
40242.58000,0.656736
40242.59000,0.656555
40242.60000,0.656374
40242.61000,0.656192
40242.62000,0.656011
40242.63000,0.65583
40242.64000,0.655649
40242.65000,0.655468
40242.66000,0.655286
40242.67000,0.655105
40242.68000,0.654924
40242.69000,0.654743
40242.70000,0.654599
40242.71000,0.654496
40242.72000,0.654393
40242.73000,0.65429
40242.74000,0.654186
40242.75000,0.654083
40242.76000,0.65398
40242.77000,0.653876
40242.78000,0.653773
40242.79000,0.65367
40242.80000,0.653567
40242.81000,0.653463
40242.82000,0.65336
40242.83000,0.653257
40242.84000,0.653153
40242.85000,0.65305
40242.86000,0.652947
40242.87000,0.652843
40242.88000,0.65274
40242.89000,0.652637
40242.90000,0.652534
40242.91000,0.65243
40242.92000,0.652327
40242.93000,0.652224
40242.94000,0.65212
40242.95000,0.652017
40242.96000,0.651914
40242.97000,0.651811
40242.98000,0.651707
40242.99000,0.651604
40243.00000,0.651501
40243.01000,0.651397
40243.02000,0.651294
40243.03000,0.651191
40243.04000,0.651088
40243.05000,0.650984
40243.06000,0.650881
40243.07000,0.650778
40243.08000,0.650674
40243.09000,0.650571
40243.10000,0.650468
40243.11000,0.650364
40243.12000,0.650169
40243.13000,0.6498
40243.14000,0.649431
40243.15000,0.649061
40243.16000,0.648692
40243.17000,0.648323
40243.18000,0.647953
40243.19000,0.647584
40243.20000,0.647215
40243.21000,0.646846
40243.22000,0.646476
40243.23000,0.646107
40243.24000,0.645738
40243.25000,0.645368
40243.26000,0.644999
40243.27000,0.64463
40243.28000,0.644261
40243.29000,0.643891
40243.30000,0.643522
40243.31000,0.643153
40243.32000,0.642783
40243.33000,0.642414
40243.34000,0.642045
40243.35000,0.641675
40243.36000,0.641306
40243.37000,0.640937
40243.38000,0.640568
40243.39000,0.640198
40243.40000,0.639829
40243.41000,0.63946
40243.42000,0.63909
40243.43000,0.638721
40243.44000,0.638352
40243.45000,0.637982
40243.46000,0.637613
40243.47000,0.637244
40243.48000,0.636875
40243.49000,0.636505
40243.50000,0.636136
40243.51000,0.635767
40243.52000,0.635397
40243.53000,0.635028
40243.54000,0.634713
40243.55000,0.634609
40243.56000,0.634505
40243.57000,0.634401
40243.58000,0.634297
40243.59000,0.634193
40243.60000,0.634089
40243.61000,0.633985
40243.62000,0.633881
40243.63000,0.633777
40243.64000,0.633673
40243.65000,0.633569
40243.66000,0.633465
40243.67000,0.633361
40243.68000,0.633257
40243.69000,0.633153
40243.70000,0.633049
40243.71000,0.632945
40243.72000,0.632841
40243.73000,0.632737
40243.74000,0.632633
40243.75000,0.632529
40243.76000,0.632425
40243.77000,0.632321
40243.78000,0.632217
40243.79000,0.632113
40243.80000,0.632009
40243.81000,0.631905
40243.82000,0.631801
40243.83000,0.631697
40243.84000,0.631593
40243.85000,0.631489
40243.86000,0.631385
40243.87000,0.631281
40243.88000,0.631177
40243.89000,0.631073
40243.90000,0.630969
40243.91000,0.630865
40243.92000,0.630761
40243.93000,0.630657
40243.94000,0.630553
40243.95000,0.630449
40243.96000,0.630334
40243.97000,0.630068
40243.98000,0.629802
40243.99000,0.629535
40244.00000,0.629269
40244.01000,0.629003
40244.02000,0.628737
40244.03000,0.62847
40244.04000,0.628204
40244.05000,0.627938
40244.06000,0.627671
40244.07000,0.627405
40244.08000,0.627139
40244.09000,0.626872
40244.10000,0.626606
40244.11000,0.62634
40244.12000,0.626074
40244.13000,0.625807
40244.14000,0.625541
40244.15000,0.625275
40244.16000,0.625008
40244.17000,0.624742
40244.18000,0.624476
40244.19000,0.62421
40244.20000,0.623943
40244.21000,0.623677
40244.22000,0.623411
40244.23000,0.623144
40244.24000,0.622878
40244.25000,0.622612
40244.26000,0.622346
40244.27000,0.622079
40244.28000,0.621813
40244.29000,0.621547
40244.30000,0.62128
40244.31000,0.621014
40244.32000,0.620748
40244.33000,0.620481
40244.34000,0.620215
40244.35000,0.619949
40244.36000,0.619683
40244.37000,0.619416
40244.38000,0.61915
40244.39000,0.619034
40244.40000,0.61893
40244.41000,0.618826
40244.42000,0.618721
40244.43000,0.618617
40244.44000,0.618513
40244.45000,0.618409
40244.46000,0.618305
40244.47000,0.618201
40244.48000,0.618097
40244.49000,0.617992
40244.50000,0.617888
40244.51000,0.617784
40244.52000,0.61768
40244.53000,0.617576
40244.54000,0.617472
40244.55000,0.617367
40244.56000,0.617263
40244.57000,0.617159
40244.58000,0.617055
40244.59000,0.616951
40244.60000,0.616847
40244.61000,0.616743
40244.62000,0.616638
40244.63000,0.616534
40244.64000,0.61643
40244.65000,0.616326
40244.66000,0.616222
40244.67000,0.616118
40244.68000,0.616014
40244.69000,0.615909
40244.70000,0.615805
40244.71000,0.615701
40244.72000,0.615597
40244.73000,0.615493
40244.74000,0.615389
40244.75000,0.615285
40244.76000,0.61518
40244.77000,0.615076
40244.78000,0.614972
40244.79000,0.614868
40244.80000,0.614764
40244.81000,0.614659
40244.82000,0.614555
40244.83000,0.614451
40244.84000,0.614346
40244.85000,0.614242
40244.86000,0.614137
40244.87000,0.614033
40244.88000,0.613929
40244.89000,0.613824
40244.90000,0.61372
40244.91000,0.613615
40244.92000,0.613511
40244.93000,0.613407
40244.94000,0.613302
40244.95000,0.613198
40244.96000,0.613093
40244.97000,0.612989
40244.98000,0.612885
40244.99000,0.61278
40245.00000,0.612676
40245.01000,0.612571
40245.02000,0.612467
40245.03000,0.612363
40245.04000,0.612258
40245.05000,0.612154
40245.06000,0.612049
40245.07000,0.611945
40245.08000,0.611841
40245.09000,0.611736
40245.10000,0.611632
40245.11000,0.611527
40245.12000,0.611423
40245.13000,0.611319
40245.14000,0.611214
40245.15000,0.61111
40245.16000,0.611005
40245.17000,0.610901
40245.18000,0.610797
40245.19000,0.610692
40245.20000,0.610588
40245.21000,0.610483
40245.22000,0.610379
40245.23000,0.610167
40245.24000,0.609897
40245.25000,0.609627
40245.26000,0.609357
40245.27000,0.609086
40245.28000,0.608816
40245.29000,0.608546
40245.30000,0.608276
40245.31000,0.608005
40245.32000,0.607735
40245.33000,0.607465
40245.34000,0.607195
40245.35000,0.606924
40245.36000,0.606654
40245.37000,0.606384
40245.38000,0.606113
40245.39000,0.605843
40245.40000,0.605573
40245.41000,0.605303
40245.42000,0.605032
40245.43000,0.604762
40245.44000,0.604492
40245.45000,0.604222
40245.46000,0.603951
40245.47000,0.603681
40245.48000,0.603411
40245.49000,0.603141
40245.50000,0.60287
40245.51000,0.6026
40245.52000,0.60233
40245.53000,0.602059
40245.54000,0.601789
40245.55000,0.601519
40245.56000,0.601249
40245.57000,0.600978
40245.58000,0.600708
40245.59000,0.600438
40245.60000,0.600168
40245.61000,0.599897
40245.62000,0.599627
40245.63000,0.599357
40245.64000,0.599087
40245.65000,0.5989
40245.66000,0.598795
40245.67000,0.59869
40245.68000,0.598585
40245.69000,0.59848
40245.70000,0.598375
40245.71000,0.59827
40245.72000,0.598165
40245.73000,0.59806
40245.74000,0.597955
40245.75000,0.59785
40245.76000,0.597745
40245.77000,0.59764
40245.78000,0.597535
40245.79000,0.59743
40245.80000,0.597325
40245.81000,0.59722
40245.82000,0.597115
40245.83000,0.59701
40245.84000,0.596905
40245.85000,0.5968
40245.86000,0.596695
40245.87000,0.59659
40245.88000,0.596485
40245.89000,0.59638
40245.90000,0.596275
40245.91000,0.59617
40245.92000,0.596065
40245.93000,0.59596
40245.94000,0.595855
40245.95000,0.59575
40245.96000,0.595645
40245.97000,0.59554
40245.98000,0.595435
40245.99000,0.59533
40246.00000,0.595225
40246.01000,0.59512
40246.02000,0.595015
40246.03000,0.59491
40246.04000,0.594805
40246.05000,0.5947
40246.06000,0.594595
40246.07000,0.594392
40246.08000,0.59402
40246.09000,0.593647
40246.10000,0.593275
40246.11000,0.592902
40246.12000,0.592529
40246.13000,0.592157
40246.14000,0.591784
40246.15000,0.591412
40246.16000,0.591039
40246.17000,0.590667
40246.18000,0.590294
40246.19000,0.589922
40246.20000,0.589549
40246.21000,0.589177
40246.22000,0.588804
40246.23000,0.588432
40246.24000,0.588059
40246.25000,0.587687
40246.26000,0.587314
40246.27000,0.586942
40246.28000,0.586569
40246.29000,0.586197
40246.30000,0.585824
40246.31000,0.585452
40246.32000,0.585079
40246.33000,0.584707
40246.34000,0.584334
40246.35000,0.583962
40246.36000,0.583589
40246.37000,0.583217
40246.38000,0.582844
40246.39000,0.582472
40246.40000,0.582099
40246.41000,0.581727
40246.42000,0.581354
40246.43000,0.580982
40246.44000,0.580609
40246.45000,0.580237
40246.46000,0.579864
40246.47000,0.579492
40246.48000,0.579119
40246.49000,0.578807
40246.50000,0.578702
40246.51000,0.578596
40246.52000,0.57849
40246.53000,0.578385
40246.54000,0.578279
40246.55000,0.578174
40246.56000,0.578068
40246.57000,0.577963
40246.58000,0.577857
40246.59000,0.577752
40246.60000,0.577646
40246.61000,0.577541
40246.62000,0.577435
40246.63000,0.57733
40246.64000,0.577224
40246.65000,0.577119
40246.66000,0.577013
40246.67000,0.576908
40246.68000,0.576802
40246.69000,0.576697
40246.70000,0.576591
40246.71000,0.576486
40246.72000,0.57638
40246.73000,0.576274
40246.74000,0.576169
40246.75000,0.576063
40246.76000,0.575958
40246.77000,0.575852
40246.78000,0.575747
40246.79000,0.575641
40246.80000,0.575536
40246.81000,0.57543
40246.82000,0.575325
40246.83000,0.575219
40246.84000,0.575114
40246.85000,0.575008
40246.86000,0.574903
40246.87000,0.574797
40246.88000,0.574692
40246.89000,0.574586
40246.90000,0.574481
40246.91000,0.574368
40246.92000,0.574182
40246.93000,0.573996
40246.94000,0.57381
40246.95000,0.573625
40246.96000,0.573439
40246.97000,0.573253
40246.98000,0.573067
40246.99000,0.572881
40247.00000,0.572695
40247.01000,0.572509
40247.02000,0.572324
40247.03000,0.572138
40247.04000,0.571952
40247.05000,0.571766
40247.06000,0.57158
40247.07000,0.571394
40247.08000,0.571208
40247.09000,0.571023
40247.10000,0.570837
40247.11000,0.570651
40247.12000,0.570465
40247.13000,0.570279
40247.14000,0.570093
40247.15000,0.569907
40247.16000,0.569721
40247.17000,0.569536
40247.18000,0.56935
40247.19000,0.569164
40247.20000,0.568978
40247.21000,0.568792
40247.22000,0.568606
40247.23000,0.56842
40247.24000,0.568235
40247.25000,0.568049
40247.26000,0.567863
40247.27000,0.567677
40247.28000,0.567491
40247.29000,0.567305
40247.30000,0.567119
40247.31000,0.566934
40247.32000,0.566748
40247.33000,0.566562
40247.34000,0.566451
40247.35000,0.566344
40247.36000,0.566237
40247.37000,0.56613
40247.38000,0.566023
40247.39000,0.565916
40247.40000,0.565809
40247.41000,0.565703
40247.42000,0.565596
40247.43000,0.565489
40247.44000,0.565382
40247.45000,0.565275
40247.46000,0.565168
40247.47000,0.565061
40247.48000,0.564954
40247.49000,0.564847
40247.50000,0.564741
40247.51000,0.564634
40247.52000,0.564527
40247.53000,0.56442
40247.54000,0.564313
40247.55000,0.564206
40247.56000,0.564099
40247.57000,0.563992
40247.58000,0.563885
40247.59000,0.563779
40247.60000,0.563672
40247.61000,0.563565
40247.62000,0.563458
40247.63000,0.563351
40247.64000,0.563244
40247.65000,0.563137
40247.66000,0.56303
40247.67000,0.562923
40247.68000,0.562817
40247.69000,0.56271
40247.70000,0.562603
40247.71000,0.562496
40247.72000,0.562389
40247.73000,0.562282
40247.74000,0.562175
40247.75000,0.562068
40247.76000,0.561962
40247.77000,0.561856
40247.78000,0.56175
40247.79000,0.561644
40247.80000,0.561538
40247.81000,0.561432
40247.82000,0.561325
40247.83000,0.561219
40247.84000,0.561113
40247.85000,0.561007
40247.86000,0.560901
40247.87000,0.560795
40247.88000,0.560689
40247.89000,0.560582
40247.90000,0.560476
40247.91000,0.56037
40247.92000,0.560264
40247.93000,0.560158
40247.94000,0.560052
40247.95000,0.559946
40247.96000,0.55984
40247.97000,0.559733
40247.98000,0.559627
40247.99000,0.559521
40248.00000,0.559415
40248.01000,0.559309
40248.02000,0.559203
40248.03000,0.559097
40248.04000,0.558991
40248.05000,0.558884
40248.06000,0.558778
40248.07000,0.558672
40248.08000,0.558566
40248.09000,0.55846
40248.10000,0.558354
40248.11000,0.558248
40248.12000,0.558142
40248.13000,0.558035
40248.14000,0.557929
40248.15000,0.557823
40248.16000,0.557717
40248.17000,0.557611
40248.18000,0.557376
40248.19000,0.557077
40248.20000,0.556777
40248.21000,0.556478
40248.22000,0.556178
40248.23000,0.555879
40248.24000,0.555579
40248.25000,0.55528
40248.26000,0.55498
40248.27000,0.554681
40248.28000,0.554382
40248.29000,0.554082
40248.30000,0.553783
40248.31000,0.553483
40248.32000,0.553184
40248.33000,0.552884
40248.34000,0.552585
40248.35000,0.552286
40248.36000,0.551986
40248.37000,0.551687
40248.38000,0.551387
40248.39000,0.551088
40248.40000,0.550788
40248.41000,0.550489
40248.42000,0.55019
40248.43000,0.54989
40248.44000,0.549591
40248.45000,0.549291
40248.46000,0.548992
40248.47000,0.548692
40248.48000,0.548393
40248.49000,0.548093
40248.50000,0.547794
40248.51000,0.547495
40248.52000,0.547195
40248.53000,0.546896
40248.54000,0.546596
40248.55000,0.546297
40248.56000,0.545997
40248.57000,0.545698
40248.58000,0.545399
40248.59000,0.545099
40248.60000,0.544956
40248.61000,0.544954
40248.62000,0.544951
40248.63000,0.544949
40248.64000,0.544947
40248.65000,0.544944
40248.66000,0.544942
40248.67000,0.544939
40248.68000,0.544937
40248.69000,0.544935
40248.70000,0.544932
40248.71000,0.54493
40248.72000,0.544927
40248.73000,0.544925
40248.74000,0.544923
40248.75000,0.54492
40248.76000,0.544918
40248.77000,0.544915
40248.78000,0.544913
40248.79000,0.544911
40248.80000,0.544908
40248.81000,0.544906
40248.82000,0.544903
40248.83000,0.544901
40248.84000,0.544899
40248.85000,0.544896
40248.86000,0.544894
40248.87000,0.544891
40248.88000,0.544889
40248.89000,0.544887
40248.90000,0.544884
40248.91000,0.544882
40248.92000,0.544879
40248.93000,0.544877
40248.94000,0.544875
40248.95000,0.544872
40248.96000,0.54487
40248.97000,0.544868
40248.98000,0.544865
40248.99000,0.545211
40249.00000,0.546715
40249.01000,0.550204
40249.02000,0.556348
40249.03000,0.565526
40249.04000,0.577846
40249.05000,0.593215
40249.06000,0.611406
40249.07000,0.630296
40249.08000,0.648556
40249.09000,0.66565
40249.10000,0.68133
40249.11000,0.696086
40249.12000,0.710441
40249.13000,0.724579
40249.14000,0.738607
40249.15000,0.751875
40249.16000,0.763279
40249.17000,0.772546
40249.18000,0.779582
40249.19000,0.784647
40249.20000,0.788542
40249.21000,0.791525
40249.22000,0.793762
40249.23000,0.795386
40249.24000,0.796722
40249.25000,0.797901
40249.26000,0.799014
40249.27000,0.800129
40249.28000,0.801139
40249.29000,0.802008
40249.30000,0.802712
40249.31000,0.803238
40249.32000,0.804078
40249.33000,0.804075
40249.34000,0.804071
40249.35000,0.804068
40249.36000,0.804064
40249.37000,0.804061
40249.38000,0.804058
40249.39000,0.804054
40249.40000,0.804051
40249.41000,0.80405
40249.42000,0.804104
40249.43000,0.804248
40249.44000,0.804512
40249.45000,0.804931
40249.46000,0.805533
40249.47000,0.806348
40249.48000,0.807378
40249.49000,0.808393
40249.50000,0.809286
40249.51000,0.809983
40249.52000,0.81043
40249.53000,0.810767
40249.54000,0.810787
40249.55000,0.810808
40249.56000,0.810829
40249.57000,0.81085
40249.58000,0.810971
40249.59000,0.811164
40249.60000,0.811463
40249.61000,0.813611
40249.62000,0.813776
40249.63000,0.813942
40249.64000,0.814108
40249.65000,0.814273
40249.66000,0.815078
40249.67000,0.816053
40249.68000,0.817228
40249.69000,0.818579
40249.70000,0.819973
40249.71000,0.821345
40249.72000,0.822644
40249.73000,0.823856
40249.74000,0.825192
40249.75000,0.826739
40249.76000,0.828562
40249.77000,0.830722
40249.78000,0.832828
40249.79000,0.834693
40249.80000,0.836198
40249.81000,0.837277
40249.82000,0.838791
40249.83000,0.838783
40249.84000,0.838775
40249.85000,0.838766
40249.86000,0.838758
40249.87000,0.83875
40249.88000,0.838742
40249.89000,0.838734
40249.90000,0.838726
40249.91000,0.838718
40249.92000,0.83871
40249.93000,0.838707
40249.94000,0.838704
40249.95000,0.838701
40249.96000,0.838698
40249.97000,0.838695
40249.98000,0.838692
40249.99000,0.838878
40250.00000,0.83942
40250.01000,0.840508
40250.02000,0.842323
40250.03000,0.844745
40250.04000,0.847702
40250.05000,0.851125
40250.06000,0.854947
40250.07000,0.85878
40250.08000,0.862349
40250.09000,0.865504
40250.10000,0.868153
40250.11000,0.870643
40250.12000,0.873365
40250.13000,0.876512
40250.14000,0.880229
40250.15000,0.884298
40250.16000,0.888212
40250.17000,0.89177
40250.18000,0.894846
40250.19000,0.897493
40250.20000,0.900085
40250.21000,0.90275
40250.22000,0.905579
40250.23000,0.908589
40250.24000,0.911332
40250.25000,0.913662
40250.26000,0.915493
40250.27000,0.916782
40250.28000,0.917754
40250.29000,0.918501
40250.30000,0.919078
40250.31000,0.919526
40250.32000,0.920135
40250.33000,0.921121
40250.34000,0.922624
40250.35000,0.924749
40250.36000,0.927029
40250.37000,0.92892
40250.38000,0.930198
40250.39000,0.930741
40250.40000,0.930648
40250.41000,0.930138
40250.42000,0.929295
40250.43000,0.928178
40250.44000,0.922198
40250.45000,0.921815
40250.46000,0.921432
40250.47000,0.92105
40250.48000,0.920667
40250.49000,0.919568
40250.50000,0.919185
40250.51000,0.919822
40250.52000,0.921739
40250.53000,0.924058
40250.54000,0.926324
40250.55000,0.928255
40250.56000,0.929676
40250.57000,0.930632
40250.58000,0.931163
40250.59000,0.931287
40250.60000,0.931024
40250.61000,0.930586
40250.62000,0.930187
40250.63000,0.929932
40250.64000,0.929901
40250.65000,0.930153
40250.66000,0.930736
40250.67000,0.931681
40250.68000,0.933008
40250.69000,0.934627
40250.70000,0.936204
40250.71000,0.937605
40250.72000,0.938745
40250.73000,0.939582
40250.74000,0.940175
40250.75000,0.940538
40250.76000,0.940674
40250.77000,0.940593
40250.78000,0.94023
40250.79000,0.939565
40250.80000,0.938596
40250.81000,0.937331
40250.82000,0.92239
40250.83000,0.921001
40250.84000,0.919613
40250.85000,0.918225
40250.86000,0.916836
40250.87000,0.915448
40250.88000,0.91406
40250.89000,0.912672
40250.90000,0.911283
40250.91000,0.909895
40250.92000,0.908507
40250.93000,0.908492
40250.94000,0.908476
40250.95000,0.908461
40250.96000,0.908446
40250.97000,0.908431
40250.98000,0.908416
40250.99000,0.908401
40251.00000,0.908386
40251.01000,0.908371
40251.02000,0.908355
40251.03000,0.90834
40251.04000,0.910629
40251.05000,0.916609
40251.06000,0.926969
40251.07000,0.938426
40251.08000,0.948659
40251.09000,0.956758
40251.10000,0.962343
40251.11000,0.965911
40251.12000,0.968009
40251.13000,0.968857
40251.14000,0.968617
40251.15000,0.967593
40251.16000,0.966169
40251.17000,0.964501
40251.18000,0.962687
40251.19000,0.960776
40251.20000,0.958751
40251.21000,0.956621
40251.22000,0.954395
40251.23000,0.934432
40251.24000,0.93238
40251.25000,0.930329
40251.26000,0.928278
40251.27000,0.926227
40251.28000,0.924175
40251.29000,0.922124
40251.30000,0.920073
40251.31000,0.918021
40251.32000,0.91597
40251.33000,0.913919
40251.34000,0.912322
40251.35000,0.910726
40251.36000,0.909129
40251.37000,0.907533
40251.38000,0.905936
40251.39000,0.90434
40251.40000,0.902743
40251.41000,0.901147
40251.42000,0.89955
40251.43000,0.897953
40251.44000,0.896357
40251.45000,0.89476
40251.46000,0.893164
40251.47000,0.891983
40251.48000,0.891009
40251.49000,0.890036
40251.50000,0.889063
40251.51000,0.888089
40251.52000,0.887116
40251.53000,0.886143
40251.54000,0.885169
40251.55000,0.884196
40251.56000,0.883222
40251.57000,0.882249
40251.58000,0.881276
40251.59000,0.880302
40251.60000,0.879329
40251.61000,0.878356
40251.62000,0.877382
40251.63000,0.876409
40251.64000,0.875435
40251.65000,0.875304
40251.66000,0.875277
40251.67000,0.875251
40251.68000,0.875224
40251.69000,0.875198
40251.70000,0.875172
40251.71000,0.875145
40251.72000,0.875119
40251.73000,0.875092
40251.74000,0.875066
40251.75000,0.875039
40251.76000,0.875013
40251.77000,0.874986
40251.78000,0.87496
40251.79000,0.874934
40251.80000,0.874907
40251.81000,0.874881
40251.82000,0.874854
40251.83000,0.874828
40251.84000,0.874801
40251.85000,0.874775
40251.86000,0.874748
40251.87000,0.874273
40251.88000,0.873963
40251.89000,0.873901
40251.90000,0.87408
40251.91000,0.87439
40251.92000,0.874764
40251.93000,0.875142
40251.94000,0.875475
40251.95000,0.875727
40251.96000,0.875869
40251.97000,0.875885
40251.98000,0.870659
40251.99000,0.870629
40252.00000,0.870599
40252.01000,0.870569
40252.02000,0.87054
40252.03000,0.87051
40252.04000,0.87048
40252.05000,0.87045
40252.06000,0.870421
40252.07000,0.870391
40252.08000,0.870361
40252.09000,0.870331
40252.10000,0.870301
40252.11000,0.870272
40252.12000,0.869936
40252.13000,0.869676
40252.14000,0.86952
40252.15000,0.869444
40252.16000,0.869376
40252.17000,0.869279
40252.18000,0.869122
40252.19000,0.867885
40252.20000,0.867804
40252.21000,0.867723
40252.22000,0.867641
40252.23000,0.86756
40252.24000,0.867271
40252.25000,0.867042
40252.26000,0.866899
40252.27000,0.866869
40252.28000,0.866973
40252.29000,0.867235
40252.30000,0.867675
40252.31000,0.868313
40252.32000,0.868984
40252.33000,0.869553
40252.34000,0.86994
40252.35000,0.870093
40252.36000,0.869081
40252.37000,0.868995
40252.38000,0.868909
40252.39000,0.868822
40252.40000,0.868736
40252.41000,0.868403
40252.42000,0.868113
40252.43000,0.8679
40252.44000,0.867759
40252.45000,0.867602
40252.46000,0.867393
40252.47000,0.867104
40252.48000,0.861562
40252.49000,0.860858
40252.50000,0.860153
40252.51000,0.859449
40252.52000,0.858744
40252.53000,0.85804
40252.54000,0.857335
40252.55000,0.856631
40252.56000,0.855926
40252.57000,0.855222
40252.58000,0.854517
40252.59000,0.854092
40252.60000,0.853668
40252.61000,0.853243
40252.62000,0.852818
40252.63000,0.852393
40252.64000,0.851968
40252.65000,0.851543
40252.66000,0.851118
40252.67000,0.850694
40252.68000,0.850269
40252.69000,0.849844
40252.70000,0.849419
40252.71000,0.848994
40252.72000,0.84865
40252.73000,0.848346
40252.74000,0.848042
40252.75000,0.847737
40252.76000,0.847433
