t,Obs_Wetland Cell 6 Water depth (m)_expression_noisy
40178.8,1.09327017855076
40178.81,1.0410620873427
40178.82,1.0493502857779
40178.83,1.02370515407729
40178.84,0.993792417844715
40178.85,0.962457749677778
40178.86,0.942842621575141
40178.87,0.956587453054173
40178.88,0.968524864221232
40178.89,0.992166298061172
40178.9,0.977952937392288
40178.91,0.933688105561781
40178.92,0.925303478547965
40178.93,0.986179279717516
40178.94,0.969122289467097
40178.95,0.981578646245153
40178.96,0.98044288548716
40178.97,0.934533796909495
40178.98,0.944775902453439
40178.99,0.932782256709577
40179,0.931250828468893
40179.01,0.900393158806405
40179.02,0.887408768657336
40179.03,0.91279071808241
40179.04,0.892709799934409
40179.05,0.904117085333654
40179.06,0.928288401149204
40179.07,0.954033336497803
40179.08,0.920369929598368
40179.09,0.952964787028579
40179.1,0.916916492634747
40179.11,0.901582535924505
40179.12,0.947904039820588
40179.13,0.977646888215821
40179.14,0.994449860989348
40179.15,0.957386667813977
40179.16,0.962925201294982
40179.17,0.953248853869791
40179.18,0.905896930027703
40179.19,0.912317293792063
40179.2,0.898366347849812
40179.21,0.897752185472343
40179.22,0.93252868955331
40179.23,0.877008841453597
40179.24,0.924073870448332
40179.25,0.934607281431811
40179.26,0.995320413366526
40179.27,0.963412410320735
40179.28,0.973386949949757
40179.29,0.955541902842238
40179.3,0.976531525204176
40179.31,0.941216784392494
40179.32,0.941548572522597
40179.33,0.899671797530871
40179.34,0.911911084274042
40179.35,0.855719007024725
40179.36,0.84505637207304
40179.37,0.854703305148245
40179.38,0.85846362091753
40179.39,0.841781657614565
40179.4,0.798898200899476
40179.41,0.785728237054545
40179.42,0.786078044958353
40179.43,0.778641197097372
40179.44,0.808421968745395
40179.45,0.814219340430712
40179.46,0.825586056219845
40179.47,0.828556023512297
40179.48,0.856423197660467
40179.49,0.826950280226702
40179.5,0.825021689622574
40179.51,0.833625246219461
40179.52,0.794093887995717
40179.53,0.81986628293128
40179.54,0.810769575949876
40179.55,0.79675542893371
40179.56,0.808460178612548
40179.57,0.791881455627333
40179.58,0.775586623893348
40179.59,0.753594896457735
40179.6,0.730301234866173
40179.61,0.743378415871066
40179.62,0.715862564277703
40179.63,0.759438946070931
40179.64,0.806018868574424
40179.65,0.810460049266551
40179.66,0.811940595529907
40179.67,0.828066096314932
40179.68,0.827342289157771
40179.69,0.804397651329598
40179.7,0.785955180732614
40179.71,0.760098730324423
40179.72,0.758164104635539
40179.73,0.811791507343774
40179.74,0.825376426349361
40179.75,0.84266014056007
40179.76,0.876832543727085
40179.77,0.853993088412162
40179.78,0.82658922457547
40179.79,0.8317947767888
40179.8,0.844082965705082
40179.81,0.827263481915739
40179.82,0.829953003796837
40179.83,0.815879238568402
40179.84,0.808575784738347
40179.85,0.815663834100539
40179.86,0.814610598750743
40179.87,0.816365848342044
40179.88,0.783021346920073
40179.89,0.803064780186896
40179.9,0.796825700710515
40179.91,0.793096951749599
40179.92,0.818174917622216
40179.93,0.785811169857911
40179.94,0.812592627983489
40179.95,0.82257684384059
40179.96,0.81842592075441
40179.97,0.804631728948992
40179.98,0.838484509650897
40179.99,0.829006680422202
40180,0.833733984118651
40180.01,0.826063970867783
40180.02,0.843966791047077
40180.03,0.835523533012718
40180.04,0.879534802735081
40180.05,0.897052128053312
40180.06,0.958470897753923
40180.07,0.932651593294206
40180.08,0.92368213554526
40180.09,0.907106702286258
40180.1,0.924529489429833
40180.11,0.973534508493257
40180.12,0.945137835361422
40180.13,1.02681486654282
40180.14,1.02583960085823
40180.15,1.03416519008324
40180.16,1.03722502413207
40180.17,1.04329085935074
40180.18,1.07830569366069
40180.19,1.12535530381842
40180.2,1.06893787648728
40180.21,1.06967705336516
40180.22,1.09567334613532
40180.23,1.07735862469738
40180.24,1.07964006959658
40180.25,1.07113945578382
40180.26,1.03904805344581
