t, Obs_Wetland Cell 6 Water depth (m)_expression
40232.72000,0.905975
40232.73000,0.90588
40232.74000,0.905786
40232.75000,0.905692
40232.76000,0.905598
40232.77000,0.905504
40232.78000,0.905409
40232.79000,0.905315
40232.80000,0.905221
40232.81000,0.905127
40232.82000,0.905033
40232.83000,0.904937
40232.84000,0.90484
40232.85000,0.904744
40232.86000,0.904647
40232.87000,0.90455
40232.88000,0.904454
40232.89000,0.904357
40232.90000,0.90426
40232.91000,0.904163
40232.92000,0.904067
40232.93000,0.90397
40232.94000,0.903873
40232.95000,0.903777
40232.96000,0.90368
40232.97000,0.903583
40232.98000,0.903486
40232.99000,0.90339
40233.00000,0.903293
40233.01000,0.903196
40233.02000,0.9031
40233.03000,0.903003
40233.04000,0.902906
40233.05000,0.902809
40233.06000,0.902713
40233.07000,0.902605
40233.08000,0.902493
40233.09000,0.902382
40233.10000,0.902271
40233.11000,0.902159
40233.12000,0.902048
40233.13000,0.901937
40233.14000,0.901825
40233.15000,0.901714
40233.16000,0.901603
40233.17000,0.901491
40233.18000,0.90138
40233.19000,0.901269
40233.20000,0.901157
40233.21000,0.901046
40233.22000,0.900935
40233.23000,0.900823
40233.24000,0.900712
40233.25000,0.900601
40233.26000,0.900489
40233.27000,0.900378
40233.28000,0.900267
40233.29000,0.900155
40233.30000,0.900027
40233.31000,0.899689
40233.32000,0.89935
40233.33000,0.899012
40233.34000,0.898673
40233.35000,0.898335
40233.36000,0.897996
40233.37000,0.897658
40233.38000,0.897319
40233.39000,0.896981
40233.40000,0.896642
40233.41000,0.896304
40233.42000,0.895965
40233.43000,0.895627
40233.44000,0.895288
40233.45000,0.89495
40233.46000,0.894611
40233.47000,0.894273
40233.48000,0.893934
40233.49000,0.893596
40233.50000,0.893258
40233.51000,0.892919
40233.52000,0.892581
40233.53000,0.892242
40233.54000,0.89198
40233.55000,0.891847
40233.56000,0.891715
40233.57000,0.891582
40233.58000,0.89145
40233.59000,0.891317
40233.60000,0.891185
40233.61000,0.891052
40233.62000,0.89092
40233.63000,0.890787
40233.64000,0.890655
40233.65000,0.890522
40233.66000,0.89039
40233.67000,0.890257
40233.68000,0.890125
40233.69000,0.889992
40233.70000,0.88986
40233.71000,0.889727
40233.72000,0.889595
40233.73000,0.889462
40233.74000,0.88933
40233.75000,0.889197
40233.76000,0.889065
40233.77000,0.888932
40233.78000,0.888884
40233.79000,0.888877
40233.80000,0.888871
40233.81000,0.888864
40233.82000,0.888858
40233.83000,0.888851
40233.84000,0.888845
40233.85000,0.888838
40233.86000,0.888832
40233.87000,0.888825
40233.88000,0.888819
40233.89000,0.888812
40233.90000,0.888806
40233.91000,0.888799
40233.92000,0.888793
40233.93000,0.888786
40233.94000,0.88878
40233.95000,0.888773
40233.96000,0.888767
40233.97000,0.88876
40233.98000,0.888754
40233.99000,0.888747
40234.00000,0.888741
40234.01000,0.888734
40234.02000,0.888728
40234.03000,0.888721
40234.04000,0.888715
40234.05000,0.888708
40234.06000,0.888702
40234.07000,0.888695
40234.08000,0.888689
40234.09000,0.88868
40234.10000,0.888638
40234.11000,0.888596
40234.12000,0.888544
40234.13000,0.888553
40234.14000,0.888659
40234.15000,0.888858
40234.16000,0.88909
40234.17000,0.889317
40234.18000,0.889505
40234.19000,0.889433
40234.20000,0.889353
40234.21000,0.889272
40234.22000,0.889191
40234.23000,0.889111
40234.24000,0.88903
40234.25000,0.88895
40234.26000,0.888869
40234.27000,0.888788
40234.28000,0.888708
40234.29000,0.888627
40234.30000,0.888261
40234.31000,0.887894
40234.32000,0.887528
40234.33000,0.887161
40234.34000,0.886795
40234.35000,0.886429
40234.36000,0.886062
40234.37000,0.885696
40234.38000,0.885329
40234.39000,0.884963
40234.40000,0.884596
40234.41000,0.88423
40234.42000,0.883863
40234.43000,0.883481
40234.44000,0.883091
40234.45000,0.8827
40234.46000,0.88231
40234.47000,0.881919
40234.48000,0.881529
40234.49000,0.881139
40234.50000,0.880748
40234.51000,0.880358
40234.52000,0.879967
40234.53000,0.879577
40234.54000,0.879187
40234.55000,0.878796
40234.56000,0.878406
40234.57000,0.878015
40234.58000,0.877625
40234.59000,0.877235
40234.60000,0.876844
40234.61000,0.876687
40234.62000,0.87656
40234.63000,0.876432
40234.64000,0.876304
40234.65000,0.876176
40234.66000,0.876049
40234.67000,0.875921
40234.68000,0.875793
40234.69000,0.875666
40234.70000,0.875538
40234.71000,0.87541
40234.72000,0.875283
40234.73000,0.875155
40234.74000,0.875027
40234.75000,0.874899
40234.76000,0.874772
40234.77000,0.874644
40234.78000,0.874516
40234.79000,0.874389
40234.80000,0.874261
40234.81000,0.874133
40234.82000,0.874005
40234.83000,0.873878
40234.84000,0.873749
40234.85000,0.873618
40234.86000,0.873487
40234.87000,0.873355
40234.88000,0.873224
40234.89000,0.873092
40234.90000,0.872961
40234.91000,0.87283
40234.92000,0.872698
40234.93000,0.872567
40234.94000,0.872435
40234.95000,0.872304
40234.96000,0.872173
40234.97000,0.872041
40234.98000,0.87191
40234.99000,0.871778
40235.00000,0.871647
40235.01000,0.871516
40235.02000,0.871384
40235.03000,0.871253
40235.04000,0.871122
40235.05000,0.87099
40235.06000,0.870859
40235.07000,0.870727
40235.08000,0.870596
40235.09000,0.870465
40235.10000,0.870333
40235.11000,0.870202
40235.12000,0.87007
40235.13000,0.869939
40235.14000,0.869808
40235.15000,0.869676
40235.16000,0.869434
40235.17000,0.869112
40235.18000,0.86879
40235.19000,0.868468
40235.20000,0.868146
40235.21000,0.867824
40235.22000,0.867502
40235.23000,0.86718
40235.24000,0.866858
40235.25000,0.866535
40235.26000,0.866213
40235.27000,0.865891
40235.28000,0.865569
40235.29000,0.865247
40235.30000,0.864925
40235.31000,0.864603
40235.32000,0.864281
40235.33000,0.863959
40235.34000,0.863637
40235.35000,0.863315
40235.36000,0.862992
40235.37000,0.86267
40235.38000,0.862348
40235.39000,0.862026
40235.40000,0.861704
40235.41000,0.861382
40235.42000,0.86106
40235.43000,0.860738
40235.44000,0.860416
40235.45000,0.860094
40235.46000,0.859772
40235.47000,0.85945
40235.48000,0.859127
40235.49000,0.858805
40235.50000,0.858483
40235.51000,0.858161
40235.52000,0.857839
40235.53000,0.857517
40235.54000,0.857195
40235.55000,0.856873
40235.56000,0.856551
40235.57000,0.856229
40235.58000,0.856037
40235.59000,0.85601
40235.60000,0.855983
40235.61000,0.855956
40235.62000,0.855929
40235.63000,0.855902
40235.64000,0.855875
40235.65000,0.855849
40235.66000,0.855822
40235.67000,0.855795
40235.68000,0.855768
40235.69000,0.855741
40235.70000,0.855714
40235.71000,0.855687
40235.72000,0.855661
40235.73000,0.855634
40235.74000,0.855607
40235.75000,0.85558
40235.76000,0.855553
40235.77000,0.855526
40235.78000,0.8555
40235.79000,0.855473
40235.80000,0.855446
40235.81000,0.855419
40235.82000,0.855392
40235.83000,0.855365
40235.84000,0.855338
40235.85000,0.855312
40235.86000,0.855285
40235.87000,0.855258
40235.88000,0.855231
40235.89000,0.855204
40235.90000,0.855177
40235.91000,0.85515
40235.92000,0.855124
40235.93000,0.855097
40235.94000,0.85507
40235.95000,0.855043
40235.96000,0.855016
40235.97000,0.854989
40235.98000,0.854962
40235.99000,0.854936
40236.00000,0.854915
40236.01000,0.854907
40236.02000,0.854899
40236.03000,0.854891
40236.04000,0.854884
40236.05000,0.854876
40236.06000,0.854868
40236.07000,0.854861
40236.08000,0.854853
40236.09000,0.854845
40236.10000,0.854838
40236.11000,0.85483
40236.12000,0.854778
40236.13000,0.85479
40236.14000,0.854903
40236.15000,0.855113
40236.16000,0.855357
40236.17000,0.855597
40236.18000,0.855797
40236.19000,0.85576
40236.20000,0.855679
40236.21000,0.855598
40236.22000,0.855516
40236.23000,0.855435
40236.24000,0.855354
40236.25000,0.855273
40236.26000,0.855191
40236.27000,0.85511
40236.28000,0.855029
40236.29000,0.854947
40236.30000,0.854577
40236.31000,0.854207
40236.32000,0.853837
40236.33000,0.853467
40236.34000,0.853097
40236.35000,0.852727
40236.36000,0.852356
40236.37000,0.851986
40236.38000,0.851616
40236.39000,0.851246
40236.40000,0.850876
40236.41000,0.850506
40236.42000,0.850136
40236.43000,0.849751
40236.44000,0.849359
40236.45000,0.848967
40236.46000,0.848576
40236.47000,0.848184
40236.48000,0.847792
40236.49000,0.8474
40236.50000,0.847008
40236.51000,0.846616
40236.52000,0.846224
40236.53000,0.845833
40236.54000,0.845441
40236.55000,0.845049
40236.56000,0.844657
40236.57000,0.844265
40236.58000,0.843873
40236.59000,0.843481
40236.60000,0.84309
40236.61000,0.842932
40236.62000,0.842804
40236.63000,0.842676
40236.64000,0.842548
40236.65000,0.84242
40236.66000,0.842291
40236.67000,0.842163
40236.68000,0.842035
40236.69000,0.841907
40236.70000,0.841779
40236.71000,0.841651
40236.72000,0.841523
40236.73000,0.841394
40236.74000,0.841266
40236.75000,0.841138
40236.76000,0.84101
40236.77000,0.840882
40236.78000,0.840754
40236.79000,0.840626
40236.80000,0.840497
40236.81000,0.840369
40236.82000,0.840241
40236.83000,0.840113
40236.84000,0.839984
40236.85000,0.839853
40236.86000,0.839721
40236.87000,0.839589
40236.88000,0.839457
40236.89000,0.839326
40236.90000,0.839194
40236.91000,0.839062
40236.92000,0.838931
40236.93000,0.838799
40236.94000,0.838667
40236.95000,0.838536
40236.96000,0.838404
40236.97000,0.838272
40236.98000,0.83814
40236.99000,0.838009
40237.00000,0.837877
40237.01000,0.837745
40237.02000,0.837614
40237.03000,0.837482
40237.04000,0.83735
40237.05000,0.837219
40237.06000,0.837087
40237.07000,0.836955
40237.08000,0.836823
40237.09000,0.836692
40237.10000,0.83656
40237.11000,0.836428
40237.12000,0.836297
40237.13000,0.836165
40237.14000,0.836033
40237.15000,0.835902
40237.16000,0.835656
40237.17000,0.835328
40237.18000,0.835
40237.19000,0.834672
40237.20000,0.834344
40237.21000,0.834016
40237.22000,0.833688
40237.23000,0.83336
40237.24000,0.833032
40237.25000,0.832704
40237.26000,0.832376
40237.27000,0.832048
40237.28000,0.83172
40237.29000,0.831392
40237.30000,0.831064
40237.31000,0.830736
40237.32000,0.830408
40237.33000,0.83008
40237.34000,0.829752
40237.35000,0.829424
40237.36000,0.829096
40237.37000,0.828768
40237.38000,0.82844
40237.39000,0.828112
40237.40000,0.827784
40237.41000,0.827456
40237.42000,0.827128
40237.43000,0.8268
40237.44000,0.826472
40237.45000,0.826144
40237.46000,0.825816
40237.47000,0.825488
40237.48000,0.825161
40237.49000,0.824833
40237.50000,0.824505
40237.51000,0.824177
40237.52000,0.823849
40237.53000,0.823521
40237.54000,0.823193
40237.55000,0.822865
40237.56000,0.822537
40237.57000,0.822209
40237.58000,0.821981
40237.59000,0.82188
40237.60000,0.821779
40237.61000,0.821678
40237.62000,0.821577
40237.63000,0.821476
40237.64000,0.821375
40237.65000,0.821273
40237.66000,0.821172
40237.67000,0.821071
40237.68000,0.82097
40237.69000,0.820869
40237.70000,0.820768
40237.71000,0.820667
40237.72000,0.820566
40237.73000,0.820465
40237.74000,0.820364
40237.75000,0.820263
40237.76000,0.820162
40237.77000,0.820061
40237.78000,0.81996
40237.79000,0.819859
40237.80000,0.819758
40237.81000,0.819657
40237.82000,0.819556
40237.83000,0.819455
40237.84000,0.819354
40237.85000,0.819253
40237.86000,0.819152
40237.87000,0.819051
40237.88000,0.81895
40237.89000,0.818849
40237.90000,0.818748
40237.91000,0.818647
40237.92000,0.818546
40237.93000,0.818445
40237.94000,0.818344
40237.95000,0.818243
40237.96000,0.818142
40237.97000,0.818041
40237.98000,0.81794
40237.99000,0.817839
40238.00000,0.817679
40238.01000,0.817381
40238.02000,0.817083
40238.03000,0.816785
40238.04000,0.816487
40238.05000,0.816188
40238.06000,0.81589
40238.07000,0.815592
40238.08000,0.815294
40238.09000,0.814996
40238.10000,0.814698
40238.11000,0.8144
40238.12000,0.814102
40238.13000,0.813804
40238.14000,0.813506
40238.15000,0.813208
40238.16000,0.81291
40238.17000,0.812612
40238.18000,0.812314
40238.19000,0.812016
40238.20000,0.811717
40238.21000,0.811419
40238.22000,0.811121
40238.23000,0.810823
40238.24000,0.810525
40238.25000,0.810227
40238.26000,0.809929
40238.27000,0.809631
40238.28000,0.809333
40238.29000,0.809035
40238.30000,0.808737
40238.31000,0.808439
40238.32000,0.808141
40238.33000,0.807843
40238.34000,0.807545
40238.35000,0.807247
40238.36000,0.806948
40238.37000,0.80665
40238.38000,0.806352
40238.39000,0.806054
40238.40000,0.805756
40238.41000,0.805458
40238.42000,0.805188
40238.43000,0.805067
40238.44000,0.804946
40238.45000,0.804825
40238.46000,0.804704
40238.47000,0.804583
40238.48000,0.804462
40238.49000,0.804341
40238.50000,0.804219
40238.51000,0.804098
40238.52000,0.803977
40238.53000,0.803856
40238.54000,0.803735
40238.55000,0.803614
40238.56000,0.803493
40238.57000,0.803372
40238.58000,0.80325
40238.59000,0.803129
40238.60000,0.803008
40238.61000,0.802887
40238.62000,0.802766
40238.63000,0.802645
40238.64000,0.802524
40238.65000,0.802403
40238.66000,0.802281
40238.67000,0.80216
40238.68000,0.802039
40238.69000,0.801918
40238.70000,0.801797
40238.71000,0.801676
40238.72000,0.801555
40238.73000,0.801434
40238.74000,0.801312
40238.75000,0.801191
40238.76000,0.80107
40238.77000,0.800949
40238.78000,0.800828
40238.79000,0.800707
40238.80000,0.800586
40238.81000,0.800465
40238.82000,0.800343
40238.83000,0.800222
40238.84000,0.800101
40238.85000,0.799958
40238.86000,0.799814
40238.87000,0.799671
40238.88000,0.799528
40238.89000,0.799385
40238.90000,0.799241
40238.91000,0.799098
40238.92000,0.798955
40238.93000,0.798812
40238.94000,0.798668
40238.95000,0.798525
40238.96000,0.798382
40238.97000,0.798239
40238.98000,0.798095
40238.99000,0.797952
40239.00000,0.797809
40239.01000,0.797666
40239.02000,0.797522
40239.03000,0.797379
40239.04000,0.797236
40239.05000,0.797093
40239.06000,0.796949
40239.07000,0.796806
40239.08000,0.796663
40239.09000,0.79652
40239.10000,0.796376
40239.11000,0.796233
40239.12000,0.79609
40239.13000,0.795947
40239.14000,0.795803
40239.15000,0.79566
40239.16000,0.795517
40239.17000,0.795374
40239.18000,0.79523
40239.19000,0.795087
40239.20000,0.794944
40239.21000,0.794801
40239.22000,0.794657
40239.23000,0.794514
40239.24000,0.794371
40239.25000,0.794228
40239.26000,0.794084
40239.27000,0.793941
40239.28000,0.793798
40239.29000,0.793655
40239.30000,0.793511
40239.31000,0.793368
40239.32000,0.793225
40239.33000,0.793082
40239.34000,0.792941
40239.35000,0.792938
40239.36000,0.792935
40239.37000,0.792932
40239.38000,0.792929
40239.39000,0.792925
40239.40000,0.792922
40239.41000,0.792919
40239.42000,0.792916
40239.43000,0.792913
40239.44000,0.79291
40239.45000,0.792906
40239.46000,0.792903
40239.47000,0.7929
40239.48000,0.792897
40239.49000,0.792894
40239.50000,0.792891
40239.51000,0.792887
40239.52000,0.792884
40239.53000,0.792881
40239.54000,0.792878
40239.55000,0.792875
40239.56000,0.792872
40239.57000,0.792868
40239.58000,0.792865
40239.59000,0.792862
40239.60000,0.792859
40239.61000,0.792856
40239.62000,0.792853
40239.63000,0.792849
40239.64000,0.792846
40239.65000,0.792843
40239.66000,0.79284
40239.67000,0.792837
40239.68000,0.792834
40239.69000,0.79283
40239.70000,0.792827
40239.71000,0.792824
40239.72000,0.792821
40239.73000,0.792818
40239.74000,0.79273
40239.75000,0.792701
40239.76000,0.792758
40239.77000,0.792945
40239.78000,0.793253
40239.79000,0.793679
40239.80000,0.794215
40239.81000,0.794851
40239.82000,0.795635
40239.83000,0.79661
40239.84000,0.797809
40239.85000,0.799259
40239.86000,0.80719
40239.87000,0.807687
40239.88000,0.808184
40239.89000,0.808681
40239.90000,0.809178
40239.91000,0.811001
40239.92000,0.812565
40239.93000,0.813813
40239.94000,0.816215
40239.95000,0.81625
40239.96000,0.816285
40239.97000,0.81632
40239.98000,0.816355
40239.99000,0.81639
40240.00000,0.816425
40240.01000,0.81646
40240.02000,0.816495
40240.03000,0.81653
40240.04000,0.816565
40240.05000,0.816497
40240.06000,0.816429
40240.07000,0.816361
40240.08000,0.816294
40240.09000,0.816226
40240.10000,0.816158
40240.11000,0.81609
40240.12000,0.816022
40240.13000,0.815954
40240.14000,0.815886
40240.15000,0.815818
40240.16000,0.81575
40240.17000,0.815683
40240.18000,0.815498
40240.19000,0.815254
40240.20000,0.815011
40240.21000,0.814767
40240.22000,0.814524
40240.23000,0.81428
40240.24000,0.814037
40240.25000,0.813794
40240.26000,0.81355
40240.27000,0.813307
40240.28000,0.813063
40240.29000,0.81282
40240.30000,0.812576
40240.31000,0.812333
40240.32000,0.812089
40240.33000,0.811846
40240.34000,0.811602
40240.35000,0.811359
40240.36000,0.811056
40240.37000,0.810746
40240.38000,0.810435
40240.39000,0.810125
40240.40000,0.809815
40240.41000,0.809504
40240.42000,0.809194
40240.43000,0.808884
40240.44000,0.808573
40240.45000,0.808263
40240.46000,0.807953
40240.47000,0.807642
40240.48000,0.807332
40240.49000,0.807022
40240.50000,0.806711
40240.51000,0.806401
40240.52000,0.80609
40240.53000,0.80578
40240.54000,0.80547
40240.55000,0.805159
40240.56000,0.804849
40240.57000,0.804539
40240.58000,0.804228
40240.59000,0.803958
40240.60000,0.803861
40240.61000,0.803765
40240.62000,0.803668
40240.63000,0.803572
40240.64000,0.803475
40240.65000,0.803379
40240.66000,0.803282
40240.67000,0.803186
40240.68000,0.803089
40240.69000,0.802993
40240.70000,0.802896
40240.71000,0.8028
40240.72000,0.802704
40240.73000,0.802607
40240.74000,0.802511
40240.75000,0.802414
40240.76000,0.802318
40240.77000,0.802221
40240.78000,0.802125
40240.79000,0.802028
40240.80000,0.801932
40240.81000,0.801835
40240.82000,0.801739
40240.83000,0.801641
40240.84000,0.801542
40240.85000,0.801443
40240.86000,0.801344
40240.87000,0.801245
40240.88000,0.801147
40240.89000,0.801048
40240.90000,0.800949
40240.91000,0.80085
40240.92000,0.800751
40240.93000,0.800652
40240.94000,0.800553
40240.95000,0.800454
40240.96000,0.800355
40240.97000,0.800256
40240.98000,0.800157
40240.99000,0.800058
40241.00000,0.799959
40241.01000,0.79986
40241.02000,0.799761
40241.03000,0.799662
40241.04000,0.799564
40241.05000,0.799465
40241.06000,0.799366
40241.07000,0.799247
40241.08000,0.799123
40241.09000,0.798999
40241.10000,0.798875
40241.11000,0.798751
40241.12000,0.798627
40241.13000,0.798503
40241.14000,0.798379
40241.15000,0.798255
40241.16000,0.798131
40241.17000,0.798007
40241.18000,0.797883
40241.19000,0.797759
40241.20000,0.797635
40241.21000,0.797511
40241.22000,0.797387
40241.23000,0.797263
40241.24000,0.797139
40241.25000,0.797015
40241.26000,0.796891
40241.27000,0.796767
40241.28000,0.796643
40241.29000,0.796519
40241.30000,0.796369
40241.31000,0.795888
40241.32000,0.795408
40241.33000,0.794927
40241.34000,0.794446
40241.35000,0.793966
40241.36000,0.793485
40241.37000,0.793004
40241.38000,0.792524
40241.39000,0.792043
40241.40000,0.791562
40241.41000,0.791082
40241.42000,0.790601
40241.43000,0.79012
40241.44000,0.78964
40241.45000,0.789159
40241.46000,0.788678
40241.47000,0.788198
40241.48000,0.787717
40241.49000,0.787236
40241.50000,0.786756
40241.51000,0.786275
40241.52000,0.785794
40241.53000,0.785314
40241.54000,0.784961
40241.55000,0.784824
40241.56000,0.784688
40241.57000,0.784552
40241.58000,0.784416
40241.59000,0.78428
40241.60000,0.784144
40241.61000,0.784008
40241.62000,0.783872
40241.63000,0.783736
40241.64000,0.783599
40241.65000,0.783463
40241.66000,0.783327
40241.67000,0.783191
40241.68000,0.783055
40241.69000,0.782919
40241.70000,0.782783
40241.71000,0.782647
40241.72000,0.782511
40241.73000,0.782374
40241.74000,0.782238
40241.75000,0.782102
40241.76000,0.781966
40241.77000,0.78183
40241.78000,0.781694
40241.79000,0.781558
40241.80000,0.781422
40241.81000,0.781286
40241.82000,0.781149
40241.83000,0.781013
40241.84000,0.780877
40241.85000,0.780741
40241.86000,0.780629
40241.87000,0.780524
40241.88000,0.780419
40241.89000,0.780314
40241.90000,0.780209
40241.91000,0.780104
40241.92000,0.779999
40241.93000,0.779894
40241.94000,0.779789
40241.95000,0.779684
40241.96000,0.779579
40241.97000,0.779474
40241.98000,0.779369
40241.99000,0.779264
40242.00000,0.779159
40242.01000,0.779054
40242.02000,0.778949
40242.03000,0.778844
40242.04000,0.778739
40242.05000,0.778634
40242.06000,0.778529
40242.07000,0.778424
40242.08000,0.778319
40242.09000,0.778214
40242.10000,0.778109
40242.11000,0.778004
40242.12000,0.777899
40242.13000,0.777794
40242.14000,0.777689
40242.15000,0.777584
40242.16000,0.777479
40242.17000,0.777374
40242.18000,0.777269
40242.19000,0.777164
40242.20000,0.777059
40242.21000,0.776954
40242.22000,0.776849
40242.23000,0.776744
40242.24000,0.776639
40242.25000,0.776534
40242.26000,0.776429
40242.27000,0.776324
40242.28000,0.776172
40242.29000,0.77599
40242.30000,0.775809
40242.31000,0.775628
40242.32000,0.775447
40242.33000,0.775266
40242.34000,0.775084
40242.35000,0.774903
40242.36000,0.774722
40242.37000,0.774541
40242.38000,0.77436
40242.39000,0.774179
40242.40000,0.773997
40242.41000,0.773816
40242.42000,0.773635
40242.43000,0.773454
40242.44000,0.773273
40242.45000,0.773091
40242.46000,0.77291
40242.47000,0.772729
40242.48000,0.772548
40242.49000,0.772367
40242.50000,0.772185
40242.51000,0.772004
40242.52000,0.771823
40242.53000,0.771642
40242.54000,0.771461
40242.55000,0.77128
40242.56000,0.771098
40242.57000,0.770917
40242.58000,0.770736
40242.59000,0.770555
40242.60000,0.770374
40242.61000,0.770192
40242.62000,0.770011
40242.63000,0.76983
40242.64000,0.769649
40242.65000,0.769468
40242.66000,0.769286
40242.67000,0.769105
40242.68000,0.768924
40242.69000,0.768743
40242.70000,0.768599
40242.71000,0.768496
40242.72000,0.768393
40242.73000,0.76829
40242.74000,0.768186
40242.75000,0.768083
40242.76000,0.76798
40242.77000,0.767876
40242.78000,0.767773
40242.79000,0.76767
40242.80000,0.767567
40242.81000,0.767463
40242.82000,0.76736
40242.83000,0.767257
40242.84000,0.767153
40242.85000,0.76705
40242.86000,0.766947
40242.87000,0.766844
40242.88000,0.76674
40242.89000,0.766637
40242.90000,0.766534
40242.91000,0.76643
40242.92000,0.766327
40242.93000,0.766224
40242.94000,0.76612
40242.95000,0.766017
40242.96000,0.765914
40242.97000,0.765811
40242.98000,0.765707
40242.99000,0.765604
40243.00000,0.765501
40243.01000,0.765397
40243.02000,0.765294
40243.03000,0.765191
40243.04000,0.765088
40243.05000,0.764984
40243.06000,0.764881
40243.07000,0.764778
40243.08000,0.764674
40243.09000,0.764571
40243.10000,0.764468
40243.11000,0.764364
40243.12000,0.764169
40243.13000,0.7638
40243.14000,0.763431
40243.15000,0.763061
40243.16000,0.762692
40243.17000,0.762323
40243.18000,0.761953
40243.19000,0.761584
40243.20000,0.761215
40243.21000,0.760846
40243.22000,0.760476
40243.23000,0.760107
40243.24000,0.759738
40243.25000,0.759368
40243.26000,0.758999
40243.27000,0.75863
40243.28000,0.758261
40243.29000,0.757891
40243.30000,0.757522
40243.31000,0.757153
40243.32000,0.756783
40243.33000,0.756414
40243.34000,0.756045
40243.35000,0.755675
40243.36000,0.755306
40243.37000,0.754937
40243.38000,0.754568
40243.39000,0.754198
40243.40000,0.753829
40243.41000,0.75346
40243.42000,0.75309
40243.43000,0.752721
40243.44000,0.752352
40243.45000,0.751983
40243.46000,0.751613
40243.47000,0.751244
40243.48000,0.750875
40243.49000,0.750505
40243.50000,0.750136
40243.51000,0.749767
40243.52000,0.749397
40243.53000,0.749028
40243.54000,0.748713
40243.55000,0.748609
40243.56000,0.748505
40243.57000,0.748401
40243.58000,0.748297
40243.59000,0.748193
40243.60000,0.748089
40243.61000,0.747985
40243.62000,0.747881
40243.63000,0.747777
40243.64000,0.747673
40243.65000,0.747569
40243.66000,0.747465
40243.67000,0.747361
40243.68000,0.747257
40243.69000,0.747153
40243.70000,0.747049
40243.71000,0.746945
40243.72000,0.746841
40243.73000,0.746737
40243.74000,0.746633
40243.75000,0.746529
40243.76000,0.746425
40243.77000,0.746321
40243.78000,0.746217
40243.79000,0.746113
40243.80000,0.746009
40243.81000,0.745905
40243.82000,0.745801
40243.83000,0.745697
40243.84000,0.745593
40243.85000,0.745489
40243.86000,0.745385
40243.87000,0.745281
40243.88000,0.745177
40243.89000,0.745073
40243.90000,0.744969
40243.91000,0.744865
40243.92000,0.744761
40243.93000,0.744657
40243.94000,0.744553
40243.95000,0.744449
40243.96000,0.744334
40243.97000,0.744068
40243.98000,0.743802
40243.99000,0.743535
40244.00000,0.743269
40244.01000,0.743003
40244.02000,0.742737
40244.03000,0.74247
40244.04000,0.742204
40244.05000,0.741938
40244.06000,0.741671
40244.07000,0.741405
40244.08000,0.741139
40244.09000,0.740873
40244.10000,0.740606
40244.11000,0.74034
40244.12000,0.740074
40244.13000,0.739807
40244.14000,0.739541
40244.15000,0.739275
40244.16000,0.739008
40244.17000,0.738742
40244.18000,0.738476
40244.19000,0.73821
40244.20000,0.737943
40244.21000,0.737677
40244.22000,0.737411
40244.23000,0.737144
40244.24000,0.736878
40244.25000,0.736612
40244.26000,0.736346
40244.27000,0.736079
40244.28000,0.735813
40244.29000,0.735547
40244.30000,0.73528
40244.31000,0.735014
40244.32000,0.734748
40244.33000,0.734481
40244.34000,0.734215
40244.35000,0.733949
40244.36000,0.733683
40244.37000,0.733416
40244.38000,0.73315
40244.39000,0.733034
40244.40000,0.73293
40244.41000,0.732826
40244.42000,0.732721
40244.43000,0.732617
40244.44000,0.732513
40244.45000,0.732409
40244.46000,0.732305
40244.47000,0.732201
40244.48000,0.732097
40244.49000,0.731992
40244.50000,0.731888
40244.51000,0.731784
40244.52000,0.73168
40244.53000,0.731576
40244.54000,0.731472
40244.55000,0.731368
40244.56000,0.731263
40244.57000,0.731159
40244.58000,0.731055
40244.59000,0.730951
40244.60000,0.730847
40244.61000,0.730743
40244.62000,0.730638
40244.63000,0.730534
40244.64000,0.73043
40244.65000,0.730326
40244.66000,0.730222
40244.67000,0.730118
40244.68000,0.730014
40244.69000,0.729909
40244.70000,0.729805
40244.71000,0.729701
40244.72000,0.729597
40244.73000,0.729493
40244.74000,0.729389
40244.75000,0.729285
40244.76000,0.72918
40244.77000,0.729076
40244.78000,0.728972
40244.79000,0.728868
40244.80000,0.728764
40244.81000,0.728659
40244.82000,0.728555
40244.83000,0.728451
40244.84000,0.728346
40244.85000,0.728242
40244.86000,0.728137
40244.87000,0.728033
40244.88000,0.727929
40244.89000,0.727824
40244.90000,0.72772
40244.91000,0.727615
40244.92000,0.727511
40244.93000,0.727407
40244.94000,0.727302
40244.95000,0.727198
40244.96000,0.727093
40244.97000,0.726989
40244.98000,0.726885
40244.99000,0.72678
40245.00000,0.726676
40245.01000,0.726571
40245.02000,0.726467
40245.03000,0.726363
40245.04000,0.726258
40245.05000,0.726154
40245.06000,0.726049
40245.07000,0.725945
40245.08000,0.725841
40245.09000,0.725736
40245.10000,0.725632
40245.11000,0.725527
40245.12000,0.725423
40245.13000,0.725319
40245.14000,0.725214
40245.15000,0.72511
40245.16000,0.725005
40245.17000,0.724901
40245.18000,0.724797
40245.19000,0.724692
40245.20000,0.724588
40245.21000,0.724483
40245.22000,0.724379
40245.23000,0.724168
40245.24000,0.723897
40245.25000,0.723627
40245.26000,0.723357
40245.27000,0.723086
40245.28000,0.722816
40245.29000,0.722546
40245.30000,0.722276
40245.31000,0.722005
40245.32000,0.721735
40245.33000,0.721465
40245.34000,0.721195
40245.35000,0.720924
40245.36000,0.720654
40245.37000,0.720384
40245.38000,0.720114
40245.39000,0.719843
40245.40000,0.719573
40245.41000,0.719303
