t,Obs_Wetland Cell 1 Water depth (m)_expression_noisy
40258.89,0.742565774696158
40258.9,0.733850530222836
40258.91,0.724538387870997
40258.92,0.742931487739928
40258.93,0.760371200130843
40258.94,0.771420957896059
40258.95,0.805328357185956
40258.96,0.785793755045336
40258.97,0.771606234686452
40258.98,0.809126427319655
40258.99,0.829116841854008
40259,0.798130232793114
40259.01,0.809331397443155
40259.02,0.832002353201916
40259.03,0.867197257161095
40259.04,0.887157625988472
40259.05,0.882204865098099
40259.06,0.887118997344661
40259.07,0.891617729467258
40259.08,0.899075985341254
40259.09,0.879129883991621
40259.1,0.871756396347407
40259.11,0.874138021569232
40259.12,0.887600985155793
40259.13,0.871161926106585
40259.14,0.867174472372897
40259.15,0.868696537798274
40259.16,0.82194014751684
40259.17,0.813401613907306
40259.18,0.814671415442016
40259.19,0.831896761895776
40259.2,0.866780980582937
40259.21,0.893111756030599
40259.22,0.883904503598796
40259.23,0.872564919563406
40259.24,0.889977656065644
40259.25,0.8487389045812
40259.26,0.896892107843986
40259.27,0.89356405839976
40259.28,0.870292002250074
40259.29,0.842202146031103
40259.3,0.863020763607638
40259.31,0.811798243538802
40259.32,0.844040168979767
40259.33,0.849373805441795
40259.34,0.838181466021605
40259.35,0.834889319089535
40259.36,0.823655526501901
40259.37,0.83031588571327
40259.38,0.859002764800304
40259.39,0.879829057542677
40259.4,0.882631385446902
40259.41,0.883573641996349
40259.42,0.848315760103546
40259.43,0.854143544013719
40259.44,0.822564186711208
40259.45,0.846317966788645
40259.46,0.843565849988069
40259.47,0.838210904871047
40259.48,0.835291085155966
40259.49,0.815447278238998
40259.5,0.788880422018985
40259.51,0.766088466972727
40259.52,0.763812939929668
40259.53,0.7681539431845
40259.54,0.790956690064199
40259.55,0.791569820072471
40259.56,0.799287549456451
40259.57,0.820207086562034
40259.58,0.796462233091435
40259.59,0.776981341075604
40259.6,0.801211554861188
40259.61,0.803538353078408
40259.62,0.785310737641539
40259.63,0.762637642922629
40259.64,0.772607766408466
40259.65,0.801291312779619
40259.66,0.797239064362758
40259.67,0.761728133883686
40259.68,0.77031967248579
40259.69,0.756158275846726
40259.7,0.728969776218434
40259.71,0.762748519004254
40259.72,0.785343210691032
40259.73,0.778951001096301
40259.74,0.767065407156639
40259.75,0.773802546838228
40259.76,0.772984345509552
40259.77,0.8328910155107
40259.78,0.81522070351957
40259.79,0.806889519032212
40259.8,0.784391207906105
40259.81,0.793845147141965
40259.82,0.774881055920709
40259.83,0.78405154490091
40259.84,0.756161812025679
40259.85,0.764654319804756
40259.86,0.760020155625
40259.87,0.786014103050758
40259.88,0.824429719078403
40259.89,0.89120097409586
40259.9,0.903243812154859
40259.91,0.886673537832127
40259.92,0.857141318024928
40259.93,0.888113593047255
40259.94,0.886235896142267
40259.95,0.911573856899062
40259.96,0.920165033768721
40259.97,0.884943131755845
40259.98,0.832356278468774
40259.99,0.809736320953003
40260,0.828188115675911
40260.01,0.82633350332538
40260.02,0.80047837235719
40260.03,0.81856071429583
40260.04,0.801779196686035
40260.05,0.791043960434242
40260.06,0.764110075301303
40260.07,0.796067829439883
40260.08,0.800934288147516
40260.09,0.817625610522023
40260.1,0.86061269260457
40260.11,0.8758699618805
40260.12,0.891635454909032
40260.13,0.899690714589756
40260.14,0.898357762089939
40260.15,0.899273812774206
40260.16,0.899089716485809
40260.17,0.902955765093071
40260.18,0.933409997096941
40260.19,0.87631580216655
40260.2,0.880343489939742
40260.21,0.867680381890009
40260.22,0.939738369594889
40260.23,0.955621709221126
40260.24,0.967498085164828
40260.25,0.974074851625477
40260.26,0.972355789481992
40260.27,0.939201894737808
40260.28,0.898365307471908
40260.29,0.939637167198088
40260.3,0.905041041182338
40260.31,0.866864609772349
40260.32,0.873819715702516
40260.33,0.918443056962407
40260.34,0.871354578903075
40260.35,0.881646583005319
40260.36,0.868010669230455
40260.37,0.856354078375548
40260.38,0.850165580522613
40260.39,0.860400635777667
40260.4,0.853578688324465
40260.41,0.834605519099163
40260.42,0.830985009451795
40260.43,0.847471513434016
40260.44,0.836819783114271
40260.45,0.845380532691217
40260.46,0.859752571116556
40260.47,0.838311310359616
40260.48,0.831977276992341
40260.49,0.822822241829132
40260.5,0.818132230946398
40260.51,0.807276867137632
40260.52,0.795410222305442
40260.53,0.82519009550916
40260.54,0.803516371116954
40260.55,0.817612189216317
40260.56,0.822322403119203
40260.57,0.823093557413413
40260.58,0.847730736016821
40260.59,0.845437434945818
40260.6,0.794069414232138
40260.61,0.785103717408488
40260.62,0.793442247397245
40260.63,0.784009170511301
40260.64,0.7850885809814
40260.65,0.770183121044679
40260.66,0.760433805904183
40260.67,0.773330589343672
40260.68,0.786976945592156
40260.69,0.789880798616786
40260.7,0.772455314056077
40260.71,0.758288360506034
40260.72,0.785940617656603
40260.73,0.801723758712786
40260.74,0.825317229791668
40260.75,0.858000491767635
40260.76,0.834116842844972
40260.77,0.849923355318576
40260.78,0.819421628130475
40260.79,0.844290066811042
40260.8,0.826365662831868
40260.81,0.806914155588532
