t, Precipitation (mm/day),t, Wetland inflow (m3/day),t, Wetland inlet stage (m),t, Wetland mid-stage (m),t, Wetland outlet stage (m),t, Wetland outflow (m3/day),t, Wetland Cell 1 Water depth (m),t, Wetland Cell 6 Water depth (m),t, HRT
44061.04167,0,44061.04167,207.028,44061.04167,0.876873,44061.04167,0.93785,44061.04167,0.990824,44061.04167,161.257,44061.04167,0.781745,44061.04167,1.14423,44061.04167,2.22176
44061.08333,0,44061.08333,96.7936,44061.08333,0.875084,44061.08333,0.936069,44061.08333,0.989046,44061.08333,149.059,44061.08333,0.807641,44061.08333,1.11652,44061.08333,2.27006
44061.12500,0,44061.12500,57.1366,44061.12500,0.873021,44061.12500,0.934009,44061.12500,0.986988,44061.12500,127.569,44061.12500,0.838329,44061.12500,1.05881,44061.12500,2.31064
44061.16667,0,44061.16667,38.0411,44061.16667,0.871,44061.16667,0.93199,44061.16667,0.98497,44061.16667,115.195,44061.16667,0.806602,44061.16667,1.06578,44061.16667,2.34782
44061.20833,0,44061.20833,26.6126,44061.20833,0.868947,44061.20833,0.929938,44061.20833,0.982921,44061.20833,114.14,44061.20833,0.815506,44061.20833,0.967222,44061.20833,2.38539
44061.25000,0,44061.25000,19.3646,44061.25000,0.866917,44061.25000,0.927909,44061.25000,0.980893,44061.25000,102.444,44061.25000,0.806938,44061.25000,0.984476,44061.25000,2.4233
44061.29167,0,44061.29167,14.5477,44061.29167,0.864936,44061.29167,0.925929,44061.29167,0.978914,44061.29167,96.704,44061.29167,0.818052,44061.29167,0.983974,44061.29167,2.46152
44061.33333,0,44061.33333,11.2212,44061.33333,0.863017,44061.33333,0.924011,44061.33333,0.976997,44061.33333,89.9602,44061.33333,0.768055,44061.33333,0.935047,44061.33333,2.50001
44061.37500,0,44061.37500,8.84885,44061.37500,0.861166,44061.37500,0.922161,44061.37500,0.975147,44061.37500,90.835,44061.37500,0.862865,44061.37500,0.94299,44061.37500,2.53874
44061.41667,0,44061.41667,7.11045,44061.41667,0.85938,44061.41667,0.920375,44061.41667,0.973363,44061.41667,85.1166,44061.41667,0.888286,44061.41667,0.910833,44061.41667,2.5777
44061.45833,0,44061.45833,5.80656,44061.45833,0.857612,44061.45833,0.918608,44061.45833,0.971596,44061.45833,80.2342,44061.45833,0.927023,44061.45833,0.911414,44061.45833,2.61686
44061.50000,0,44061.50000,4.80866,44061.50000,0.855759,44061.50000,0.916755,44061.50000,0.969744,44061.50000,75.8302,44061.50000,0.914037,44061.50000,0.902091,44061.50000,2.6562
44061.54167,0,44061.54167,4.03138,44061.54167,0.853741,44061.54167,0.914737,44061.54167,0.967727,44061.54167,73.0301,44061.54167,0.902722,44061.54167,0.882502,44061.54167,2.69572
44061.58333,0,44061.58333,3.41648,44061.58333,0.851543,44061.58333,0.912539,44061.58333,0.965531,44061.58333,62.4512,44061.58333,0.931932,44061.58333,0.774786,44061.58333,2.73542
44061.62500,0,44061.62500,2.9233,44061.62500,0.849198,44061.62500,0.910195,44061.62500,0.963187,44061.62500,53.6784,44061.62500,0.970134,44061.62500,0.837556,44061.62500,2.7753
44061.66667,0,44061.66667,2.52287,44061.66667,0.846823,44061.66667,0.90782,44061.66667,0.960813,44061.66667,44.1716,44061.66667,0.957387,44061.66667,0.8505,44061.66667,2.81535
44061.70833,0,44061.70833,2.19415,44061.70833,0.844518,44061.70833,0.905516,44061.70833,0.95851,44061.70833,40.8613,44061.70833,0.95197,44061.70833,0.78682,44061.70833,2.85556
44061.75000,0,44061.75000,1.92159,44061.75000,0.84228,44061.75000,0.903278,44061.75000,0.956273,44061.75000,37.0471,44061.75000,0.897028,44061.75000,0.740652,44061.75000,2.89592
44061.79167,0,44061.79167,1.69357,44061.79167,0.840141,44061.79167,0.901139,44061.79167,0.954134,44061.79167,32.9743,44061.79167,0.807457,44061.79167,0.77874,44061.79167,2.93642
44061.83333,0,44061.83333,1.50122,44061.83333,0.838174,44061.83333,0.899172,44061.83333,0.952168,44061.83333,27.5912,44061.83333,0.781888,44061.83333,0.840765,44061.83333,2.97703
44061.87500,0,44061.87500,1.33768,44061.87500,0.836423,44061.87500,0.897421,44061.87500,0.950418,44061.87500,24.7997,44061.87500,0.754755,44061.87500,0.965558,44061.87500,3.01776
44061.91667,0,44061.91667,1.21144,44061.91667,0.835092,44061.91667,0.89609,44061.91667,0.949087,44061.91667,22.986,44061.91667,0.72954,44061.91667,0.946297,44061.91667,3.05379
44061.95833,0,44061.95833,1.13958,44061.95833,0.834384,44061.95833,0.895383,44061.95833,0.948379,44061.95833,21.7947,44061.95833,0.748353,44061.95833,0.945525,44061.95833,3.07637
44062.00000,0,44062.00000,1.04647,44062.00000,0.833541,44062.00000,0.894539,44062.00000,0.947536,44062.00000,19.3492,44062.00000,0.717309,44062.00000,0.940831,44062.00000,3.10908
44062.00000,0,44062.00000,0.984281,44062.00000,0.832984,44062.00000,0.893983,44062.00000,0.94698,44062.00000,18.5561,44062.00000,0.71683,44062.00000,0.940278,44062.00000,3.13287
