t,Obs_Underdrain flow (m3/day)_expression_noisy
40262.78,0
40262.79,0
40262.8,0
40262.81,0
40262.82,0
40262.83,0
40262.84,0
40262.85,0
40262.86,0
40262.87,0
40262.88,0
40262.89,0
40262.9,0
40262.91,0
40262.92,0
40262.93,0
40262.94,0
40262.95,0
40262.96,0
40262.97,0
40262.98,0
40262.99,0
40263,0
40263.01,0
40263.02,0
40263.03,0
40263.04,0
40263.05,0
40263.06,2.19241417860132E-07
40263.07,43.7135784594293
40263.08,51.4678240623612
40263.09,51.12725393103
40263.1,49.4733213964928
40263.11,49.713928033556
40263.12,47.6947204702635
40263.13,50.5864041732458
40263.14,51.1870298674211
40263.15,49.8767034518953
40263.16,46.5930464586845
40263.17,40.8088725523825
40263.18,33.7968580990586
40263.19,28.0074786530308
40263.2,27.7590395196651
40263.21,32.4547490684765
40263.22,43.0462550617165
40263.23,55.3107300685
40263.24,57.3109737175161
40263.25,49.2768528375345
40263.26,37.8459784598282
40263.27,27.3881603945212
40263.28,20.0781054228739
40263.29,19.3768358710738
40263.3,22.3576040484367
40263.31,28.4923192669711
40263.32,33.1916120417803
40263.33,35.8369815652311
40263.34,39.22483584458
40263.35,38.2656456337616
40263.36,35.6140564182689
40263.37,32.5161526880069
40263.38,28.8069326020079
40263.39,24.1235737357078
40263.4,19.1739332585215
40263.41,15.258823036728
40263.42,11.37049142463
40263.43,6.82979739531906
40263.44,0
40263.45,0
40263.46,0
40263.47,0
40263.48,0
40263.49,0
40263.5,0
40263.51,0
40263.52,0
40263.53,0
40263.54,0
40263.55,0
40263.56,0
40263.57,0
40263.58,0
40263.59,0
40263.6,0
40263.61,0
40263.62,0
40263.63,0
40263.64,0
40263.65,0
40263.66,0
40263.67,0
40263.68,0
40263.69,0
40263.7,0
40263.71,0
40263.72,0
40263.73,0
40263.74,0
40263.75,0
40263.76,0
40263.77,0
40263.78,0
40263.79,0
40263.8,0
40263.81,0
40263.82,0
40263.83,0
40263.84,0
40263.85,0
40263.86,0
40263.87,0
40263.88,0
40263.89,0
40263.9,0
40263.91,0
40263.92,0
40263.93,0
40263.94,0
40263.95,0
40263.96,0
40263.97,0
40263.98,0
40263.99,0
40264,0
40264.01,0
40264.02,0
40264.03,0
40264.04,0
40264.05,0
40264.06,0
40264.07,0
40264.08,0
40264.09,0
40264.1,0
40264.11,0
40264.12,0
40264.13,0
40264.14,0
40264.15,0
40264.16,0
40264.17,0
40264.18,0
40264.19,0
40264.2,0
40264.21,0
40264.22,0
40264.23,0
40264.24,0
40264.25,0
40264.26,0
40264.27,0
40264.28,0
40264.29,0
40264.3,0
40264.31,0
40264.32,0
40264.33,0
40264.34,0
40264.35,0
40264.36,0
40264.37,0
40264.38,0
40264.39,0
40264.4,0
40264.41,0
40264.42,0
40264.43,0
40264.44,0
40264.45,0
40264.46,0
40264.47,0
40264.48,0
40264.49,0
40264.5,0
40264.51,0
40264.52,0
40264.53,0
40264.54,0
40264.55,0
40264.56,0
40264.57,0
40264.58,0
40264.59,0
40264.6,0
40264.61,0
40264.62,0
40264.63,0
40264.64,0
40264.65,0
40264.66,0
40264.67,0
40264.68,0
40264.69,0
40264.7,0
40264.71,0
40264.72,0
40264.73,0
40264.74,0
40264.75,0
40264.76,0
40264.77,0
40264.78,0
40264.79,0
40264.8,0
40264.81,0
40264.82,0
40264.83,0
40264.84,0
40264.85,0
40264.86,0
40264.87,0
40264.88,0
40264.89,0
40264.9,0
40264.91,0
40264.92,0
40264.93,0
40264.94,0
40264.95,0
40264.96,0
40264.97,0
40264.98,0
40264.99,0
40265,0
40265.01,0
40265.02,0
40265.03,0
40265.04,0
40265.05,0
40265.06,0
40265.07,0
40265.08,0
40265.09,0
40265.1,0
40265.11,0
40265.12,0
40265.13,0
40265.14,0
40265.15,0
40265.16,0
40265.17,0
40265.18,0
40265.19,0
40265.2,0
40265.21,0
40265.22,0
40265.23,0
40265.24,0
40265.25,0
40265.26,0
40265.27,0
40265.28,0
40265.29,0
40265.3,0
40265.31,0
40265.32,0
40265.33,0
40265.34,0
40265.35,0
40265.36,0
40265.37,0
40265.38,0
40265.39,0
40265.4,0
40265.41,0
40265.42,0
40265.43,0
40265.44,0
40265.45,0
40265.46,0
40265.47,0
40265.48,0
40265.49,0
40265.5,0
40265.51,0
40265.52,0
40265.53,0
40265.54,0
40265.55,0
40265.56,0
40265.57,0
40265.58,0
40265.59,0
40265.6,0
40265.61,0
40265.62,0
40265.63,0
40265.64,0
40265.65,0
40265.66,0
40265.67,0
40265.68,0
40265.69,0
40265.7,0
40265.71,0
40265.72,0
40265.73,0
40265.74,0
40265.75,0
40265.76,0
40265.77,0
40265.78,0
40265.79,0
40265.8,0
40265.81,0
40265.82,7.40009188974494E-07
40265.83,141.615606855758
40265.84,205.664224857703
40265.85,250.020761924234
40265.86,268.82128235351
40265.87,254.681881509036
40265.88,223.373157045824
40265.89,193.446620544467
40265.9,173.829689908193
40265.91,170.481883123059
40265.92,187.76942114284
40265.93,212.301933359796
40265.94,232.476706741593
40265.95,234.657661109034
40265.96,216.362261181679
40265.97,189.488305042064
40265.98,150.912625579959
40265.99,116.95517240925
40266,89.4099921532002
40266.01,68.0701095676709
40266.02,52.315960967019
40266.03,41.3154638046434
40266.04,37.8516173654096
40266.05,34.6806976361198
40266.06,33.3663239286463
40266.07,32.8274235137922
40266.08,30.9912156289307
40266.09,26.4399285607026
40266.1,22.6727122176405
40266.11,15.016717112055
40266.12,13.9030482175233
40266.13,13.0239399089018
40266.14,13.177945310581
40266.15,12.8067379194487
40266.16,11.4900662090054
40266.17,9.75328726190097
40266.18,7.76756555270776
40266.19,6.42427352014344
40266.2,5.95825305415659
40266.21,7.33407379429063
40266.22,10.4470870658573
40266.23,13.9595935099707
40266.24,16.8804496848779
40266.25,17.9525229442413
40266.26,17.8192119436031
40266.27,15.9734363254205
40266.28,14.6324077659743
40266.29,15.6241242974103
40266.3,16.8814187630044
40266.31,18.7602970663224
40266.32,21.8874111436769
40266.33,26.8649344088605
40266.34,32.5855371082804
40266.35,37.9023944308001
40266.36,42.4283857319462
40266.37,43.0051234433382
40266.38,40.6721540240615
40266.39,37.6211082041948
40266.4,31.7541686798177
40266.41,25.7976655515081
40266.42,19.7958387465351
40266.43,15.3273075785273
40266.44,10.0752857598878
40266.45,7.94902087618101
40266.46,8.2569726933232
40266.47,9.89263561308053
40266.48,13.4787149493407
40266.49,15.9387520115295
40266.5,16.7689135519374
40266.51,16.1919357576471
40266.52,14.9662348341092
40266.53,13.7268246033623
40266.54,13.0125187116108
40266.55,12.005973495507
40266.56,11.4464830110637
40266.57,10.8124252446323
40266.58,9.0957287680632
40266.59,7.48000792525512
40266.6,5.34913768462204
40266.61,0
40266.62,0
40266.63,0
40266.64,0
40266.65,0
40266.66,0
40266.67,0
40266.68,0
40266.69,0
40266.7,0
40266.71,0
40266.72,0
40266.73,0
40266.74,0
40266.75,0
40266.76,0
40266.77,0
40266.78,0
40266.79,0
40266.8,0
40266.81,0
40266.82,0
40266.83,0
40266.84,0
40266.85,0
40266.86,0
40266.87,0
40266.88,0
40266.89,0
40266.9,0
40266.91,0
40266.92,0
40266.93,0
40266.94,0
40266.95,0
40266.96,0
40266.97,0
40266.98,0
40266.99,0
40267,0
40267.01,0
40267.02,0
40267.03,0
40267.04,0
40267.05,0
40267.06,0
40267.07,0
40267.08,0
40267.09,0
40267.1,0
40267.11,0
40267.12,0
40267.13,0
40267.14,0
40267.15,0
40267.16,0
40267.17,0
40267.18,0
40267.19,0
40267.2,0
40267.21,0
40267.22,0
40267.23,0
40267.24,0
40267.25,0
40267.26,0
40267.27,0
40267.28,0
40267.29,0
40267.3,0
40267.31,0
40267.32,0
40267.33,0
40267.34,0
40267.35,0
40267.36,0
40267.37,0
40267.38,0
40267.39,0
40267.4,0
40267.41,0
40267.42,0
40267.43,0
40267.44,0
40267.45,0
40267.46,0
40267.47,0
40267.48,0
40267.49,0
40267.5,0
40267.51,0
40267.52,0
40267.53,0
40267.54,0
40267.55,0
40267.56,0
40267.57,0
40267.58,0
40267.59,0
40267.6,0
40267.61,0
40267.62,0
40267.63,0
40267.64,0
40267.65,0
40267.66,0
40267.67,0
40267.68,0
40267.69,0
40267.7,0
40267.71,0
40267.72,0
40267.73,0
40267.74,0
40267.75,0
40267.76,0
40267.77,0
40267.78,0
40267.79,0
40267.8,0
40267.81,0
40267.82,0
40267.83,0
40267.84,0
40267.85,0
40267.86,0
40267.87,0
40267.88,0
40267.89,0
40267.9,0
40267.91,0
40267.92,0
40267.93,0
40267.94,0
40267.95,0
40267.96,0
40267.97,0
40267.98,0
40267.99,0
40268,0
40268.01,0
40268.02,0
40268.03,0
40268.04,0
40268.05,0
40268.06,0
40268.07,0
40268.08,0
40268.09,0
40268.1,0
40268.11,0
40268.12,0
40268.13,0
40268.14,0
40268.15,0
40268.16,0
40268.17,0
40268.18,0
40268.19,0
40268.2,0
40268.21,0
40268.22,0
40268.23,0
40268.24,0
40268.25,0
40268.26,0
40268.27,0
40268.28,0
40268.29,0
40268.3,0
40268.31,0
40268.32,0
40268.33,0
40268.34,0
40268.35,0
40268.36,0
40268.37,0
40268.38,0
40268.39,0
40268.4,0
40268.41,0
40268.42,0
40268.43,0
40268.44,0
40268.45,0
40268.46,0
40268.47,0
40268.48,0
40268.49,0
40268.5,0
40268.51,0
40268.52,0
40268.53,0
40268.54,0
40268.55,0
40268.56,0
40268.57,0
40268.58,0
40268.59,0
40268.6,0
40268.61,0
40268.62,0
40268.63,0
40268.64,0
40268.65,0
40268.66,0
40268.67,0
40268.68,0
40268.69,0
40268.7,0
40268.71,0
40268.72,0
40268.73,0
40268.74,0
40268.75,0
40268.76,0
40268.77,0
40268.78,0
40268.79,0
40268.8,0
40268.81,0
40268.82,0
40268.83,0
40268.84,0
40268.85,0
40268.86,0
40268.87,0
40268.88,0
40268.89,0
40268.9,0
40268.91,0
40268.92,0
40268.93,0
40268.94,0
40268.95,0
40268.96,0
40268.97,0
40268.98,0
40268.99,0
40269,0
40269.01,0
40269.02,0
40269.03,0
40269.04,0
40269.05,0
40269.06,0
40269.07,0
40269.08,0
40269.09,0
40269.1,0
40269.11,0
40269.12,0
40269.13,0
40269.14,0
40269.15,0
40269.16,0
40269.17,0
40269.18,0
40269.19,0
40269.2,0
40269.21,0
40269.22,0
40269.23,0
40269.24,0
40269.25,0
40269.26,0
40269.27,0
40269.28,0
40269.29,0
40269.3,0
40269.31,0
40269.32,0
40269.33,0
40269.34,0
40269.35,0
40269.36,0
40269.37,0
40269.38,0
40269.39,0
40269.4,0
40269.41,0
40269.42,0
40269.43,0
40269.44,0
40269.45,0
40269.46,0
40269.47,0
40269.48,0
40269.49,0
40269.5,0
40269.51,0
40269.52,0
40269.53,0
40269.54,0
40269.55,0
40269.56,0
40269.57,0
40269.58,0
40269.59,0
40269.6,0
40269.61,0
40269.62,0
40269.63,0
40269.64,0
40269.65,0
40269.66,0
40269.67,0
40269.68,0
40269.69,0
40269.7,0
40269.71,0
40269.72,0
40269.73,0
40269.74,0
40269.75,0
40269.76,0
40269.77,0
40269.78,0
40269.79,0
40269.8,0
40269.81,0
40269.82,0
40269.83,0
40269.84,0
40269.85,0
40269.86,0
40269.87,0
40269.88,0
40269.89,0
40269.9,0
40269.91,0
40269.92,0
40269.93,0
40269.94,0
40269.95,0
40269.96,0
40269.97,0
40269.98,0
40269.99,0
40270,0
40270.01,0
40270.02,0
40270.03,0
40270.04,0
40270.05,0
40270.06,0
40270.07,0
40270.08,0
40270.09,0
40270.1,0
40270.11,0
40270.12,0
40270.13,0
40270.14,0
40270.15,0
40270.16,0
40270.17,0
40270.18,0
40270.19,0
40270.2,0
40270.21,0
40270.22,0
40270.23,0
40270.24,0
40270.25,0
40270.26,0
40270.27,0
40270.28,0
40270.29,0
40270.3,0
40270.31,0
40270.32,0
40270.33,0
40270.34,0
40270.35,0
40270.36,0
40270.37,0
40270.38,0
40270.39,0
40270.4,0
40270.41,0
40270.42,0
40270.43,0
40270.44,0
40270.45,0
40270.46,0
40270.47,0
40270.48,0
40270.49,0
40270.5,0
40270.51,0
40270.52,0
40270.53,0
40270.54,0
40270.55,0
40270.56,0
40270.57,0
40270.58,0
40270.59,0
40270.6,0
40270.61,0
40270.62,0
40270.63,0
40270.64,0
40270.65,0
40270.66,0
40270.67,0
40270.68,0
40270.69,0
40270.7,0
40270.71,0
40270.72,0
40270.73,0
40270.74,0
40270.75,0
40270.76,0
40270.77,0
40270.78,0
40270.79,0
40270.8,0
40270.81,0
40270.82,0
40270.83,0
40270.84,0
40270.85,0
40270.86,0
40270.87,0
40270.88,0
40270.89,0
40270.9,0
40270.91,0
40270.92,0
40270.93,0
40270.94,0
40270.95,0
40270.96,0
40270.97,0
40270.98,0
40270.99,0
40271,0
40271.01,0
40271.02,0
40271.03,0
40271.04,0
40271.05,0
40271.06,0
40271.07,0
40271.08,0
40271.09,0
40271.1,0
40271.11,0
40271.12,0
40271.13,0
40271.14,0
40271.15,0
40271.16,0
40271.17,0
40271.18,0
40271.19,0
40271.2,0
40271.21,0
40271.22,0
40271.23,0
40271.24,0
40271.25,0
40271.26,0
40271.27,0
40271.28,0
40271.29,0
40271.3,0
40271.31,0
40271.32,0
40271.33,0
40271.34,0
40271.35,0
40271.36,0
40271.37,0
40271.38,0
40271.39,0
40271.4,0
40271.41,0
40271.42,0
40271.43,0
40271.44,0
40271.45,0
40271.46,0
40271.47,0
40271.48,0
40271.49,0
40271.5,0
40271.51,0
40271.52,0
40271.53,0
40271.54,0
40271.55,0
40271.56,0
40271.57,0
40271.58,0
40271.59,0
40271.6,0
40271.61,0
40271.62,0
40271.63,0
40271.64,0
40271.65,0
40271.66,0
40271.67,0
40271.68,0
40271.69,0
40271.7,0
40271.71,0
40271.72,0
40271.73,0
40271.74,0
40271.75,0
40271.76,0
40271.77,0
40271.78,0
40271.79,0
40271.8,0
40271.81,0
40271.82,0
40271.83,0
40271.84,0
40271.85,0
40271.86,0
40271.87,0
40271.88,0
40271.89,0
40271.9,0
40271.91,0
40271.92,0
40271.93,0
40271.94,0
40271.95,0
40271.96,0
40271.97,0
40271.98,0
40271.99,0
40272,0
40272.01,0
40272.02,0
40272.03,0
40272.04,0
40272.05,0
40272.06,0
40272.07,0
40272.08,0
40272.09,0
40272.1,0
40272.11,0
40272.12,0
40272.13,0
40272.14,0
40272.15,0
40272.16,0
40272.17,0
40272.18,0
40272.19,0
40272.2,0
40272.21,0
40272.22,0
40272.23,0
40272.24,0
40272.25,0
40272.26,0
40272.27,0
40272.28,0
40272.29,0
40272.3,0
40272.31,0
40272.32,0
40272.33,0
40272.34,0
40272.35,0
40272.36,0
40272.37,0
40272.38,0
40272.39,0
40272.4,0
40272.41,0
40272.42,0
40272.43,0
40272.44,0
40272.45,0
40272.46,0
40272.47,0
40272.48,0
40272.49,0
40272.5,0
40272.51,0
40272.52,0
40272.53,0
40272.54,0
40272.55,0
40272.56,0
40272.57,0
40272.58,0
40272.59,0
40272.6,0
40272.61,0
40272.62,0
40272.63,0
40272.64,0
40272.65,0
40272.66,0
40272.67,0
40272.68,0
40272.69,0
40272.7,0
40272.71,0
40272.72,0
40272.73,0
40272.74,0
40272.75,0
40272.76,0
40272.77,0
40272.78,0
40272.79,0
40272.8,0
40272.81,0
40272.82,0
40272.83,0
40272.84,0
40272.85,0
40272.86,0
40272.87,0
40272.88,0
40272.89,0
40272.9,0
40272.91,0
40272.92,0
40272.93,0
40272.94,0
40272.95,0
40272.96,0
40272.97,0
40272.98,0
40272.99,0
40273,0
40273.01,0
40273.02,0
40273.03,0
40273.04,0
40273.05,0
40273.06,0
40273.07,0
40273.08,0
40273.09,0
40273.1,0
40273.11,0
40273.12,0
40273.13,0
40273.14,0
40273.15,0
40273.16,0
40273.17,0
40273.18,0
40273.19,0
40273.2,0
40273.21,0
40273.22,0
40273.23,0
40273.24,0
40273.25,0
40273.26,0
40273.27,0
40273.28,0
40273.29,0
40273.3,0
40273.31,0
40273.32,0
40273.33,0
40273.34,0
40273.35,0
40273.36,0
40273.37,0
40273.38,0
40273.39,0
40273.4,0
40273.41,0
40273.42,0
40273.43,0
40273.44,0
40273.45,0
40273.46,0
40273.47,0
40273.48,0
40273.49,0
40273.5,0
40273.51,0
40273.52,0
40273.53,0
40273.54,0
40273.55,0
40273.56,0
40273.57,0
40273.58,0
40273.59,0
40273.6,0
40273.61,0
40273.62,0
40273.63,0
40273.64,0
40273.65,0
40273.66,0
40273.67,0
40273.68,0
40273.69,0
40273.7,0
40273.71,0
40273.72,0
40273.73,0
40273.74,0
40273.75,0
40273.76,0
40273.77,0
40273.78,0
40273.79,0
40273.8,0
40273.81,0
40273.82,0
40273.83,0
40273.84,0
40273.85,0
40273.86,0
40273.87,0
40273.88,0
40273.89,0
40273.9,0
40273.91,0
40273.92,0
40273.93,0
40273.94,0
40273.95,0
40273.96,0
40273.97,0
40273.98,0
40273.99,0
40274,0
40274.01,0
40274.02,0
40274.03,0
40274.04,0
40274.05,0
40274.06,0
40274.07,0
40274.08,0
40274.09,0
40274.1,0
40274.11,0
40274.12,0
40274.13,0
40274.14,0
40274.15,0
40274.16,0
40274.17,0
40274.18,0
40274.19,0
40274.2,0
40274.21,0
40274.22,0
40274.23,0
40274.24,0
40274.25,0
40274.26,0
40274.27,0
40274.28,0
40274.29,0
40274.3,0
40274.31,0
40274.32,0
40274.33,0
40274.34,0
40274.35,0
40274.36,0
40274.37,0
40274.38,0
40274.39,0
40274.4,0
40274.41,0
40274.42,0
40274.43,0
40274.44,0
40274.45,0
40274.46,0
40274.47,0
40274.48,0
40274.49,0
40274.5,0
40274.51,0
40274.52,0
40274.53,0
40274.54,0
40274.55,0
40274.56,0
40274.57,0
40274.58,0
40274.59,0
40274.6,0
40274.61,0
40274.62,0
40274.63,0
40274.64,0
40274.65,0
40274.66,0
40274.67,0
40274.68,0
40274.69,0
40274.7,0
40274.71,0
40274.72,0
40274.73,0
40274.74,0
40274.75,0
40274.76,0
40274.77,0
40274.78,0
40274.79,0
40274.8,0
40274.81,0
40274.82,0
40274.83,0
40274.84,0
40274.85,0
40274.86,0
40274.87,0
40274.88,0
40274.89,0
40274.9,0
40274.91,0
40274.92,0
40274.93,0
40274.94,0
40274.95,0
40274.96,0
40274.97,0
40274.98,0
40274.99,0
40275,0
40275.01,0
40275.02,0
40275.03,0
40275.04,0
40275.05,0
40275.06,0
40275.07,0
40275.08,0
40275.09,0
40275.1,0
40275.11,0
40275.12,0
40275.13,0
40275.14,0
40275.15,0
40275.16,0
40275.17,0
40275.18,0
40275.19,0
40275.2,0
40275.21,0
40275.22,0
40275.23,0
40275.24,0
40275.25,0
40275.26,0
40275.27,0
40275.28,0
40275.29,0
40275.3,0
40275.31,0
40275.32,0
40275.33,0
40275.34,0
40275.35,0
40275.36,0
40275.37,0
40275.38,0
40275.39,0
40275.4,0
40275.41,0
40275.42,0
40275.43,0
40275.44,0
40275.45,0
40275.46,0
40275.47,0
40275.48,0
40275.49,0
40275.5,0
40275.51,0
40275.52,0
40275.53,0
40275.54,0
40275.55,0
40275.56,0
40275.57,0
40275.58,0
40275.59,0
40275.6,0
40275.61,0
40275.62,0
40275.63,0
40275.64,0
40275.65,0
40275.66,0
40275.67,0
40275.68,0
40275.69,0
40275.7,0
40275.71,0
40275.72,0
40275.73,0
40275.74,0
40275.75,0
40275.76,0
40275.77,0
40275.78,0
40275.79,0
40275.8,0
40275.81,0
40275.82,0
40275.83,0
40275.84,0
40275.85,0
40275.86,0
40275.87,0
40275.88,0
40275.89,0
40275.9,0
40275.91,0
40275.92,0
40275.93,0
40275.94,0
40275.95,0
40275.96,0
40275.97,0
40275.98,0
40275.99,0
40276,0
40276.01,0
40276.02,0
40276.03,0
40276.04,0
40276.05,0
40276.06,0
40276.07,0
40276.08,0
40276.09,0
40276.1,0
40276.11,0
40276.12,0
40276.13,0
40276.14,0
40276.15,0
40276.16,0
40276.17,0
40276.18,0
40276.19,0
40276.2,0
40276.21,0
40276.22,0
40276.23,0
40276.24,0
40276.25,0
40276.26,0
40276.27,0
40276.28,0
40276.29,0
40276.3,0
40276.31,0
40276.32,0
40276.33,0
40276.34,0
40276.35,0
40276.36,0
40276.37,0
40276.38,0
40276.39,0
40276.4,0
40276.41,0
40276.42,0
40276.43,0
40276.44,0
40276.45,0
40276.46,0
40276.47,0
40276.48,0
40276.49,0
40276.5,0
40276.51,0
40276.52,0
40276.53,0
40276.54,0
40276.55,0
40276.56,0
40276.57,0
40276.58,0
40276.59,0
40276.6,0
40276.61,0
40276.62,0
40276.63,0
40276.64,0
40276.65,0
40276.66,0
40276.67,0
40276.68,0
40276.69,0
40276.7,0
40276.71,0
40276.72,0
40276.73,0
40276.74,0
40276.75,0
40276.76,0
40276.77,0
40276.78,0
40276.79,0
40276.8,0
40276.81,0
40276.82,0
40276.83,0
40276.84,0
40276.85,0
40276.86,0
40276.87,0
40276.88,0
40276.89,9.41714054729498E-07
40276.9,197.689670282734
40276.91,222.523359872745
40276.92,211.822610669028
40276.93,190.099536656696
40276.94,168.459270902768
40276.95,156.326174539522
40276.96,147.645046638477
40276.97,139.020353352229
40276.98,133.506122136002
40276.99,124.695801976708
40277,117.375267335853
40277.01,113.08490970884
40277.02,97.9983478968586
40277.03,83.0669628175316
40277.04,63.2590756303357
40277.05,48.4814472845548
40277.06,35.9965936575016
40277.07,26.4458812724196
40277.08,19.2848735558735
40277.09,14.568574644096
40277.1,10.4173007170588
40277.11,0
40277.12,0
40277.13,0
40277.14,0
40277.15,0
40277.16,0
40277.17,0
40277.18,0
40277.19,0
40277.2,0
40277.21,0
40277.22,0
40277.23,0
40277.24,0
40277.25,0
40277.26,0
40277.27,0
40277.28,0
40277.29,0
40277.3,0
40277.31,0
40277.32,0
40277.33,0
40277.34,0
40277.35,0
40277.36,0
40277.37,0
40277.38,0
40277.39,0
40277.4,0
40277.41,0
40277.42,0
40277.43,0
40277.44,0
40277.45,0
40277.46,0
40277.47,0
40277.48,0
40277.49,0
40277.5,0
40277.51,0
40277.52,0
40277.53,0
40277.54,0
40277.55,0
40277.56,0
40277.57,0
40277.58,0
40277.59,0
40277.6,0
40277.61,0
40277.62,0
40277.63,0
40277.64,0
40277.65,0
40277.66,0
40277.67,0
40277.68,0
40277.69,0
40277.7,0
40277.71,0
40277.72,0
40277.73,0
40277.74,0
40277.75,0
40277.76,0
40277.77,0
40277.78,0
40277.79,0
40277.8,0
40277.81,0
40277.82,0
40277.83,0
40277.84,0
40277.85,0
40277.86,0
40277.87,0
40277.88,0
40277.89,0
40277.9,0
40277.91,0
40277.92,0
40277.93,0
40277.94,0
40277.95,0
40277.96,0
40277.97,0
40277.98,0
40277.99,0
40278,0
40278.01,0
40278.02,0
40278.03,0
40278.04,0
40278.05,0
40278.06,0
40278.07,0
40278.08,0
40278.09,0
40278.1,0
40278.11,0
40278.12,0
40278.13,0
40278.14,0
40278.15,0
40278.16,0
40278.17,0
40278.18,0
40278.19,0
40278.2,0
40278.21,0
40278.22,0
40278.23,0
40278.24,0
40278.25,0
40278.26,0
40278.27,0
40278.28,0
40278.29,0
40278.3,0
40278.31,0
40278.32,0
40278.33,0
40278.34,0
40278.35,0
40278.36,0
40278.37,0
40278.38,0
40278.39,0
40278.4,0
40278.41,0
40278.42,0
40278.43,0
40278.44,0
40278.45,0
40278.46,0
40278.47,0
40278.48,0
40278.49,0
40278.5,0
40278.51,0
40278.52,0
40278.53,0
40278.54,0
40278.55,0
40278.56,0
40278.57,0
40278.58,0
40278.59,0
40278.6,0
40278.61,0
40278.62,0
40278.63,0
40278.64,0
40278.65,0
40278.66,0
40278.67,0
40278.68,0
40278.69,0
40278.7,0
40278.71,0
40278.72,0
40278.73,0
40278.74,0
40278.75,0
40278.76,0
40278.77,0
40278.78,0
40278.79,0
40278.8,0
40278.81,0
40278.82,0
40278.83,0
40278.84,0
40278.85,0
40278.86,0
40278.87,0
40278.88,0
40278.89,0
40278.9,0
40278.91,0
40278.92,0
40278.93,0
40278.94,0
40278.95,0
40278.96,0
40278.97,0
40278.98,0
40278.99,0
40279,0
40279.01,0
40279.02,0
40279.03,0
40279.04,0
40279.05,0
40279.06,0
40279.07,0
40279.08,0
40279.09,0
40279.1,0
40279.11,0
40279.12,0
40279.13,0
40279.14,0
40279.15,0
40279.16,0
40279.17,0
40279.18,0
40279.19,0
40279.2,0
40279.21,0
40279.22,0
40279.23,0
40279.24,0
40279.25,0
40279.26,0
40279.27,0
40279.28,0
40279.29,0
40279.3,0
40279.31,0
40279.32,0
40279.33,0
40279.34,0
40279.35,0
40279.36,0
40279.37,0
40279.38,0
40279.39,0
40279.4,0
40279.41,0
40279.42,0
40279.43,0
40279.44,0
40279.45,0
40279.46,0
40279.47,0
40279.48,0
40279.49,0
40279.5,0
40279.51,0
40279.52,0
40279.53,0
40279.54,0
40279.55,0
40279.56,0
40279.57,0
40279.58,0
40279.59,0
40279.6,0
40279.61,0
40279.62,0
40279.63,0
40279.64,0
40279.65,0
40279.66,0
40279.67,0
40279.68,0
40279.69,0
40279.7,0
40279.71,0
40279.72,0
40279.73,0
40279.74,0
40279.75,0
40279.76,0
40279.77,0
40279.78,0
40279.79,0
40279.8,0
40279.81,0
40279.82,0
40279.83,0
40279.84,0
40279.85,0
40279.86,0
40279.87,0
40279.88,0
40279.89,0
40279.9,0
40279.91,0
40279.92,0
40279.93,0
40279.94,0
40279.95,0
40279.96,0
40279.97,0
40279.98,0
40279.99,0
40280,0
40280.01,0
40280.02,0
40280.03,0
40280.04,0
40280.05,0
40280.06,0
40280.07,0
40280.08,0
40280.09,0
40280.1,0
40280.11,0
40280.12,0
40280.13,0
40280.14,0
40280.15,0
40280.16,0
40280.17,0
40280.18,0
40280.19,0
40280.2,0
40280.21,0
40280.22,0
40280.23,0
40280.24,0
40280.25,0
40280.26,0
40280.27,0
40280.28,0
40280.29,0
40280.3,0
40280.31,0
40280.32,0
40280.33,0
40280.34,0
40280.35,0
40280.36,0
40280.37,0
40280.38,0
40280.39,0
40280.4,0
40280.41,0
40280.42,0
40280.43,0
40280.44,0
40280.45,0
40280.46,0
40280.47,0
40280.48,0
40280.49,0
40280.5,0
40280.51,0
40280.52,0
40280.53,0
40280.54,0
40280.55,0
40280.56,0
40280.57,0
40280.58,0
40280.59,0
40280.6,0
40280.61,0
40280.62,0
40280.63,0
40280.64,0
40280.65,0
40280.66,0
40280.67,0
40280.68,0
40280.69,0
40280.7,0
40280.71,0
40280.72,0
40280.73,0
40280.74,0
40280.75,0
40280.76,0
40280.77,0
40280.78,0
40280.79,0
40280.8,0
40280.81,0
40280.82,0
40280.83,0
40280.84,0
40280.85,0
40280.86,0
40280.87,0
40280.88,0
40280.89,0
40280.9,0
40280.91,0
40280.92,0
40280.93,0
40280.94,0
40280.95,0
40280.96,0
40280.97,0
40280.98,0
40280.99,0
40281,0
40281.01,0
40281.02,0
40281.03,0
40281.04,0
40281.05,0
40281.06,0
40281.07,0
40281.08,0
40281.09,0
40281.1,0
40281.11,0
40281.12,0
40281.13,0
40281.14,0
40281.15,0
40281.16,0
40281.17,0
40281.18,0
40281.19,0
40281.2,0
40281.21,0
40281.22,0
40281.23,0
40281.24,0
40281.25,0
40281.26,0
40281.27,0
40281.28,0
40281.29,0
40281.3,0
40281.31,0
40281.32,0
40281.33,0
40281.34,0
40281.35,0
40281.36,0
40281.37,0
40281.38,0
40281.39,0
40281.4,0
40281.41,0
40281.42,0
40281.43,0
40281.44,0
40281.45,0
40281.46,0
40281.47,0
40281.48,0
40281.49,0
40281.5,0
40281.51,0
40281.52,0
40281.53,0
40281.54,0
40281.55,0
40281.56,0
40281.57,0
40281.58,0
40281.59,0
40281.6,0
40281.61,0
40281.62,0
40281.63,0
