t,Obs_Pond water depth (m)_expression_noisy
40376.07,0.000285081803609031
40376.08,0.000275006625457804
40376.09,0.000257792025587355
40376.1,0.000228206055864987
40376.11,0.000213413949700705
40376.12,0.0002004539337472
40376.13,0.000181772096124777
40376.14,0.00017022853301266
40376.15,0.000161073822423101
40376.16,0.000155983814257618
40376.17,0.000154298409128841
40376.18,0.000149501069354395
40376.19,0.00014708682921996
40376.2,0.000136925951876833
40376.21,0.000126683660378646
40376.22,0.000125977357611931
40376.23,0.000126269015255921
40376.24,0.000118870336535216
40376.25,0.000113191631365846
40376.26,0.000107220851127379
40376.27,0.000105692644289299
40376.28,0.000104619081546648
40376.29,0.000102701012499239
40376.3,9.97063958328837E-05
40376.31,9.1784443834932E-05
40376.32,9.30990301371367E-05
40376.33,8.72840366803333E-05
40376.34,8.26234617673433E-05
40376.35,7.63787657680302E-05
40376.36,7.29017417041498E-05
40376.37,6.86847682665333E-05
40376.38,6.56920357077338E-05
40376.39,6.20169134685095E-05
40376.4,6.09341565966637E-05
40376.41,5.94591390668482E-05
40376.42,5.5309556385019E-05
40376.43,5.50582530068518E-05
40376.44,5.1812280801203E-05
40376.45,5.41077706372734E-05
40376.46,5.33709604483247E-05
40376.47,5.29193251508034E-05
40376.48,5.18534951794658E-05
40376.49,5.18645569807191E-05
40376.5,5.50211466880194E-05
40376.51,5.43907510098297E-05
40376.52,5.36149225278509E-05
40376.53,5.19636711497085E-05
40376.54,5.00099902620823E-05
40376.55,5.02499657034222E-05
40376.56,5.07624451608518E-05
40376.57,4.85412732785467E-05
40376.58,4.71820503028303E-05
40376.59,4.56301898117146E-05
40376.6,4.37884170556402E-05
40376.61,4.28092659591436E-05
40376.62,4.09249482294118E-05
40376.63,3.89639318233656E-05
40376.64,4.09430100073488E-05
40376.65,3.74565893806529E-05
40376.66,3.61742073960542E-05
40376.67,3.57429397910537E-05
40376.68,3.417758884811E-05
40376.69,3.26724612817568E-05
40376.7,3.26168139442143E-05
40376.71,3.27515041084953E-05
40376.72,3.33513803501104E-05
40376.73,3.13741629014993E-05
40376.74,3.09647093172973E-05
40376.75,3.13180357120513E-05
40376.76,3.26363103229242E-05
40376.77,3.30711273424539E-05
40376.78,3.16781907287272E-05
40376.79,3.14462726813016E-05
40376.8,3.09628539327452E-05
40376.81,3.09661871463165E-05
40376.82,3.1251577088911E-05
40376.83,3.22193968637676E-05
40376.84,3.11607844301175E-05
40376.85,3.14735545560271E-05
40376.86,3.07461148964157E-05
40376.87,2.97258533215171E-05
40376.88,2.87570487189728E-05
40376.89,2.79013097816883E-05
40376.9,2.80531067078508E-05
40376.91,2.80400937154558E-05
40376.92,2.57226235177635E-05
40376.93,2.54180243365075E-05
40376.94,2.55904821345185E-05
40376.95,2.56554604386582E-05
40376.96,2.5880321618162E-05
40376.97,2.53298928026696E-05
40376.98,2.5313847423407E-05
40376.99,2.36287755758119E-05
40377,2.32068660127913E-05
40377.01,2.23022790449031E-05
40377.02,2.10252885928108E-05
40377.03,1.9872608394983E-05
40377.04,1.94494442543015E-05
40377.05,1.94521435010367E-05
40377.06,1.8182405730385E-05
40377.07,1.78839935063257E-05
40377.08,1.79765592771332E-05
40377.09,1.74695619058221E-05
40377.1,1.77223590758692E-05
40377.11,1.72835905982287E-05
40377.12,1.73861470577124E-05
40377.13,1.73307767086035E-05
40377.14,1.7797355918454E-05
40377.15,1.8288966834486E-05
40377.16,1.74301579406439E-05
40377.17,1.77773519988713E-05
40377.18,1.83234043561565E-05
40377.19,1.70787041675342E-05
40377.2,1.75283315491517E-05
40377.21,1.74914069704702E-05
40377.22,1.67442230975508E-05
40377.23,1.71009564154567E-05
40377.24,1.699920637697E-05
40377.25,1.64038338198141E-05
40377.26,1.59199693083389E-05
40377.27,1.55136785611298E-05
40377.28,1.52148178463135E-05
40377.29,1.48927966811659E-05
40377.3,1.44889891391121E-05
40377.31,1.38418483369275E-05
40377.32,1.3568028926177E-05
40377.33,1.34867495610578E-05
40377.34,1.35655302364244E-05
40377.35,1.30594900412172E-05
40377.36,1.24785138730047E-05
40377.37,1.170410147781E-05
40377.38,1.18908381605372E-05
40377.39,1.19280989502507E-05
40377.4,1.11784792192201E-05
40377.41,1.02895963770672E-05
40377.42,1.01378171911793E-05
40377.43,9.92579316760746E-06
40377.44,1.01277316045184E-05
40377.45,1.07788666987876E-05
40377.46,1.07692355541071E-05
40377.47,1.04401350357643E-05
40377.48,1.07508414291868E-05
40377.49,1.10794767331088E-05
40377.5,1.12813323965903E-05
40377.51,1.13484829612512E-05
40377.52,1.13007932113209E-05
40377.53,1.14344933189518E-05
40377.54,1.09193136002372E-05
40377.55,1.10122625060502E-05
40377.56,1.1034714882438E-05
40377.57,1.12112256247136E-05
40377.58,1.05309390922722E-05
40377.59,1.06429389522319E-05
40377.6,1.07839227365984E-05
40377.61,1.05877108135528E-05
40377.62,1.07061872967024E-05
40377.63,1.04852501924697E-05
40377.64,1.05758304914951E-05
40377.65,1.00922754379262E-05
40377.66,9.97723191999698E-06
40377.67,1.00553043556769E-05
40377.68,9.99848282046799E-06
40377.69,1.02438879767884E-05
40377.7,1.03920268081653E-05
40377.71,9.98893608502179E-06
40377.72,9.88183725678602E-06
40377.73,1.01791194749521E-05
40377.74,1.032720606975E-05
40377.75,1.06831106306641E-05
40377.76,1.06085273464684E-05
40377.77,1.07036936875867E-05
40377.78,1.09313837395955E-05
40377.79,1.0543262976658E-05
40377.8,1.06052059489839E-05
40377.81,1.01766956880906E-05
40377.82,1.02337860259303E-05
40377.83,1.06021204587182E-05
40377.84,1.0713941285341E-05
40377.85,1.06610863876416E-05
40377.86,1.0536821253724E-05
40377.87,1.06766468723234E-05
40377.88,1.03259131960747E-05
40377.89,1.0855816391632E-05
40377.9,1.09298994376064E-05
40377.91,1.09985593244116E-05
40377.92,1.11025613585925E-05
40377.93,1.07999164535658E-05
40377.94,1.09865456600367E-05
40377.95,1.10297266249216E-05
40377.96,1.07519168312812E-05
40377.97,1.05516530443202E-05
40377.98,1.03290649755913E-05
40377.99,9.93660384060247E-06
40378,9.26851907992272E-06
40378.01,9.11560153235653E-06
40378.02,9.10065586470043E-06
40378.03,9.33226197929177E-06
40378.04,9.32622231924166E-06
40378.05,9.65589591372259E-06
40378.06,9.49244283558107E-06
40378.07,9.35418152451125E-06
40378.08,9.2466316359162E-06
40378.09,9.02766640345008E-06
40378.1,9.17029348319901E-06
40378.11,8.80706569759918E-06
40378.12,8.71192343176484E-06
40378.13,8.62767589734772E-06
40378.14,8.45406855982751E-06
40378.15,8.93141341223103E-06
40378.16,8.89221696772015E-06
40378.17,8.64306842392484E-06
40378.18,8.78159443099466E-06
40378.19,8.62687859430084E-06
40378.2,8.57938732911815E-06
40378.21,8.25486751346975E-06
40378.22,7.69439408606378E-06
40378.23,0.0000079852292639
40378.24,7.91343726662701E-06
40378.25,7.66199921772715E-06
40378.26,7.30296987900854E-06
40378.27,7.1931929547119E-06
40378.28,7.12562516282589E-06
40378.29,7.10567353928038E-06
40378.3,6.71852916658498E-06
40378.31,6.63331599166305E-06
40378.32,6.93139370244736E-06
40378.33,7.09965352800873E-06
40378.34,7.46231981012657E-06
40378.35,7.57479863212927E-06
40378.36,7.46618321196324E-06
40378.37,7.76260466770945E-06
40378.38,7.67421201911841E-06
40378.39,7.73177829484504E-06
40378.4,7.80495096937623E-06
40378.41,7.85316248035127E-06
40378.42,7.51115168907933E-06
40378.43,7.79227080716061E-06
40378.44,7.63767928035565E-06
40378.45,7.74996543279738E-06
40378.46,7.61646368118164E-06
40378.47,7.64502147157373E-06
40378.48,7.83356970256309E-06
40378.49,7.47814999911988E-06
40378.5,7.18719204622929E-06
40378.51,7.40488758578705E-06
40378.52,7.2584830962857E-06
40378.53,7.13496636372602E-06
40378.54,7.42460561602977E-06
40378.55,7.59836122648581E-06
40378.56,7.65665104210563E-06
40378.57,7.90232556699596E-06
40378.58,7.83705801825741E-06
40378.59,8.0390203866902E-06
40378.6,8.23369734632656E-06
40378.61,8.41533887725094E-06
40378.62,8.39620183730348E-06
40378.63,8.67878081350295E-06
40378.64,9.04014088617196E-06
40378.65,9.51308798337318E-06
40378.66,9.39517555391259E-06
40378.67,9.28108533222595E-06
40378.68,1.24380833179203E-05
40378.69,0.000152097015417718
40378.7,0.000820824446925029
40378.71,0.001823308914438
40378.72,0.00309663616181546
40378.73,0.00431037291328148
40378.74,0.00434857813080493
40378.75,0.00370825828363802
40378.76,0.00295501967363651
40378.77,0.00198006870414021
40378.78,0.000629595529230391
40378.79,0.000596162566353994
40378.8,0.000544281213937161
40378.81,0.000510927762681379
40378.82,0.000469034666786989
40378.83,0.000437991199951533
40378.84,0.000400530689624765
40378.85,0.000380949540453242
40378.86,0.000358717423402514
40378.87,0.000322976118692479
40378.88,0.000290916968205948
40378.89,0.000278113440988029
40378.9,0.000270116016970436
40378.91,0.000279087039758411
40378.92,0.000266051256348102
40378.93,0.000235625417869769
40378.94,0.000231051877289222
40378.95,0.000219876957826059
40378.96,0.000205067199389925
40378.97,0.000189448790590153
40378.98,0.000182796021870204
40378.99,0.000168777224927724
40379,0.000163566499815725
40379.01,0.000154369390993033
40379.02,0.000144453974987893
40379.03,0.000141189644470463
40379.04,0.000140762431190437
40379.05,0.000135016586715807
40379.06,0.000126351681233088
40379.07,0.000123495977299892
40379.08,0.000128582960963283
40379.09,0.000123141027553468
40379.1,0.000117911498261961
40379.11,0.000111626499887934
40379.12,0.000112759880808046
40379.13,0.000108953053146255
40379.14,0.000105854982175485
40379.15,0.000104004641068047
40379.16,0.000101808727592582
40379.17,9.40952144261407E-05
40379.18,9.29203799981359E-05
40379.19,8.69944259477019E-05
40379.2,8.17057337026194E-05
40379.21,7.94362481664371E-05
40379.22,7.87348851228199E-05
40379.23,7.68841040014503E-05
40379.24,7.37838196166987E-05
40379.25,7.07972310152374E-05
40379.26,6.99836552426339E-05
40379.27,6.79925774330257E-05
40379.28,6.43677692890611E-05
40379.29,6.04913101365421E-05
40379.3,5.87379287706254E-05
40379.31,5.70330841035475E-05
40379.32,5.26804990710309E-05
40379.33,5.15067127515619E-05
40379.34,5.14586509394521E-05
40379.35,5.22312089698324E-05
40379.36,5.23298277624056E-05
40379.37,5.03505763902015E-05
40379.38,4.84705732585369E-05
40379.39,4.83361657964985E-05
40379.4,4.61932801767701E-05
40379.41,4.43052039502049E-05
40379.42,4.64072969156658E-05
40379.43,4.34185474990544E-05
40379.44,4.26458088575004E-05
40379.45,4.01404773222365E-05
40379.46,4.00084669334776E-05
40379.47,3.81610751762793E-05
40379.48,3.78095278349766E-05
40379.49,3.77721562656445E-05
40379.5,3.75543472278798E-05
40379.51,3.81734588470275E-05
40379.52,3.91691620957192E-05
40379.53,3.68309578086228E-05
40379.54,3.51357167093423E-05
40379.55,3.5650586103494E-05
40379.56,3.54088525805844E-05
40379.57,3.54407994538101E-05
40379.58,3.51192963031911E-05
40379.59,3.54248577950653E-05
40379.6,3.46019998290662E-05
40379.61,3.53341502907373E-05
40379.62,3.52642898792484E-05
40379.63,3.65507198938876E-05
40379.64,3.48284707249214E-05
40379.65,3.32484218340411E-05
40379.66,3.25276964446007E-05
40379.67,3.07390610327803E-05
40379.68,2.91843496222011E-05
40379.69,2.83172205205911E-05
40379.7,2.73149888709726E-05
40379.71,2.84318645765866E-05
40379.72,2.72543708515787E-05
40379.73,2.69819700542058E-05
40379.74,2.61620071244886E-05
40379.75,2.49763841929015E-05
40379.76,2.47811338436972E-05
40379.77,2.5115271192941E-05
40379.78,2.55841940474089E-05
40379.79,2.5054821567248E-05
40379.8,2.56487245514803E-05
40379.81,2.56978774367923E-05
40379.82,2.52148317050942E-05
40379.83,2.55227052659318E-05
40379.84,2.47910945564576E-05
40379.85,2.54713299416533E-05
40379.86,2.42570867670388E-05
40379.87,2.32139422063984E-05
40379.88,2.15357762375974E-05
40379.89,2.15189614730053E-05
40379.9,2.08219340420761E-05
40379.91,2.02660965647102E-05
40379.92,2.03481505210631E-05
40379.93,2.0980713517858E-05
40379.94,2.07255299886119E-05
40379.95,1.96734444994338E-05
40379.96,2.03945912292888E-05
40379.97,1.95805460243736E-05
40379.98,1.95098704525535E-05
40379.99,1.96111100145694E-05
40380,1.99963230539285E-05
40380.01,1.98143548240012E-05
40380.02,2.01891385924228E-05
40380.03,2.03265815327294E-05
40380.04,2.0240660873237E-05
40380.05,1.99091905299812E-05
40380.06,1.97663325125002E-05
40380.07,1.90362178009609E-05
40380.08,1.83495442747266E-05
40380.09,1.82987709090392E-05
40380.1,1.911091769331E-05
40380.11,1.80758789066742E-05
40380.12,1.79688582154937E-05
40380.13,1.81878101397912E-05
40380.14,1.76272288322125E-05
40380.15,1.73152912806273E-05
40380.16,1.76106369210655E-05
40380.17,1.67490093998201E-05
40380.18,1.69155008983836E-05
40380.19,1.70743149187302E-05
40380.2,1.69975082510451E-05
40380.21,1.73398438926059E-05
40380.22,1.74600200568413E-05
40380.23,1.72602384744532E-05
40380.24,1.71688683451367E-05
40380.25,1.63114697301205E-05
40380.26,1.56659762814023E-05
40380.27,1.5997507019559E-05
40380.28,1.59836773858705E-05
40380.29,1.62084107332886E-05
40380.3,1.66094407571096E-05
40380.31,1.61237552553735E-05
40380.32,1.73343922983337E-05
40380.33,1.65949092420116E-05
40380.34,1.70234706736291E-05
40380.35,1.61892395875248E-05
40380.36,1.63238885690406E-05
40380.37,1.60964931647998E-05
40380.38,1.54056974756928E-05
40380.39,1.51029991643091E-05
40380.4,1.48350494052185E-05
40380.41,1.44631510779952E-05
40380.42,1.43148673513881E-05
40380.43,1.39957695600107E-05
40380.44,1.39891760204938E-05
40380.45,1.43340479192885E-05
40380.46,1.39430087370809E-05
40380.47,1.33773649075292E-05
40380.48,1.41703036184094E-05
40380.49,1.35853246052266E-05
40380.5,1.28712027548797E-05
40380.51,1.32027186592023E-05
40380.52,1.26902048756664E-05
40380.53,1.27793035862171E-05
40380.54,1.26133377120323E-05
40380.55,1.22401252233611E-05
40380.56,1.23939435219623E-05
40380.57,1.1931415069575E-05
40380.58,1.21465472976551E-05
40380.59,1.14231517682025E-05
40380.6,1.15098388007467E-05
40380.61,1.1471357156186E-05
40380.62,1.11632199986979E-05
40380.63,1.04522591705848E-05
40380.64,1.02695843957842E-05
40380.65,1.02739765531267E-05
40380.66,1.02908681430681E-05
40380.67,1.06549818804212E-05
40380.68,1.0947118206111E-05
40380.69,1.06368049231285E-05
40380.7,1.03952203041159E-05
40380.71,9.99941915364478E-06
40380.72,9.93118865537691E-06
40380.73,9.94520468748323E-06
40380.74,1.00251430717431E-05
40380.75,9.8379855611711E-06
40380.76,1.00235244887339E-05
40380.77,0.00000977345965560003
40380.78,9.79238462649325E-06
40380.79,1.02102853204937E-05
40380.8,9.9909614212874E-06
40380.81,9.90616115749064E-06
40380.82,9.28258998779044E-06
40380.83,9.5275103950561E-06
40380.84,9.79012230359629E-06
40380.85,9.85585766314126E-06
40380.86,1.00003182743957E-05
40380.87,9.5456223490538E-06
40380.88,9.76935714771079E-06
40380.89,9.9586903324048E-06
40380.9,1.04312087696551E-05
40380.91,1.02169619576923E-05
40380.92,1.01323174228935E-05
40380.93,9.69990600318329E-06
40380.94,9.22640995851077E-06
40380.95,9.3298934234998E-06
40380.96,9.303913794071E-06
40380.97,9.04499305609686E-06
40380.98,9.16205791481886E-06
40380.99,9.46894042774658E-06
40381,9.25625520636022E-06
40381.01,9.36172338601294E-06
40381.02,9.3494701280863E-06
40381.03,9.37406586564021E-06
40381.04,9.62804468408629E-06
40381.05,9.47062279626615E-06
40381.06,9.55750842870524E-06
40381.07,9.01171961637649E-06
40381.08,9.0653502262854E-06
40381.09,9.58069145394269E-06
40381.1,9.99771351205879E-06
40381.11,1.01614221191889E-05
40381.12,9.78698841802082E-06
40381.13,9.87287736008334E-06
40381.14,9.77626217827438E-06
40381.15,9.57385334942608E-06
40381.16,9.54716356417576E-06
40381.17,9.53293204684838E-06
40381.18,9.75589585260339E-06
40381.19,9.63929061035835E-06
40381.2,9.0271828653014E-06
40381.21,8.88300949381139E-06
40381.22,9.17205026210365E-06
40381.23,9.09473376819034E-06
40381.24,9.23103286779453E-06
40381.25,9.3029208600032E-06
40381.26,9.19683946318636E-06
40381.27,9.36178676573673E-06
40381.28,9.5843323113426E-06
40381.29,9.82508163627308E-06
40381.3,9.45004679671727E-06
40381.31,9.38361097422407E-06
40381.32,9.331358593966E-06
40381.33,9.33075509687849E-06
40381.34,8.89105495361116E-06
40381.35,8.63715762465801E-06
40381.36,8.70792483018976E-06
40381.37,8.91236480982479E-06
40381.38,8.82418007135298E-06
40381.39,8.4996506916271E-06
40381.4,8.8577992541314E-06
40381.41,8.92105154493361E-06
40381.42,9.09996245831419E-06
40381.43,8.93273213254605E-06
40381.44,8.82475284153632E-06
40381.45,8.77053283174923E-06
40381.46,8.77294071264157E-06
40381.47,8.37297360502692E-06
40381.48,8.23114088258366E-06
40381.49,7.57117149830972E-06
40381.5,7.58223540503913E-06
40381.51,7.25452141081166E-06
40381.52,7.56626224415387E-06
40381.53,7.72177433038497E-06
40381.54,7.91465067761831E-06
40381.55,8.12030521146907E-06
40381.56,8.23954916542375E-06
40381.57,8.11606490946156E-06
40381.58,8.0345334946369E-06
40381.59,8.02756206641317E-06
40381.6,7.82599204016857E-06
40381.61,7.60401714771589E-06
40381.62,7.72302707067442E-06
40381.63,8.17220139146198E-06
40381.64,8.16724618486726E-06
40381.65,7.8688347531395E-06
40381.66,7.36557892252162E-06
40381.67,6.90821068049094E-06
40381.68,6.69415650915308E-06
40381.69,6.78918883784586E-06
40381.7,6.71347082854665E-06
40381.71,6.473144733908E-06
40381.72,6.45337096545062E-06
40381.73,6.41099703526067E-06
40381.74,6.53069340487359E-06
40381.75,6.61417153624298E-06
40381.76,6.5975587142781E-06
40381.77,6.3608615517778E-06
40381.78,6.13337428083362E-06
40381.79,6.09420522853687E-06
40381.8,5.98596460971365E-06
40381.81,6.1973864346386E-06
40381.82,6.39822892670059E-06
40381.83,6.12290581778273E-06
40381.84,6.36048685564568E-06
40381.85,6.13786202697368E-06
40381.86,6.1327179590401E-06
40381.87,6.2485022632295E-06
40381.88,6.02895211221868E-06
40381.89,6.02932467187461E-06
40381.9,5.97202264481028E-06
40381.91,6.11995333803117E-06
40381.92,6.04458917447388E-06
40381.93,5.90500644515247E-06
40381.94,6.02867059002976E-06
40381.95,6.08951074499511E-06
40381.96,6.22476928422353E-06
40381.97,6.16516272571552E-06
40381.98,5.93660822073824E-06
40381.99,6.12647669904362E-06
40382,6.18262068427186E-06
40382.01,6.62516975324557E-06
40382.02,6.59326319113615E-06
40382.03,6.21604158654124E-06
40382.04,6.11179605916083E-06
40382.05,6.15202606167345E-06
40382.06,5.8163778611624E-06
40382.07,5.61634770398291E-06
40382.08,5.59758954806037E-06
40382.09,5.50750309655117E-06
40382.1,5.56533796775506E-06
40382.11,5.45195667804354E-06
40382.12,5.78873944770333E-06
40382.13,5.65884698632525E-06
40382.14,5.64857923618571E-06
40382.15,5.46450123449352E-06
40382.16,5.44144338766969E-06
40382.17,5.43579777165992E-06
40382.18,5.29854968082972E-06
40382.19,5.09533462266514E-06
40382.2,5.38774778897589E-06
40382.21,5.31051323695476E-06
40382.22,5.25163464935526E-06
40382.23,5.03713641617638E-06
40382.24,5.3071431950076E-06
40382.25,5.12698575312418E-06
40382.26,5.10686014243041E-06
40382.27,5.09151162706418E-06
40382.28,5.24809287991121E-06
40382.29,5.06836114411211E-06
40382.3,5.10321017181742E-06
40382.31,5.12312518220412E-06
40382.32,5.03772480573247E-06
40382.33,4.86098166990333E-06
40382.34,4.66229078703716E-06
40382.35,4.61437692441772E-06
40382.36,4.51964185456069E-06
40382.37,4.54079599005982E-06
40382.38,4.67048021711539E-06
40382.39,4.68978888606663E-06
40382.4,4.75019690854064E-06
40382.41,4.58130130654069E-06
40382.42,4.30238168581813E-06
40382.43,4.28318685815779E-06
40382.44,4.35108586386389E-06
40382.45,4.26336342295E-06
40382.46,4.08782154848162E-06
40382.47,4.01798225053088E-06
40382.48,3.99138750305172E-06
40382.49,4.05413342351896E-06
40382.5,3.97871832922877E-06
40382.51,0.00000398070949020001
40382.52,3.91132483324155E-06
40382.53,3.62810594031982E-06
40382.54,3.74384949739056E-06
40382.55,3.68255352315811E-06
40382.56,3.88674166566376E-06
40382.57,4.08938986340929E-06
40382.58,4.03887455145463E-06
40382.59,4.01303437016997E-06
40382.6,4.09413891421854E-06
40382.61,4.111859052848E-06
40382.62,4.29664521468096E-06
40382.63,4.49245247598919E-06
40382.64,4.29564358229429E-06
40382.65,4.04119832432641E-06
40382.66,4.15677157562007E-06
40382.67,4.35378692774751E-06
40382.68,4.32333001638872E-06
40382.69,4.24546988452743E-06
40382.7,4.26964720607346E-06
40382.71,4.19317250180373E-06
40382.72,3.89993267407334E-06
40382.73,3.70953859945101E-06
40382.74,3.6425330824902E-06
40382.75,3.74775325822939E-06
40382.76,3.69107072412037E-06
40382.77,3.68797513254922E-06
40382.78,3.54183241387582E-06
40382.79,3.6460474475798E-06
40382.8,3.44659208055255E-06
40382.81,3.51786368946805E-06
40382.82,3.54339789133573E-06
40382.83,3.55758396302188E-06
40382.84,3.56280994799168E-06
40382.85,3.56862568187054E-06
40382.86,3.53074445333264E-06
40382.87,3.57621775083024E-06
40382.88,3.8211113476659E-06
40382.89,3.85626825254212E-06
40382.9,3.65504975660767E-06
40382.91,3.59655014241066E-06
40382.92,3.67240548784308E-06
40382.93,3.72025233130401E-06
40382.94,3.75839531947786E-06
40382.95,3.7323365515825E-06
40382.96,3.68591833204379E-06
40382.97,3.60360264035015E-06
40382.98,3.45511219595717E-06
40382.99,3.5262743003103E-06
40383,3.60433413189713E-06
40383.01,3.87137767822287E-06
40383.02,3.95584628744833E-06
40383.03,3.90990825230085E-06
40383.04,4.00019020994155E-06
40383.05,4.07357511304384E-06
40383.06,3.87266101819168E-06
40383.07,3.87193977979354E-06
40383.08,3.91702795376595E-06
40383.09,3.77522508738587E-06
40383.1,3.6893135937491E-06
40383.11,3.61884791734505E-06
40383.12,3.6928873376945E-06
40383.13,3.60019529598447E-06
40383.14,3.62593420993556E-06
40383.15,3.43879943933962E-06
40383.16,3.52316348342526E-06
40383.17,3.59415886003533E-06
40383.18,3.72640074306355E-06
40383.19,3.69402882993282E-06
40383.2,3.61598290964172E-06
40383.21,3.41619352422656E-06
40383.22,3.47534526007851E-06
40383.23,3.58130067427967E-06
40383.24,3.55106109655248E-06
40383.25,3.50897606130463E-06
40383.26,3.3868682731258E-06
40383.27,3.50083586923373E-06
40383.28,3.41725394329431E-06
40383.29,3.4521058988853E-06
40383.3,3.2227461984631E-06
40383.31,3.21072422416943E-06
40383.32,3.19889573887989E-06
40383.33,3.25240347716732E-06
40383.34,3.35046522499462E-06
40383.35,3.24095127159216E-06
40383.36,3.13245449846024E-06
40383.37,3.14992524238076E-06
40383.38,3.21062937947755E-06
40383.39,3.0099048547676E-06
40383.4,2.90223958843335E-06
40383.41,3.01535946158935E-06
40383.42,2.93155436989812E-06
40383.43,2.87566267080317E-06
40383.44,2.82060140849991E-06
40383.45,2.83094456744753E-06
40383.46,2.83245574194189E-06
40383.47,2.7662036396269E-06
40383.48,2.88637567202438E-06
40383.49,2.96605308486733E-06
40383.5,2.94346684900639E-06
40383.51,2.88879558798317E-06
40383.52,2.77490686415482E-06
40383.53,2.80745580034405E-06
40383.54,2.69578497480211E-06
40383.55,2.65686811796797E-06
40383.56,2.64393743044495E-06
40383.57,2.64683931703059E-06
40383.58,2.6174133887091E-06
40383.59,2.74033291818204E-06
40383.6,2.72327971318585E-06
40383.61,2.78206769073453E-06
40383.62,2.81266988681516E-06
40383.63,2.78468055091916E-06
40383.64,2.81625088050473E-06
40383.65,2.79309829210851E-06
40383.66,2.7192702296434E-06
40383.67,2.63997451598426E-06
40383.68,2.66799981052474E-06
40383.69,2.61093202343055E-06
40383.7,2.63243691982954E-06
40383.71,2.63969549251066E-06
40383.72,2.67572836113297E-06
40383.73,2.70087412584458E-06
40383.74,2.67461506950683E-06
40383.75,2.72299277136848E-06
40383.76,2.72791368778305E-06
40383.77,2.76358363729032E-06
40383.78,2.76439064131199E-06
40383.79,2.7267151773668E-06
40383.8,2.68844416549226E-06
40383.81,2.64890672963915E-06
40383.82,2.64230798652968E-06
40383.83,2.58213996782748E-06
40383.84,2.61040798655377E-06
40383.85,2.61800351437994E-06
40383.86,2.61448999807645E-06
40383.87,2.57834228109544E-06
40383.88,2.67630061633541E-06
40383.89,2.78343040159791E-06
40383.9,2.86362558883689E-06
40383.91,2.84460740941849E-06
40383.92,2.85635440511772E-06
40383.93,2.93738540786302E-06
40383.94,3.01556290546634E-06
40383.95,3.07369484308847E-06
40383.96,3.14090815721895E-06
40383.97,3.25484835679188E-06
40383.98,3.2531428305251E-06
40383.99,3.13266834667778E-06
40384,3.16385017677902E-06
40384.01,3.17816778026697E-06
40384.02,3.33529528483458E-06
40384.03,3.31467180504204E-06
40384.04,3.30533792486444E-06
40384.05,3.32835974579902E-06
40384.06,3.23099473428473E-06
40384.07,3.14297400062428E-06
40384.08,3.0241923453537E-06
40384.09,2.91623078714998E-06
40384.1,2.9826384946109E-06
40384.11,3.07159615712449E-06
40384.12,2.89648387125767E-06
40384.13,2.91009948261747E-06
40384.14,2.93834349426873E-06
40384.15,2.96985289895695E-06
40384.16,3.0576172420165E-06
40384.17,2.8353083058945E-06
40384.18,2.94716868652791E-06
40384.19,2.86283969989592E-06
40384.2,2.66139801167828E-06
40384.21,2.74636014741049E-06
40384.22,2.77902239224679E-06
40384.23,2.65209590546257E-06
40384.24,2.4873190935337E-06
40384.25,2.48790802049284E-06
40384.26,2.59603576248665E-06
40384.27,2.68467631422458E-06
40384.28,2.63884906981863E-06
40384.29,2.60619273775449E-06
40384.3,2.67915314437523E-06
40384.31,2.6666143708093E-06
40384.32,2.62745393484067E-06
40384.33,2.63185646409038E-06
40384.34,2.57976950309597E-06
40384.35,2.43815090473533E-06
40384.36,2.44425881884247E-06
40384.37,2.38990834981504E-06
40384.38,2.4742407492437E-06
40384.39,2.49829485503541E-06
40384.4,2.455993715602E-06
40384.41,2.35811280970321E-06
40384.42,2.33380121041688E-06
40384.43,2.34438582325295E-06
40384.44,2.30973994812074E-06
40384.45,2.40923070670337E-06
40384.46,2.54542271605505E-06
40384.47,2.60312790967214E-06
40384.48,2.50858210329955E-06
40384.49,2.4461673498696E-06
40384.5,2.30039219870143E-06
40384.51,2.29465557984889E-06
40384.52,2.2752549152471E-06
40384.53,0.000499100880483217
40384.54,0.00104275677381105
40384.55,0.00153589656105039
40384.56,0.00211343028786648
40384.57,0.00264062783276273
40384.58,0.0103825880135214
40384.59,0.025356176493009
40384.6,0.0437716630370295
40384.61,0.0607785065656664
40384.62,0.0697327216030438
40384.63,0.0756187971250839
40384.64,0.0804923560756175
40384.65,0.0733971399697638
40384.66,0.0638194525760318
40384.67,0.0476082138535754
40384.68,0.026740575995991
40384.69,0.000776730469183637
40384.7,0.00071539035890994
40384.71,0.000647446500710632
40384.72,0.000591481849468871
40384.73,0.000527916316710476
40384.74,0.000477520002843557
40384.75,0.000395103753989545
40384.76,0.000326789057815387
40384.77,0.000254784371929001
40384.78,0.000179270921683269
40384.79,9.48446479276525E-05
40384.8,8.51292687569266E-05
40384.81,7.21685820548372E-05
40384.82,6.31762944748587E-05
40384.83,5.16380319119403E-05
40384.84,4.28274381550703E-05
40384.85,3.40028468762164E-05
40384.86,2.55504996827505E-05
40384.87,2.05359082032879E-05
40384.88,1.9193517611652E-05
40384.89,1.83175112871468E-05
40384.9,1.70348842738864E-05
40384.91,1.51464010026476E-05
40384.92,1.33091409887855E-05
40384.93,1.17593396308895E-05
