t,Obs_Soil Moisture_expression_noisy
40343.26,0.344093036517715
40343.27,0.33359149658923
40343.28,0.339097150556778
40343.29,0.340191165769954
40343.3,0.339610827451292
40343.31,0.343794470937489
40343.32,0.347633926389277
40343.33,0.350789456590613
40343.34,0.349303734735672
40343.35,0.349033610035651
40343.36,0.353028323568882
40343.37,0.348422647971203
40343.38,0.343899024425284
40343.39,0.345151076465594
40343.4,0.343860580392186
40343.41,0.344829602476695
40343.42,0.342163422814234
40343.43,0.343209954491425
40343.44,0.337675940354155
40343.45,0.330661613917325
40343.46,0.324548311184337
40343.47,0.326433939318649
40343.48,0.320477169722894
40343.49,0.320210764018954
40343.5,0.312656339424684
40343.51,0.308593040973241
40343.52,0.315620632166887
40343.53,0.31566609010089
40343.54,0.308742300822481
40343.55,0.313141104195369
40343.56,0.312305574629524
40343.57,0.313833732006631
40343.58,0.304400981399973
40343.59,0.301453128513401
40343.6,0.303996219310773
40343.61,0.312213137601916
40343.62,0.314037179334442
40343.63,0.31568808253637
40343.64,0.315755269756964
40343.65,0.324045301052826
40343.66,0.328392627208552
40343.67,0.33401886385868
40343.68,0.335787572257966
40343.69,0.338594915071138
40343.7,0.344867651773535
40343.71,0.339709238128922
40343.72,0.341855086521749
40343.73,0.342280907245743
40343.74,0.344057622279785
40343.75,0.346595866162016
40343.76,0.354333087930569
40343.77,0.352842663628262
40343.78,0.356307637858588
40343.79,0.372603452802547
40343.8,0.372043526716466
40343.81,0.374204267787244
40343.82,0.385149535901755
40343.83,0.390122838125442
40343.84,0.384108588156881
40343.85,0.373619040510091
40343.86,0.366540235427551
40343.87,0.369230469881057
40343.88,0.372980817419711
40343.89,0.382087229012049
40343.9,0.375644736351291
40343.91,0.373480921755213
40343.92,0.360871046497699
40343.93,0.359600815015047
40343.94,0.365981662467568
40343.95,0.362582297118893
40343.96,0.356678559736904
40343.97,0.357534538291141
40343.98,0.352593917033027
40343.99,0.360172202722694
40344,0.359204528629004
40344.01,0.369944778134754
40344.02,0.365471560307636
40344.03,0.371106937075205
40344.04,0.367095359020251
40344.05,0.362227347676443
40344.06,0.365878160450641
40344.07,0.370848372881018
40344.08,0.37862446240482
40344.09,0.368924713051486
40344.1,0.363227200884301
40344.11,0.365537062943073
40344.12,0.370188869246787
40344.13,0.359290630850078
40344.14,0.36129591667214
40344.15,0.362916071956131
40344.16,0.373101958209007
40344.17,0.363556970445706
40344.18,0.357535064126287
40344.19,0.356026831974284
40344.2,0.355375294400585
40344.21,0.364088146254193
40344.22,0.360943313835162
40344.23,0.355402236082895
40344.24,0.349460328079528
40344.25,0.352195186161681
40344.26,0.36614340011439
40344.27,0.367986906299122
40344.28,0.37736740187681
40344.29,0.369723305405577
40344.3,0.371976873858805
40344.31,0.360560105827789
40344.32,0.355888911844913
40344.33,0.353453857055204
40344.34,0.360551043185285
40344.35,0.365497376971163
40344.36,0.366828965005358
40344.37,0.365028421129446
40344.38,0.358087666172706
40344.39,0.35530785779993
40344.4,0.355902638513681
40344.41,0.356423754304779
40344.42,0.365004889994478
40344.43,0.360397903736664
40344.44,0.353933565776854
40344.45,0.34184995590453
40344.46,0.347895422224509
40344.47,0.347435126248103
40344.48,0.345268014946261
40344.49,0.340532421177869
40344.5,0.340367877079322
40344.51,0.347698602681579
40344.52,0.351012657888576
40344.53,0.341417617963911
40344.54,0.342974789308641
40344.55,0.338397111766573
40344.56,0.331776019789966
40344.57,0.335650253613072
40344.58,0.328963810408049
40344.59,0.326101463453747
40344.6,0.336894668812
40344.61,0.331787530981606
40344.62,0.33565930559978
40344.63,0.341338625289409
40344.64,0.339371931393082
40344.65,0.341297714676901
40344.66,0.344531471970653
40344.67,0.347827542497224
40344.68,0.343957203091375
40344.69,0.347905694799244
