t, Obs_Soil Moisture_expression
40392.55000,0.363052
40392.56000,0.363054
40392.57000,0.363055
40392.58000,0.363056
40392.59000,0.363057
40392.60000,0.363058
40392.61000,0.36306
40392.62000,0.363061
40392.63000,0.363062
40392.64000,0.363063
40392.65000,0.363064
40392.66000,0.363065
40392.67000,0.363067
40392.68000,0.363068
40392.69000,0.363069
40392.70000,0.36307
40392.71000,0.363071
40392.72000,0.363073
40392.73000,0.363074
40392.74000,0.363075
40392.75000,0.363076
40392.76000,0.363077
40392.77000,0.363078
40392.78000,0.36308
40392.79000,0.363081
40392.80000,0.363082
40392.81000,0.363083
40392.82000,0.363084
40392.83000,0.363086
40392.84000,0.363087
40392.85000,0.363088
40392.86000,0.363089
40392.87000,0.36309
40392.88000,0.363091
40392.89000,0.363093
40392.90000,0.363094
40392.91000,0.363095
40392.92000,0.363096
40392.93000,0.363097
40392.94000,0.363099
40392.95000,0.3631
40392.96000,0.363101
40392.97000,0.363102
40392.98000,0.363103
40392.99000,0.363104
40393.00000,0.363106
40393.01000,0.363107
40393.02000,0.363108
40393.03000,0.363083
40393.04000,0.363033
40393.05000,0.362982
40393.06000,0.362931
40393.07000,0.362881
40393.08000,0.36283
40393.09000,0.362779
40393.10000,0.362729
40393.11000,0.362678
40393.12000,0.362627
40393.13000,0.362577
40393.14000,0.362526
40393.15000,0.362475
40393.16000,0.362425
40393.17000,0.362374
40393.18000,0.362323
40393.19000,0.362273
40393.20000,0.362222
40393.21000,0.362171
40393.22000,0.362121
40393.23000,0.36207
40393.24000,0.36202
40393.25000,0.361969
40393.26000,0.361918
40393.27000,0.361868
40393.28000,0.361817
40393.29000,0.361766
40393.30000,0.361716
40393.31000,0.361665
40393.32000,0.361614
40393.33000,0.361564
40393.34000,0.361513
40393.35000,0.361462
40393.36000,0.361412
40393.37000,0.361361
40393.38000,0.36131
40393.39000,0.36126
40393.40000,0.361209
40393.41000,0.361158
40393.42000,0.361108
40393.43000,0.361057
40393.44000,0.361006
40393.45000,0.360956
40393.46000,0.360905
40393.47000,0.360854
40393.48000,0.360804
40393.49000,0.360753
40393.50000,0.360703
40393.51000,0.360652
40393.52000,0.360601
40393.53000,0.36058
40393.54000,0.360587
40393.55000,0.360595
40393.56000,0.360602
40393.57000,0.36061
40393.58000,0.360617
40393.59000,0.360625
40393.60000,0.360632
40393.61000,0.36064
40393.62000,0.360647
40393.63000,0.360655
40393.64000,0.360662
40393.65000,0.36067
40393.66000,0.360677
40393.67000,0.360685
40393.68000,0.360692
40393.69000,0.3607
40393.70000,0.360707
40393.71000,0.360715
40393.72000,0.360722
40393.73000,0.36073
40393.74000,0.360737
40393.75000,0.360745
40393.76000,0.360752
40393.77000,0.36076
40393.78000,0.360767
40393.79000,0.360775
40393.80000,0.360782
40393.81000,0.36079
40393.82000,0.360798
40393.83000,0.360805
40393.84000,0.360813
40393.85000,0.36082
40393.86000,0.360828
40393.87000,0.360835
40393.88000,0.360843
40393.89000,0.36085
40393.90000,0.360858
40393.91000,0.360865
40393.92000,0.360873
40393.93000,0.36088
40393.94000,0.360888
40393.95000,0.360895
40393.96000,0.360903
40393.97000,0.36091
40393.98000,0.360918
40393.99000,0.360925
40394.00000,0.360933
40394.01000,0.36094
40394.02000,0.360948
40394.03000,0.360971
40394.04000,0.361011
40394.05000,0.36105
40394.06000,0.36109
40394.07000,0.361129
40394.08000,0.361169
40394.09000,0.361208
40394.10000,0.361248
40394.11000,0.361287
40394.12000,0.362981
40394.13000,0.366239
40394.14000,0.370398
40394.15000,0.373627
40394.16000,0.374631
40394.17000,0.374163
40394.18000,0.372745
40394.19000,0.366731
40394.20000,0.366637
40394.21000,0.366543
40394.22000,0.366449
40394.23000,0.366355
40394.24000,0.366261
40394.25000,0.366168
40394.26000,0.366074
40394.27000,0.36598
40394.28000,0.365886
40394.29000,0.365792
40394.30000,0.365713
40394.31000,0.365635
40394.32000,0.365556
40394.33000,0.365478
40394.34000,0.365399
40394.35000,0.365321
40394.36000,0.365242
40394.37000,0.365167
40394.38000,0.365094
40394.39000,0.365021
40394.40000,0.364948
40394.41000,0.364875
40394.42000,0.364802
40394.43000,0.36473
40394.44000,0.364657
40394.45000,0.364584
40394.46000,0.364511
40394.47000,0.364451
40394.48000,0.364403
40394.49000,0.364355
40394.50000,0.364307
40394.51000,0.364259
40394.52000,0.364211
40394.53000,0.364163
40394.54000,0.364115
40394.55000,0.364068
40394.56000,0.36402
40394.57000,0.363972
40394.58000,0.363924
40394.59000,0.363876
40394.60000,0.363837
40394.61000,0.363844
40394.62000,0.363851
40394.63000,0.363857
40394.64000,0.363864
40394.65000,0.363871
40394.66000,0.363877
40394.67000,0.363884
40394.68000,0.363891
40394.69000,0.363897
40394.70000,0.363904
40394.71000,0.363911
40394.72000,0.363917
40394.73000,0.363924
40394.74000,0.363931
40394.75000,0.363937
40394.76000,0.363944
40394.77000,0.363951
40394.78000,0.363951
40394.79000,0.363942
40394.80000,0.363932
40394.81000,0.363923
40394.82000,0.363914
40394.83000,0.363904
40394.84000,0.363895
40394.85000,0.363886
40394.86000,0.363876
40394.87000,0.363867
40394.88000,0.363858
40394.89000,0.363848
40394.90000,0.363839
40394.91000,0.363829
40394.92000,0.36382
40394.93000,0.363811
40394.94000,0.363801
40394.95000,0.363792
40394.96000,0.363783
40394.97000,0.363773
40394.98000,0.363764
40394.99000,0.363755
40395.00000,0.363745
40395.01000,0.363736
40395.02000,0.363716
40395.03000,0.363691
40395.04000,0.363665
40395.05000,0.36364
40395.06000,0.363615
40395.07000,0.36359
40395.08000,0.363564
40395.09000,0.363539
40395.10000,0.363514
40395.11000,0.363489
40395.12000,0.363464
40395.13000,0.363438
40395.14000,0.363413
40395.15000,0.363388
40395.16000,0.363363
40395.17000,0.363337
40395.18000,0.363312
40395.19000,0.363287
40395.20000,0.363262
40395.21000,0.363236
40395.22000,0.363211
40395.23000,0.363186
40395.24000,0.363161
40395.25000,0.363136
40395.26000,0.36311
40395.27000,0.363085
40395.28000,0.36306
40395.29000,0.363035
40395.30000,0.363009
40395.31000,0.362984
40395.32000,0.362959
40395.33000,0.362943
40395.34000,0.363028
40395.35000,0.363113
40395.36000,0.363198
40395.37000,0.363284
40395.38000,0.363369
40395.39000,0.363454
40395.40000,0.363539
40395.41000,0.363625
40395.42000,0.36371
40395.43000,0.363795
40395.44000,0.36388
40395.45000,0.363966
40395.46000,0.364051
40395.47000,0.364136
40395.48000,0.364221
40395.49000,0.364306
40395.50000,0.364392
40395.51000,0.364477
40395.52000,0.364562
40395.53000,0.364647
40395.54000,0.364733
40395.55000,0.364818
40395.56000,0.364903
40395.57000,0.364988
40395.58000,0.371737
40395.59000,0.379964
40395.60000,0.386536
40395.61000,0.38922
40395.62000,0.389572
40395.63000,0.38893
40395.64000,0.387648
40395.65000,0.386084
40395.66000,0.384744
40395.67000,0.383607
40395.68000,0.382571
40395.69000,0.381559
40395.70000,0.380521
40395.71000,0.379429
40395.72000,0.378269
40395.73000,0.377062
40395.74000,0.37615
40395.75000,0.375451
40395.76000,0.374879
40395.77000,0.374377
40395.78000,0.373791
40395.79000,0.373115
40395.80000,0.372364
40395.81000,0.371565
40395.82000,0.369497
40395.83000,0.369473
40395.84000,0.369448
40395.85000,0.369424
40395.86000,0.369399
40395.87000,0.369374
40395.88000,0.36935
40395.89000,0.369325
40395.90000,0.3693
40395.91000,0.369276
40395.92000,0.369251
40395.93000,0.3692
40395.94000,0.369149
40395.95000,0.369106
40395.96000,0.369082
40395.97000,0.369057
40395.98000,0.369032
40395.99000,0.369013
40396.00000,0.368997
40396.01000,0.368981
40396.02000,0.368964
40396.03000,0.368948
40396.04000,0.368934
40396.05000,0.368921
40396.06000,0.368907
40396.07000,0.368894
40396.08000,0.36888
40396.09000,0.368866
40396.10000,0.368854
40396.11000,0.368841
40396.12000,0.368828
40396.13000,0.368816
40396.14000,0.368803
40396.15000,0.36879
40396.16000,0.368778
40396.17000,0.368765
40396.18000,0.368746
40396.19000,0.368712
40396.20000,0.368678
40396.21000,0.368643
40396.22000,0.368609
40396.23000,0.368575
40396.24000,0.368541
40396.25000,0.368506
40396.26000,0.368472
40396.27000,0.368438
40396.28000,0.368403
40396.29000,0.368367
40396.30000,0.368294
40396.31000,0.368221
40396.32000,0.368148
40396.33000,0.368075
40396.34000,0.368002
40396.35000,0.367929
40396.36000,0.367856
40396.37000,0.367783
40396.38000,0.36771
40396.39000,0.367637
40396.40000,0.367564
40396.41000,0.367491
40396.42000,0.367418
40396.43000,0.367345
40396.44000,0.367275
40396.45000,0.367245
40396.46000,0.367215
40396.47000,0.367185
40396.48000,0.367155
40396.49000,0.367125
40396.50000,0.367095
40396.51000,0.367065
40396.52000,0.367035
40396.53000,0.367005
40396.54000,0.366975
40396.55000,0.366945
40396.56000,0.366915
40396.57000,0.366885
40396.58000,0.366855
40396.59000,0.366825
40396.60000,0.366794
40396.61000,0.366764
40396.62000,0.366734
40396.63000,0.366704
40396.64000,0.366678
40396.65000,0.366685
40396.66000,0.366692
40396.67000,0.366699
40396.68000,0.366705
40396.69000,0.366712
40396.70000,0.366719
40396.71000,0.366726
40396.72000,0.366733
40396.73000,0.36674
40396.74000,0.366747
40396.75000,0.366754
40396.76000,0.366761
40396.77000,0.366768
40396.78000,0.366775
40396.79000,0.366782
40396.80000,0.366789
40396.81000,0.366796
40396.82000,0.366803
40396.83000,0.36681
40396.84000,0.366815
40396.85000,0.366808
40396.86000,0.3668
40396.87000,0.366792
40396.88000,0.366784
40396.89000,0.366776
40396.90000,0.366768
40396.91000,0.366761
40396.92000,0.366753
40396.93000,0.366745
40396.94000,0.366737
40396.95000,0.366729
40396.96000,0.366721
40396.97000,0.366714
40396.98000,0.366706
40396.99000,0.366698
40397.00000,0.36669
40397.01000,0.366682
40397.02000,0.366674
40397.03000,0.366667
40397.04000,0.366658
40397.05000,0.366647
40397.06000,0.366636
40397.07000,0.366624
40397.08000,0.366613
40397.09000,0.366602
40397.10000,0.36659
40397.11000,0.366579
40397.12000,0.366568
40397.13000,0.366556
40397.14000,0.366545
40397.15000,0.366534
40397.16000,0.366522
40397.17000,0.366511
40397.18000,0.3665
40397.19000,0.366488
40397.20000,0.366477
40397.21000,0.366466
40397.22000,0.366454
40397.23000,0.366443
40397.24000,0.366424
40397.25000,0.366364
40397.26000,0.366304
40397.27000,0.366244
40397.28000,0.366184
40397.29000,0.366124
40397.30000,0.366064
40397.31000,0.366004
40397.32000,0.365944
40397.33000,0.365884
40397.34000,0.365824
40397.35000,0.365764
40397.36000,0.365704
40397.37000,0.365644
40397.38000,0.365584
40397.39000,0.365524
40397.40000,0.365464
40397.41000,0.365404
40397.42000,0.365344
40397.43000,0.365284
40397.44000,0.365229
40397.45000,0.365199
40397.46000,0.36517
40397.47000,0.36514
40397.48000,0.36511
40397.49000,0.36508
40397.50000,0.36505
40397.51000,0.365021
40397.52000,0.364991
40397.53000,0.364961
40397.54000,0.364931
40397.55000,0.364901
40397.56000,0.364871
40397.57000,0.364842
40397.58000,0.364812
40397.59000,0.364782
40397.60000,0.364752
40397.61000,0.364722
40397.62000,0.364692
40397.63000,0.364663
40397.64000,0.36464
40397.65000,0.364649
40397.66000,0.364657
40397.67000,0.364665
40397.68000,0.364674
40397.69000,0.364682
40397.70000,0.36469
40397.71000,0.364699
40397.72000,0.364707
40397.73000,0.364715
40397.74000,0.364724
40397.75000,0.364732
40397.76000,0.36474
40397.77000,0.364749
40397.78000,0.364757
40397.79000,0.364765
40397.80000,0.364773
40397.81000,0.364782
40397.82000,0.36479
40397.83000,0.364798
40397.84000,0.364803
40397.85000,0.364796
40397.86000,0.364788
40397.87000,0.364781
40397.88000,0.364773
40397.89000,0.364766
40397.90000,0.364758
40397.91000,0.364751
40397.92000,0.364743
40397.93000,0.364736
40397.94000,0.364728
40397.95000,0.364721
40397.96000,0.364713
40397.97000,0.364706
40397.98000,0.364698
40397.99000,0.364691
40398.00000,0.364683
40398.01000,0.364676
40398.02000,0.364668
40398.03000,0.364661
40398.04000,0.364653
40398.05000,0.364642
40398.06000,0.364631
40398.07000,0.36462
40398.08000,0.364609
40398.09000,0.364599
40398.10000,0.364588
40398.11000,0.364577
40398.12000,0.364566
40398.13000,0.364556
40398.14000,0.364545
40398.15000,0.364534
40398.16000,0.364523
40398.17000,0.364512
40398.18000,0.364502
40398.19000,0.364491
40398.20000,0.36448
40398.21000,0.364469
40398.22000,0.364459
40398.23000,0.364448
40398.24000,0.364424
40398.25000,0.364364
40398.26000,0.364305
40398.27000,0.364246
40398.28000,0.364186
40398.29000,0.364127
40398.30000,0.364067
40398.31000,0.364008
40398.32000,0.363948
40398.33000,0.363889
40398.34000,0.363829
40398.35000,0.36377
40398.36000,0.363711
40398.37000,0.363651
40398.38000,0.363592
40398.39000,0.363532
40398.40000,0.363473
40398.41000,0.363413
40398.42000,0.363354
40398.43000,0.363294
40398.44000,0.363244
40398.45000,0.363215
40398.46000,0.363186
40398.47000,0.363156
40398.48000,0.363127
40398.49000,0.363098
40398.50000,0.363069
40398.51000,0.36304
40398.52000,0.363011
40398.53000,0.362982
40398.54000,0.362952
40398.55000,0.362923
40398.56000,0.362894
40398.57000,0.362865
40398.58000,0.362836
40398.59000,0.362807
40398.60000,0.362778
40398.61000,0.362748
40398.62000,0.362719
40398.63000,0.36269
40398.64000,0.362673
40398.65000,0.362682
40398.66000,0.362691
40398.67000,0.362701
40398.68000,0.36271
40398.69000,0.362719
40398.70000,0.362728
40398.71000,0.362737
40398.72000,0.362746
40398.73000,0.362756
40398.74000,0.362765
40398.75000,0.362774
40398.76000,0.362783
40398.77000,0.362792
40398.78000,0.362801
40398.79000,0.362811
40398.80000,0.36282
40398.81000,0.362829
40398.82000,0.362838
40398.83000,0.362847
40398.84000,0.362851
40398.85000,0.362844
40398.86000,0.362837
40398.87000,0.362829
40398.88000,0.362822
40398.89000,0.362815
40398.90000,0.362808
40398.91000,0.362801
40398.92000,0.362793
40398.93000,0.362786
40398.94000,0.362779
40398.95000,0.362772
40398.96000,0.362765
40398.97000,0.362758
40398.98000,0.36275
40398.99000,0.362743
40399.00000,0.362736
40399.01000,0.362729
40399.02000,0.362722
40399.03000,0.362714
40399.04000,0.362706
40399.05000,0.362696
40399.06000,0.362686
40399.07000,0.362676
40399.08000,0.362665
40399.09000,0.362655
40399.10000,0.362645
40399.11000,0.362635
40399.12000,0.362625
40399.13000,0.362614
40399.14000,0.362604
40399.15000,0.362594
40399.16000,0.362584
40399.17000,0.362573
40399.18000,0.362563
40399.19000,0.362553
40399.20000,0.362543
40399.21000,0.362533
40399.22000,0.362522
40399.23000,0.362512
40399.24000,0.362483
40399.25000,0.362424
40399.26000,0.362365
40399.27000,0.362306
40399.28000,0.362247
40399.29000,0.362188
40399.30000,0.362129
40399.31000,0.362069
40399.32000,0.36201
40399.33000,0.361951
40399.34000,0.361892
40399.35000,0.361833
40399.36000,0.361774
40399.37000,0.361715
40399.38000,0.361656
40399.39000,0.361597
40399.40000,0.361538
40399.41000,0.361478
40399.42000,0.361419
40399.43000,0.36136
40399.44000,0.361314
40399.45000,0.361285
40399.46000,0.361257
40399.47000,0.361229
40399.48000,0.361201
40399.49000,0.361172
40399.50000,0.361144
40399.51000,0.361116
40399.52000,0.361088
40399.53000,0.36106
40399.54000,0.361031
40399.55000,0.361003
40399.56000,0.360975
40399.57000,0.360947
40399.58000,0.360918
40399.59000,0.36089
40399.60000,0.360862
40399.61000,0.360834
40399.62000,0.360806
40399.63000,0.360777
40399.64000,0.360765
40399.65000,0.360775
40399.66000,0.360785
40399.67000,0.360795
40399.68000,0.360805
40399.69000,0.360815
40399.70000,0.360825
40399.71000,0.360835
40399.72000,0.360845
40399.73000,0.360855
40399.74000,0.360864
40399.75000,0.360874
40399.76000,0.360884
40399.77000,0.360894
40399.78000,0.360904
40399.79000,0.360914
40399.80000,0.360924
40399.81000,0.360934
40399.82000,0.360944
40399.83000,0.360954
40399.84000,0.360956
40399.85000,0.360949
40399.86000,0.360942
40399.87000,0.360935
40399.88000,0.360928
40399.89000,0.360921
40399.90000,0.360915
40399.91000,0.360908
40399.92000,0.360901
40399.93000,0.360894
40399.94000,0.360887
40399.95000,0.36088
40399.96000,0.360873
40399.97000,0.360866
40399.98000,0.360859
40399.99000,0.360853
40400.00000,0.360846
40400.01000,0.360839
40400.02000,0.360832
40400.03000,0.360825
40400.04000,0.360817
40400.05000,0.360807
40400.06000,0.360797
40400.07000,0.360788
40400.08000,0.360778
40400.09000,0.360768
40400.10000,0.360758
40400.11000,0.360749
40400.12000,0.360739
40400.13000,0.360729
40400.14000,0.360719
40400.15000,0.36071
40400.16000,0.3607
40400.17000,0.36069
40400.18000,0.360681
40400.19000,0.360671
40400.20000,0.360661
40400.21000,0.360651
40400.22000,0.360642
40400.23000,0.360632
40400.24000,0.360597
40400.25000,0.360538
40400.26000,0.360478
40400.27000,0.360419
40400.28000,0.360359
40400.29000,0.3603
40400.30000,0.36024
40400.31000,0.36018
40400.32000,0.360121
40400.33000,0.360061
40400.34000,0.360002
40400.35000,0.359942
40400.36000,0.359883
40400.37000,0.359823
40400.38000,0.359763
40400.39000,0.359704
40400.40000,0.359644
40400.41000,0.359585
40400.42000,0.359525
40400.43000,0.359465
40400.44000,0.359422
40400.45000,0.359394
40400.46000,0.359366
40400.47000,0.359338
40400.48000,0.35931
40400.49000,0.359281
40400.50000,0.359253
40400.51000,0.359225
40400.52000,0.359197
40400.53000,0.359169
40400.54000,0.359141
40400.55000,0.359113
40400.56000,0.359084
40400.57000,0.359056
40400.58000,0.359028
40400.59000,0.359
40400.60000,0.358972
40400.61000,0.358944
40400.62000,0.358916
40400.63000,0.358887
40400.64000,0.358881
40400.65000,0.358892
40400.66000,0.358903
40400.67000,0.358914
40400.68000,0.358925
40400.69000,0.358936
40400.70000,0.358947
40400.71000,0.358959
40400.72000,0.35897
40400.73000,0.358981
40400.74000,0.358992
40400.75000,0.359003
40400.76000,0.359014
40400.77000,0.359025
40400.78000,0.359037
40400.79000,0.359048
40400.80000,0.359059
40400.81000,0.35907
40400.82000,0.359081
40400.83000,0.359092
40400.84000,0.359094
40400.85000,0.359087
40400.86000,0.359081
40400.87000,0.359074
40400.88000,0.359067
40400.89000,0.359061
40400.90000,0.359054
40400.91000,0.359048
40400.92000,0.359041
40400.93000,0.359035
40400.94000,0.359028
40400.95000,0.359022
40400.96000,0.359015
40400.97000,0.359009
40400.98000,0.359002
40400.99000,0.358996
40401.00000,0.358989
40401.01000,0.358982
40401.02000,0.358976
40401.03000,0.358969
40401.04000,0.358961
40401.05000,0.358952
40401.06000,0.358943
40401.07000,0.358933
40401.08000,0.358924
40401.09000,0.358915
40401.10000,0.358905
40401.11000,0.358896
40401.12000,0.358887
40401.13000,0.358878
40401.14000,0.358868
40401.15000,0.358859
40401.16000,0.35885
40401.17000,0.35884
40401.18000,0.358831
40401.19000,0.358822
40401.20000,0.358813
40401.21000,0.358803
40401.22000,0.358794
40401.23000,0.358785
40401.24000,0.358745
40401.25000,0.358685
40401.26000,0.358625
40401.27000,0.358565
40401.28000,0.358505
40401.29000,0.358444
40401.30000,0.358384
40401.31000,0.358324
40401.32000,0.358264
40401.33000,0.358204
40401.34000,0.358144
40401.35000,0.358084
40401.36000,0.358024
40401.37000,0.357964
40401.38000,0.357904
40401.39000,0.357844
40401.40000,0.357784
40401.41000,0.357724
40401.42000,0.357664
40401.43000,0.357604
40401.44000,0.357565
40401.45000,0.357537
40401.46000,0.357509
40401.47000,0.357482
40401.48000,0.357454
40401.49000,0.357426
40401.50000,0.357399
40401.51000,0.357371
40401.52000,0.357343
40401.53000,0.357316
40401.54000,0.357288
40401.55000,0.35726
40401.56000,0.357233
40401.57000,0.357205
40401.58000,0.357177
40401.59000,0.357149
40401.60000,0.357122
40401.61000,0.357094
40401.62000,0.357066
40401.63000,0.357039
40401.64000,0.357037
40401.65000,0.357049
40401.66000,0.357062
40401.67000,0.357074
40401.68000,0.357086
40401.69000,0.357098
40401.70000,0.357111
40401.71000,0.357123
40401.72000,0.357135
40401.73000,0.357147
40401.74000,0.357159
40401.75000,0.357172
40401.76000,0.357184
40401.77000,0.357196
40401.78000,0.357208
40401.79000,0.357221
40401.80000,0.357233
40401.81000,0.357245
40401.82000,0.357257
40401.83000,0.35727
40401.84000,0.357269
40401.85000,0.357263
40401.86000,0.357257
40401.87000,0.357251
40401.88000,0.357245
40401.89000,0.357239
40401.90000,0.357233
40401.91000,0.357227
40401.92000,0.35722
40401.93000,0.357214
40401.94000,0.357208
40401.95000,0.357202
40401.96000,0.357196
40401.97000,0.35719
40401.98000,0.357184
40401.99000,0.357178
40402.00000,0.357171
40402.01000,0.357165
40402.02000,0.357159
40402.03000,0.357153
40402.04000,0.357155
40402.05000,0.35716
40402.06000,0.357166
40402.07000,0.357171
40402.08000,0.357176
40402.09000,0.357182
40402.10000,0.357187
40402.11000,0.357192
40402.12000,0.357198
40402.13000,0.357203
40402.14000,0.357208
40402.15000,0.357214
40402.16000,0.357219
40402.17000,0.357224
40402.18000,0.35723
40402.19000,0.357235
40402.20000,0.35724
40402.21000,0.357246
40402.22000,0.357251
40402.23000,0.357256
40402.24000,0.362335
40402.25000,0.372319
40402.26000,0.381692
40402.27000,0.388178
40402.28000,0.392303
40402.29000,0.39424
40402.30000,0.395541
40402.31000,0.396541
40402.32000,0.396634
40402.33000,0.395897
40402.34000,0.394218
40402.35000,0.390779
40402.36000,0.372634
40402.37000,0.37226
40402.38000,0.371886
40402.39000,0.371512
40402.40000,0.371137
40402.41000,0.370763
40402.42000,0.370389
40402.43000,0.370015
40402.44000,0.369641
40402.45000,0.369266
40402.46000,0.368892
40402.47000,0.368812
40402.48000,0.368732
40402.49000,0.368653
40402.50000,0.368573
40402.51000,0.368493
40402.52000,0.368413
40402.53000,0.368333
40402.54000,0.368253
40402.55000,0.368173
40402.56000,0.368093
40402.57000,0.368092
40402.58000,0.36809
40402.59000,0.368088
40402.60000,0.368087
40402.61000,0.368085
40402.62000,0.368084
40402.63000,0.368082
40402.64000,0.36808
40402.65000,0.368079
40402.66000,0.368077
40402.67000,0.368112
40402.68000,0.368147
40402.69000,0.368182
40402.70000,0.369413
40402.71000,0.372269
40402.72000,0.37597
40402.73000,0.37934
40402.74000,0.380921
40402.75000,0.381441
40402.76000,0.381432
40402.77000,0.381163
40402.78000,0.380227
40402.79000,0.378766
40402.80000,0.376918
40402.81000,0.374783
40402.82000,0.369902
40402.83000,0.369824
40402.84000,0.369745
40402.85000,0.369667
40402.86000,0.369589
40402.87000,0.369511
40402.88000,0.369433
40402.89000,0.369354
40402.90000,0.369276
40402.91000,0.369198
40402.92000,0.36912
40402.93000,0.369111
40402.94000,0.369103
40402.95000,0.369094
40402.96000,0.369086
40402.97000,0.369077
40402.98000,0.369068
40402.99000,0.36906
40403.00000,0.369051
40403.01000,0.369043
40403.02000,0.369034
40403.03000,0.369025
40403.04000,0.369017
40403.05000,0.369008
40403.06000,0.369073
40403.07000,0.369175
40403.08000,0.369277
40403.09000,0.369379
40403.10000,0.36948
40403.11000,0.369582
40403.12000,0.372025
40403.13000,0.375951
40403.14000,0.380042
40403.15000,0.38267
40403.16000,0.38333
40403.17000,0.382956
40403.18000,0.382035
40403.19000,0.380778
40403.20000,0.379282
40403.21000,0.377585
40403.22000,0.375705
40403.23000,0.369764
40403.24000,0.369667
40403.25000,0.369569
40403.26000,0.369471
40403.27000,0.369374
40403.28000,0.369276
40403.29000,0.369178
40403.30000,0.36908
40403.31000,0.368983
40403.32000,0.368885
40403.33000,0.368787
40403.34000,0.36872
40403.35000,0.368652
40403.36000,0.368584
40403.37000,0.368517
40403.38000,0.368449
40403.39000,0.368382
40403.40000,0.368314
40403.41000,0.368245
40403.42000,0.368174
40403.43000,0.368103
40403.44000,0.368032
40403.45000,0.367961
40403.46000,0.36789
40403.47000,0.367819
40403.48000,0.367748
40403.49000,0.367697
40403.50000,0.367647
40403.51000,0.367596
40403.52000,0.367545
40403.53000,0.367494
40403.54000,0.367444
40403.55000,0.367393
40403.56000,0.367342
40403.57000,0.367292
40403.58000,0.367241
40403.59000,0.367232
40403.60000,0.367223
40403.61000,0.367214
40403.62000,0.367206
40403.63000,0.367197
40403.64000,0.367188
40403.65000,0.367179
40403.66000,0.36717
40403.67000,0.367161
40403.68000,0.367153
40403.69000,0.367144
40403.70000,0.367135
40403.71000,0.367126
40403.72000,0.367121
40403.73000,0.367118
40403.74000,0.367115
40403.75000,0.367112
40403.76000,0.367109
40403.77000,0.367106
40403.78000,0.367103
40403.79000,0.3671
40403.80000,0.367096
40403.81000,0.367093
40403.82000,0.36709
40403.83000,0.367087
40403.84000,0.367084
40403.85000,0.367081
40403.86000,0.367078
40403.87000,0.367075
40403.88000,0.367072
40403.89000,0.367069
40403.90000,0.367058
40403.91000,0.367046
40403.92000,0.367035
40403.93000,0.367023
40403.94000,0.367012
40403.95000,0.367
40403.96000,0.366989
40403.97000,0.366978
40403.98000,0.366966
40403.99000,0.366955
40404.00000,0.366943
40404.01000,0.366932
40404.02000,0.36692
40404.03000,0.366909
40404.04000,0.366897
40404.05000,0.366886
40404.06000,0.366874
40404.07000,0.366863
40404.08000,0.366851
40404.09000,0.36684
40404.10000,0.366828
40404.11000,0.366817
40404.12000,0.366805
40404.13000,0.366786
40404.14000,0.366733
40404.15000,0.366681
40404.16000,0.366628
40404.17000,0.366576
40404.18000,0.366524
40404.19000,0.366471
40404.20000,0.366419
40404.21000,0.366366
40404.22000,0.366314
40404.23000,0.366261
40404.24000,0.366209
40404.25000,0.366156
40404.26000,0.366104
40404.27000,0.366051
40404.28000,0.365999
40404.29000,0.365946
40404.30000,0.365894
40404.31000,0.365841
40404.32000,0.365789
40404.33000,0.365736
40404.34000,0.365684
40404.35000,0.365631
40404.36000,0.365579
40404.37000,0.365526
40404.38000,0.365474
40404.39000,0.365421
40404.40000,0.365369
40404.41000,0.365316
40404.42000,0.365264
40404.43000,0.365211
40404.44000,0.365159
40404.45000,0.365136
40404.46000,0.365136
40404.47000,0.365135
40404.48000,0.365134
40404.49000,0.365134
40404.50000,0.365133
40404.51000,0.365132
40404.52000,0.365131
40404.53000,0.365131
40404.54000,0.36513
40404.55000,0.365129
40404.56000,0.365129
40404.57000,0.365128
40404.58000,0.365127
40404.59000,0.365127
40404.60000,0.365126
40404.61000,0.365125
40404.62000,0.365124
40404.63000,0.365124
40404.64000,0.365123
40404.65000,0.365122
40404.66000,0.365122
40404.67000,0.365121
40404.68000,0.36512
40404.69000,0.36512
40404.70000,0.365119
40404.71000,0.365118
40404.72000,0.365117
40404.73000,0.365117
40404.74000,0.365116
40404.75000,0.365115
40404.76000,0.365115
40404.77000,0.365109
40404.78000,0.365103
40404.79000,0.365097
40404.80000,0.365091
40404.81000,0.365086
40404.82000,0.36508
40404.83000,0.365074
40404.84000,0.365068
40404.85000,0.365062
40404.86000,0.365056
40404.87000,0.365051
40404.88000,0.365045
40404.89000,0.365039
40404.90000,0.365033
40404.91000,0.365027
40404.92000,0.365021
40404.93000,0.365016
40404.94000,0.36501
40404.95000,0.365004
40404.96000,0.364998
40404.97000,0.364992
40404.98000,0.364986
40404.99000,0.364981
40405.00000,0.364975
40405.01000,0.364969
40405.02000,0.364963
40405.03000,0.364957
40405.04000,0.364951
40405.05000,0.364946
40405.06000,0.36494
40405.07000,0.364934
40405.08000,0.364929
40405.09000,0.364926
40405.10000,0.364923
40405.11000,0.36492
40405.12000,0.364917
40405.13000,0.364914
40405.14000,0.364911
40405.15000,0.364908
40405.16000,0.364904
40405.17000,0.364901
40405.18000,0.364898
40405.19000,0.364895
40405.20000,0.364892
40405.21000,0.364889
40405.22000,0.364886
40405.23000,0.364883
40405.24000,0.36488
40405.25000,0.364877
