t, Obs_Soil Moisture_expression
40207.92000,0.363618
40207.93000,0.363617
40207.94000,0.363615
40207.95000,0.363613
40207.96000,0.363611
40207.97000,0.363609
40207.98000,0.363607
40207.99000,0.363605
40208.00000,0.363604
40208.01000,0.363602
40208.02000,0.3636
40208.03000,0.363598
40208.04000,0.363596
40208.05000,0.363594
40208.06000,0.363592
40208.07000,0.363591
40208.08000,0.363589
40208.09000,0.363587
40208.10000,0.363585
40208.11000,0.363583
40208.12000,0.363581
40208.13000,0.363579
40208.14000,0.363577
40208.15000,0.363576
40208.16000,0.363574
40208.17000,0.363572
40208.18000,0.36357
40208.19000,0.363568
40208.20000,0.363566
40208.21000,0.363564
40208.22000,0.363563
40208.23000,0.363561
40208.24000,0.363559
40208.25000,0.363557
40208.26000,0.363555
40208.27000,0.363553
40208.28000,0.363551
40208.29000,0.36355
40208.30000,0.363548
40208.31000,0.363546
40208.32000,0.363543
40208.33000,0.363538
40208.34000,0.363534
40208.35000,0.363529
40208.36000,0.363525
40208.37000,0.363521
40208.38000,0.363516
40208.39000,0.363512
40208.40000,0.363507
40208.41000,0.36395
40208.42000,0.365158
40208.43000,0.367075
40208.44000,0.369229
40208.45000,0.370778
40208.46000,0.371771
40208.47000,0.372369
40208.48000,0.374131
40208.49000,0.374156
40208.50000,0.374182
40208.51000,0.374207
40208.52000,0.374232
40208.53000,0.374258
40208.54000,0.374079
40208.55000,0.373728
40208.56000,0.37298
40208.57000,0.372437
40208.58000,0.37203
40208.59000,0.371747
40208.60000,0.371545
40208.61000,0.371344
40208.62000,0.371086
40208.63000,0.370768
40208.64000,0.370422
40208.65000,0.370134
40208.66000,0.369993
40208.67000,0.370014
40208.68000,0.370174
40208.69000,0.370379
40208.70000,0.370482
40208.71000,0.37044
40208.72000,0.370078
40208.73000,0.369303
40208.74000,0.369288
40208.75000,0.369273
40208.76000,0.369258
40208.77000,0.369243
40208.78000,0.369228
40208.79000,0.369213
40208.80000,0.369197
40208.81000,0.369182
40208.82000,0.369167
40208.83000,0.369147
40208.84000,0.369112
40208.85000,0.369077
40208.86000,0.369051
40208.87000,0.369031
40208.88000,0.369011
40208.89000,0.368991
40208.90000,0.368976
40208.91000,0.368961
40208.92000,0.368946
40208.93000,0.368931
40208.94000,0.368916
40208.95000,0.368903
40208.96000,0.36889
40208.97000,0.368877
40208.98000,0.368863
40208.99000,0.36885
40209.00000,0.368837
40209.01000,0.368824
40209.02000,0.368811
40209.03000,0.368799
40209.04000,0.368786
40209.05000,0.368773
40209.06000,0.368761
40209.07000,0.368748
40209.08000,0.368735
40209.09000,0.368723
40209.10000,0.36871
40209.11000,0.368698
40209.12000,0.368686
40209.13000,0.368673
40209.14000,0.368661
40209.15000,0.368649
40209.16000,0.368636
40209.17000,0.368624
40209.18000,0.368612
40209.19000,0.368599
40209.20000,0.368585
40209.21000,0.368566
40209.22000,0.368547
40209.23000,0.368528
40209.24000,0.368509
40209.25000,0.36849
40209.26000,0.368471
40209.27000,0.368452
40209.28000,0.368433
40209.29000,0.368414
40209.30000,0.368395
40209.31000,0.368375
40209.32000,0.368356
40209.33000,0.368337
40209.34000,0.368318
40209.35000,0.368291
40209.36000,0.368247
40209.37000,0.368202
40209.38000,0.368158
40209.39000,0.368113
40209.40000,0.368069
40209.41000,0.368024
40209.42000,0.367979
40209.43000,0.367935
40209.44000,0.36789
40209.45000,0.367846
40209.46000,0.367801
40209.47000,0.367757
40209.48000,0.367712
40209.49000,0.367668
40209.50000,0.367634
40209.51000,0.367621
40209.52000,0.367608
40209.53000,0.367595
40209.54000,0.367582
40209.55000,0.367569
40209.56000,0.367556
40209.57000,0.367543
40209.58000,0.36753
40209.59000,0.367517
40209.60000,0.367504
40209.61000,0.367491
40209.62000,0.367478
40209.63000,0.367465
40209.64000,0.367452
40209.65000,0.367444
40209.66000,0.367445
40209.67000,0.367446
40209.68000,0.367447
40209.69000,0.367448
40209.70000,0.367449
40209.71000,0.367449
40209.72000,0.36745
40209.73000,0.367451
40209.74000,0.367452
40209.75000,0.367453
40209.76000,0.367454
40209.77000,0.367455
40209.78000,0.367455
40209.79000,0.367456
40209.80000,0.367454
40209.81000,0.367446
40209.82000,0.367438
40209.83000,0.367429
40209.84000,0.367421
40209.85000,0.367413
40209.86000,0.367405
40209.87000,0.367397
40209.88000,0.367389
40209.89000,0.36738
40209.90000,0.367372
40209.91000,0.367364
40209.92000,0.367356
40209.93000,0.367348
40209.94000,0.36734
40209.95000,0.367331
40209.96000,0.367322
40209.97000,0.367313
40209.98000,0.367305
40209.99000,0.367296
40210.00000,0.367287
40210.01000,0.367278
40210.02000,0.367269
40210.03000,0.36726
40210.04000,0.367251
40210.05000,0.367243
40210.06000,0.367234
40210.07000,0.367225
40210.08000,0.367216
40210.09000,0.367207
40210.10000,0.367198
40210.11000,0.367189
40210.12000,0.36718
40210.13000,0.367171
40210.14000,0.367162
40210.15000,0.367153
40210.16000,0.367145
40210.17000,0.367136
40210.18000,0.367127
40210.19000,0.367118
40210.20000,0.367109
40210.21000,0.3671
40210.22000,0.367091
40210.23000,0.367082
40210.24000,0.367073
40210.25000,0.367054
40210.26000,0.367022
40210.27000,0.366989
40210.28000,0.366957
40210.29000,0.366924
40210.30000,0.366891
40210.31000,0.366859
40210.32000,0.366826
40210.33000,0.366794
40210.34000,0.366761
40210.35000,0.366728
40210.36000,0.366696
40210.37000,0.366663
40210.38000,0.366631
40210.39000,0.366598
40210.40000,0.366563
40210.41000,0.366525
40210.42000,0.366487
40210.43000,0.366449
40210.44000,0.366411
40210.45000,0.366373
40210.46000,0.366335
40210.47000,0.366296
40210.48000,0.366258
40210.49000,0.36622
40210.50000,0.366182
40210.51000,0.366144
40210.52000,0.366106
