t, Obs_Pond water depth (m)_expression
40350.32000,0
40350.33000,0
40350.34000,0
40350.35000,0
40350.36000,0
40350.37000,0
40350.38000,0
40350.39000,0
40350.40000,0
40350.41000,0
40350.42000,0
40350.43000,0
40350.44000,0
40350.45000,0
40350.46000,0
40350.47000,0
40350.48000,0
40350.49000,0
40350.50000,0
40350.51000,0
40350.52000,0
40350.53000,0
40350.54000,0
40350.55000,0
40350.56000,0
40350.57000,0
40350.58000,0
40350.59000,0
40350.60000,0
40350.61000,0
40350.62000,0
40350.63000,0
40350.64000,0
40350.65000,0
40350.66000,0
40350.67000,0
40350.68000,0
40350.69000,0
40350.70000,0
40350.71000,0
40350.72000,0
40350.73000,0
40350.74000,0
40350.75000,0
40350.76000,0
40350.77000,0
40350.78000,0
40350.79000,0
40350.80000,0
40350.81000,0
40350.82000,0
40350.83000,0
40350.84000,0
40350.85000,0
40350.86000,0
40350.87000,0
40350.88000,0
40350.89000,0
40350.90000,0
40350.91000,0
40350.92000,0
40350.93000,0
40350.94000,0
40350.95000,0
40350.96000,0
40350.97000,0
40350.98000,0
40350.99000,0
40351.00000,0
40351.01000,0
40351.02000,0
40351.03000,0
40351.04000,0
40351.05000,0
40351.06000,0
40351.07000,0
40351.08000,0
40351.09000,0
40351.10000,0
40351.11000,0
40351.12000,0
40351.13000,0
40351.14000,0
40351.15000,0
40351.16000,0
40351.17000,0
40351.18000,0
40351.19000,0
40351.20000,0
40351.21000,0
40351.22000,0
40351.23000,0
40351.24000,0
40351.25000,0
40351.26000,0
40351.27000,0
40351.28000,0
40351.29000,0
40351.30000,0
40351.31000,0
40351.32000,0
40351.33000,0
40351.34000,0
40351.35000,0
40351.36000,0
40351.37000,0
40351.38000,0
40351.39000,0
40351.40000,0
40351.41000,0
40351.42000,0
40351.43000,0
40351.44000,0
40351.45000,0
40351.46000,0
40351.47000,0
40351.48000,0
40351.49000,0
40351.50000,0
40351.51000,0
40351.52000,0
40351.53000,1.6783e-11
40351.54000,0.000131808
40351.55000,0.000263616
40351.56000,0.000395424
40351.57000,0.000527231
40351.58000,0.000659039
40351.59000,0.000790847
40351.60000,0.000922655
40351.61000,0.00105446
40351.62000,0.00118627
40351.63000,0.00131808
40351.64000,0.00144989
40351.65000,0.00158169
40351.66000,0.0017135
40351.67000,0.00184531
40351.68000,0.00197712
40351.69000,0.00210893
40351.70000,0.00224073
40351.71000,0.00237254
40351.72000,0.00250435
40351.73000,0.00263616
40351.74000,0.00276797
40351.75000,0.00289977
40351.76000,0.00303158
40351.77000,0.00316339
40351.78000,0.0032952
40351.79000,0.011036
40351.80000,0.0240548
40351.81000,0.041511
40351.82000,0.0455969
40351.83000,0.0387358
40351.84000,0.0261162
40351.85000,0.0120055
40351.86000,0.00277845
40351.87000,0.00200459
40351.88000,0.00123074
40351.89000,0.00102938
40351.90000,0.000828029
40351.91000,0.000668535
40351.92000,0.000592761
40351.93000,0.000516986
40351.94000,0.000441211
40351.95000,0.000399184
40351.96000,0.000366799
40351.97000,0.000334414
40351.98000,0.000302029
40351.99000,0.000270296
40352.00000,0.000255533
40352.01000,0.00024077
40352.02000,0.000226006
40352.03000,0.000211243
40352.04000,0.00019648
40352.05000,0.000181716
40352.06000,0.000172506
40352.07000,0.000165497
40352.08000,0.000158488
40352.09000,0.00015148
40352.10000,0.000144471
40352.11000,0.000137462
40352.12000,0.000130454
40352.13000,0.000123445
40352.14000,0.000117465
40352.15000,0.000114029
40352.16000,0.000110594
40352.17000,0.000107158
40352.18000,0.000103722
40352.19000,0.000100286
40352.20000,9.68498e-05
40352.21000,9.34139e-05
40352.22000,8.99779e-05
40352.23000,8.6542e-05
40352.24000,8.31061e-05
40352.25000,7.97558e-05
40352.26000,7.80076e-05
40352.27000,7.62593e-05
40352.28000,7.45111e-05
40352.29000,7.27628e-05
40352.30000,7.10146e-05
40352.31000,6.92664e-05
40352.32000,6.75181e-05
40352.33000,6.57699e-05
40352.34000,6.40217e-05
40352.35000,6.22734e-05
40352.36000,6.05252e-05
40352.37000,5.8777e-05
40352.38000,5.70287e-05
40352.39000,5.52805e-05
40352.40000,5.35916e-05
40352.41000,5.27205e-05
40352.42000,5.18493e-05
40352.43000,5.09782e-05
40352.44000,5.01071e-05
40352.45000,4.92359e-05
40352.46000,4.83648e-05
40352.47000,4.74937e-05
40352.48000,4.66226e-05
40352.49000,4.57514e-05
40352.50000,4.48803e-05
40352.51000,4.40092e-05
40352.52000,4.3138e-05
40352.53000,4.22669e-05
40352.54000,4.13958e-05
40352.55000,4.05246e-05
40352.56000,3.96535e-05
40352.57000,3.87824e-05
40352.58000,3.79112e-05
40352.59000,3.70401e-05
40352.60000,3.62103e-05
40352.61000,3.57977e-05
40352.62000,3.53851e-05
40352.63000,3.49725e-05
40352.64000,3.45598e-05
40352.65000,3.41472e-05
40352.66000,3.37346e-05
40352.67000,3.33219e-05
40352.68000,3.29093e-05
40352.69000,3.24967e-05
40352.70000,3.2084e-05
40352.71000,3.16714e-05
40352.72000,3.12588e-05
40352.73000,3.08461e-05
40352.74000,3.04335e-05
40352.75000,3.00209e-05
40352.76000,2.96083e-05
40352.77000,2.91956e-05
40352.78000,2.8783e-05
40352.79000,2.83704e-05
40352.80000,2.79577e-05
40352.81000,2.75451e-05
40352.82000,2.71325e-05
40352.83000,2.67198e-05
40352.84000,2.63072e-05
40352.85000,2.58946e-05
40352.86000,2.54819e-05
40352.87000,2.51702e-05
40352.88000,2.498e-05
40352.89000,2.47897e-05
40352.90000,2.45995e-05
40352.91000,2.44092e-05
40352.92000,2.4219e-05
40352.93000,2.40288e-05
40352.94000,2.38385e-05
40352.95000,2.36483e-05
40352.96000,2.3458e-05
40352.97000,2.32678e-05
40352.98000,2.30776e-05
40352.99000,2.28873e-05
40353.00000,2.26971e-05
40353.01000,2.25068e-05
40353.02000,2.23166e-05
40353.03000,2.21264e-05
40353.04000,2.19361e-05
40353.05000,2.17459e-05
40353.06000,2.15557e-05
40353.07000,2.13654e-05
40353.08000,2.11752e-05
40353.09000,2.09849e-05
40353.10000,2.07947e-05
40353.11000,2.06045e-05
40353.12000,2.04142e-05
40353.13000,2.0224e-05
40353.14000,2.00337e-05
40353.15000,1.98435e-05
40353.16000,1.96533e-05
40353.17000,1.9463e-05
40353.18000,1.92728e-05
40353.19000,1.90825e-05
40353.20000,1.88923e-05
40353.21000,1.87021e-05
40353.22000,1.85118e-05
40353.23000,1.8356e-05
40353.24000,1.82024e-05
40353.25000,1.80488e-05
40353.26000,1.78952e-05
40353.27000,1.77416e-05
40353.28000,1.7588e-05
40353.29000,1.74344e-05
40353.30000,1.72808e-05
40353.31000,1.71272e-05
40353.32000,1.69736e-05
40353.33000,1.682e-05
40353.34000,1.66664e-05
40353.35000,1.65128e-05
40353.36000,1.63592e-05
40353.37000,1.62056e-05
40353.38000,1.6052e-05
40353.39000,1.58985e-05
40353.40000,1.57449e-05
40353.41000,1.55913e-05
40353.42000,1.54377e-05
40353.43000,1.52841e-05
40353.44000,1.51305e-05
40353.45000,1.49769e-05
40353.46000,1.48233e-05
40353.47000,1.46697e-05
40353.48000,1.45161e-05
40353.49000,1.43625e-05
40353.50000,1.42089e-05
40353.51000,1.40553e-05
40353.52000,1.39017e-05
40353.53000,1.37481e-05
40353.54000,1.35945e-05
40353.55000,1.34409e-05
40353.56000,1.32873e-05
40353.57000,1.31337e-05
40353.58000,1.30252e-05
40353.59000,1.29782e-05
40353.60000,1.29312e-05
40353.61000,1.28841e-05
40353.62000,1.28371e-05
40353.63000,1.27901e-05
40353.64000,1.27431e-05
40353.65000,1.2696e-05
40353.66000,1.2649e-05
40353.67000,1.2602e-05
40353.68000,1.2555e-05
40353.69000,1.2508e-05
40353.70000,1.24609e-05
40353.71000,1.24139e-05
40353.72000,1.23669e-05
40353.73000,1.23199e-05
40353.74000,1.22728e-05
40353.75000,1.22258e-05
40353.76000,1.21788e-05
40353.77000,1.21318e-05
40353.78000,1.20847e-05
40353.79000,1.20377e-05
40353.80000,1.19907e-05
40353.81000,1.19437e-05
40353.82000,1.18967e-05
40353.83000,1.18496e-05
40353.84000,1.18026e-05
40353.85000,1.17556e-05
40353.86000,1.17086e-05
40353.87000,1.16615e-05
40353.88000,1.16145e-05
40353.89000,1.15675e-05
40353.90000,1.15205e-05
40353.91000,1.14734e-05
40353.92000,1.14264e-05
40353.93000,1.13794e-05
40353.94000,1.13033e-05
40353.95000,1.12242e-05
40353.96000,1.11451e-05
40353.97000,1.1066e-05
40353.98000,1.09869e-05
40353.99000,1.09078e-05
40354.00000,1.08287e-05
40354.01000,1.07496e-05
40354.02000,1.06705e-05
40354.03000,1.05915e-05
40354.04000,1.05124e-05
40354.05000,1.04333e-05
40354.06000,1.03542e-05
40354.07000,1.02751e-05
40354.08000,1.0196e-05
40354.09000,1.01169e-05
40354.10000,1.00378e-05
40354.11000,9.95871e-06
40354.12000,9.87962e-06
40354.13000,9.80053e-06
40354.14000,9.72144e-06
40354.15000,9.64234e-06
40354.16000,9.56325e-06
40354.17000,9.48416e-06
40354.18000,9.40507e-06
40354.19000,9.32597e-06
40354.20000,9.24688e-06
40354.21000,9.16779e-06
40354.22000,9.0887e-06
40354.23000,9.00961e-06
40354.24000,8.93051e-06
40354.25000,8.85142e-06
40354.26000,8.77233e-06
40354.27000,8.69324e-06
40354.28000,8.61414e-06
40354.29000,8.53241e-06
40354.30000,8.44657e-06
40354.31000,8.36072e-06
40354.32000,8.27488e-06
40354.33000,8.18904e-06
40354.34000,8.1032e-06
40354.35000,8.01735e-06
40354.36000,7.93151e-06
40354.37000,7.84567e-06
40354.38000,7.75983e-06
40354.39000,7.67399e-06
40354.40000,7.58814e-06
40354.41000,7.5023e-06
40354.42000,7.41646e-06
40354.43000,7.33062e-06
40354.44000,7.24478e-06
40354.45000,7.15893e-06
40354.46000,7.07309e-06
40354.47000,6.98725e-06
40354.48000,6.90141e-06
40354.49000,6.81556e-06
40354.50000,6.72972e-06
40354.51000,6.64388e-06
40354.52000,6.55804e-06
40354.53000,6.4722e-06
40354.54000,6.38635e-06
40354.55000,6.30051e-06
40354.56000,6.21467e-06
40354.57000,6.12883e-06
40354.58000,6.04298e-06
40354.59000,5.95714e-06
40354.60000,5.8713e-06
40354.61000,5.78546e-06
40354.62000,5.69962e-06
40354.63000,5.61377e-06
40354.64000,5.52793e-06
40354.65000,5.52844e-06
40354.66000,5.54113e-06
40354.67000,5.55382e-06
40354.68000,5.56651e-06
40354.69000,5.5792e-06
40354.70000,5.59189e-06
40354.71000,5.60458e-06
40354.72000,5.61727e-06
40354.73000,5.62996e-06
40354.74000,5.64265e-06
40354.75000,5.65534e-06
40354.76000,5.66803e-06
40354.77000,5.68072e-06
40354.78000,5.69341e-06
40354.79000,5.7061e-06
40354.80000,5.71879e-06
40354.81000,5.73148e-06
40354.82000,5.74417e-06
40354.83000,5.75686e-06
40354.84000,5.76955e-06
40354.85000,5.78224e-06
40354.86000,5.79493e-06
40354.87000,5.80762e-06
40354.88000,5.82031e-06
40354.89000,5.833e-06
40354.90000,5.84569e-06
40354.91000,5.85838e-06
40354.92000,5.87107e-06
40354.93000,5.88376e-06
40354.94000,5.89645e-06
40354.95000,5.90913e-06
40354.96000,5.92182e-06
40354.97000,5.93451e-06
40354.98000,5.9472e-06
40354.99000,5.95989e-06
40355.00000,5.93435e-06
40355.01000,5.8411e-06
40355.02000,5.74784e-06
40355.03000,5.65459e-06
40355.04000,5.56134e-06
40355.05000,5.46809e-06
40355.06000,5.37484e-06
40355.07000,5.28159e-06
40355.08000,5.18834e-06
40355.09000,5.09509e-06
40355.10000,5.00183e-06
40355.11000,4.90858e-06
40355.12000,4.81533e-06
40355.13000,4.72208e-06
40355.14000,4.62883e-06
40355.15000,4.53558e-06
40355.16000,4.44233e-06
40355.17000,4.34907e-06
40355.18000,4.25582e-06
40355.19000,4.16257e-06
40355.20000,4.06932e-06
40355.21000,3.97607e-06
40355.22000,3.88282e-06
40355.23000,3.78957e-06
40355.24000,3.69632e-06
40355.25000,3.60306e-06
40355.26000,3.50981e-06
40355.27000,3.41656e-06
40355.28000,3.32331e-06
40355.29000,3.23006e-06
40355.30000,3.13681e-06
40355.31000,3.04356e-06
40355.32000,2.9503e-06
40355.33000,2.85705e-06
40355.34000,2.7638e-06
40355.35000,2.67055e-06
40355.36000,2.62895e-06
40355.37000,2.59679e-06
40355.38000,2.56463e-06
40355.39000,2.53247e-06
40355.40000,2.50031e-06
40355.41000,2.46814e-06
40355.42000,2.43598e-06
40355.43000,2.40382e-06
40355.44000,2.37166e-06
40355.45000,2.3395e-06
40355.46000,2.30734e-06
40355.47000,2.27518e-06
40355.48000,2.24302e-06
40355.49000,2.21086e-06
40355.50000,2.1787e-06
40355.51000,2.14654e-06
40355.52000,2.11438e-06
40355.53000,2.08221e-06
40355.54000,2.05005e-06
40355.55000,2.01789e-06
40355.56000,1.98573e-06
40355.57000,1.95357e-06
40355.58000,1.92141e-06
40355.59000,1.88925e-06
40355.60000,1.85709e-06
40355.61000,1.82493e-06
40355.62000,1.79277e-06
40355.63000,1.76061e-06
40355.64000,1.72845e-06
40355.65000,1.69628e-06
40355.66000,1.66412e-06
40355.67000,1.63196e-06
40355.68000,1.5998e-06
40355.69000,1.56764e-06
40355.70000,1.53548e-06
40355.71000,1.52111e-06
40355.72000,1.54287e-06
40355.73000,1.56463e-06
40355.74000,1.58638e-06
40355.75000,1.60814e-06
40355.76000,1.6299e-06
40355.77000,1.65165e-06
40355.78000,1.67341e-06
40355.79000,1.69516e-06
40355.80000,1.71692e-06
40355.81000,1.73868e-06
40355.82000,1.76043e-06
40355.83000,1.78219e-06
40355.84000,1.80395e-06
40355.85000,1.8257e-06
40355.86000,1.84746e-06
40355.87000,1.86922e-06
40355.88000,1.89097e-06
40355.89000,1.91273e-06
40355.90000,1.93449e-06
40355.91000,1.95624e-06
40355.92000,1.978e-06
40355.93000,1.99976e-06
40355.94000,2.02151e-06
40355.95000,2.04327e-06
40355.96000,2.06502e-06
40355.97000,2.08678e-06
40355.98000,2.10854e-06
40355.99000,2.13029e-06
40356.00000,2.15205e-06
40356.01000,2.17381e-06
40356.02000,2.19556e-06
40356.03000,2.21732e-06
40356.04000,2.23908e-06
40356.05000,2.26083e-06
40356.06000,2.28259e-06
40356.07000,2.23418e-06
40356.08000,2.1698e-06
40356.09000,2.10541e-06
40356.10000,2.04103e-06
40356.11000,1.97664e-06
40356.12000,1.91226e-06
40356.13000,1.84788e-06
40356.14000,1.78349e-06
40356.15000,1.71911e-06
40356.16000,1.65472e-06
40356.17000,1.59034e-06
40356.18000,1.52596e-06
40356.19000,1.46157e-06
40356.20000,1.39719e-06
40356.21000,1.3328e-06
40356.22000,1.26842e-06
40356.23000,1.20404e-06
40356.24000,1.13965e-06
40356.25000,1.07527e-06
40356.26000,1.01088e-06
40356.27000,9.46501e-07
40356.28000,8.82117e-07
40356.29000,8.17733e-07
40356.30000,7.53349e-07
40356.31000,6.88965e-07
40356.32000,6.24581e-07
40356.33000,5.60197e-07
40356.34000,4.95814e-07
40356.35000,4.3143e-07
40356.36000,3.67046e-07
40356.37000,3.02662e-07
40356.38000,2.38278e-07
40356.39000,1.73894e-07
40356.40000,1.0951e-07
40356.41000,4.51262e-08
40356.42000,0
40356.43000,0
40356.44000,0
40356.45000,0
40356.46000,0
40356.47000,0
40356.48000,0
40356.49000,0
40356.50000,0
40356.51000,0
40356.52000,0
40356.53000,0
40356.54000,0
40356.55000,0
40356.56000,0
40356.57000,0
40356.58000,0
40356.59000,0
40356.60000,0
40356.61000,0
40356.62000,0
40356.63000,0
40356.64000,0
40356.65000,0
40356.66000,0
40356.67000,0
40356.68000,0
40356.69000,0
40356.70000,0
40356.71000,0
40356.72000,0
40356.73000,0
40356.74000,0
40356.75000,0
40356.76000,0
40356.77000,0
40356.78000,0
40356.79000,0
40356.80000,0
40356.81000,0
40356.82000,0
40356.83000,0
40356.84000,0
40356.85000,0
40356.86000,0
40356.87000,0
40356.88000,0
40356.89000,0
40356.90000,0
40356.91000,0
40356.92000,0
40356.93000,0
40356.94000,0
40356.95000,0
40356.96000,0
40356.97000,0
40356.98000,0
40356.99000,0
40357.00000,0
40357.01000,0
40357.02000,0
40357.03000,0
40357.04000,0
40357.05000,0
40357.06000,0
40357.07000,0
40357.08000,0
40357.09000,0
40357.10000,0
40357.11000,0
40357.12000,0
40357.13000,0
40357.14000,0
40357.15000,0
40357.16000,0
40357.17000,0
40357.18000,0
40357.19000,0
40357.20000,0
40357.21000,0
40357.22000,0
40357.23000,0
40357.24000,0
40357.25000,0
40357.26000,0
40357.27000,0
40357.28000,0
40357.29000,0
40357.30000,0
40357.31000,0
40357.32000,0
40357.33000,0
40357.34000,0
40357.35000,0
40357.36000,0
40357.37000,0
40357.38000,0
40357.39000,0
40357.40000,0
40357.41000,0
40357.42000,0
40357.43000,0
40357.44000,0
40357.45000,0
40357.46000,0
40357.47000,0
40357.48000,0
40357.49000,0.00107018
40357.50000,0.00249187
40357.51000,0.00391356
40357.52000,0.00533526
40357.53000,0.00675695
40357.54000,0.00817864
40357.55000,0.00960034
40357.56000,0.011022
40357.57000,0.0124437
40357.58000,0.0528402
40357.59000,0.104339
40357.60000,0.153291
40357.61000,0.175123
40357.62000,0.169406
40357.63000,0.145891
40357.64000,0.105691
40357.65000,0.00496622
40357.66000,0.00449217
40357.67000,0.00401812
40357.68000,0.00354407
40357.69000,0.00307002
40357.70000,0.00259597
40357.71000,0.00212192
40357.72000,0.00164786
40357.73000,0.00117381
40357.74000,0.000699761
40357.75000,0.00022571
40357.76000,0.000200888
40357.77000,0.000176066
40357.78000,0.000151245
40357.79000,0.000126423
40357.80000,0.000101602
40357.81000,7.678e-05
40357.82000,5.19584e-05
40357.83000,3.77747e-05
40357.84000,3.4229e-05
40357.85000,3.06833e-05
40357.86000,2.71376e-05
40357.87000,2.35919e-05
40357.88000,2.00462e-05
40357.89000,1.65005e-05
40357.90000,1.29547e-05
40357.91000,1.2265e-05
40357.92000,1.15752e-05
40357.93000,1.08854e-05
40357.94000,1.01957e-05
40357.95000,9.50591e-06
40357.96000,8.81614e-06
40357.97000,8.12637e-06
40357.98000,7.4366e-06
40357.99000,6.74684e-06
40358.00000,6.05707e-06
40358.01000,5.85685e-06
40358.02000,5.65664e-06
40358.03000,5.45642e-06
40358.04000,5.25621e-06
40358.05000,5.05599e-06
40358.06000,4.85577e-06
40358.07000,4.65556e-06
40358.08000,4.45534e-06
40358.09000,4.25513e-06
40358.10000,4.05491e-06
40358.11000,3.8547e-06
40358.12000,3.65448e-06
40358.13000,3.45426e-06
40358.14000,3.33651e-06
40358.15000,3.26e-06
40358.16000,3.18348e-06
40358.17000,3.10696e-06
40358.18000,3.03045e-06
40358.19000,2.95393e-06
40358.20000,2.87741e-06
40358.21000,2.8009e-06
40358.22000,2.72438e-06
40358.23000,2.64786e-06
40358.24000,2.57135e-06
40358.25000,2.49483e-06
40358.26000,2.41831e-06
40358.27000,2.3418e-06
40358.28000,2.26528e-06
40358.29000,2.18876e-06
40358.30000,2.11225e-06
40358.31000,2.03573e-06
40358.32000,1.99618e-06
40358.33000,1.96125e-06
40358.34000,1.92633e-06
40358.35000,1.8914e-06
40358.36000,1.85647e-06
40358.37000,1.82155e-06
40358.38000,1.78662e-06
40358.39000,1.75169e-06
40358.40000,1.71677e-06
40358.41000,1.68184e-06
40358.42000,1.64691e-06
40358.43000,1.61199e-06
40358.44000,1.57706e-06
40358.45000,1.54213e-06
40358.46000,1.5072e-06
40358.47000,1.47228e-06
40358.48000,1.43735e-06
40358.49000,1.40242e-06
40358.50000,1.3675e-06
40358.51000,1.33257e-06
40358.52000,1.29764e-06
40358.53000,1.26272e-06
40358.54000,1.22779e-06
40358.55000,1.19776e-06
40358.56000,1.1893e-06
40358.57000,1.18084e-06
40358.58000,1.17237e-06
40358.59000,1.16391e-06
40358.60000,1.15545e-06
40358.61000,1.14699e-06
40358.62000,1.13852e-06
40358.63000,1.13006e-06
40358.64000,1.1216e-06
40358.65000,1.11313e-06
40358.66000,1.10467e-06
40358.67000,1.09621e-06
40358.68000,1.08774e-06
40358.69000,1.07928e-06
40358.70000,1.07082e-06
40358.71000,1.06235e-06
40358.72000,1.05389e-06
40358.73000,1.04543e-06
40358.74000,1.03697e-06
40358.75000,1.0285e-06
40358.76000,1.02004e-06
40358.77000,1.01158e-06
40358.78000,1.00311e-06
40358.79000,9.9465e-07
40358.80000,9.86187e-07
40358.81000,9.77724e-07
40358.82000,9.69261e-07
40358.83000,9.60798e-07
40358.84000,9.52335e-07
40358.85000,9.43872e-07
40358.86000,9.35409e-07
40358.87000,9.27689e-07
40358.88000,9.20507e-07
40358.89000,9.13325e-07
40358.90000,9.06143e-07
40358.91000,8.98961e-07
40358.92000,8.91778e-07
40358.93000,8.84596e-07
40358.94000,8.77414e-07
40358.95000,8.70232e-07
40358.96000,8.6305e-07
40358.97000,8.55868e-07
40358.98000,8.48686e-07
40358.99000,8.41504e-07
40359.00000,8.34322e-07
40359.01000,8.2714e-07
40359.02000,8.19957e-07
40359.03000,8.12775e-07
40359.04000,8.05593e-07
40359.05000,7.98411e-07
40359.06000,7.91229e-07
40359.07000,7.84047e-07
40359.08000,7.76865e-07
40359.09000,7.69683e-07
40359.10000,7.62501e-07
40359.11000,7.55318e-07
40359.12000,7.48136e-07
40359.13000,7.40954e-07
40359.14000,7.33772e-07
40359.15000,7.2659e-07
40359.16000,7.19408e-07
40359.17000,7.12226e-07
40359.18000,7.05044e-07
40359.19000,6.9303e-07
40359.20000,6.80893e-07
40359.21000,6.68757e-07
40359.22000,6.56621e-07
40359.23000,6.44485e-07
40359.24000,6.32348e-07
40359.25000,6.20212e-07
40359.26000,6.08076e-07
40359.27000,5.9594e-07
40359.28000,5.83804e-07
40359.29000,5.71667e-07
40359.30000,5.59531e-07
40359.31000,5.47395e-07
40359.32000,5.35259e-07
40359.33000,5.23122e-07
40359.34000,5.10986e-07
40359.35000,4.9885e-07
40359.36000,4.86714e-07
40359.37000,4.74577e-07
40359.38000,4.62441e-07
40359.39000,4.50305e-07
40359.40000,4.38169e-07
40359.41000,4.26032e-07
40359.42000,4.13896e-07
40359.43000,4.0176e-07
40359.44000,3.89624e-07
40359.45000,3.77487e-07
40359.46000,3.65351e-07
40359.47000,3.53215e-07
40359.48000,3.41079e-07
40359.49000,3.28942e-07
40359.50000,3.21323e-07
40359.51000,3.21381e-07
40359.52000,3.21439e-07
40359.53000,3.21498e-07
40359.54000,3.21556e-07
40359.55000,3.21614e-07
40359.56000,3.21673e-07
40359.57000,3.21731e-07
40359.58000,3.21789e-07
40359.59000,3.21848e-07
40359.60000,3.21906e-07
40359.61000,3.21964e-07
40359.62000,3.22023e-07
40359.63000,3.22081e-07
40359.64000,3.22139e-07
40359.65000,3.22198e-07
40359.66000,3.22256e-07
40359.67000,3.22315e-07
40359.68000,3.22373e-07
40359.69000,3.22431e-07
40359.70000,3.2249e-07
40359.71000,3.22548e-07
40359.72000,3.22606e-07
40359.73000,3.22665e-07
40359.74000,3.22723e-07
40359.75000,3.22781e-07
40359.76000,3.2284e-07
40359.77000,3.22898e-07
40359.78000,3.22956e-07
40359.79000,3.23015e-07
40359.80000,3.23073e-07
40359.81000,3.23131e-07
40359.82000,3.2148e-07
40359.83000,3.19305e-07
40359.84000,3.1713e-07
40359.85000,3.14955e-07
40359.86000,3.1278e-07
40359.87000,3.10605e-07
40359.88000,3.0843e-07
40359.89000,3.06255e-07
40359.90000,3.0408e-07
40359.91000,3.01904e-07
40359.92000,2.99729e-07
40359.93000,2.97554e-07
40359.94000,2.95379e-07
40359.95000,2.93204e-07
40359.96000,2.91029e-07
40359.97000,2.88854e-07
40359.98000,2.86679e-07
40359.99000,2.84504e-07
40360.00000,2.82329e-07
40360.01000,2.80154e-07
40360.02000,2.77979e-07
40360.03000,2.75804e-07
40360.04000,2.73628e-07
40360.05000,2.71453e-07
40360.06000,2.69278e-07
40360.07000,2.67103e-07
40360.08000,2.64928e-07
40360.09000,2.62753e-07
40360.10000,2.60578e-07
40360.11000,2.58403e-07
40360.12000,2.56228e-07
40360.13000,2.5311e-07
40360.14000,2.45061e-07
40360.15000,2.37011e-07
40360.16000,2.28962e-07
40360.17000,2.20912e-07
40360.18000,2.12863e-07
40360.19000,2.04813e-07
40360.20000,1.96764e-07
40360.21000,1.88715e-07
40360.22000,1.80665e-07
40360.23000,1.72616e-07
40360.24000,1.64566e-07
40360.25000,1.56517e-07
40360.26000,1.48467e-07
40360.27000,1.40418e-07
40360.28000,1.32368e-07
40360.29000,1.24319e-07
40360.30000,1.1627e-07
40360.31000,1.0822e-07
40360.32000,1.00171e-07
40360.33000,9.21213e-08
40360.34000,8.40719e-08
40360.35000,7.60224e-08
40360.36000,6.7973e-08
40360.37000,5.99236e-08
40360.38000,5.18741e-08
40360.39000,4.38247e-08
40360.40000,3.57753e-08
40360.41000,2.77258e-08
40360.42000,1.96764e-08
40360.43000,1.1627e-08
40360.44000,3.57753e-09
40360.45000,0
40360.46000,0
40360.47000,0
40360.48000,0
40360.49000,0
40360.50000,0
40360.51000,0
40360.52000,0
40360.53000,0
40360.54000,0
40360.55000,0
40360.56000,0
40360.57000,0
40360.58000,0
40360.59000,0
40360.60000,0
40360.61000,0
40360.62000,0
40360.63000,0
40360.64000,0
40360.65000,0
40360.66000,0
40360.67000,0
40360.68000,0
40360.69000,0
40360.70000,0
40360.71000,0
40360.72000,0
40360.73000,0
40360.74000,0
40360.75000,0
40360.76000,0
40360.77000,0
40360.78000,0
40360.79000,0
40360.80000,0
40360.81000,0
40360.82000,0
40360.83000,0
40360.84000,0
40360.85000,0
40360.86000,0
40360.87000,0
40360.88000,0
40360.89000,0
40360.90000,0
40360.91000,0
40360.92000,0
40360.93000,0
40360.94000,0
40360.95000,0
40360.96000,0
40360.97000,0
40360.98000,0
40360.99000,0
40361.00000,0
40361.01000,0
40361.02000,0
40361.03000,0
40361.04000,0
40361.05000,0
40361.06000,0
40361.07000,0
40361.08000,0
40361.09000,0
40361.10000,0
40361.11000,0
40361.12000,0
40361.13000,0
40361.14000,0
40361.15000,0
40361.16000,0
40361.17000,0
40361.18000,0
40361.19000,0
40361.20000,0
40361.21000,0
40361.22000,0
40361.23000,0
40361.24000,0
40361.25000,0
40361.26000,0
40361.27000,0
40361.28000,0
40361.29000,0
40361.30000,0
40361.31000,0
40361.32000,0
40361.33000,0
40361.34000,0
40361.35000,0
40361.36000,0
40361.37000,0
40361.38000,0
40361.39000,0
40361.40000,0
40361.41000,0
40361.42000,0
40361.43000,0
40361.44000,0
40361.45000,0
40361.46000,0
40361.47000,0
40361.48000,0
40361.49000,0
40361.50000,0
40361.51000,0
40361.52000,0
40361.53000,0
40361.54000,0
40361.55000,0
40361.56000,0
40361.57000,0
40361.58000,0
40361.59000,0
40361.60000,0
40361.61000,0
40361.62000,0
40361.63000,0
40361.64000,0
40361.65000,0
40361.66000,0
40361.67000,0
40361.68000,0
40361.69000,0
40361.70000,0
40361.71000,0
40361.72000,0
40361.73000,0
40361.74000,0
40361.75000,0
40361.76000,0
40361.77000,0
40361.78000,0
40361.79000,0
40361.80000,0
40361.81000,0
40361.82000,0
40361.83000,0
40361.84000,0
40361.85000,0
40361.86000,0
40361.87000,0
40361.88000,0
40361.89000,0
40361.90000,0
40361.91000,0
40361.92000,0
40361.93000,0
40361.94000,0
40361.95000,0
40361.96000,0
40361.97000,0
40361.98000,0
40361.99000,0
40362.00000,0
40362.01000,0
40362.02000,0
40362.03000,0
40362.04000,0
40362.05000,0
40362.06000,0
40362.07000,0
40362.08000,0
40362.09000,0
40362.10000,0
40362.11000,0
40362.12000,0
40362.13000,0
40362.14000,0
40362.15000,0
40362.16000,0
