t, Obs_Pond water depth (m)_expression
40238.54000,9.53838e-06
40238.55000,9.48968e-06
40238.56000,9.44098e-06
40238.57000,9.39228e-06
40238.58000,9.34357e-06
40238.59000,9.29487e-06
40238.60000,9.24617e-06
40238.61000,9.19747e-06
40238.62000,9.14876e-06
40238.63000,9.10006e-06
40238.64000,9.05136e-06
40238.65000,9.00266e-06
40238.66000,8.95396e-06
40238.67000,8.90525e-06
40238.68000,8.85655e-06
40238.69000,8.80785e-06
40238.70000,8.75915e-06
40238.71000,8.71045e-06
40238.72000,8.66174e-06
40238.73000,8.61304e-06
40238.74000,8.56434e-06
40238.75000,8.51564e-06
40238.76000,8.46694e-06
40238.77000,8.41823e-06
40238.78000,8.36953e-06
40238.79000,8.32083e-06
40238.80000,8.27213e-06
40238.81000,8.22343e-06
40238.82000,8.17472e-06
40238.83000,8.12602e-06
40238.84000,8.07776e-06
40238.85000,8.0507e-06
40238.86000,8.02363e-06
40238.87000,7.99656e-06
40238.88000,7.96949e-06
40238.89000,7.94242e-06
40238.90000,7.91535e-06
40238.91000,7.88829e-06
40238.92000,7.86122e-06
40238.93000,7.83415e-06
40238.94000,7.80708e-06
40238.95000,7.78001e-06
40238.96000,7.75294e-06
40238.97000,7.72588e-06
40238.98000,7.69881e-06
40238.99000,7.67174e-06
40239.00000,7.64467e-06
40239.01000,7.6176e-06
40239.02000,7.59053e-06
40239.03000,7.56347e-06
40239.04000,7.5364e-06
40239.05000,7.50933e-06
40239.06000,7.48226e-06
40239.07000,7.45519e-06
40239.08000,7.42812e-06
40239.09000,7.40106e-06
40239.10000,7.37399e-06
40239.11000,7.34692e-06
40239.12000,7.31985e-06
40239.13000,7.29278e-06
40239.14000,7.26571e-06
40239.15000,7.23865e-06
40239.16000,7.21158e-06
40239.17000,7.18451e-06
40239.18000,7.15744e-06
40239.19000,7.13037e-06
40239.20000,7.1033e-06
40239.21000,7.07624e-06
40239.22000,7.04917e-06
40239.23000,7.0221e-06
40239.24000,6.99503e-06
40239.25000,6.96796e-06
40239.26000,6.94089e-06
40239.27000,6.91383e-06
40239.28000,6.88676e-06
40239.29000,6.85969e-06
40239.30000,6.83262e-06
40239.31000,6.80555e-06
40239.32000,6.77848e-06
40239.33000,6.75142e-06
40239.34000,6.73527e-06
40239.35000,7.23907e-06
40239.36000,7.74286e-06
40239.37000,8.24665e-06
40239.38000,8.75045e-06
40239.39000,9.25424e-06
40239.40000,9.75804e-06
40239.41000,1.02618e-05
40239.42000,1.07656e-05
40239.43000,1.12694e-05
40239.44000,1.17732e-05
40239.45000,1.2277e-05
40239.46000,1.27808e-05
40239.47000,1.32846e-05
40239.48000,1.37884e-05
40239.49000,1.42922e-05
40239.50000,1.4796e-05
40239.51000,1.52998e-05
40239.52000,1.58036e-05
40239.53000,1.63074e-05
40239.54000,1.68112e-05
40239.55000,1.7315e-05
40239.56000,1.78188e-05
40239.57000,1.83225e-05
40239.58000,1.88263e-05
40239.59000,1.93301e-05
40239.60000,1.98339e-05
40239.61000,2.03377e-05
40239.62000,2.08415e-05
40239.63000,2.13453e-05
40239.64000,2.18491e-05
40239.65000,2.23529e-05
40239.66000,2.28567e-05
40239.67000,2.33605e-05
40239.68000,2.38643e-05
40239.69000,2.43681e-05
40239.70000,2.48719e-05
40239.71000,2.53757e-05
40239.72000,2.58795e-05
40239.73000,2.63833e-05
40239.74000,0.000179551
40239.75000,0.00042824
40239.76000,0.000734626
40239.77000,0.00108458
40239.78000,0.00132463
40239.79000,0.00149278
40239.80000,0.00161067
40239.81000,0.00169221
40239.82000,0.00187037
40239.83000,0.00213039
40239.84000,0.00243793
40239.85000,0.00278044
40239.86000,0.00330631
40239.87000,0.00328153
40239.88000,0.00325675
40239.89000,0.00323196
40239.90000,0.00320718
40239.91000,0.00280016
40239.92000,0.00228123
40239.93000,0.00171422
40239.94000,5.30304e-05
40239.95000,5.22436e-05
40239.96000,5.14569e-05
40239.97000,5.06701e-05
40239.98000,4.98833e-05
40239.99000,4.90966e-05
40240.00000,4.83098e-05
40240.01000,4.7523e-05
40240.02000,4.67362e-05
40240.03000,4.59495e-05
40240.04000,4.51627e-05
40240.05000,4.43759e-05
40240.06000,4.35892e-05
40240.07000,4.28024e-05
40240.08000,4.20156e-05
40240.09000,4.12288e-05
40240.10000,4.04421e-05
40240.11000,3.96553e-05
40240.12000,3.88685e-05
40240.13000,3.80818e-05
40240.14000,3.7295e-05
40240.15000,3.65082e-05
40240.16000,3.57215e-05
40240.17000,3.49347e-05
40240.18000,3.41479e-05
40240.19000,3.33611e-05
40240.20000,3.25744e-05
40240.21000,3.17876e-05
40240.22000,3.10008e-05
40240.23000,3.02141e-05
40240.24000,2.94273e-05
40240.25000,2.86405e-05
40240.26000,2.78537e-05
40240.27000,2.7067e-05
40240.28000,2.62802e-05
40240.29000,2.54934e-05
40240.30000,2.47067e-05
40240.31000,2.39199e-05
40240.32000,2.31331e-05
40240.33000,2.23463e-05
40240.34000,2.15596e-05
40240.35000,2.07728e-05
40240.36000,1.9986e-05
40240.37000,1.91993e-05
40240.38000,1.84125e-05
40240.39000,1.76257e-05
40240.40000,1.6839e-05
40240.41000,1.60522e-05
40240.42000,1.52654e-05
40240.43000,1.44786e-05
40240.44000,1.36919e-05
40240.45000,1.35324e-05
40240.46000,1.3373e-05
40240.47000,1.32135e-05
40240.48000,1.30541e-05
40240.49000,1.28947e-05
40240.50000,1.27352e-05
40240.51000,1.25758e-05
40240.52000,1.24163e-05
40240.53000,1.22569e-05
40240.54000,1.20975e-05
40240.55000,1.1938e-05
40240.56000,1.17786e-05
40240.57000,1.16191e-05
40240.58000,1.14597e-05
40240.59000,1.13003e-05
40240.60000,1.11408e-05
40240.61000,1.09814e-05
40240.62000,1.08219e-05
40240.63000,1.06625e-05
40240.64000,1.05031e-05
40240.65000,1.03436e-05
40240.66000,1.01842e-05
40240.67000,1.00247e-05
40240.68000,9.8653e-06
40240.69000,9.70585e-06
40240.70000,9.54641e-06
40240.71000,9.38697e-06
40240.72000,9.22753e-06
40240.73000,9.06809e-06
40240.74000,8.90865e-06
40240.75000,8.74921e-06
40240.76000,8.58977e-06
40240.77000,8.43033e-06
40240.78000,8.27089e-06
40240.79000,8.11145e-06
40240.80000,7.95201e-06
40240.81000,7.79257e-06
40240.82000,7.68468e-06
40240.83000,7.62833e-06
40240.84000,7.57199e-06
40240.85000,7.51565e-06
40240.86000,7.45931e-06
40240.87000,7.40297e-06
40240.88000,7.34663e-06
40240.89000,7.29028e-06
40240.90000,7.23394e-06
40240.91000,7.1776e-06
40240.92000,7.12126e-06
40240.93000,7.06492e-06
40240.94000,7.00858e-06
40240.95000,6.95224e-06
40240.96000,6.89589e-06
40240.97000,6.83955e-06
40240.98000,6.78321e-06
40240.99000,6.72687e-06
40241.00000,6.67053e-06
40241.01000,6.61419e-06
40241.02000,6.55784e-06
40241.03000,6.5015e-06
40241.04000,6.44516e-06
40241.05000,6.38882e-06
40241.06000,6.33248e-06
40241.07000,6.27614e-06
40241.08000,6.21979e-06
40241.09000,6.16345e-06
40241.10000,6.10711e-06
40241.11000,6.05077e-06
40241.12000,5.99443e-06
40241.13000,5.93809e-06
40241.14000,5.88175e-06
40241.15000,5.8254e-06
40241.16000,5.76906e-06
40241.17000,5.71272e-06
40241.18000,5.65638e-06
40241.19000,5.60004e-06
40241.20000,5.5437e-06
40241.21000,5.48735e-06
40241.22000,5.43101e-06
40241.23000,5.37467e-06
40241.24000,5.31833e-06
40241.25000,5.26199e-06
40241.26000,5.20565e-06
40241.27000,5.1493e-06
40241.28000,5.09296e-06
40241.29000,5.03662e-06
40241.30000,4.98028e-06
40241.31000,4.92394e-06
40241.32000,4.88404e-06
40241.33000,4.86059e-06
40241.34000,4.83713e-06
40241.35000,4.81368e-06
40241.36000,4.79022e-06
40241.37000,4.76677e-06
40241.38000,4.74331e-06
40241.39000,4.71986e-06
40241.40000,4.6964e-06
40241.41000,4.67295e-06
40241.42000,4.64949e-06
40241.43000,4.62604e-06
40241.44000,4.60258e-06
40241.45000,4.57913e-06
40241.46000,4.55567e-06
40241.47000,4.53222e-06
40241.48000,4.50876e-06
40241.49000,4.48531e-06
40241.50000,4.46185e-06
40241.51000,4.4384e-06
40241.52000,4.41494e-06
40241.53000,4.39149e-06
40241.54000,4.36803e-06
40241.55000,4.34458e-06
40241.56000,4.32112e-06
40241.57000,4.29767e-06
40241.58000,4.27421e-06
40241.59000,4.25076e-06
40241.60000,4.2273e-06
40241.61000,4.20385e-06
40241.62000,4.18039e-06
40241.63000,4.15694e-06
40241.64000,4.13348e-06
40241.65000,4.11003e-06
40241.66000,4.08657e-06
40241.67000,4.06312e-06
40241.68000,4.03966e-06
40241.69000,4.01621e-06
40241.70000,3.99275e-06
40241.71000,3.9693e-06
40241.72000,3.94584e-06
40241.73000,3.92239e-06
40241.74000,3.89893e-06
40241.75000,3.87548e-06
40241.76000,3.85202e-06
40241.77000,3.82857e-06
40241.78000,3.80511e-06
40241.79000,3.78166e-06
40241.80000,3.7582e-06
40241.81000,3.73475e-06
40241.82000,3.71259e-06
40241.83000,3.69173e-06
40241.84000,3.67086e-06
40241.85000,3.65e-06
40241.86000,3.62914e-06
40241.87000,3.60827e-06
40241.88000,3.58741e-06
40241.89000,3.56655e-06
40241.90000,3.54568e-06
40241.91000,3.52482e-06
40241.92000,3.50395e-06
40241.93000,3.48309e-06
40241.94000,3.46223e-06
40241.95000,3.44136e-06
40241.96000,3.4205e-06
40241.97000,3.39964e-06
40241.98000,3.37877e-06
40241.99000,3.35791e-06
40242.00000,3.33705e-06
40242.01000,3.31618e-06
40242.02000,3.29532e-06
40242.03000,3.27446e-06
40242.04000,3.25359e-06
40242.05000,3.23273e-06
40242.06000,3.21187e-06
40242.07000,3.191e-06
40242.08000,3.17014e-06
40242.09000,3.14928e-06
40242.10000,3.12841e-06
40242.11000,3.10755e-06
40242.12000,3.08668e-06
40242.13000,3.06582e-06
40242.14000,3.04496e-06
40242.15000,3.02409e-06
40242.16000,3.00323e-06
40242.17000,2.98237e-06
40242.18000,2.9615e-06
40242.19000,2.94064e-06
40242.20000,2.91978e-06
40242.21000,2.89891e-06
40242.22000,2.87805e-06
40242.23000,2.85719e-06
40242.24000,2.83632e-06
40242.25000,2.81546e-06
40242.26000,2.7946e-06
40242.27000,2.77373e-06
40242.28000,2.75287e-06
40242.29000,2.73201e-06
40242.30000,2.71114e-06
40242.31000,2.69028e-06
40242.32000,2.67483e-06
40242.33000,2.6648e-06
40242.34000,2.65477e-06
40242.35000,2.64474e-06
40242.36000,2.63471e-06
40242.37000,2.62468e-06
40242.38000,2.61465e-06
40242.39000,2.60462e-06
40242.40000,2.59459e-06
40242.41000,2.58456e-06
40242.42000,2.57453e-06
40242.43000,2.5645e-06
40242.44000,2.55447e-06
40242.45000,2.54444e-06
40242.46000,2.53441e-06
40242.47000,2.52438e-06
40242.48000,2.51435e-06
40242.49000,2.50432e-06
40242.50000,2.49428e-06
40242.51000,2.48425e-06
40242.52000,2.47422e-06
40242.53000,2.46419e-06
40242.54000,2.45416e-06
40242.55000,2.44413e-06
40242.56000,2.4341e-06
40242.57000,2.42407e-06
40242.58000,2.41404e-06
40242.59000,2.40401e-06
40242.60000,2.39398e-06
40242.61000,2.38395e-06
40242.62000,2.37392e-06
40242.63000,2.36389e-06
40242.64000,2.35386e-06
40242.65000,2.34383e-06
40242.66000,2.3338e-06
40242.67000,2.32377e-06
40242.68000,2.31374e-06
40242.69000,2.30371e-06
40242.70000,2.29368e-06
40242.71000,2.28365e-06
40242.72000,2.27362e-06
40242.73000,2.26359e-06
40242.74000,2.25356e-06
40242.75000,2.24353e-06
40242.76000,2.2335e-06
40242.77000,2.22347e-06
40242.78000,2.21344e-06
40242.79000,2.2034e-06
40242.80000,2.19337e-06
40242.81000,2.18334e-06
40242.82000,2.17186e-06
40242.83000,2.15892e-06
40242.84000,2.14598e-06
40242.85000,2.13304e-06
40242.86000,2.1201e-06
40242.87000,2.10716e-06
40242.88000,2.09422e-06
40242.89000,2.08128e-06
40242.90000,2.06834e-06
40242.91000,2.0554e-06
40242.92000,2.04246e-06
40242.93000,2.02952e-06
40242.94000,2.01659e-06
40242.95000,2.00365e-06
40242.96000,1.99071e-06
40242.97000,1.97777e-06
40242.98000,1.96483e-06
40242.99000,1.95189e-06
40243.00000,1.93895e-06
40243.01000,1.92601e-06
40243.02000,1.91307e-06
40243.03000,1.90013e-06
40243.04000,1.88719e-06
40243.05000,1.87425e-06
40243.06000,1.86131e-06
40243.07000,1.84837e-06
40243.08000,1.83543e-06
40243.09000,1.82249e-06
40243.10000,1.80955e-06
40243.11000,1.79661e-06
40243.12000,1.78367e-06
40243.13000,1.77074e-06
40243.14000,1.7578e-06
40243.15000,1.74486e-06
40243.16000,1.73192e-06
40243.17000,1.71898e-06
40243.18000,1.70604e-06
40243.19000,1.6931e-06
40243.20000,1.68016e-06
40243.21000,1.66722e-06
40243.22000,1.65428e-06
40243.23000,1.64134e-06
40243.24000,1.6284e-06
40243.25000,1.61546e-06
40243.26000,1.60252e-06
40243.27000,1.58958e-06
40243.28000,1.57664e-06
40243.29000,1.5637e-06
40243.30000,1.55076e-06
40243.31000,1.53782e-06
40243.32000,1.52854e-06
40243.33000,1.52291e-06
40243.34000,1.51728e-06
40243.35000,1.51165e-06
40243.36000,1.50602e-06
40243.37000,1.50038e-06
40243.38000,1.49475e-06
40243.39000,1.48912e-06
40243.40000,1.48349e-06
40243.41000,1.47786e-06
40243.42000,1.47223e-06
40243.43000,1.4666e-06
40243.44000,1.46097e-06
40243.45000,1.45534e-06
40243.46000,1.44971e-06
40243.47000,1.44407e-06
40243.48000,1.43844e-06
40243.49000,1.43281e-06
40243.50000,1.42718e-06
40243.51000,1.42155e-06
40243.52000,1.41592e-06
40243.53000,1.41029e-06
40243.54000,1.40466e-06
40243.55000,1.39903e-06
40243.56000,1.3934e-06
40243.57000,1.38777e-06
40243.58000,1.38213e-06
40243.59000,1.3765e-06
40243.60000,1.37087e-06
40243.61000,1.36524e-06
40243.62000,1.35961e-06
40243.63000,1.35398e-06
40243.64000,1.34835e-06
40243.65000,1.34272e-06
40243.66000,1.33709e-06
40243.67000,1.33146e-06
40243.68000,1.32583e-06
40243.69000,1.32019e-06
40243.70000,1.31456e-06
40243.71000,1.30893e-06
40243.72000,1.3033e-06
40243.73000,1.29767e-06
40243.74000,1.29204e-06
40243.75000,1.28641e-06
40243.76000,1.28078e-06
40243.77000,1.27515e-06
40243.78000,1.26952e-06
40243.79000,1.26388e-06
40243.80000,1.25825e-06
40243.81000,1.25262e-06
40243.82000,1.24476e-06
40243.83000,1.23466e-06
40243.84000,1.22455e-06
40243.85000,1.21445e-06
40243.86000,1.20435e-06
40243.87000,1.19425e-06
40243.88000,1.18415e-06
40243.89000,1.17405e-06
40243.90000,1.16395e-06
40243.91000,1.15385e-06
40243.92000,1.14374e-06
40243.93000,1.13364e-06
40243.94000,1.12354e-06
40243.95000,1.11344e-06
40243.96000,1.10334e-06
40243.97000,1.09324e-06
40243.98000,1.08314e-06
40243.99000,1.07303e-06
40244.00000,1.06293e-06
40244.01000,1.05283e-06
40244.02000,1.04273e-06
40244.03000,1.03263e-06
40244.04000,1.02253e-06
40244.05000,1.01243e-06
40244.06000,1.00233e-06
40244.07000,9.92224e-07
40244.08000,9.82123e-07
40244.09000,9.72022e-07
40244.10000,9.6192e-07
40244.11000,9.51819e-07
40244.12000,9.41718e-07
40244.13000,9.31616e-07
40244.14000,9.21515e-07
40244.15000,9.11414e-07
40244.16000,9.01313e-07
40244.17000,8.91211e-07
40244.18000,8.8111e-07
40244.19000,8.71009e-07
40244.20000,8.60907e-07
40244.21000,8.50806e-07
40244.22000,8.40705e-07
40244.23000,8.30603e-07
40244.24000,8.20502e-07
40244.25000,8.10401e-07
40244.26000,8.003e-07
40244.27000,7.90198e-07
40244.28000,7.80097e-07
40244.29000,7.69996e-07
40244.30000,7.59894e-07
40244.31000,7.49793e-07
40244.32000,7.42797e-07
40244.33000,7.38907e-07
40244.34000,7.35017e-07
40244.35000,7.31127e-07
40244.36000,7.27237e-07
40244.37000,7.23347e-07
40244.38000,7.19457e-07
40244.39000,7.15567e-07
40244.40000,7.11677e-07
40244.41000,7.07787e-07
40244.42000,7.03897e-07
40244.43000,7.00007e-07
40244.44000,6.96117e-07
40244.45000,6.92227e-07
40244.46000,6.88337e-07
40244.47000,6.84447e-07
40244.48000,6.80557e-07
40244.49000,6.76667e-07
40244.50000,6.72777e-07
40244.51000,6.68887e-07
40244.52000,6.64997e-07
40244.53000,6.61107e-07
40244.54000,6.57217e-07
40244.55000,6.53327e-07
40244.56000,6.49437e-07
40244.57000,6.45547e-07
40244.58000,6.41657e-07
40244.59000,6.37767e-07
40244.60000,6.33877e-07
40244.61000,6.29987e-07
40244.62000,6.26097e-07
40244.63000,6.22207e-07
40244.64000,6.18317e-07
40244.65000,6.14427e-07
40244.66000,6.10537e-07
40244.67000,6.06647e-07
40244.68000,6.02757e-07
40244.69000,5.98867e-07
40244.70000,5.94977e-07
40244.71000,5.91087e-07
40244.72000,5.87197e-07
40244.73000,5.83307e-07
40244.74000,5.79417e-07
40244.75000,5.75527e-07
40244.76000,5.71636e-07
40244.77000,5.67746e-07
40244.78000,5.63856e-07
40244.79000,5.59966e-07
40244.80000,5.56076e-07
40244.81000,5.52186e-07
40244.82000,5.45603e-07
40244.83000,5.36326e-07
40244.84000,5.2705e-07
40244.85000,5.17773e-07
40244.86000,5.08496e-07
40244.87000,4.9922e-07
40244.88000,4.89943e-07
40244.89000,4.80666e-07
40244.90000,4.7139e-07
40244.91000,4.62113e-07
40244.92000,4.52836e-07
40244.93000,4.4356e-07
40244.94000,4.34283e-07
40244.95000,4.25006e-07
40244.96000,4.1573e-07
40244.97000,4.06453e-07
40244.98000,3.97176e-07
40244.99000,3.879e-07
40245.00000,3.78623e-07
40245.01000,3.69346e-07
40245.02000,3.6007e-07
40245.03000,3.50793e-07
40245.04000,3.41516e-07
40245.05000,3.3224e-07
40245.06000,3.22963e-07
40245.07000,3.13686e-07
40245.08000,3.0441e-07
40245.09000,2.95133e-07
40245.10000,2.85856e-07
40245.11000,2.7658e-07
40245.12000,2.67303e-07
40245.13000,2.58026e-07
40245.14000,2.4875e-07
40245.15000,2.39473e-07
40245.16000,2.30196e-07
40245.17000,2.2092e-07
40245.18000,2.11643e-07
40245.19000,2.02366e-07
40245.20000,1.93089e-07
40245.21000,1.83813e-07
40245.22000,1.74536e-07
40245.23000,1.65259e-07
40245.24000,1.55983e-07
40245.25000,1.46706e-07
40245.26000,1.37429e-07
40245.27000,1.28153e-07
40245.28000,1.18876e-07
40245.29000,1.09599e-07
40245.30000,1.00323e-07
40245.31000,9.10461e-08
40245.32000,8.55437e-08
40245.33000,8.38155e-08
40245.34000,8.20874e-08
40245.35000,8.03592e-08
40245.36000,7.86311e-08
40245.37000,7.69029e-08
40245.38000,7.51748e-08
40245.39000,7.34466e-08
40245.40000,7.17184e-08
40245.41000,6.99903e-08
40245.42000,6.82621e-08
40245.43000,6.6534e-08
40245.44000,6.48058e-08
40245.45000,6.30777e-08
40245.46000,6.13495e-08
40245.47000,5.96214e-08
40245.48000,5.78932e-08
40245.49000,5.6165e-08
40245.50000,5.44369e-08
40245.51000,5.27087e-08
40245.52000,5.09806e-08
40245.53000,4.92524e-08
40245.54000,4.75243e-08
40245.55000,4.57961e-08
40245.56000,4.4068e-08
40245.57000,4.23398e-08
40245.58000,4.06116e-08
40245.59000,3.88835e-08
40245.60000,3.71553e-08
40245.61000,3.54272e-08
40245.62000,3.3699e-08
40245.63000,3.19709e-08
40245.64000,3.02427e-08
40245.65000,2.85146e-08
40245.66000,2.67864e-08
40245.67000,2.50583e-08
40245.68000,2.33301e-08
40245.69000,2.16019e-08
40245.70000,1.98738e-08
40245.71000,1.81456e-08
40245.72000,1.64175e-08
40245.73000,1.46893e-08
40245.74000,1.29612e-08
40245.75000,1.1233e-08
40245.76000,9.50485e-09
40245.77000,7.7767e-09
40245.78000,6.04854e-09
40245.79000,4.32039e-09
40245.80000,2.59223e-09
40245.81000,8.64077e-10
40245.82000,0
40245.83000,0
40245.84000,0
40245.85000,0
40245.86000,0
40245.87000,0
40245.88000,0
40245.89000,0
40245.90000,0
40245.91000,0
40245.92000,0
40245.93000,0
40245.94000,0
40245.95000,0
40245.96000,0
40245.97000,0
40245.98000,0
40245.99000,0
40246.00000,0
40246.01000,0
40246.02000,0
40246.03000,0
40246.04000,0
40246.05000,0
40246.06000,0
40246.07000,0
40246.08000,0
40246.09000,0
40246.10000,0
40246.11000,0
40246.12000,0
40246.13000,0
40246.14000,0
40246.15000,0
40246.16000,0
40246.17000,0
40246.18000,0
40246.19000,0
40246.20000,0
40246.21000,0
40246.22000,0
40246.23000,0
40246.24000,0
40246.25000,0
40246.26000,0
40246.27000,0
40246.28000,0
40246.29000,0
40246.30000,0
40246.31000,0
40246.32000,0
40246.33000,0
40246.34000,0
40246.35000,0
40246.36000,0
40246.37000,0
40246.38000,0
40246.39000,0
40246.40000,0
40246.41000,0
40246.42000,0
40246.43000,0
40246.44000,0
40246.45000,0
40246.46000,0
40246.47000,0
40246.48000,0
40246.49000,0
40246.50000,0
40246.51000,0
40246.52000,0
40246.53000,0
40246.54000,0
40246.55000,0
40246.56000,0
40246.57000,0
40246.58000,0
40246.59000,0
40246.60000,0
40246.61000,0
40246.62000,0
40246.63000,0
40246.64000,0
40246.65000,0
40246.66000,0
40246.67000,0
40246.68000,0
40246.69000,0
40246.70000,0
40246.71000,0
40246.72000,0
40246.73000,0
40246.74000,0
40246.75000,0
40246.76000,0
40246.77000,0
40246.78000,0
40246.79000,0
40246.80000,0
40246.81000,0
40246.82000,0
40246.83000,0
40246.84000,0
40246.85000,0
40246.86000,0
40246.87000,0
40246.88000,0
40246.89000,0
40246.90000,0
40246.91000,0
40246.92000,0
40246.93000,0
40246.94000,0
40246.95000,0
40246.96000,0
40246.97000,0
40246.98000,0
40246.99000,0
40247.00000,0
40247.01000,0
40247.02000,0
40247.03000,0
40247.04000,0
40247.05000,0
40247.06000,0
40247.07000,0
40247.08000,0
40247.09000,0
40247.10000,0
40247.11000,0
40247.12000,0
40247.13000,0
40247.14000,0
40247.15000,0
40247.16000,0
40247.17000,0
40247.18000,0
40247.19000,0
40247.20000,0
40247.21000,0
40247.22000,0
40247.23000,0
40247.24000,0
40247.25000,0
40247.26000,0
40247.27000,0
40247.28000,0
40247.29000,0
40247.30000,0
40247.31000,0
40247.32000,0
40247.33000,0
40247.34000,0
40247.35000,0
40247.36000,0
40247.37000,0
40247.38000,0
40247.39000,0
40247.40000,0
40247.41000,0
40247.42000,0
40247.43000,0
40247.44000,0
40247.45000,0
40247.46000,0
40247.47000,0
40247.48000,0
40247.49000,0
40247.50000,0
40247.51000,0
40247.52000,0
40247.53000,0
40247.54000,0
40247.55000,0
40247.56000,0
40247.57000,0
40247.58000,0
40247.59000,0
40247.60000,0
40247.61000,0
40247.62000,0
40247.63000,0
40247.64000,0
40247.65000,0
40247.66000,0
40247.67000,0
40247.68000,0
40247.69000,0
40247.70000,0
40247.71000,0
40247.72000,0
40247.73000,0
40247.74000,0
40247.75000,0
40247.76000,0
40247.77000,0
40247.78000,0
40247.79000,0
40247.80000,0
40247.81000,0
40247.82000,0
40247.83000,0
40247.84000,0
40247.85000,0
40247.86000,0
40247.87000,0
40247.88000,0
40247.89000,0
40247.90000,0
40247.91000,0
40247.92000,0
40247.93000,0
40247.94000,0
40247.95000,0
40247.96000,0
40247.97000,0
40247.98000,0
40247.99000,0
40248.00000,0
40248.01000,0
40248.02000,0
40248.03000,0
40248.04000,0
40248.05000,0
40248.06000,0
40248.07000,0
40248.08000,0
40248.09000,0
40248.10000,0
40248.11000,0
40248.12000,0
40248.13000,0
40248.14000,0
40248.15000,0
40248.16000,0
40248.17000,0
40248.18000,0
40248.19000,0
40248.20000,0
40248.21000,0
40248.22000,0
40248.23000,0
40248.24000,0
40248.25000,0
40248.26000,0
40248.27000,0
40248.28000,0
40248.29000,0
40248.30000,0
40248.31000,0
40248.32000,0
40248.33000,0
40248.34000,0
40248.35000,0
40248.36000,0
40248.37000,0
40248.38000,0
40248.39000,0
40248.40000,0
40248.41000,0
40248.42000,0
40248.43000,0
40248.44000,0
40248.45000,0
40248.46000,0
40248.47000,0
40248.48000,0
40248.49000,0
40248.50000,0
40248.51000,0
40248.52000,0
40248.53000,0
40248.54000,0
40248.55000,0
40248.56000,0
40248.57000,0
40248.58000,0
40248.59000,0
40248.60000,0
40248.61000,0
40248.62000,0
40248.63000,0
40248.64000,0
40248.65000,0
40248.66000,0
40248.67000,0
40248.68000,0
40248.69000,0
40248.70000,0
40248.71000,0
40248.72000,0
40248.73000,0
40248.74000,0
40248.75000,0
40248.76000,0
40248.77000,0
40248.78000,0
40248.79000,0
40248.80000,0
40248.81000,0
40248.82000,2.95326e-06
40248.83000,8.85979e-06
40248.84000,1.47663e-05
40248.85000,2.06728e-05
40248.86000,2.65794e-05
40248.87000,3.24859e-05
40248.88000,3.83924e-05
40248.89000,4.42989e-05
40248.90000,5.02055e-05
40248.91000,5.6112e-05
40248.92000,6.20185e-05
40248.93000,6.7925e-05
40248.94000,7.38316e-05
40248.95000,7.97381e-05
40248.96000,8.56446e-05
40248.97000,9.15511e-05
40248.98000,9.74577e-05
40248.99000,0.00121258
40249.00000,0.00311748
40249.01000,0.0057965
40249.02000,0.00923048
40249.03000,0.0133936
40249.04000,0.0182474
40249.05000,0.0237805
40249.06000,0.030021
40249.07000,0.0328365
40249.08000,0.0330067
40249.09000,0.0319606
40249.10000,0.0300953
40249.11000,0.0287086
40249.12000,0.0285476
40249.13000,0.028898
40249.14000,0.0294831
40249.15000,0.0281441
40249.16000,0.0232606
40249.17000,0.017256
40249.18000,0.0113578
40249.19000,0.0068459
40249.20000,0.00478964
40249.21000,0.00348331
40249.22000,0.00247218
40249.23000,0.00166382
40249.24000,0.00144303
40249.25000,0.00145084
40249.26000,0.00160098
40249.27000,0.00185305
40249.28000,0.0018158
40249.29000,0.00163317
40249.30000,0.00137268
40249.31000,0.00106494
40249.32000,0.000432607
40249.33000,0.000434702
40249.34000,0.000436798
40249.35000,0.000438894
40249.36000,0.00044099
40249.37000,0.000443086
40249.38000,0.000445182
40249.39000,0.000447278
40249.40000,0.000449374
40249.41000,0.000574359
40249.42000,0.000882414
40249.43000,0.00121999
40249.44000,0.0016164
40249.45000,0.00205463
40249.46000,0.00251832
40249.47000,0.00298789
40249.48000,0.00330729
40249.49000,0.00315838
40249.50000,0.00270147
40249.51000,0.0021121
40249.52000,0.00143414
40249.53000,0.000819479
40249.54000,0.000775993
40249.55000,0.000732508
40249.56000,0.000689022
40249.57000,0.000709759
40249.58000,0.000865861
40249.59000,0.00111932
40249.60000,0.00144821
40249.61000,0.00202267
40249.62000,0.00206334
40249.63000,0.00210401
40249.64000,0.00214469
40249.65000,0.00218536
40249.66000,0.0024803
40249.67000,0.00284075
40249.68000,0.0032482
40249.69000,0.00357164
40249.70000,0.00351071
40249.71000,0.00329187
40249.72000,0.0029882
40249.73000,0.00269407
40249.74000,0.00298958
40249.75000,0.0035399
40249.76000,0.00426418
40249.77000,0.00511719
40249.78000,0.00483589
40249.79000,0.00404937
40249.80000,0.00306996
40249.81000,0.00204379
40249.82000,0.000336745
40249.83000,0.000337598
40249.84000,0.000338452
40249.85000,0.000339305
40249.86000,0.000340158
40249.87000,0.000341011
40249.88000,0.000341865
40249.89000,0.000342718
40249.90000,0.000343571
40249.91000,0.000344425
40249.92000,0.000345278
40249.93000,0.000346131
40249.94000,0.000346984
40249.95000,0.000347838
40249.96000,0.000348691
40249.97000,0.000349544
