t, Evaporation,t, Groundwater Recharge (m3/day),t, Infiltration rate (m3/day),t, Inflow to the pond (m3/day),t, Overflow (m3/day),t, Pond water depth (m),t, Precipitation (mm/day),t, Soil Moisture,t, Underdrain flow (m3/day)
43833.00000,0.00159563,43833.00000,0.0172807,43833.00000,4.1903e-06,43833.00000,5.79603e-05,43833.00000,0,43833.00000,4.69545e-07,43833.00000,0,43833.00000,0.348979,43833.00000,0
43833.04167,0.00231039,43833.04167,0.0172806,43833.04167,1.42096e-05,43833.04167,5.67989e-05,43833.04167,0,43833.04167,8.85089e-07,43833.04167,0,43833.04167,0.337408,43833.04167,0
43833.08333,0.0027311,43833.08333,0.0172811,43833.08333,2.74902e-05,43833.08333,5.53278e-05,43833.08333,0,43833.08333,1.116e-06,43833.08333,0,43833.08333,0.337414,43833.08333,0
43833.12500,0.00285426,43833.12500,0.0172819,43833.12500,3.59927e-05,43833.12500,5.4148e-05,43833.12500,0,43833.12500,1.27213e-06,43833.12500,0,43833.12500,0.325015,43833.12500,0
43833.16667,0.00277718,43833.16667,0.017283,43833.16667,4.13779e-05,43833.16667,5.31105e-05,43833.16667,0,43833.16667,1.3539e-06,43833.16667,0,43833.16667,0.333629,43833.16667,0
43833.20833,0.00258303,43833.20833,0.0172836,43833.20833,0.000163081,43833.20833,0.00071451,43833.20833,0,43833.20833,2.60137e-06,43833.20833,0.025259,43833.20833,0.335923,43833.20833,0
43833.25000,0.0018364,43833.25000,0.0172846,43833.25000,1.14475,43833.25000,1.21306,43833.25000,0,43833.25000,0.000258473,43833.25000,2.4,43833.25000,0.33774,43833.25000,0
43833.29167,0.000792621,43833.29167,0.0172863,43833.29167,13.2084,43833.29167,13.3615,43833.29167,0,43833.29167,0.00116755,43833.29167,9.6,43833.29167,0.329976,43833.29167,0
43833.33333,0.00038182,43833.33333,0.0172883,43833.33333,27.1721,43833.33333,27.233,43833.33333,0,43833.33333,0.002368,43833.33333,14.4,43833.33333,0.327714,43833.33333,0
43833.37500,0.000266752,43833.37500,0.0172906,43833.37500,40.9998,43833.37500,41.2628,43833.37500,0,43833.37500,0.00350356,43833.37500,22.8,43833.37500,0.330214,43833.37500,0
43833.41667,0.000210286,43833.41667,0.0172931,43833.41667,62.992,43833.41667,63.1284,43833.41667,0,43833.41667,0.00589215,43833.41667,32.4,43833.41667,0.355202,43833.41667,0
43833.45833,0.000274416,43833.45833,0.017296,43833.45833,50.54,43833.45833,50.027,43833.45833,0,43833.45833,0.00525886,43833.45833,22.8,43833.45833,0.356523,43833.45833,0
43833.50000,0.000215174,43833.50000,0.0172992,43833.50000,18.1924,43833.50000,17.9133,43833.50000,0,43833.50000,0.00211884,43833.50000,6,43833.50000,0.361264,43833.50000,0
43833.54167,0.011228,43833.54167,0.0173027,43833.54167,8.34639,43833.54167,8.39249,43833.54167,0,43833.54167,0.00118843,43833.54167,4.8,43833.54167,0.367497,43833.54167,0
43833.58333,0.121907,43833.58333,0.0173066,43833.58333,17.5846,43833.58333,17.629,43833.58333,0,43833.58333,0.00201654,43833.58333,9.6,43833.58333,0.388796,43833.58333,0
43833.62500,0.179066,43833.62500,0.0173126,43833.62500,18.8696,43833.62500,18.8586,43833.62500,0,43833.62500,0.00193005,43833.62500,9.37872,43833.62500,0.385623,43833.62500,0
43833.66667,0.518611,43833.66667,0.0173152,43833.66667,13.1528,43833.66667,13.013,43833.66667,0,43833.66667,0.00137939,43833.66667,4.8,43833.66667,0.39343,43833.66667,0
43833.70833,0.429389,43833.70833,0.0173345,43833.70833,0.709906,43833.70833,0.682188,43833.70833,0,43833.70833,0.000201664,43833.70833,0.0646154,43833.70833,0.38612,43833.70833,0
43833.75000,0.415895,43833.75000,0.017335,43833.75000,0.727422,43833.75000,0.711674,43833.75000,0,43833.75000,0.000217315,43833.75000,0.218462,43833.75000,0.39046,43833.75000,0
43833.79167,0.402401,43833.79167,0.0173354,43833.79167,0.744939,43833.79167,0.741159,43833.79167,0,43833.79167,0.000217831,43833.79167,0.372308,43833.79167,0.372413,43833.79167,0
43833.83333,0.297104,43833.83333,0.0173375,43833.83333,1.18608,43833.83333,1.21274,43833.83333,0,43833.83333,0.000281946,43833.83333,1.2,43833.83333,0.356242,43833.83333,0
43833.87500,0.139083,43833.87500,0.0173436,43833.87500,4.79632,43833.87500,4.85633,43833.87500,0,43833.87500,0.000677022,43833.87500,3.6,43833.87500,0.368182,43833.87500,0
43833.91667,0.0254828,43833.91667,0.01735,43833.91667,11.4842,43833.91667,11.5743,43833.91667,0,43833.91667,0.00128223,43833.91667,7.2,43833.91667,0.347642,43833.91667,0
43833.95833,0.00101793,43833.95833,0.0173568,43833.95833,13.7211,43833.95833,13.6546,43833.95833,0,43833.95833,0.00156379,43833.95833,6,43833.95833,0.346404,43833.95833,0
43834.00000,3.17531e-05,43834.00000,0.0173681,43834.00000,6.65873,43834.00000,6.61421,43834.00000,0,43834.00000,0.000967172,43834.00000,2.4,43834.00000,0.357438,43834.00000,0
43834.04167,1.30939e-05,43834.04167,0.0173739,43834.04167,18.0429,43834.04167,18.3592,43834.04167,0,43834.04167,0.00205167,43834.04167,13.2,43834.04167,0.354261,43834.04167,0
43834.08333,1.47079e-05,43834.08333,0.0173818,43834.08333,42.2684,43834.08333,42.2979,43834.08333,0,43834.08333,0.00422045,43834.08333,21.6,43834.08333,0.362205,43834.08333,0
43834.12500,8.5435e-06,43834.12500,0.0173901,43834.12500,26.9256,43834.12500,26.5695,43834.12500,0,43834.12500,0.0030561,43834.12500,10.8,43834.12500,0.357673,43834.12500,0
43834.16667,7.95581e-07,43834.16667,0.0173987,43834.16667,16.6118,43834.16667,16.7366,43834.16667,0,43834.16667,0.0018964,43834.16667,9.6,43834.16667,0.3617,43834.16667,0
43834.20833,5.17821e-07,43834.20833,0.0174076,43834.20833,28.6532,43834.20833,28.6378,43834.20833,0,43834.20833,0.00294412,43834.20833,14.4,43834.20833,0.382534,43834.20833,0
43834.25000,2.51215e-05,43834.25000,0.01742,43834.25000,24.3816,43834.25000,24.344,43834.25000,0,43834.25000,0.00254907,43834.25000,12.0373,43834.25000,0.378794,43834.25000,0
43834.29167,3.87708e-05,43834.29167,0.0174268,43834.29167,29.0173,43834.29167,29.1509,43834.29167,0,43834.29167,0.00293662,43834.29167,15.6,43834.29167,0.388565,43834.29167,0
43834.33333,6.37191e-05,43834.33333,0.0174369,43834.33333,35.9101,43834.33333,35.8985,43834.33333,0,43834.33333,0.0036894,43834.33333,18,43834.33333,0.404109,43834.33333,0
43834.37500,0.00012035,43834.37500,0.0174475,43834.37500,35.5602,43834.37500,35.5854,43834.37500,0,43834.37500,0.00381036,43834.37500,18,43834.37500,0.394106,43834.37500,0
43834.41667,0.000161273,43834.41667,0.0174584,43834.41667,31.3163,43834.41667,31.0904,43834.41667,0,43834.41667,0.00355134,43834.41667,14.4,43834.41667,0.384349,43834.41667,0
43834.45833,0.000271745,43834.45833,0.0174697,43834.45833,15.8793,43834.45833,15.6629,43834.45833,0,43834.45833,0.00216215,43834.45833,6,43834.45833,0.373209,43834.45833,0
43834.50000,0.000605254,43834.50000,0.0174815,43834.50000,5.46191,43834.50000,5.3598,43834.50000,0,43834.50000,0.000934504,43834.50000,1.2,43834.50000,0.372608,43834.50000,0
43834.54167,0.0104273,43834.54167,0.0174937,43834.54167,3.60659,43834.54167,3.64731,43834.54167,0,43834.54167,0.000683217,43834.54167,2.4,43834.54167,0.359432,43834.54167,0
43834.58333,0.0622616,43834.58333,0.0175064,43834.58333,5.66678,43834.58333,5.63098,43834.58333,0,43834.58333,0.000939944,43834.58333,2.4,43834.58333,0.359023,43834.58333,0
43834.62500,0.145888,43834.62500,0.0175646,43834.62500,0.630479,43834.62500,0.612787,43834.62500,0,43834.62500,0.00022867,43834.62500,0.112372,43834.62500,0.340792,43834.62500,0
43834.66667,0.202715,43834.66667,0.0175722,43834.66667,0.511742,43834.66667,0.497309,43834.66667,0,43834.66667,0.000205028,43834.66667,0.0751628,43834.66667,0.333844,43834.66667,0
43834.70833,0.259542,43834.70833,0.0175799,43834.70833,0.393006,43834.70833,0.381832,43834.70833,0,43834.70833,0.000191125,43834.70833,0.0379535,43834.70833,0.352158,43834.70833,0
43834.75000,0.316369,43834.75000,0.0175876,43834.75000,0.274269,43834.75000,0.266354,43834.75000,0,43834.75000,0.000168506,43834.75000,0.000744187,43834.75000,0.351464,43834.75000,0
43834.79167,0.265135,43834.79167,0.0175899,43834.79167,0.33066,43834.79167,0.336422,43834.79167,0,43834.79167,0.000187691,43834.79167,0.28,43834.79167,0.3571,43834.79167,0
43834.83333,0.2028,43834.83333,0.0175963,43834.83333,0.813302,43834.83333,0.853598,43834.83333,0,43834.83333,0.000296109,43834.83333,1.2,43834.83333,0.368708,43834.83333,0
43834.87500,0.129642,43834.87500,0.0176126,43834.87500,11.3665,43834.87500,11.6753,43834.87500,0,43834.87500,0.00171675,43834.87500,9.6,43834.87500,0.364005,43834.87500,0
43834.91667,0.0271191,43834.91667,0.0176295,43834.91667,50.6723,43834.91667,51.6565,43834.91667,0,43834.91667,0.00628465,43834.91667,30,43834.91667,0.375853,43834.91667,0
43834.95833,0.00160882,43834.95833,0.017647,43834.95833,75.5234,43834.95833,75.2958,43834.95833,0,43834.95833,0.0111369,43834.95833,37.2,43834.95833,0.382322,43834.95833,0
43835.00000,0.000716136,43835.00000,0.0176748,43835.00000,67.7942,43835.00000,67.1582,43835.00000,0,43835.00000,0.0112464,43835.00000,31.2,43835.00000,0.400151,43835.00000,0
43835.04167,0.000882693,43835.04167,0.0176892,43835.04167,52.4854,43835.04167,51.5791,43835.04167,0,43835.04167,0.00839274,43835.04167,24,43835.04167,0.388896,43835.04167,41.205
43835.08333,0.00134117,43835.08333,0.0177088,43835.08333,26.8371,43835.08333,26.2187,43835.08333,0,43835.08333,0.0040447,43835.08333,10.8,43835.08333,0.38512,43835.08333,32.7748
43835.12500,0.00145422,43835.12500,0.017729,43835.12500,10.4171,43835.12500,10.2238,43835.12500,0,43835.12500,0.00186651,43835.12500,3.6,43835.12500,0.380168,43835.12500,12.7988
43835.16667,0.00173091,43835.16667,0.01775,43835.16667,5.85066,43835.16667,5.80427,43835.16667,0,43835.16667,0.00126394,43835.16667,2.4,43835.16667,0.371577,43835.16667,5.36084
43835.20833,0.00189339,43835.20833,0.0177718,43835.20833,5.01154,43835.20833,5.003,43835.20833,0,43835.20833,0.00109227,43835.20833,2.4,43835.20833,0.377123,43835.20833,3.60846
43835.25000,0.00229135,43835.25000,0.0177944,43835.25000,3.74668,43835.25000,3.69059,43835.25000,0,43835.25000,0.000842651,43835.25000,1.2,43835.25000,0.377098,43835.25000,2.83534
43835.29167,0.0395793,43835.29167,0.0182258,43835.29167,0.0552465,43835.29167,0.0491882,43835.29167,0,43835.29167,7.63723e-05,43835.29167,0.04592,43835.29167,0.383181,43835.29167,0
43835.33333,0.110898,43835.33333,0.0182416,43835.33333,0.0515112,43835.33333,0.0458681,43835.33333,0,43835.33333,7.10661e-05,43835.33333,0.04192,43835.33333,0.380087,43835.33333,0
43835.37500,0.182217,43835.37500,0.0182575,43835.37500,0.0477758,43835.37500,0.042548,43835.37500,0,43835.37500,6.92668e-05,43835.37500,0.03792,43835.37500,0.373147,43835.37500,0
43835.41667,0.253535,43835.41667,0.0182733,43835.41667,0.0440405,43835.41667,0.0392279,43835.41667,0,43835.41667,6.17179e-05,43835.41667,0.03392,43835.41667,0.379097,43835.41667,0
43835.45833,0.324854,43835.45833,0.0182892,43835.45833,0.0403051,43835.45833,0.0359078,43835.45833,0,43835.45833,5.37236e-05,43835.45833,0.02992,43835.45833,0.372821,43835.45833,0
43835.50000,0.396173,43835.50000,0.018305,43835.50000,0.0365698,43835.50000,0.0325877,43835.50000,0,43835.50000,5.59713e-05,43835.50000,0.02592,43835.50000,0.368765,43835.50000,0
43835.54167,0.467492,43835.54167,0.0183209,43835.54167,0.0328344,43835.54167,0.0292676,43835.54167,0,43835.54167,5.28774e-05,43835.54167,0.02192,43835.54167,0.368091,43835.54167,0
43835.58333,0.53881,43835.58333,0.0183367,43835.58333,0.0290991,43835.58333,0.0259475,43835.58333,0,43835.58333,4.89112e-05,43835.58333,0.01792,43835.58333,0.368993,43835.58333,0
43835.62500,0.610129,43835.62500,0.0183526,43835.62500,0.0253637,43835.62500,0.0226274,43835.62500,0,43835.62500,4.63901e-05,43835.62500,0.01392,43835.62500,0.375154,43835.62500,0
43835.66667,0.681448,43835.66667,0.0183684,43835.66667,0.0216284,43835.66667,0.0193073,43835.66667,0,43835.66667,4.46987e-05,43835.66667,0.00992,43835.66667,0.372231,43835.66667,0
43835.70833,0.752767,43835.70833,0.0183843,43835.70833,0.017893,43835.70833,0.0159871,43835.70833,0,43835.70833,4.30404e-05,43835.70833,0.00592,43835.70833,0.3769,43835.70833,0
43835.75000,0.824085,43835.75000,0.0184001,43835.75000,0.0141576,43835.75000,0.012667,43835.75000,0,43835.75000,4.10329e-05,43835.75000,0.00192,43835.75000,0.374646,43835.75000,0
43835.79167,0.765829,43835.79167,0.0184087,43835.79167,0.0122619,43835.79167,0.0110282,43835.79167,0,43835.79167,3.8827e-05,43835.79167,0,43835.79167,0.372779,43835.79167,0
43835.83333,0.587965,43835.83333,0.0184107,43835.83333,0.0120643,43835.83333,0.0109413,43835.83333,0,43835.83333,3.74419e-05,43835.83333,0,43835.83333,0.362509,43835.83333,0
43835.87500,0.410101,43835.87500,0.0184127,43835.87500,0.0118667,43835.87500,0.0108545,43835.87500,0,43835.87500,3.79581e-05,43835.87500,0,43835.87500,0.363067,43835.87500,0
43835.91667,0.232238,43835.91667,0.0184147,43835.91667,0.0116691,43835.91667,0.0107676,43835.91667,0,43835.91667,3.81458e-05,43835.91667,0,43835.91667,0.370642,43835.91667,0
43835.95833,0.0543737,43835.95833,0.0184167,43835.95833,0.0114715,43835.95833,0.0106807,43835.95833,0,43835.95833,3.6245e-05,43835.95833,0,43835.95833,0.392279,43835.95833,0
43836.00000,0.000691001,43836.00000,0.0184706,43836.00000,0.00906672,43836.00000,0.00875608,43836.00000,0,43836.00000,3.12692e-05,43836.00000,0,43836.00000,0.388563,43836.00000,0
43836.04167,0.000649412,43836.04167,0.0185143,43836.04167,0.00786385,43836.04167,0.00759677,43836.04167,0,43836.04167,2.79008e-05,43836.04167,0,43836.04167,0.379528,43836.04167,0
43836.08333,0.000453269,43836.08333,0.018576,43836.08333,0.00663161,43836.08333,0.00640402,43836.08333,0,43836.08333,2.4476e-05,43836.08333,0,43836.08333,0.364684,43836.08333,0
43836.12500,0.000472989,43836.12500,0.0186301,43836.12500,0.00579965,43836.12500,0.00559856,43836.12500,0,43836.12500,2.60066e-05,43836.12500,0,43836.12500,0.367352,43836.12500,0
43836.16667,0.000424083,43836.16667,0.0186816,43836.16667,0.00516711,43836.16667,0.00498623,43836.16667,0,43836.16667,1.88581e-05,43836.16667,0,43836.16667,0.370293,43836.16667,0
43836.20833,0.000454503,43836.20833,0.0187355,43836.20833,0.00462599,43836.20833,0.00446255,43836.20833,0,43836.20833,1.82932e-05,43836.20833,0,43836.20833,0.377451,43836.20833,0
43836.25000,0.000540086,43836.25000,0.0187918,43836.25000,0.00416012,43836.25000,0.00401181,43836.25000,0,43836.25000,1.8167e-05,43836.25000,0,43836.25000,0.388333,43836.25000,0
43836.29167,0.000540787,43836.29167,0.0188507,43836.29167,0.00375667,43836.29167,0.00362157,43836.29167,0,43836.29167,1.81761e-05,43836.29167,0,43836.29167,0.373689,43836.29167,0
43836.33333,0.000487253,43836.33333,0.018912,43836.33333,0.00340537,43836.33333,0.00328187,43836.33333,0,43836.33333,1.82196e-05,43836.33333,0,43836.33333,0.373524,43836.33333,0
43836.37500,0.000599346,43836.37500,0.018976,43836.37500,0.00309794,43836.37500,0.00298467,43836.37500,0,43836.37500,1.82298e-05,43836.37500,0,43836.37500,0.381646,43836.37500,0
43836.41667,0.000797244,43836.41667,0.0190427,43836.41667,0.00282762,43836.41667,0.00272341,43836.41667,0,43836.41667,2.01041e-05,43836.41667,0,43836.41667,0.387846,43836.41667,0
43836.45833,0.000941861,43836.45833,0.019112,43836.45833,0.00258889,43836.45833,0.00249275,43836.45833,0,43836.45833,1.95292e-05,43836.45833,0,43836.45833,0.373193,43836.45833,0
43836.50000,0.00487831,43836.50000,0.0191841,43836.50000,0.00237722,43836.50000,0.00228826,43836.50000,0,43836.50000,1.87889e-05,43836.50000,0,43836.50000,0.355667,43836.50000,0
43836.54167,0.0563504,43836.54167,0.019259,43836.54167,0.00218895,43836.54167,0.00210628,43836.54167,0,43836.54167,1.84436e-05,43836.54167,0,43836.54167,0.378637,43836.54167,0
43836.58333,0.219344,43836.58333,0.0193368,43836.58333,0.0020211,43836.58333,0.00194373,43836.58333,0,43836.58333,1.76155e-05,43836.58333,0,43836.58333,0.384549,43836.58333,0
43836.62500,0.470713,43836.62500,0.0194175,43836.62500,0.00187079,43836.62500,0.00179806,43836.62500,0,43836.62500,1.61427e-05,43836.62500,0,43836.62500,0.389864,43836.62500,0
43836.66667,0.725436,43836.66667,0.0195012,43836.66667,0.00173547,43836.66667,0.00166708,43836.66667,0,43836.66667,1.44943e-05,43836.66667,0,43836.66667,0.385529,43836.66667,0
43836.70833,0.858747,43836.70833,0.019588,43836.70833,0.00161295,43836.70833,0.00154896,43836.70833,0,43836.70833,1.34862e-05,43836.70833,0,43836.70833,0.376781,43836.70833,0
43836.75000,0.874666,43836.75000,0.0196778,43836.75000,0.00150179,43836.75000,0.00144213,43836.75000,0,43836.75000,1.2769e-05,43836.75000,0,43836.75000,0.385795,43836.75000,0
43836.79167,0.880471,43836.79167,0.0197709,43836.79167,0.00140106,43836.79167,0.00134525,43836.79167,0,43836.79167,1.19505e-05,43836.79167,0,43836.79167,0.377444,43836.79167,0
43836.83333,0.780096,43836.83333,0.0198671,43836.83333,0.00130929,43836.83333,0.00125716,43836.83333,0,43836.83333,1.2551e-05,43836.83333,0,43836.83333,0.366033,43836.83333,0
43836.87500,0.494543,43836.87500,0.0199667,43836.87500,0.00122528,43836.87500,0.00117689,43836.87500,0,43836.87500,1.30557e-05,43836.87500,0,43836.87500,0.368724,43836.87500,0
43836.91667,0.191941,43836.91667,0.020057,43836.91667,0.00115663,43836.91667,0.0011113,43836.91667,0,43836.91667,1.23698e-05,43836.91667,0,43836.91667,0.365514,43836.91667,0
43836.95833,0.0249399,43836.95833,0.0201144,43836.95833,0.00111632,43836.95833,0.00107237,43836.95833,0,43836.95833,1.26307e-05,43836.95833,0,43836.95833,0.3586,43836.95833,0
43837.00000,0.00215539,43837.00000,0.0202626,43837.00000,0.00102434,43837.00000,0.000983038,43837.00000,0,43837.00000,1.26719e-05,43837.00000,0,43837.00000,0.335427,43837.00000,0
43837.04167,0.00216969,43837.04167,0.0203762,43837.04167,0.000963232,43837.04167,0.000924316,43837.04167,0,43837.04167,1.17607e-05,43837.04167,0,43837.04167,0.346309,43837.04167,0
43837.08333,0.00174555,43837.08333,0.0205323,43837.08333,0.00089136,43837.08333,0.000855155,43837.08333,0,43837.08333,1.08209e-05,43837.08333,0,43837.08333,0.350065,43837.08333,0
43837.12500,0.00146435,43837.12500,0.0206666,43837.12500,0.000837226,43837.12500,0.00080305,43837.12500,0,43837.12500,1.05144e-05,43837.12500,0,43837.12500,0.344705,43837.12500,0
43837.16667,0.00128801,43837.16667,0.0207922,43837.16667,0.00079214,43837.16667,0.000759652,43837.16667,0,43837.16667,9.95571e-06,43837.16667,0,43837.16667,0.360455,43837.16667,0
43837.20833,0.00122411,43837.20833,0.0209217,43837.20833,0.000750364,43837.20833,0.000719445,43837.20833,0,43837.20833,9.19981e-06,43837.20833,0,43837.20833,0.362448,43837.20833,0
43837.25000,0.00122045,43837.25000,0.0210552,43837.25000,0.000711593,43837.25000,0.000682135,43837.25000,0,43837.25000,9.07498e-06,43837.25000,0,43837.25000,0.372008,43837.25000,0
43837.29167,0.00118642,43837.29167,0.0211927,43837.29167,0.000675554,43837.29167,0.00064746,43837.29167,0,43837.29167,9.06805e-06,43837.29167,0,43837.29167,0.365823,43837.29167,0
43837.33333,0.00103764,43837.33333,0.0213343,43837.33333,0.000642005,43837.33333,0.000615186,43837.33333,0,43837.33333,9.17534e-06,43837.33333,0,43837.33333,0.371836,43837.33333,0
43837.37500,0.000886633,43837.37500,0.0214801,43837.37500,0.000610731,43837.37500,0.000585107,43837.37500,0,43837.37500,9.21474e-06,43837.37500,0,43837.37500,0.389139,43837.37500,0
43837.41667,0.000898479,43837.41667,0.0216302,43837.41667,0.000581538,43837.41667,0.000557033,43837.41667,0,43837.41667,9.57732e-06,43837.41667,0,43837.41667,0.375983,43837.41667,0
43837.45833,0.000871403,43837.45833,0.0217847,43837.45833,0.000554252,43837.45833,0.000530798,43837.45833,0,43837.45833,9.31851e-06,43837.45833,0,43837.45833,0.377844,43837.45833,0
43837.50000,0.00749503,43837.50000,0.0219437,43837.50000,0.000528724,43837.50000,0.000506249,43837.50000,0,43837.50000,9.17965e-06,43837.50000,0,43837.50000,0.378023,43837.50000,0
43837.54167,0.0909571,43837.54167,0.0221072,43837.54167,0.000504903,43837.54167,0.000483252,43837.54167,0,43837.54167,9.0028e-06,43837.54167,0,43837.54167,0.377976,43837.54167,0
43837.58333,0.323847,43837.58333,0.0222754,43837.58333,0.000482734,43837.58333,0.000461682,43837.58333,0,43837.58333,8.50339e-06,43837.58333,0,43837.58333,0.378343,43837.58333,0
43837.62500,0.594704,43837.62500,0.0224484,43837.62500,0.000461928,43837.62500,0.000441428,43837.62500,0,43837.62500,8.62884e-06,43837.62500,0,43837.62500,0.360684,43837.62500,0
43837.66667,0.649247,43837.66667,0.0226262,43837.66667,0.000442069,43837.66667,0.00042239,43837.66667,0,43837.66667,8.09346e-06,43837.66667,0,43837.66667,0.381981,43837.66667,0
43837.70833,0.450854,43837.70833,0.0227341,43837.70833,0.00412987,43837.70833,0.00902606,43837.70833,0,43837.70833,2.03855e-05,43837.70833,0.115314,43837.70833,0.373715,43837.70833,0
43837.75000,0.217343,43837.75000,0.0228496,43837.75000,2.00348,43837.75000,2.16376,43837.75000,0,43837.75000,0.000615635,43837.75000,3.6,43837.75000,0.364077,43837.75000,0
43837.79167,0.131245,43837.79167,0.023037,43837.79167,22.7227,43837.79167,23.276,43837.79167,0,43837.79167,0.00356117,43837.79167,15.6,43837.79167,0.36029,43837.79167,0
43837.83333,0.0693395,43837.83333,0.0232296,43837.83333,72.925,43837.83333,75.1826,43837.83333,0,43837.83333,0.0125014,43837.83333,42,43837.83333,0.37113,43837.83333,0.583408
43837.87500,0.0578582,43837.87500,0.0234276,43837.87500,114.268,43837.87500,114.466,43837.87500,0,43837.87500,0.0220885,43837.87500,57.6,43837.87500,0.363365,43837.87500,96.5638
43837.91667,0.0180018,43837.91667,0.0236309,43837.91667,100.362,43837.91667,98.3722,43837.91667,0,43837.91667,0.0188184,43837.91667,48,43837.91667,0.373223,43837.91667,96.6626
43837.95833,0.00101437,43837.95833,0.0238399,43837.95833,73.8083,43837.95833,72.4338,43837.95833,0,43837.95833,0.013686,43837.95833,34.8,43837.95833,0.375025,43837.95833,75.4514
43838.00000,0.000419321,43838.00000,0.0241918,43838.00000,26.7278,43838.00000,24.9344,43838.00000,0,43838.00000,0.00496405,43838.00000,4.8,43838.00000,0.367117,43838.00000,38.0053
43838.04167,0.000490088,43838.04167,0.0243754,43838.04167,9.50964,43838.04167,9.22894,43838.04167,0,43838.04167,0.00205676,43838.04167,2.4,43838.04167,0.355022,43838.04167,13.6391
43838.08333,0.000397814,43838.08333,0.0247876,43838.08333,1.57868,43838.08333,1.52164,43838.08333,0,43838.08333,0.000560356,43838.08333,0.0399531,43838.08333,0.349778,43838.08333,1.70368
43838.12500,0.000365148,43838.12500,0.0249568,43838.12500,0.852719,43838.12500,0.826587,43838.12500,0,43838.12500,0.000402363,43838.12500,0,43838.12500,0.350721,43838.12500,0.413838
43838.16667,0.00036862,43838.16667,0.0251045,43838.16667,0.541783,43838.16667,0.526174,43838.16667,0,43838.16667,0.000324945,43838.16667,0,43838.16667,0.35742,43838.16667,0.00198765
43838.20833,0.000422077,43838.20833,0.0254398,43838.20833,0.255943,43838.20833,0.248686,43838.20833,0,43838.20833,0.000210382,43838.20833,0,43838.20833,0.363246,43838.20833,0
43838.25000,0.0004353,43838.25000,0.0257893,43838.25000,0.149041,43838.25000,0.144793,43838.25000,0,43838.25000,0.000163784,43838.25000,0,43838.25000,0.361933,43838.25000,0
43838.29167,0.000519251,43838.29167,0.026153,43838.29167,0.0961423,43838.29167,0.09337,43838.29167,0,43838.29167,0.000126838,43838.29167,0,43838.29167,0.377144,43838.29167,0
43838.33333,0.000720685,43838.33333,0.026489,43838.33333,0.0673516,43838.33333,0.0653818,43838.33333,0,43838.33333,0.000102383,43838.33333,0,43838.33333,0.391641,43838.33333,0
43838.37500,0.00102512,43838.37500,0.026778,43838.37500,0.0513653,43838.37500,0.0498413,43838.37500,0,43838.37500,9.1809e-05,43838.37500,0,43838.37500,0.393714,43838.37500,0
43838.41667,0.0010003,43838.41667,0.0270772,43838.41667,0.0409615,43838.41667,0.0397302,43838.41667,0,43838.41667,7.54386e-05,43838.41667,0,43838.41667,0.382686,43838.41667,0
43838.45833,0.00185841,43838.45833,0.0273824,43838.45833,0.0326044,43838.45833,0.0316093,43838.45833,0,43838.45833,6.63951e-05,43838.45833,0,43838.45833,0.378455,43838.45833,0
43838.50000,0.00417657,43838.50000,0.027695,43838.50000,0.0263934,43838.50000,0.0255756,43838.50000,0,43838.50000,6.16467e-05,43838.50000,0,43838.50000,0.366886,43838.50000,0
43838.54167,0.120289,43838.54167,0.0280186,43838.54167,0.0219783,43838.54167,0.0212869,43838.54167,0,43838.54167,5.32776e-05,43838.54167,0,43838.54167,0.361093,43838.54167,0
43838.58333,0.317729,43838.58333,0.0282636,43838.58333,0.0189231,43838.58333,0.0183222,43838.58333,0,43838.58333,4.59487e-05,43838.58333,0,43838.58333,0.359783,43838.58333,0
43838.62500,0.631696,43838.62500,0.0283642,43838.62500,0.0178449,43838.62500,0.0172833,43838.62500,0,43838.62500,4.87899e-05,43838.62500,0,43838.62500,0.37221,43838.62500,0
43838.66667,0.95122,43838.66667,0.0285875,43838.66667,0.449922,43838.66667,0.508785,43838.66667,0,43838.66667,0.000252985,43838.66667,1.2,43838.66667,0.369357,43838.66667,0
43838.70833,1.06757,43838.70833,0.0289289,43838.70833,2.22444,43838.70833,2.22437,43838.70833,0,43838.70833,0.000661814,43838.70833,1.2,43838.70833,0.379907,43838.70833,0
43838.75000,1.21781,43838.75000,0.0292793,43838.75000,1.71107,43838.75000,1.73649,43838.75000,0,43838.75000,0.00049762,43838.75000,1.2,43838.75000,0.372378,43838.75000,0
43838.79167,1.14605,43838.79167,0.0296389,43838.79167,2.83188,43838.79167,2.8115,43838.79167,0,43838.79167,0.000718469,43838.79167,1.2,43838.79167,0.370314,43838.79167,0
43838.83333,0.910529,43838.83333,0.031248,43838.83333,0.365916,43838.83333,0.353954,43838.83333,0,43838.83333,0.000205614,43838.83333,0,43838.83333,0.361836,43838.83333,0
43838.87500,0.635442,43838.87500,0.031275,43838.87500,0.351711,43838.87500,0.340629,43838.87500,0,43838.87500,0.000210138,43838.87500,0,43838.87500,0.358099,43838.87500,0
43838.91667,0.360355,43838.91667,0.031302,43838.91667,0.337506,43838.91667,0.327305,43838.91667,0,43838.91667,0.000216168,43838.91667,0,43838.91667,0.340677,43838.91667,0
43838.95833,0.0852684,43838.95833,0.031329,43838.95833,0.323301,43838.95833,0.31398,43838.95833,0,43838.95833,0.000191244,43838.95833,0,43838.95833,0.34078,43838.95833,0
