t, Evaporation,t, Groundwater Recharge (m3/day),t, Infiltration rate (m3/day),t, Inflow to the pond (m3/day),t, Overflow (m3/day),t, Pond water depth (m),t, Precipitation (mm/day),t, Soil Moisture,t, Underdrain flow (m3/day)
44238.58333,0.0749259,44238.58333,0.627496,44238.58333,22.3709,44238.58333,23.3341,44238.58333,0,44238.58333,0.0202529,44238.58333,12,44238.58333,0.397378,44238.58333,22.5111
44238.62500,0.211893,44238.62500,0.627553,44238.62500,19.6962,44238.62500,17.4084,44238.62500,0,44238.62500,0.0192383,44238.62500,7.2,44238.62500,0.39259,44238.62500,22.2638
44238.66667,0.2733,44238.66667,0.627618,44238.66667,9.49966,44238.66667,8.33499,44238.66667,0,44238.66667,0.00914343,44238.66667,3.6,44238.66667,0.374664,44238.66667,15.4112
44238.70833,0.370606,44238.70833,0.627689,44238.70833,8.20513,44238.70833,7.90199,44238.70833,0,44238.70833,0.00725319,44238.70833,3.6,44238.70833,0.384241,44238.70833,11.2474
44238.75000,0.533328,44238.75000,0.627766,44238.75000,4.74755,44238.75000,4.25652,44238.75000,0,44238.75000,0.00441816,44238.75000,1.2,44238.75000,0.377105,44238.75000,7.10155
44238.79167,0.476405,44238.79167,0.628005,44238.79167,1.10673,44238.79167,0.983656,44238.79167,0,44238.79167,0.00133946,44238.79167,0.235514,44238.79167,0.363138,44238.79167,2.12389
44238.83333,0.388816,44238.83333,0.628074,44238.83333,0.679494,44238.83333,0.598072,44238.83333,0,44238.83333,0.000927778,44238.83333,0.0785047,44238.83333,0.373198,44238.83333,1.3254
44238.87500,0.293282,44238.87500,0.628144,44238.87500,0.399997,44238.87500,0.351144,44238.87500,0,44238.87500,0.000734432,44238.87500,0,44238.87500,0.374794,44238.87500,0.707683
44238.91667,0.189804,44238.91667,0.628215,44238.91667,0.268233,44238.91667,0.24287,44238.91667,0,44238.91667,0.000561263,44238.91667,0,44238.91667,0.383705,44238.91667,0.242444
44238.95833,0.0599775,44238.95833,0.628239,44238.95833,0.231167,44238.95833,0.211481,44238.95833,0,44238.95833,0.000523186,44238.95833,0,44238.95833,0.373891,44238.95833,0.118655
44239.00000,0.000778543,44239.00000,0.628352,44239.00000,0.125225,44239.00000,0.115769,44239.00000,0,44239.00000,0.000371042,44239.00000,0,44239.00000,0.365701,44239.00000,0
44239.04167,0.000995074,44239.04167,0.62845,44239.04167,0.0894792,44239.04167,0.0840674,44239.04167,0,44239.04167,0.000297816,44239.04167,0.0119444,44239.04167,0.362035,44239.04167,0
44239.08333,0.000927574,44239.08333,0.62852,44239.08333,0.514992,44239.08333,0.660008,44239.08333,0,44239.08333,0.000765469,44239.08333,1.2,44239.08333,0.365972,44239.08333,0
44239.12500,0.00092323,44239.12500,0.628651,44239.12500,3.42559,44239.12500,3.61334,44239.12500,0,44239.12500,0.00282752,44239.12500,2.3822,44239.12500,0.360442,44239.12500,0.188277
44239.16667,0.00101885,44239.16667,0.628721,44239.16667,4.27433,44239.16667,4.36882,44239.16667,0,44239.16667,0.00334261,44239.16667,2.4,44239.16667,0.367658,44239.16667,2.01597
44239.20833,0.000860591,44239.20833,0.628822,44239.20833,4.67914,44239.20833,4.70629,44239.20833,0,44239.20833,0.00373681,44239.20833,2.4,44239.20833,0.376437,44239.20833,2.98726
44239.25000,0.001083,44239.25000,0.628981,44239.25000,4.78039,44239.25000,4.7842,44239.25000,0,44239.25000,0.00380175,44239.25000,2.4,44239.25000,0.390485,44239.25000,3.89648
44239.29167,0.00131464,44239.29167,0.629022,44239.29167,4.79066,44239.29167,4.7916,44239.29167,0,44239.29167,0.0038704,44239.29167,2.4,44239.29167,0.375108,44239.29167,4.04257
44239.33333,0.00160916,44239.33333,0.629121,44239.33333,4.80078,44239.33333,4.7982,44239.33333,0,44239.33333,0.00370543,44239.33333,2.4,44239.33333,0.395551,44239.33333,4.5971
44239.37500,0.00178221,44239.37500,0.629264,44239.37500,4.74889,44239.37500,4.72113,44239.37500,0,44239.37500,0.00364438,44239.37500,2.298,44239.37500,0.403852,44239.37500,4.39391
44239.41667,0.00184601,44239.41667,0.629316,44239.41667,3.86098,44239.41667,3.62964,44239.41667,0,44239.41667,0.00291651,44239.41667,1.2,44239.41667,0.38511,44239.41667,3.86164
44239.45833,0.00554386,44239.45833,0.629622,44239.45833,0.565851,44239.45833,0.484231,44239.45833,0,44239.45833,0.000742505,44239.45833,0,44239.45833,0.375137,44239.45833,1.10102
44239.50000,0.0142885,44239.50000,0.629739,44239.50000,0.3789,44239.50000,0.330074,44239.50000,0,44239.50000,0.000595341,44239.50000,0,44239.50000,0.375834,44239.50000,0.581627
44239.54167,0.0275085,44239.54167,0.629855,44239.54167,0.197356,44239.54167,0.180253,44239.54167,0,44239.54167,0.000433017,44239.54167,0,44239.54167,0.383086,44239.54167,0.0792216
44239.58333,0.156275,44239.58333,0.629958,44239.58333,0.155412,44239.58333,0.142387,44239.58333,0,44239.58333,0.000363576,44239.58333,0,44239.58333,0.396265,44239.58333,0.045958
44239.62500,0.287076,44239.62500,0.63006,44239.62500,0.115926,44239.62500,0.106491,44239.62500,0,44239.62500,0.000316955,44239.62500,0,44239.62500,0.395524,44239.62500,0.0241312
44239.66667,0.417877,44239.66667,0.630163,44239.66667,0.0764391,44239.66667,0.070596,44239.66667,0,44239.66667,0.00024786,44239.66667,0,44239.66667,0.409123,44239.66667,0.00343376
44239.70833,0.447128,44239.70833,0.630218,44239.70833,0.0632053,44239.70833,0.058477,44239.70833,0,44239.70833,0.000238003,44239.70833,0,44239.70833,0.402653,44239.70833,0
44239.75000,0.454089,44239.75000,0.630263,44239.75000,0.0557344,44239.75000,0.0515772,44239.75000,0,44239.75000,0.00020304,44239.75000,0,44239.75000,0.392462,44239.75000,0
44239.79167,0.461049,44239.79167,0.630307,44239.79167,0.0482634,44239.79167,0.0446774,44239.79167,0,44239.79167,0.000178488,44239.79167,0,44239.79167,0.390343,44239.79167,0
44239.83333,0.468009,44239.83333,0.630352,44239.83333,0.0407925,44239.83333,0.0377775,44239.83333,0,44239.83333,0.000170198,44239.83333,0,44239.83333,0.378652,44239.83333,0
44239.87500,0.382409,44239.87500,0.630375,44239.87500,0.0370251,44239.87500,0.0343041,44239.87500,0,44239.87500,0.000174896,44239.87500,0,44239.87500,0.38121,44239.87500,0
44239.91667,0.222091,44239.91667,0.630381,44239.91667,0.0362473,44239.91667,0.0335964,44239.91667,0,44239.91667,0.000175379,44239.91667,0,44239.91667,0.372144,44239.91667,0
44239.95833,0.0617741,44239.95833,0.630386,44239.95833,0.0354695,44239.95833,0.0328888,44239.95833,0,44239.95833,0.00017018,44239.95833,0,44239.95833,0.355891,44239.95833,0
44240.00000,0.000967443,44240.00000,0.630486,44240.00000,0.0261561,44240.00000,0.0242582,44240.00000,0,44240.00000,0.000153371,44240.00000,0,44240.00000,0.365311,44240.00000,0
44240.04167,0.00124123,44240.04167,0.630545,44240.04167,0.0212876,44240.04167,0.0197255,44240.04167,0,44240.04167,0.000144923,44240.04167,0,44240.04167,0.369626,44240.04167,0
44240.08333,0.0012056,44240.08333,0.630615,44240.08333,0.016763,44240.08333,0.0155174,44240.08333,0,44240.08333,0.000126398,44240.08333,0,44240.08333,0.363511,44240.08333,0
44240.12500,0.00113639,44240.12500,0.630666,44240.12500,0.0139372,44240.12500,0.0128912,44240.12500,0,44240.12500,0.000116478,44240.12500,0,44240.12500,0.363837,44240.12500,0
44240.16667,0.00116644,44240.16667,0.630708,44240.16667,0.0119194,44240.16667,0.011017,44240.16667,0,44240.16667,0.000112159,44240.16667,0,44240.16667,0.367711,44240.16667,0
44240.20833,0.001206,44240.20833,0.630745,44240.20833,0.0102825,44240.20833,0.00949727,44240.20833,0,44240.20833,9.44444e-05,44240.20833,0,44240.20833,0.380234,44240.20833,0
44240.25000,0.00127418,44240.25000,0.630778,44240.25000,0.00893966,44240.25000,0.00825128,44240.25000,0,44240.25000,7.69429e-05,44240.25000,0,44240.25000,0.379383,44240.25000,0
44240.29167,0.00143338,44240.29167,0.630805,44240.29167,0.00782703,44240.29167,0.00721942,44240.29167,0,44240.29167,7.47966e-05,44240.29167,0,44240.29167,0.372285,44240.29167,0
44240.33333,0.00156921,44240.33333,0.630827,44240.33333,0.00689673,44240.33333,0.00635707,44240.33333,0,44240.33333,6.30053e-05,44240.33333,0,44240.33333,0.380553,44240.33333,0
44240.37500,0.00168082,44240.37500,0.630845,44240.37500,0.00611242,44240.37500,0.00563041,44240.37500,0,44240.37500,6.11749e-05,44240.37500,0,44240.37500,0.38219,44240.37500,0
44240.41667,0.00179778,44240.41667,0.630853,44240.41667,0.0064792,44240.41667,0.00777895,44240.41667,0,44240.41667,6.21239e-05,44240.41667,0.0311501,44240.41667,0.386599,44240.41667,0
44240.45833,0.00184187,44240.45833,0.630862,44240.45833,0.341829,44240.45833,0.490843,44240.45833,0,44240.45833,0.000526768,44240.45833,1.2,44240.45833,0.377649,44240.45833,0
44240.50000,0.00385052,44240.50000,0.630872,44240.50000,3.36703,44240.50000,3.5647,44240.50000,0,44240.50000,0.00244688,44240.50000,2.4,44240.50000,0.395356,44240.50000,0
44240.54167,0.0198516,44240.54167,0.630874,44240.54167,5.20392,44240.54167,5.54021,44240.54167,0,44240.54167,0.00342249,44240.54167,3.6,44240.54167,0.399979,44240.54167,0
44240.58333,0.0936972,44240.58333,0.630874,44240.58333,8.55685,44240.58333,8.84393,44240.58333,0,44240.58333,0.00549576,44240.58333,4.8,44240.58333,0.406603,44240.58333,0
44240.62500,0.139817,44240.62500,0.630871,44240.62500,11.601,44240.62500,12.4056,44240.62500,0,44240.62500,0.00828315,44240.62500,7.2,44240.62500,0.415563,44240.62500,0
44240.66667,0.20866,44240.66667,0.630865,44240.66667,19.6354,44240.66667,21.6145,44240.66667,0,44240.66667,0.0148625,44240.66667,12,44240.66667,0.424822,44240.66667,12.8051
44240.70833,0.241026,44240.70833,0.63086,44240.70833,29.1796,44240.70833,33.3797,44240.70833,0,44240.70833,0.0255956,44240.70833,18,44240.70833,0.442156,44240.70833,24.4435
44240.75000,0.239525,44240.75000,0.630856,44240.75000,38.9749,44240.75000,44.4169,44240.75000,0,44240.75000,0.0386228,44240.75000,22.8,44240.75000,0.443674,44240.75000,39.7772
44240.79167,0.239449,44240.79167,0.630853,44240.79167,43.1707,44240.79167,44.1828,44240.79167,0,44240.79167,0.0404832,44240.79167,21.6,44240.79167,0.465885,44240.79167,44.173
44240.83333,0.259294,44240.83333,0.630854,44240.83333,40.9062,44240.83333,38.7754,44240.83333,0,44240.83333,0.0401389,44240.83333,19.2,44240.83333,0.44893,44240.83333,40.6376
44240.87500,0.147908,44240.87500,0.630857,44240.87500,38.874,44240.87500,36.6371,44240.87500,0,44240.87500,0.0380294,44240.87500,18,44240.87500,0.432909,44240.87500,38.9708
44240.91667,0.131618,44240.91667,0.630863,44240.91667,34.3707,44240.91667,30.3493,44240.91667,0,44240.91667,0.0319111,44240.91667,14.4,44240.91667,0.416203,44240.91667,33.1005
44240.95833,0.0309401,44240.95833,0.630872,44240.95833,25.777,44240.95833,21.2741,44240.95833,0,44240.95833,0.0224908,44240.95833,9.6,44240.95833,0.416546,44240.95833,27.1349
44241.00000,0.000535156,44241.00000,0.630889,44241.00000,16.7163,44241.00000,15.4863,44241.00000,0,44241.00000,0.0134022,44241.00000,7.2,44241.00000,0.403919,44241.00000,17.914
44241.04167,0.00056799,44241.04167,0.630902,44241.04167,14.938,44241.04167,14.5538,44241.04167,0,44241.04167,0.0122345,44241.04167,7.2,44241.04167,0.407875,44241.04167,15.2614
44241.08333,0.000624568,44241.08333,0.63092,44241.08333,13.4689,44241.08333,12.8973,44241.08333,0,44241.08333,0.0114153,44241.08333,6,44241.08333,0.404192,44241.08333,13.7583
44241.12500,0.000638048,44241.12500,0.630941,44241.12500,8.41546,44241.12500,7.35956,44241.12500,0,44241.12500,0.00771961,44241.12500,2.4,44241.12500,0.405001,44241.12500,10.2527
44241.16667,0.000637233,44241.16667,0.631009,44241.16667,1.36023,44241.16667,1.11699,44241.16667,0,44241.16667,0.00152265,44241.16667,0.13176,44241.16667,0.411484,44241.16667,3.27143
44241.20833,0.000675479,44241.20833,0.631048,44241.20833,0.628897,44241.20833,0.533493,44241.20833,0,44241.20833,0.000941657,44241.20833,0.0261752,44241.20833,0.408452,44241.20833,1.85549
44241.25000,0.000652841,44241.25000,0.63109,44241.25000,0.350672,44241.25000,0.307266,44241.25000,0,44241.25000,0.00065933,44241.25000,0,44241.25000,0.396444,44241.25000,1.05622
44241.29167,0.000610133,44241.29167,0.631133,44241.29167,0.221799,44241.29167,0.198803,44241.29167,0,44241.29167,0.000493064,44241.29167,0,44241.29167,0.395296,44241.29167,0.415645
44241.33333,0.000587134,44241.33333,0.631176,44241.33333,0.139884,44241.33333,0.128725,44241.33333,0,44241.33333,0.000374184,44241.33333,0,44241.33333,0.378751,44241.33333,0.0955249
44241.37500,0.000585344,44241.37500,0.631218,44241.37500,0.108501,44241.37500,0.0999553,44241.37500,0,44241.37500,0.00030218,44241.37500,0,44241.37500,0.380798,44241.37500,0.0604874
44241.41667,0.000583554,44241.41667,0.631261,44241.41667,0.0771173,44241.41667,0.0711855,44241.41667,0,44241.41667,0.000274855,44241.41667,0,44241.41667,0.365931,44241.41667,0.0229524
44241.45833,0.0307571,44241.45833,0.631298,44241.45833,0.0560006,44241.45833,0.0517974,44241.45833,0,44241.45833,0.000229844,44241.45833,0,44241.45833,0.388658,44241.45833,0
44241.50000,0.0971572,44241.50000,0.631329,44241.50000,0.0472092,44241.50000,0.0436725,44241.50000,0,44241.50000,0.00021736,44241.50000,0,44241.50000,0.3761,44241.50000,0
44241.54167,0.163557,44241.54167,0.63136,44241.54167,0.0384178,44241.54167,0.0355476,44241.54167,0,44241.54167,0.000185859,44241.54167,0,44241.54167,0.366175,44241.54167,0
44241.58333,0.229957,44241.58333,0.631391,44241.58333,0.0296264,44241.58333,0.0274227,44241.58333,0,44241.58333,0.000158061,44241.58333,0,44241.58333,0.36314,44241.58333,0
44241.62500,0.30347,44241.62500,0.631413,44241.62500,0.0237499,44241.62500,0.0219892,44241.62500,0,44241.62500,0.000151194,44241.62500,0,44241.62500,0.367425,44241.62500,0
44241.66667,0.386882,44241.66667,0.631422,44241.66667,0.0219298,44241.66667,0.0203014,44241.66667,0,44241.66667,0.000138456,44241.66667,0,44241.66667,0.375663,44241.66667,0
44241.70833,0.470293,44241.70833,0.63143,44241.70833,0.0201096,44241.70833,0.0186136,44241.70833,0,44241.70833,0.000117965,44241.70833,0,44241.70833,0.369283,44241.70833,0
44241.75000,0.553704,44241.75000,0.631439,44241.75000,0.0182895,44241.75000,0.0169258,44241.75000,0,44241.75000,0.000116659,44241.75000,0,44241.75000,0.372415,44241.75000,0
44241.79167,0.637116,44241.79167,0.631447,44241.79167,0.0164694,44241.79167,0.015238,44241.79167,0,44241.79167,0.000107979,44241.79167,0,44241.79167,0.37148,44241.79167,0
44241.83333,0.70142,44241.83333,0.631455,44241.83333,0.0147563,44241.83333,0.0136497,44241.83333,0,44241.83333,0.00010388,44241.83333,0,44241.83333,0.375745,44241.83333,0
44241.87500,0.501418,44241.87500,0.631457,44241.87500,0.0145233,44241.87500,0.0134386,44241.87500,0,44241.87500,0.000105077,44241.87500,0,44241.87500,0.379274,44241.87500,0
44241.91667,0.292928,44241.91667,0.631457,44241.91667,0.0143379,44241.91667,0.0132717,44241.91667,0,44241.91667,9.71976e-05,44241.91667,0,44241.91667,0.371458,44241.91667,0
44241.95833,0.0844367,44241.95833,0.631458,44241.95833,0.0141525,44241.95833,0.0131048,44241.95833,0,44241.95833,9.47641e-05,44241.95833,0,44241.95833,0.369968,44241.95833,0
44242.00000,0.000458494,44242.00000,0.631466,44242.00000,0.0115473,44242.00000,0.0106948,44242.00000,0,44242.00000,8.50788e-05,44242.00000,0,44242.00000,0.359662,44242.00000,0
44242.04167,0.000602096,44242.04167,0.631472,44242.04167,0.307803,44242.04167,0.456745,44242.04167,0,44242.04167,0.000566854,44242.04167,1.2,44242.04167,0.3492,44242.04167,0
44242.08333,0.000436192,44242.08333,0.631476,44242.08333,3.02691,44242.08333,3.25997,44242.08333,0,44242.08333,0.00265019,44242.08333,2.4,44242.08333,0.367295,44242.08333,0
44242.12500,0.000710276,44242.12500,0.631475,44242.12500,4.48197,44242.12500,4.56554,44242.12500,0,44242.12500,0.00411022,44242.12500,2.4768,44242.12500,0.368949,44242.12500,0
44242.16667,0.000777102,44242.16667,0.631473,44242.16667,5.68593,44242.16667,5.96048,44242.16667,0,44242.16667,0.00493424,44242.16667,3.6,44242.16667,0.385324,44242.16667,0
44242.20833,0.000780822,44242.20833,0.631468,44242.20833,7.53936,44242.20833,7.51551,44242.20833,0,44242.20833,0.00645846,44242.20833,3.6,44242.20833,0.3891,44242.20833,0
44242.25000,0.00076297,44242.25000,0.631461,44242.25000,4.6012,44242.25000,4.19799,44242.25000,0,44242.25000,0.00447284,44242.25000,1.2,44242.25000,0.380382,44242.25000,4.43354
44242.29167,0.000706404,44242.29167,0.631464,44242.29167,0.547224,44242.29167,0.490237,44242.29167,0,44242.29167,0.000923863,44242.29167,0.171826,44242.29167,0.357621,44242.29167,0.658543
44242.33333,0.00066441,44242.33333,0.631466,44242.33333,0.468449,44242.33333,0.418785,44242.33333,0,44242.33333,0.000795655,44242.33333,0.137043,44242.33333,0.358247,44242.33333,0.573381
44242.37500,0.000622416,44242.37500,0.631469,44242.37500,0.389673,44242.37500,0.347332,44242.37500,0,44242.37500,0.000631112,44242.37500,0.102261,44242.37500,0.372126,44242.37500,0.432522
44242.41667,0.000580422,44242.41667,0.631472,44242.41667,0.310898,44242.41667,0.275879,44242.41667,0,44242.41667,0.000528829,44242.41667,0.0674783,44242.41667,0.388216,44242.41667,0.27813
44242.45833,0.000538428,44242.45833,0.631474,44242.45833,0.232122,44242.45833,0.204426,44242.45833,0,44242.45833,0.000449844,44242.45833,0.0326957,44242.45833,0.38465,44242.45833,0.132921
44242.50000,0.00387223,44242.50000,0.631477,44242.50000,0.158988,44242.50000,0.139214,44242.50000,0,44242.50000,0.000351217,44242.50000,0.00847058,44242.50000,0.387319,44242.50000,3.46959e-10
44242.54167,0.0600935,44242.54167,0.631477,44242.54167,0.174229,44242.54167,0.171775,44242.54167,0,44242.54167,0.000364426,44242.54167,0.149647,44242.54167,0.388321,44242.54167,0
44242.58333,0.116315,44242.58333,0.631478,44242.58333,0.18947,44242.58333,0.204336,44242.58333,0,44242.58333,0.000384081,44242.58333,0.290824,44242.58333,0.374051,44242.58333,0
44242.62500,0.184492,44242.62500,0.63148,44242.62500,0.572632,44242.62500,0.713132,44242.62500,0,44242.62500,0.000768723,44242.62500,1.2,44242.62500,0.358615,44242.62500,0
44242.66667,0.240331,44242.66667,0.631488,44242.66667,2.29897,44242.66667,2.32494,44242.66667,0,44242.66667,0.00208408,44242.66667,1.2,44242.66667,0.358795,44242.66667,0.324753
44242.70833,0.32617,44242.70833,0.631555,44242.70833,0.128227,44242.70833,0.100123,44242.70833,0,44242.70833,0.000276076,44242.70833,0,44242.70833,0.37035,44242.70833,0
44242.75000,0.276207,44242.75000,0.631555,44242.75000,0.125005,44242.75000,0.0988349,44242.75000,0,44242.75000,0.000280912,44242.75000,0,44242.75000,0.362939,44242.75000,0
44242.79167,0.226244,44242.79167,0.631556,44242.79167,0.121784,44242.79167,0.0975467,44242.79167,0,44242.79167,0.000263366,44242.79167,0,44242.79167,0.371692,44242.79167,0
44242.83333,0.176282,44242.83333,0.631556,44242.83333,0.118563,44242.83333,0.0962584,44242.83333,0,44242.83333,0.000260914,44242.83333,0,44242.83333,0.373504,44242.83333,0
44242.87500,0.126319,44242.87500,0.631556,44242.87500,0.115342,44242.87500,0.0949701,44242.87500,0,44242.87500,0.000257702,44242.87500,0,44242.87500,0.39909,44242.87500,0
44242.91667,0.0763567,44242.91667,0.631557,44242.91667,0.112121,44242.91667,0.0936819,44242.91667,0,44242.91667,0.000264277,44242.91667,0,44242.91667,0.393986,44242.91667,0
44242.95833,0.0263941,44242.95833,0.631557,44242.95833,0.1089,44242.95833,0.0923936,44242.95833,0,44242.95833,0.000290083,44242.95833,0,44242.95833,0.40547,44242.95833,0
44243.00000,0.000432827,44243.00000,0.631539,44243.00000,1.39564,44243.00000,1.71869,44243.00000,0,44243.00000,0.00155329,44243.00000,2.4,44243.00000,0.405391,44243.00000,0
44243.04167,0.00036335,44243.04167,0.631547,44243.04167,5.3575,44243.04167,6.03592,44243.04167,0,44243.04167,0.00427998,44243.04167,4.8,44243.04167,0.379618,44243.04167,0
44243.08333,0.000240192,44243.08333,0.631558,44243.08333,15.7688,44243.08333,17.7455,44243.08333,0,44243.08333,0.0117747,44243.08333,10.8,44243.08333,0.378432,44243.08333,1.77436
44243.12500,0.000210561,44243.12500,0.631568,44243.12500,28.4326,44243.12500,32.9927,44243.12500,0,44243.12500,0.0233718,44243.12500,18,44243.12500,0.376867,44243.12500,21.0595
44243.16667,0.000144653,44243.16667,0.631578,44243.16667,47.89,44243.16667,69.0971,44243.16667,0,44243.16667,0.0484265,44243.16667,38.4,44243.16667,0.382615,44243.16667,41.8478
44243.20833,0.000152444,44243.20833,0.631589,44243.20833,81.2362,44243.20833,138.07,44243.20833,0,44243.20833,0.103771,44243.20833,72,44243.20833,0.380075,44243.20833,75.9596
44243.25000,5.00982e-05,44243.25000,0.631601,44243.25000,111.499,44243.25000,151.755,44243.25000,0,44243.25000,0.135255,44243.25000,74.4,44243.25000,0.384315,44243.25000,110.933
44243.29167,7.78488e-05,44243.29167,0.631614,44243.29167,112.7,44243.29167,90.6077,44243.29167,0,44243.29167,0.145588,44243.29167,42,44243.29167,0.394381,44243.29167,118.2
44243.33333,4.97632e-05,44243.33333,0.631628,44243.33333,101.241,44243.33333,96.798,44243.33333,0,44243.33333,0.144913,44243.33333,52.8,44243.33333,0.391833,44243.33333,105.69
44243.37500,0.000194771,44243.37500,0.631643,44243.37500,122.307,44243.37500,170.213,44243.37500,0,44243.37500,0.155625,44243.37500,86.4,44243.37500,0.382241,44243.37500,129.955
44243.41667,0.000226531,44243.41667,0.63166,44243.41667,132.241,44243.41667,107.64,44243.41667,0,44243.41667,0.158099,44243.41667,48,44243.41667,0.376794,44243.41667,130.505
44243.45833,0.000182604,44243.45833,0.631677,44243.45833,96.6279,44243.45833,13.5448,44243.45833,0,44243.45833,0.132366,44243.45833,2.4,44243.45833,0.373722,44243.45833,104.186
44243.50000,0.0544425,44243.50000,0.631838,44243.50000,10.0847,44243.50000,0.342069,44243.50000,0,44243.50000,0.00950728,44243.50000,0.07488,44243.50000,0.367412,44243.50000,13.3506
44243.54167,0.167427,44243.54167,0.63184,44243.54167,8.93076,44243.54167,0.326858,44243.54167,0,44243.54167,0.00802336,44243.54167,0.0642133,44243.54167,0.35965,44243.54167,12.7841
44243.58333,0.280411,44243.58333,0.631842,44243.58333,7.77683,44243.58333,0.311647,44243.58333,0,44243.58333,0.00690215,44243.58333,0.0535467,44243.58333,0.369044,44243.58333,12.8927
44243.62500,0.393395,44243.62500,0.631844,44243.62500,6.6229,44243.62500,0.296437,44243.62500,0,44243.62500,0.00585565,44243.62500,0.04288,44243.62500,0.370243,44243.62500,11.6274
44243.66667,0.506379,44243.66667,0.631846,44243.66667,5.46897,44243.66667,0.281226,44243.66667,0,44243.66667,0.0054176,44243.66667,0.0322133,44243.66667,0.365488,44243.66667,10.2524
44243.70833,0.619363,44243.70833,0.631848,44243.70833,4.31503,44243.70833,0.266015,44243.70833,0,44243.70833,0.00467087,44243.70833,0.0215467,44243.70833,0.363259,44243.70833,9.70112
44243.75000,0.732347,44243.75000,0.631849,44243.75000,3.1611,44243.75000,0.250804,44243.75000,0,44243.75000,0.00330399,44243.75000,0.01088,44243.75000,0.369534,44243.75000,9.27988
44243.79167,0.826811,44243.79167,0.631851,44243.79167,2.00474,44243.79167,0.258154,44243.79167,0,44243.79167,0.00223995,44243.79167,0.0640627,44243.79167,0.374531,44243.79167,8.04564
44243.83333,0.37392,44243.83333,0.631863,44243.83333,2.35676,44243.83333,2.75664,44243.83333,0,44243.83333,0.00203173,44243.83333,3.6,44243.83333,0.364375,44243.83333,5.0406
44243.87500,0.23023,44243.87500,0.631884,44243.87500,10.2177,44243.87500,10.7557,44243.87500,0,44243.87500,0.00688534,44243.87500,6,44243.87500,0.373765,44243.87500,6.1665
44243.91667,0.260346,44243.91667,0.631905,44243.91667,7.82612,44243.91667,7.12016,44243.91667,0,44243.91667,0.00620499,44243.91667,2.4,44243.91667,0.363194,44243.91667,7.83719
44243.95833,0.0898293,44243.95833,0.63193,44243.95833,2.07409,44243.95833,1.70794,44243.95833,0,44243.95833,0.00203723,44243.95833,0,44243.95833,0.349134,44243.95833,4.33023
44244.00000,0.00439921,44244.00000,0.631979,44244.00000,0.570342,44244.00000,0.514438,44244.00000,0,44244.00000,0.000832,44244.00000,0,44244.00000,0.35465,44244.00000,1.86044
44244.04167,0.00462721,44244.04167,0.631999,44244.04167,0.314449,44244.04167,0.287064,44244.04167,0,44244.04167,0.000593142,44244.04167,0,44244.04167,0.357039,44244.04167,0.832634
44244.08333,0.00424774,44244.08333,0.632024,44244.08333,0.176001,44244.08333,0.161837,44244.08333,0,44244.08333,0.000415399,44244.08333,0,44244.08333,0.363175,44244.08333,0.168477
44244.12500,0.00399722,44244.12500,0.63205,44244.12500,0.110316,44244.12500,0.101825,44244.12500,0,44244.12500,0.000281303,44244.12500,0,44244.12500,0.36913,44244.12500,0.00755703
44244.16667,0.00375824,44244.16667,0.632074,44244.16667,0.0755695,44244.16667,0.0698865,44244.16667,0,44244.16667,0.000248115,44244.16667,0,44244.16667,0.368071,44244.16667,0
44244.20833,0.00347003,44244.20833,0.632097,44244.20833,0.0534792,44244.20833,0.0495122,44244.20833,0,44244.20833,0.00020919,44244.20833,0,44244.20833,0.370955,44244.20833,0
44244.25000,0.00311314,44244.25000,0.632119,44244.25000,0.0405419,44244.25000,0.0375446,44244.25000,0,44244.25000,0.000184805,44244.25000,0,44244.25000,0.364807,44244.25000,0
44244.29167,0.00272378,44244.29167,0.632136,44244.29167,0.0312439,44244.29167,0.0289373,44244.29167,0,44244.29167,0.000167936,44244.29167,0,44244.29167,0.369026,44244.29167,0
44244.33333,0.00230541,44244.33333,0.632151,44244.33333,0.0251977,44244.33333,0.0233325,44244.33333,0,44244.33333,0.000145212,44244.33333,0,44244.33333,0.377176,44244.33333,0
44244.37500,0.00231866,44244.37500,0.632164,44244.37500,0.0195866,44244.37500,0.0181307,44244.37500,0,44244.37500,0.000122195,44244.37500,0,44244.37500,0.375919,44244.37500,0
44244.41667,0.0051994,44244.41667,0.632166,44244.41667,0.0168657,44244.41667,0.0156068,44244.41667,0,44244.41667,0.00011133,44244.41667,0,44244.41667,0.365498,44244.41667,0
44244.45833,0.00808013,44244.45833,0.632167,44244.45833,0.0141449,44244.45833,0.0130829,44244.45833,0,44244.45833,9.94719e-05,44244.45833,0,44244.45833,0.357157,44244.45833,0
44244.50000,0.0109609,44244.50000,0.632169,44244.50000,0.0114241,44244.50000,0.0105589,44244.50000,0,44244.50000,9.67113e-05,44244.50000,0,44244.50000,0.353819,44244.50000,0
44244.54167,0.321878,44244.54167,0.632139,44244.54167,0.0101441,44244.54167,0.00936734,44244.54167,0,44244.54167,9.34469e-05,44244.54167,0,44244.54167,0.359443,44244.54167,0
44244.58333,0.654409,44244.58333,0.632107,44244.58333,0.0089653,44244.58333,0.00826923,44244.58333,0,44244.58333,8.8217e-05,44244.58333,0,44244.58333,0.36035,44244.58333,0
44244.62500,0.986939,44244.62500,0.632075,44244.62500,0.00778647,44244.62500,0.00717111,44244.62500,0,44244.62500,7.66605e-05,44244.62500,0,44244.62500,0.372379,44244.62500,0
